get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,funName=concurrentNoPaging run task end,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,funName=DataCompose,parent node is not exist,no need or no have tags,computeAndCompare same,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,allNum=<:NUM:>,ClientEnvHandler is <:*:>,<:GIN:>,protection for <:*:> have compare <:NUM:>,no <:*:>,no page <:*:>,superiorAndDeputy empty,no page <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:ownDeptIDs:>,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,msg,<:deptLeaderManageDeptIDs:>,<:listManageOrgReq:>,<:query signature:>,[GetBaseInfoByEmpID] db ge<:updateFanweiEmployee failed:>,GetBaseInfoByEmpID failed,protection for <:*:> done,query ge<:updateFanweiEmployee failed:>,build <:*:> reply,GetSupervisorPosition success,no api page resources,check failed,protection.ComputeAndDiff failed,error occurred in <:NewAccessRequest:>,callback status error,sign switch is off [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:YID:>,[GetAuthorizedDept] getAllDept success,dept inChargeSuperiors is empty,checkCheckPer<:updateFanweiEmployee failed:>,s.getAuthObject objects=[dealer id customer id],checkAndBuildListPermDataReq failed,ListFieldValues failed,p.svc.GetSingleYidSingleFieldPermDat<:updateFanweiEmployee failed:>,<:tagID:>,token check failed,timestamp
10366,10366,10365,10366,4104,48,442,267,48,48,243,243,48,238,0,48,48,175,4104,0,0,48,0,442,124,0,30,30,0,0,0,5,0,0,5,5,5,6,6,2,2,2,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:18:00
10334,10334,10333,10334,4089,48,283,263,48,48,247,247,48,238,0,48,48,20,4089,0,0,48,0,283,20,0,26,26,0,0,0,8,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:20:00
10307,10307,10308,10307,4073,48,290,262,48,48,244,244,48,237,0,48,48,28,4073,0,0,48,0,290,28,0,26,26,0,0,0,7,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:22:00
10224,10224,10223,10224,4049,48,275,261,48,48,240,240,48,236,0,48,48,14,4049,0,0,48,0,275,14,0,27,27,0,0,0,3,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:24:00
10312,10312,10312,10312,4072,48,291,263,48,48,243,243,48,237,0,48,48,28,4072,0,0,48,0,291,28,0,28,28,0,0,0,6,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:26:00
10320,10320,10321,10320,4082,48,283,263,48,48,244,244,48,236,0,48,48,20,4082,0,0,48,0,283,20,0,27,27,0,0,0,8,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:28:00
10329,10329,10328,10329,4078,48,302,262,48,48,242,242,48,238,0,48,48,40,4078,0,0,48,0,302,40,0,26,26,0,0,0,4,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:30:00
10312,10312,10312,10312,4076,48,295,262,48,48,243,243,48,237,0,48,48,33,4076,0,0,48,0,295,33,0,28,28,0,0,0,5,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:32:00
10313,10313,10314,10313,4076,48,294,263,48,48,239,239,48,238,0,48,48,31,4076,0,0,48,0,294,31,0,27,27,0,0,0,1,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:34:00
10302,10302,10301,10302,4071,48,290,261,48,48,238,238,48,236,0,48,48,29,4071,0,0,48,0,290,29,0,26,26,0,0,0,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:36:00
10328,10328,10328,10329,4079,46,293,263,46,46,243,243,46,237,0,46,46,30,4079,0,0,46,0,293,30,0,27,27,0,0,0,6,0,0,3,2,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:38:00
10322,10322,10325,10322,4085,48,290,263,48,48,240,240,48,238,0,48,48,27,4085,0,0,48,0,290,27,0,28,28,0,0,0,2,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:40:00
10315,10315,10312,10315,4081,48,282,262,48,48,245,245,48,236,0,48,48,20,4081,0,0,48,0,282,20,0,26,26,0,0,0,9,0,0,2,2,2,2,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:42:00
10340,10340,10340,10340,4093,48,284,264,48,48,242,242,48,238,0,48,48,20,4093,0,0,48,0,284,20,0,27,27,0,0,0,4,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:44:00
10312,10312,10313,10312,4070,48,291,261,48,48,243,243,48,238,0,48,48,30,4070,0,0,48,0,291,30,0,26,26,0,0,0,5,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:46:00
10266,10266,10265,10266,4057,46,296,264,46,46,243,243,46,236,0,46,46,32,4057,0,0,46,0,296,32,0,29,29,0,0,0,7,0,0,5,5,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:48:00
10349,10349,10350,10349,4096,48,290,262,48,48,241,241,48,236,0,48,48,28,4096,0,0,48,0,290,28,0,26,26,0,0,0,5,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:50:00
10339,10339,10338,10339,4086,48,291,263,48,48,244,244,48,238,0,48,48,28,4086,0,0,48,0,291,28,0,26,26,0,0,0,6,0,0,2,2,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:52:00
10342,10342,10342,10342,4093,48,291,262,48,48,239,239,48,237,0,48,48,29,4093,0,0,48,0,291,29,0,27,27,0,0,0,2,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:54:00
10297,10297,10299,10297,4069,48,287,264,48,48,243,243,48,236,0,48,48,23,4069,0,0,48,0,287,23,0,28,28,0,0,0,7,0,0,4,4,4,4,4,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:56:00
10323,10323,10323,10323,4077,48,295,261,48,48,241,241,48,238,0,48,48,34,4077,0,0,48,0,295,34,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 00:58:00
10270,10270,10268,10270,4060,48,277,261,48,48,239,239,48,236,0,48,48,16,4060,0,0,48,0,277,16,0,27,27,0,0,0,3,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:00:00
10308,10308,10308,10308,4070,48,302,264,48,48,243,243,48,237,0,48,48,38,4070,0,0,48,0,302,38,0,28,28,0,0,0,6,0,0,4,4,4,4,4,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:02:00
10295,10295,10295,10295,4072,48,291,262,48,48,242,242,48,236,0,48,48,29,4072,0,0,48,0,291,29,0,27,27,0,0,0,6,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:04:00
10338,10338,10339,10338,4092,48,282,262,48,48,241,241,48,238,0,48,48,20,4092,0,0,48,0,282,20,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:06:00
10343,10343,10343,10343,4091,48,287,263,48,48,243,243,48,237,0,48,48,24,4091,0,0,48,0,287,24,0,26,26,0,0,0,6,0,0,2,2,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:08:00
10344,10344,10344,10344,4096,48,285,265,48,48,244,244,48,238,0,48,48,20,4096,0,0,48,0,285,20,0,29,29,0,0,0,6,0,0,5,5,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:10:00
10335,10335,10334,10335,4089,48,281,262,48,48,240,240,48,237,0,48,48,19,4089,0,0,48,0,281,19,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:12:00
10269,10269,10270,10269,4073,46,281,261,46,46,237,237,46,236,0,46,46,20,4073,0,0,46,0,281,20,0,26,26,0,0,0,1,0,0,3,3,3,3,3,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:14:00
10361,10361,10360,10361,4099,48,293,264,48,48,241,241,48,238,0,48,48,29,4099,0,0,48,0,293,29,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:16:00
10317,10317,10318,10317,4082,48,381,264,48,48,244,244,48,238,0,48,48,117,4082,0,0,48,0,381,117,0,29,29,0,0,0,6,0,0,5,5,5,5,5,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:18:00
10339,10339,10338,10339,4087,48,291,262,48,48,241,241,48,237,0,48,48,29,4087,0,0,48,0,291,29,0,26,26,0,0,0,4,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:20:00
10329,10329,10330,10330,4087,48,290,262,48,48,242,242,48,238,0,48,48,28,4087,0,0,48,0,290,28,0,26,26,0,0,0,4,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:22:00
10299,10299,10298,10299,4063,47,294,262,47,47,241,241,47,236,0,47,47,32,4063,0,0,47,0,294,32,0,27,27,0,0,0,5,0,0,3,2,3,3,3,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:24:00
10312,10312,10312,10312,4076,47,289,263,47,47,242,242,47,236,0,47,47,26,4076,0,0,47,0,289,26,0,28,28,0,0,0,6,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:26:00
10353,10353,10353,10353,4100,48,383,263,48,48,243,243,48,238,0,48,48,120,4100,0,0,48,0,383,120,0,26,26,0,0,0,5,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:28:00
10317,10317,10317,10317,4084,48,279,263,48,48,241,241,48,237,0,48,48,16,4084,0,0,48,0,279,16,0,27,27,0,0,0,4,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:30:00
10270,10270,10271,10271,4057,48,287,262,48,48,240,240,48,236,0,48,48,25,4057,0,0,48,0,287,25,0,28,28,0,0,0,4,0,0,4,4,4,4,4,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:32:00
10346,10346,10346,10346,4089,48,296,264,48,48,245,245,48,238,0,48,48,32,4089,0,0,48,0,296,32,0,28,28,0,0,0,7,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:34:00
10346,10346,10346,10346,4097,48,282,263,48,48,239,239,48,237,0,48,48,19,4097,0,0,48,0,282,19,0,26,26,0,0,0,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:36:00
10217,10217,10216,10217,4040,48,280,258,48,48,237,237,48,234,0,48,48,22,4040,0,0,48,0,280,22,0,26,26,0,0,0,3,0,0,3,2,3,3,3,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:38:00
10322,10322,10323,10322,4081,48,288,264,48,48,243,243,48,238,0,48,48,24,4081,0,0,48,0,288,24,0,28,28,0,0,0,5,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:40:00
10317,10317,10316,10317,4080,48,285,263,48,48,243,243,48,237,0,48,48,22,4080,0,0,48,0,285,22,0,26,26,0,0,0,6,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:42:00
10303,10303,10305,10303,4079,48,285,262,48,48,240,240,48,237,0,48,48,23,4079,0,0,48,0,285,23,0,27,27,0,0,0,3,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:44:00
10327,10327,10327,10327,4078,48,294,261,48,48,242,242,48,237,0,48,48,33,4078,0,0,48,0,294,33,0,26,26,0,0,0,4,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:46:00
10379,10379,10378,10379,4112,48,293,266,48,48,247,247,48,239,0,48,48,27,4112,0,0,48,0,293,27,0,29,29,0,0,0,7,0,0,5,4,5,5,5,2,2,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:48:00
10317,10317,10316,10317,4083,48,282,263,48,48,239,239,48,237,0,48,48,19,4083,0,0,48,0,282,19,0,26,26,0,0,0,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:50:00
10334,10334,10335,10334,4085,47,294,261,47,47,242,242,47,237,0,47,48,33,4085,0,0,47,0,294,33,0,26,26,0,0,0,5,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:52:00
10300,10300,10299,10300,4073,47,284,262,47,47,241,241,47,237,0,47,46,22,4073,0,0,47,0,284,22,0,27,27,0,0,0,4,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:54:00
10303,10303,10303,10303,4071,48,290,263,48,48,237,237,48,236,0,48,48,27,4071,0,0,48,0,290,27,0,28,28,0,0,0,1,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:56:00
10284,10284,10284,10284,4066,48,282,262,48,48,240,240,48,237,0,48,48,20,4066,0,0,48,0,282,20,0,27,27,0,0,0,3,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 01:58:00
10324,10324,10324,10324,4082,48,281,262,48,48,240,240,48,237,0,48,48,19,4082,0,0,48,0,281,19,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:00:00
10245,10245,10245,10245,4056,46,286,263,46,46,239,239,46,235,0,46,46,23,4056,0,0,46,0,286,23,0,29,29,0,0,0,4,0,0,5,5,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:02:00
10338,10338,10339,10338,4091,48,291,263,48,48,244,244,48,238,0,48,48,28,4091,0,0,48,0,291,28,0,26,26,0,0,0,6,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:04:00
10356,10356,10356,10356,4098,48,289,262,48,48,240,240,48,238,0,48,48,27,4098,0,0,48,0,289,27,0,26,26,0,0,0,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:06:00
10345,10345,10344,10345,4093,48,388,263,48,48,240,240,48,237,0,48,48,125,4093,0,0,48,0,388,125,0,27,27,0,0,0,3,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:08:00
10331,10331,10331,10331,4088,48,290,265,48,48,241,241,48,237,0,48,48,25,4088,0,0,48,0,290,25,0,28,28,0,0,0,4,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:10:00
10341,10341,10341,10341,4095,48,281,262,48,48,243,243,48,237,0,48,48,19,4095,0,0,48,0,281,19,0,26,26,0,0,0,6,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:12:00
10289,10289,10289,10289,4067,48,280,262,48,48,243,243,48,237,0,48,48,18,4067,0,0,48,0,280,18,0,27,27,0,0,0,6,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:14:00
10336,10336,10337,10336,4091,48,282,262,48,48,240,240,48,238,0,48,48,20,4091,0,0,48,0,282,20,0,26,26,0,0,0,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:16:00
10306,10306,10305,10306,4071,48,339,266,48,48,239,239,48,237,0,48,48,73,4071,0,0,48,0,339,22,0,30,30,0,0,0,2,0,0,5,5,5,6,6,2,2,2,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:18:00
10309,10309,10312,10309,4069,48,294,260,48,48,244,244,48,237,0,48,48,34,4069,0,0,48,0,294,34,0,26,26,0,0,0,6,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:20:00
10293,10293,10290,10293,4071,48,286,261,48,48,241,241,48,237,0,48,48,25,4071,0,0,48,0,286,25,0,26,26,0,0,0,4,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:22:00
10306,10306,10306,10306,4076,48,284,263,48,48,241,241,48,236,0,48,48,21,4076,0,0,48,0,284,21,0,27,27,0,0,0,4,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:24:00
10282,10282,10282,10282,4070,48,293,263,48,48,240,240,48,236,0,48,48,30,4070,0,0,48,0,293,30,0,28,28,0,0,0,4,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:26:00
10317,10317,10318,10317,4087,46,282,263,46,46,239,239,46,238,0,46,46,19,4087,0,0,46,0,282,19,0,27,27,0,0,0,1,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:28:00
10309,10309,10308,10309,4076,48,278,262,48,48,240,240,48,237,0,48,48,16,4076,0,0,48,0,278,16,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:30:00
10324,10324,10325,10324,4091,48,286,263,48,48,237,237,48,236,0,48,48,23,4091,0,0,48,0,286,23,0,28,28,0,0,0,1,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:32:00
10282,10282,10282,10282,4063,48,282,263,48,48,242,242,48,238,0,48,48,19,4063,0,0,48,0,282,19,0,27,27,0,0,0,4,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:34:00
10315,10315,10314,10315,4080,46,283,261,46,46,237,237,46,236,0,46,46,22,4080,0,0,46,0,283,22,0,26,26,0,0,0,1,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:36:00
10322,10322,10322,10322,4079,48,296,263,48,48,239,239,48,237,0,48,48,33,4079,0,0,48,0,296,33,0,27,27,0,0,0,2,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:38:00
10307,10307,10308,10307,4079,48,285,263,48,48,238,238,48,237,0,48,48,22,4079,0,0,48,0,285,22,0,28,28,0,0,0,1,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:40:00
10291,10291,10291,10291,4069,48,279,261,48,48,241,241,48,237,0,48,48,18,4069,0,0,48,0,279,18,0,26,26,0,0,0,4,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:42:00
10324,10324,10323,10324,4087,48,284,263,48,48,243,243,48,237,0,48,48,21,4087,0,0,48,0,284,21,0,27,27,0,0,0,6,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:44:00
10334,10334,10334,10334,4096,48,277,262,48,48,240,240,48,237,0,48,48,15,4096,0,0,48,0,277,15,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:46:00
10323,10323,10323,10323,4083,48,283,265,48,48,240,240,48,237,0,48,48,18,4083,0,0,48,0,283,18,0,29,29,0,0,0,3,0,0,5,5,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:48:00
10341,10341,10342,10341,4084,48,294,261,48,48,240,240,48,238,0,48,48,33,4084,0,0,48,0,294,33,0,26,26,0,0,0,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:50:00
10262,10262,10263,10262,4066,48,285,262,48,48,240,240,48,236,0,48,48,23,4066,0,0,48,0,285,23,0,26,26,0,0,0,4,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:52:00
10326,10326,10324,10326,4083,48,283,262,48,48,240,240,48,236,0,48,48,21,4083,0,0,48,0,283,21,0,27,27,0,0,0,4,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:54:00
10351,10351,10353,10351,4102,48,283,266,48,48,241,241,48,238,0,48,48,17,4102,0,0,48,0,283,17,0,28,28,0,0,0,3,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:56:00
10325,10325,10323,10325,4084,48,283,261,48,48,241,241,48,238,0,48,48,22,4084,0,0,48,0,283,22,0,26,26,0,0,0,3,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 02:58:00
10345,10345,10348,10345,4096,48,287,263,48,48,242,242,48,238,0,48,48,24,4096,0,0,48,0,287,24,0,27,27,0,0,0,4,0,0,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 03:00:00
10316,10316,10314,10316,4075,48,400,264,48,48,245,245,48,238,0,48,48,136,4075,0,0,48,0,400,136,0,28,28,0,0,0,7,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 03:02:00
