get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,GetSupervisorPosition success,timestamp,unknown
10355,10355,10356,10355,4079,48,335,264,48,48,245,245,48,238,48,48,71,4079,48,335,71,28,28,7,4,3,4,4,4,2,2,2,0,2023-11-03 02:02:00,1
10323,10323,10322,10323,4067,48,306,262,48,48,248,248,48,236,48,48,44,4067,48,306,44,27,27,12,3,3,3,3,3,2,2,2,0,2023-11-03 02:04:00,0
10372,10372,10372,10372,4098,47,312,268,47,47,245,245,47,239,47,47,44,4098,47,312,44,31,31,6,7,6,7,7,7,2,2,2,0,2023-11-03 02:06:00,1
10358,10358,10359,10358,4074,48,327,263,48,48,250,250,48,236,48,48,64,4074,48,327,64,27,27,14,3,3,3,3,3,2,2,2,0,2023-11-03 02:08:00,0
10252,10252,10254,10252,4037,48,317,260,48,48,244,244,48,234,48,48,57,4037,48,317,57,28,28,9,4,4,4,4,4,2,2,2,1,2023-11-03 02:10:00,0
10417,10417,10417,10417,4108,48,327,268,48,48,251,251,48,238,48,48,59,4108,48,327,59,30,30,13,6,6,6,6,6,2,2,2,0,2023-11-03 02:12:00,6
10302,10302,10300,10302,4058,48,307,263,48,48,244,244,48,236,48,48,44,4058,48,307,44,28,28,7,4,4,4,4,4,2,2,2,1,2023-11-03 02:14:00,0
10338,10338,10338,10338,4078,48,304,262,48,48,246,246,48,236,48,48,42,4078,48,304,42,27,27,10,3,3,3,3,3,2,2,2,0,2023-11-03 02:16:00,0
10384,10384,10385,10384,4099,48,375,266,48,48,244,244,48,238,48,48,109,4099,48,375,58,29,29,5,4,3,4,5,5,2,2,2,1,2023-11-03 02:18:00,55
10355,10355,10353,10355,4075,46,327,265,46,46,249,249,46,237,46,46,62,4075,46,327,62,30,30,11,6,6,6,6,6,2,2,2,1,2023-11-03 02:20:00,0
10330,10330,10331,10330,4075,48,308,263,48,48,245,245,48,239,48,48,45,4075,48,308,45,27,27,5,3,3,3,3,3,2,2,2,1,2023-11-03 02:22:00,0
10349,10349,10349,10349,4084,48,305,265,48,48,244,244,48,236,48,48,40,4084,48,305,40,28,28,6,4,3,4,4,4,2,2,2,2,2023-11-03 02:24:00,3
10308,10308,10307,10308,4060,48,308,261,48,48,244,244,48,236,48,48,47,4060,48,308,47,27,27,7,3,3,3,3,3,2,2,2,1,2023-11-03 02:26:00,2
10324,10324,10325,10324,4073,48,310,266,48,48,247,247,48,238,48,48,44,4073,48,310,44,31,31,9,7,7,7,7,7,2,2,2,0,2023-11-03 02:28:00,0
10367,10367,10369,10367,4088,48,315,263,48,48,242,242,48,236,48,48,52,4088,48,315,52,27,27,4,3,3,3,3,3,2,2,2,2,2023-11-03 02:30:00,0
10309,10309,10309,10309,4063,47,310,263,47,47,245,245,47,236,47,47,47,4063,47,310,47,28,28,9,4,4,4,4,4,2,2,2,0,2023-11-03 02:32:00,0
10243,10243,10240,10243,4031,48,317,261,48,48,243,243,48,235,48,48,56,4031,48,317,56,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 02:34:00,0
10397,10397,10398,10397,4106,48,321,267,48,48,241,241,48,238,48,48,54,4106,48,321,54,31,31,3,7,6,7,7,7,2,2,2,0,2023-11-03 02:36:00,1
10388,10388,10387,10388,4104,47,311,265,47,47,248,248,47,237,47,47,46,4104,47,311,46,27,27,11,3,3,3,3,3,2,2,2,0,2023-11-03 02:38:00,0
10327,10327,10327,10327,4065,48,319,263,48,48,244,244,48,236,48,48,56,4065,48,319,56,28,28,6,4,3,4,4,4,2,2,2,2,2023-11-03 02:40:00,1
10364,10364,10364,10364,4088,48,317,266,48,48,248,248,48,238,48,48,51,4088,48,317,51,30,30,10,6,6,6,6,6,2,2,2,0,2023-11-03 02:42:00,0
10354,10354,10354,10354,4084,48,314,263,48,48,246,246,48,236,48,48,51,4084,48,314,51,28,28,9,4,4,4,4,4,2,2,2,1,2023-11-03 02:44:00,0
10375,10375,10375,10375,4085,48,326,263,48,48,252,252,48,237,48,48,63,4085,48,326,63,27,27,15,3,3,3,3,3,2,2,2,0,2023-11-03 02:46:00,0
10354,10354,10354,10354,4085,48,305,263,48,48,250,250,48,238,48,48,42,4085,48,305,42,27,27,12,3,3,3,3,3,2,2,2,0,2023-11-03 02:48:00,4
10395,10395,10397,10395,4089,48,336,268,48,48,253,253,48,237,48,48,68,4089,48,336,68,31,31,15,7,7,7,7,7,2,2,2,1,2023-11-03 02:50:00,0
10363,10363,10361,10363,4092,48,311,263,48,48,245,245,48,237,48,48,48,4092,48,311,48,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 02:52:00,0
10386,10386,10388,10386,4104,48,308,265,48,48,246,246,48,237,48,48,43,4104,48,308,43,28,28,9,4,3,4,4,4,2,2,2,0,2023-11-03 02:54:00,1
10349,10349,10347,10349,4083,48,301,263,48,48,249,249,48,237,48,48,38,4083,48,301,38,27,27,12,3,3,3,3,3,2,2,2,0,2023-11-03 02:56:00,0
10242,10242,10243,10242,4044,46,300,264,46,46,243,243,46,235,46,46,36,4044,46,300,36,30,30,8,7,6,7,7,7,2,2,2,0,2023-11-03 02:58:00,1
10342,10342,10342,10342,4086,48,291,263,48,48,247,247,48,237,48,48,28,4086,48,291,28,27,27,9,3,3,3,3,3,2,2,2,1,2023-11-03 03:00:00,0
10340,10340,10339,10340,4066,48,329,263,48,48,252,252,48,236,48,48,66,4066,48,329,66,28,28,15,4,4,4,4,4,2,2,2,1,2023-11-03 03:02:00,0
10364,10364,10364,10364,4090,48,309,263,48,48,251,251,48,239,48,48,46,4090,48,309,46,27,27,11,3,3,3,3,3,2,2,2,1,2023-11-03 03:04:00,0
10341,10341,10341,10341,4081,48,306,267,48,48,248,248,48,236,48,48,39,4081,48,306,39,31,31,11,7,7,7,7,7,2,2,2,1,2023-11-03 03:06:00,0
10374,10374,10376,10374,4095,47,317,264,47,47,245,245,47,238,47,47,53,4095,47,317,53,27,27,7,3,3,3,3,3,2,2,2,0,2023-11-03 03:08:00,0
10341,10341,10340,10341,4074,48,314,263,48,48,246,246,48,236,48,48,51,4074,48,314,51,28,28,10,4,3,4,4,4,2,2,2,0,2023-11-03 03:10:00,1
10374,10374,10376,10374,4096,48,314,267,48,48,246,246,48,237,48,48,47,4096,48,314,47,30,30,9,6,6,6,6,6,2,2,2,0,2023-11-03 03:12:00,0
10357,10357,10354,10357,4081,48,320,262,48,48,240,240,48,237,48,48,58,4081,48,320,58,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-03 03:14:00,0
10329,10329,10329,10329,4078,47,296,264,47,47,244,244,47,236,47,47,32,4078,47,296,32,28,28,8,4,3,4,4,4,2,2,2,0,2023-11-03 03:16:00,1
10322,10322,10323,10322,4065,48,312,262,48,48,241,241,48,238,48,48,50,4065,48,312,50,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-03 03:18:00,0
10316,10316,10316,10316,4070,48,304,267,48,48,249,249,48,236,48,48,37,4070,48,304,37,31,31,13,7,7,7,7,7,2,2,2,0,2023-11-03 03:20:00,0
10334,10334,10334,10334,4072,48,321,263,48,48,247,247,48,236,48,48,58,4072,48,321,58,28,28,11,3,3,3,3,3,2,2,2,0,2023-11-03 03:22:00,0
10270,10270,10269,10270,4056,48,300,261,48,48,238,238,48,235,48,48,39,4056,48,300,39,27,27,3,4,4,4,4,4,2,2,2,0,2023-11-03 03:24:00,0
10365,10365,10367,10365,4087,48,315,263,48,48,250,250,48,237,48,48,52,4087,48,315,52,27,27,13,3,3,3,3,3,2,2,2,0,2023-11-03 03:26:00,2
10371,10371,10370,10371,4092,48,421,267,48,48,243,243,48,238,48,48,154,4092,48,421,154,31,31,5,7,6,7,7,7,2,2,2,0,2023-11-03 03:28:00,1
10321,10321,10322,10321,4062,48,310,263,48,48,253,253,48,239,48,48,47,4062,48,310,47,27,27,14,3,3,3,3,3,2,2,2,0,2023-11-03 03:30:00,0
10356,10356,10355,10356,4091,48,312,263,48,48,241,241,48,236,48,48,49,4091,48,312,49,28,28,5,4,3,4,4,4,2,2,2,0,2023-11-03 03:32:00,1
10376,10376,10376,10376,4099,48,308,264,48,48,251,251,48,238,48,48,44,4099,48,308,44,27,27,13,3,3,3,3,3,2,2,2,0,2023-11-03 03:34:00,0
10352,10352,10354,10352,4077,48,327,267,46,46,243,243,46,236,46,48,60,4077,46,327,60,31,31,7,7,7,7,7,7,2,2,2,0,2023-11-03 03:36:00,0
10380,10380,10377,10380,4093,46,320,263,48,48,246,246,48,238,48,46,57,4093,48,320,57,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 03:38:00,0
10348,10348,10351,10348,4081,48,312,262,48,48,248,248,48,236,48,48,50,4081,48,312,50,27,27,12,3,3,3,3,3,2,2,2,0,2023-11-03 03:40:00,0
10379,10379,10376,10379,4094,48,311,264,48,48,250,250,48,237,48,48,47,4094,48,311,47,28,28,12,4,4,4,4,4,2,2,2,1,2023-11-03 03:42:00,0
10380,10380,10382,10380,4092,48,319,268,48,48,250,250,48,238,48,48,51,4092,48,319,51,30,30,12,6,6,6,6,6,2,2,2,0,2023-11-03 03:44:00,0
10319,10319,10317,10319,4060,48,312,262,48,48,248,248,48,236,48,48,50,4060,48,312,50,28,28,11,4,3,4,4,4,2,2,2,1,2023-11-03 03:46:00,1
10262,10262,10263,10263,4044,47,310,261,47,47,242,242,47,235,47,47,49,4044,47,310,49,27,27,6,3,3,3,3,3,2,2,2,1,2023-11-03 03:48:00,0
10342,10342,10343,10342,4083,47,306,266,47,47,245,245,47,237,47,47,40,4083,47,306,40,31,31,8,7,6,7,7,7,2,2,2,0,2023-11-03 03:50:00,5
10359,10359,10358,10359,4078,48,427,263,48,48,244,244,48,236,48,48,164,4078,48,427,164,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 03:52:00,4
10379,10379,10379,10379,4087,48,334,265,48,48,249,249,48,238,48,48,69,4087,48,334,69,28,28,11,4,4,4,4,4,2,2,2,0,2023-11-03 03:54:00,2
10393,10393,10393,10393,4102,48,320,263,48,48,245,245,48,237,48,48,57,4102,48,320,57,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 03:56:00,0
10392,10392,10391,10392,4101,48,315,269,48,48,253,253,48,238,48,48,46,4101,48,315,46,31,31,15,7,6,7,7,7,2,2,2,0,2023-11-03 03:58:00,1
10372,10372,10373,10372,4087,48,326,262,48,48,247,247,48,237,48,48,64,4087,48,326,64,27,27,9,3,3,3,3,3,2,2,2,1,2023-11-03 04:00:00,0
10364,10364,10365,10363,4086,48,418,263,48,48,248,248,48,237,48,48,155,4086,48,418,155,27,27,11,3,3,3,3,3,2,2,2,0,2023-11-03 04:02:00,0
10320,10320,10318,10320,4063,48,318,264,48,48,249,249,48,236,48,48,54,4063,48,318,54,28,28,13,4,3,4,4,4,2,2,2,0,2023-11-03 04:04:00,1
10321,10321,10322,10321,4072,48,307,265,48,48,242,242,48,237,48,48,42,4072,48,307,42,31,31,4,7,7,7,7,7,2,2,2,1,2023-11-03 04:06:00,0
10355,10355,10354,10355,4078,48,317,264,48,48,248,248,48,238,48,48,53,4078,48,317,53,27,27,9,3,3,3,3,3,2,2,2,1,2023-11-03 04:08:00,0
10334,10334,10335,10334,4075,48,305,261,48,48,245,245,48,236,48,48,44,4075,48,305,44,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-03 04:10:00,0
10273,10273,10274,10273,4056,46,306,263,46,46,245,245,46,236,46,47,43,4056,46,306,43,28,28,9,4,4,4,4,4,2,2,2,0,2023-11-03 04:12:00,0
10349,10349,10348,10349,4079,48,317,266,48,48,244,244,48,236,48,47,51,4079,48,317,51,30,30,8,6,6,6,6,6,2,2,2,0,2023-11-03 04:14:00,2
10306,10306,10306,10306,4063,48,311,262,48,48,242,242,48,237,48,48,49,4063,48,311,49,28,28,5,4,3,4,4,4,2,2,2,0,2023-11-03 04:16:00,1
10384,10384,10383,10385,4093,48,377,265,48,48,245,245,48,238,48,48,112,4093,48,377,61,28,28,7,3,3,3,4,4,2,2,2,0,2023-11-03 04:18:00,60
10396,10396,10396,10396,4110,48,316,269,48,48,246,246,48,238,48,48,47,4110,48,316,47,31,31,8,7,7,7,7,7,2,2,2,0,2023-11-03 04:20:00,0
10354,10354,10354,10354,4083,48,415,263,48,48,244,244,48,236,48,48,152,4083,48,415,152,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 04:22:00,0
10340,10340,10342,10340,4080,47,308,263,47,47,248,248,47,238,47,47,45,4080,47,308,45,28,28,9,4,4,4,4,4,2,2,2,1,2023-11-03 04:24:00,0
10324,10324,10322,10324,4070,47,314,263,47,47,239,239,47,236,47,47,51,4070,47,314,51,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-03 04:26:00,0
10348,10348,10349,10348,4078,48,320,266,48,48,243,243,48,236,48,48,54,4078,48,320,54,31,31,7,7,6,7,7,7,2,2,2,0,2023-11-03 04:28:00,1
10337,10337,10337,10337,4079,48,303,263,48,48,246,246,48,238,48,48,40,4079,48,303,40,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 04:30:00,0
10355,10355,10355,10355,4086,48,312,264,48,48,245,245,48,236,48,48,48,4086,48,312,48,28,28,8,4,3,4,4,4,2,2,2,1,2023-11-03 04:32:00,1
10353,10353,10352,10353,4084,48,312,263,48,48,243,243,48,237,48,48,49,4084,48,312,49,27,27,5,3,3,3,3,3,2,2,2,1,2023-11-03 04:34:00,0
10341,10341,10341,10341,4031,69,328,282,69,69,251,251,69,244,69,69,46,4031,69,328,46,31,31,7,7,7,7,7,7,2,2,2,0,2023-11-03 04:36:00,0
10783,10783,10783,10783,4081,121,365,338,121,121,308,308,121,304,121,121,27,4081,121,365,27,27,27,4,3,3,3,3,3,2,2,2,0,2023-11-03 04:38:00,4
10782,10782,10784,10782,4076,117,361,326,117,117,311,311,117,305,117,117,35,4076,117,361,35,27,27,5,3,3,3,3,3,2,2,2,1,2023-11-03 04:40:00,0
10832,10832,10832,10832,4078,118,388,331,118,118,318,318,118,304,118,118,57,4078,118,388,57,28,28,13,4,4,4,4,4,2,2,2,1,2023-11-03 04:42:00,2
10823,10823,10821,10823,4082,126,383,340,126,126,313,313,126,304,126,126,43,4082,126,383,43,30,30,9,6,6,6,6,6,2,2,2,0,2023-11-03 04:44:00,0
10776,10776,10778,10776,4062,123,376,329,123,123,311,311,123,303,123,123,47,4062,123,376,47,28,28,8,4,3,4,4,4,2,2,2,0,2023-11-03 04:46:00,1
10797,10797,10797,10797,4058,116,388,341,115,115,314,314,115,305,115,116,47,4058,115,388,47,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-03 04:48:00,0
10782,10782,10780,10782,4062,121,390,335,122,122,316,316,122,311,122,121,55,4062,122,390,55,31,31,5,7,6,7,7,7,2,2,2,0,2023-11-03 04:50:00,1
10864,10864,10864,10864,4092,120,387,335,120,120,326,326,120,316,120,120,52,4092,120,387,52,27,27,9,3,3,3,3,3,2,2,2,1,2023-11-03 04:52:00,2
10823,10823,10824,10823,4096,118,365,328,118,118,308,308,118,303,118,118,37,4096,118,365,37,28,28,5,4,4,4,4,4,2,2,2,0,2023-11-03 04:54:00,0
10832,10832,10831,10832,4085,112,388,330,112,112,317,317,112,309,112,112,58,4085,112,388,58,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 04:56:00,0
10723,10723,10723,10723,4054,110,389,329,110,110,324,324,110,312,110,110,60,4054,110,389,60,31,31,12,7,7,7,7,7,2,2,2,0,2023-11-03 04:58:00,0
10857,10857,10857,10857,4090,117,382,329,117,117,308,308,117,301,117,117,53,4090,117,382,53,27,27,7,3,3,3,3,3,2,2,2,0,2023-11-03 05:00:00,0
10800,10800,10803,10800,4085,118,473,332,118,118,314,314,118,304,118,119,141,4085,118,473,141,27,27,9,3,3,3,3,3,2,2,2,1,2023-11-03 05:02:00,1
10817,10817,10814,10817,4083,128,374,328,128,128,309,309,128,305,128,127,46,4083,128,374,46,28,28,4,4,3,4,4,4,2,2,2,0,2023-11-03 05:04:00,1
10844,10844,10844,10844,4093,112,376,331,112,112,310,310,112,298,112,112,45,4093,112,376,45,30,30,12,6,6,6,6,6,2,2,2,0,2023-11-03 05:06:00,0
10783,10783,10784,10783,4071,105,389,332,105,105,320,320,105,303,105,105,57,4071,105,389,57,28,28,17,4,3,4,4,4,2,2,2,0,2023-11-03 05:08:00,1
10788,10788,10788,10788,4072,121,375,328,121,121,303,303,121,299,121,121,47,4072,121,375,47,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-03 05:10:00,0
10784,10784,10783,10784,4060,113,394,351,113,113,306,306,113,302,113,113,43,4060,113,394,43,28,28,4,4,4,4,4,4,2,2,2,0,2023-11-03 05:12:00,0
10809,10809,10810,10809,4088,113,372,335,113,113,312,312,113,302,113,113,37,4088,113,372,37,30,30,10,6,6,6,6,6,2,2,2,0,2023-11-03 05:14:00,0
10828,10828,10827,10828,4074,111,383,336,111,111,333,333,111,324,111,111,47,4074,111,383,47,28,28,9,4,4,4,4,4,2,2,2,0,2023-11-03 05:16:00,0
10822,10822,10825,10822,4097,113,370,328,113,113,303,303,113,294,113,113,42,4097,113,370,42,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-03 05:18:00,0
10855,10855,10853,10855,4103,114,380,338,114,114,325,325,114,318,114,114,42,4103,114,380,42,31,31,7,7,6,7,7,7,2,2,2,0,2023-11-03 05:20:00,1
10711,10711,10713,10711,4041,110,373,327,110,110,316,316,110,307,110,111,46,4041,110,373,46,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-03 05:22:00,2
10684,10684,10681,10684,4041,108,366,322,108,108,311,311,108,299,108,107,44,4041,108,366,44,27,27,12,3,3,3,3,3,2,2,2,0,2023-11-03 05:24:00,0
10767,10767,10769,10767,4066,110,394,333,110,110,311,311,110,305,110,110,61,4066,110,394,61,28,28,6,4,3,4,4,4,2,2,2,0,2023-11-03 05:26:00,1
10795,10795,10793,10795,4078,108,378,334,108,108,318,318,108,309,108,108,44,4078,108,378,44,31,31,9,7,7,7,7,7,2,2,2,0,2023-11-03 05:28:00,0
10762,10762,10762,10762,4079,122,354,325,122,122,304,304,122,302,122,122,29,4079,122,354,29,27,27,2,3,3,3,3,3,2,2,2,0,2023-11-03 05:30:00,0
10795,10795,10797,10795,4063,120,371,323,120,120,320,320,120,311,120,120,48,4063,120,371,48,27,27,8,3,3,3,3,3,2,2,2,1,2023-11-03 05:32:00,0
10765,10765,10764,10765,4050,113,377,328,113,113,309,309,113,300,113,113,49,4050,113,377,49,28,28,8,4,4,4,4,4,2,2,2,1,2023-11-03 05:34:00,0
10866,10866,10865,10866,4097,121,386,334,121,121,327,327,121,318,121,121,52,4097,121,386,52,30,30,9,6,6,6,6,6,2,2,2,0,2023-11-03 05:36:00,0
10832,10832,10833,10832,4100,114,379,330,114,114,314,314,114,304,114,114,49,4100,114,379,49,28,28,10,4,3,4,4,4,2,2,2,0,2023-11-03 05:38:00,1
10816,10816,10815,10816,4079,120,369,323,120,120,313,313,120,305,120,120,46,4079,120,369,46,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 05:40:00,0
10800,10800,10802,10800,4069,115,388,329,115,115,320,320,115,304,115,115,59,4069,115,388,59,28,28,16,4,3,4,4,4,2,2,2,0,2023-11-03 05:42:00,3
10787,10787,10786,10787,4073,119,368,317,119,119,320,320,119,308,119,119,51,4073,119,368,51,30,30,12,6,6,6,6,6,2,2,2,0,2023-11-03 05:44:00,0
10778,10778,10777,10778,4069,118,374,326,118,118,312,312,118,303,118,118,48,4069,118,374,48,28,28,9,4,4,4,4,4,2,2,2,0,2023-11-03 05:46:00,0
10758,10758,10759,10758,4064,112,479,326,112,112,314,314,112,303,112,112,153,4064,112,479,153,27,27,11,3,3,3,3,3,2,2,2,0,2023-11-03 05:48:00,0
10919,10919,10919,10919,4070,140,401,348,140,140,333,333,140,323,140,140,53,4070,140,401,53,31,31,10,7,7,7,7,7,2,2,2,0,2023-11-03 05:50:00,0
11279,11279,11280,11279,4073,187,445,403,187,187,378,378,187,371,187,187,42,4073,187,445,42,27,27,7,3,3,3,3,3,2,2,2,0,2023-11-03 05:52:00,0
11280,11280,11279,11280,4069,194,467,408,194,194,386,386,194,378,194,194,59,4069,194,467,59,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 05:54:00,0
11282,11282,11281,11282,4076,188,443,393,188,188,378,378,188,371,188,188,50,4076,188,443,50,28,28,7,4,3,4,4,4,2,2,2,0,2023-11-03 05:56:00,1
11226,11226,11227,11226,4082,186,426,391,186,186,382,382,186,375,186,186,35,4082,186,426,35,30,30,7,6,6,6,6,6,2,2,2,0,2023-11-03 05:58:00,0
11333,11333,11333,11333,4097,189,463,413,189,189,394,394,189,380,189,189,50,4097,189,463,50,28,28,14,4,3,4,4,4,2,2,2,0,2023-11-03 06:00:00,1
11259,11259,11260,11259,4078,205,440,397,205,205,377,377,205,371,205,205,43,4078,205,440,43,27,27,6,3,3,3,3,3,2,2,2,0,2023-11-03 06:02:00,0
11343,11343,11341,11343,4095,194,464,401,194,194,388,388,194,376,194,194,63,4095,194,464,63,28,28,12,4,4,4,4,4,2,2,2,0,2023-11-03 06:04:00,2
11308,11308,11308,11308,4102,185,461,412,185,185,382,382,185,372,185,185,49,4102,185,461,49,30,30,10,6,6,6,6,6,2,2,2,0,2023-11-03 06:06:00,2
11318,11318,11322,11318,4091,184,460,401,184,184,392,392,183,379,183,184,59,4091,183,460,59,28,28,13,4,4,4,4,4,2,2,2,0,2023-11-03 06:08:00,0
11211,11211,11207,11211,4053,168,434,390,168,168,396,396,169,382,169,168,44,4053,169,434,44,27,27,13,3,3,3,3,3,2,2,2,1,2023-11-03 06:10:00,0
11178,11178,11180,11178,4049,174,436,386,174,174,386,386,174,381,174,174,50,4049,174,436,50,28,28,5,4,3,4,4,4,2,2,2,0,2023-11-03 06:12:00,1
11303,11303,11301,11303,4095,189,446,405,189,189,385,385,189,374,189,189,41,4095,189,446,41,30,30,10,6,6,6,6,6,2,2,2,1,2023-11-03 06:14:00,0
11262,11262,11262,11262,4052,174,464,409,174,174,394,394,174,384,174,174,55,4052,174,464,55,27,27,10,3,3,3,3,3,2,2,2,0,2023-11-03 06:16:00,0
11326,11326,11327,11326,4113,193,499,395,193,193,376,376,193,370,193,193,104,4113,193,499,53,29,29,6,4,3,4,5,5,2,2,2,0,2023-11-03 06:18:00,55
11292,11292,11292,11292,4087,170,458,414,170,170,380,380,170,367,170,170,44,4087,170,458,44,31,31,13,7,7,7,7,7,2,2,2,0,2023-11-03 06:20:00,0
11310,11310,11310,11310,4087,177,448,399,176,176,391,391,176,382,176,177,49,4087,176,448,49,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-03 06:22:00,0
11263,11263,11262,11263,4084,185,458,407,186,186,377,377,186,369,186,185,51,4084,186,458,51,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 06:24:00,0
11311,11311,11311,11311,4112,185,442,389,185,185,381,381,185,374,185,185,53,4112,185,442,53,28,28,7,4,4,4,4,4,2,2,2,0,2023-11-03 06:26:00,0
11329,11329,11331,11329,4111,186,478,421,186,186,373,373,186,366,186,186,57,4111,186,478,57,30,30,7,6,6,6,6,6,2,2,2,0,2023-11-03 06:28:00,1
11277,11277,11275,11277,4085,190,459,402,190,190,368,368,190,365,190,190,57,4085,190,459,57,28,28,3,4,3,4,4,4,2,2,2,0,2023-11-03 06:30:00,3
11278,11278,11278,11278,4088,187,456,390,187,187,377,377,187,369,187,187,66,4088,187,456,66,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-03 06:32:00,0
11276,11276,11278,11276,4084,194,450,409,194,194,379,379,194,370,194,194,41,4084,194,450,41,28,28,9,4,3,4,4,4,2,2,2,0,2023-11-03 06:34:00,1
11241,11241,11239,11241,4071,187,432,396,187,187,384,384,187,371,187,187,36,4071,187,432,36,30,30,13,6,6,6,6,6,2,2,2,0,2023-11-03 06:36:00,2
11121,11121,11121,11121,4030,161,552,389,161,161,379,379,161,369,161,161,163,4030,161,552,163,27,27,9,4,4,4,4,4,2,2,2,1,2023-11-03 06:38:00,0
11263,11263,11263,11263,4090,172,451,401,172,172,377,377,172,367,172,172,50,4090,172,451,50,27,27,10,3,3,3,3,3,2,2,2,0,2023-11-03 06:40:00,0
11237,11237,11238,11237,4077,177,440,396,177,177,378,378,177,371,177,178,44,4077,177,440,44,27,27,7,3,3,3,3,3,2,2,2,0,2023-11-03 06:42:00,0
11230,11230,11230,11230,4071,192,433,395,192,192,378,378,192,373,192,191,38,4071,192,433,38,31,31,5,7,7,7,7,7,2,2,2,0,2023-11-03 06:44:00,0
11272,11272,11271,11272,4069,180,455,403,180,180,383,383,180,374,180,180,52,4069,180,455,52,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-03 06:46:00,0
11338,11338,11338,11340,4089,192,450,408,192,192,404,404,192,390,192,192,42,4089,192,450,42,28,28,13,4,3,4,4,4,2,2,2,1,2023-11-03 06:48:00,1
11333,11333,11333,11333,4099,189,468,402,189,189,391,391,189,384,189,189,66,4099,189,468,66,28,28,7,3,3,3,3,3,2,2,2,0,2023-11-03 06:50:00,0
11241,11241,11241,11241,4078,191,448,408,191,191,373,373,191,365,191,191,40,4078,191,448,40,31,31,8,7,6,7,7,7,2,2,2,0,2023-11-03 06:52:00,1
11279,11279,11280,11279,4084,179,455,415,179,179,375,375,179,366,179,179,40,4084,179,455,40,27,27,8,3,3,3,3,3,2,2,2,1,2023-11-03 06:54:00,0
11269,11269,11268,11269,4063,197,453,409,197,197,378,378,197,371,197,197,44,4063,197,453,44,28,28,7,4,4,4,4,4,2,2,2,0,2023-11-03 06:56:00,0
11262,11262,11263,11262,4076,190,453,419,190,190,380,380,190,371,190,190,34,4076,190,453,34,30,30,9,6,6,6,6,6,2,2,2,0,2023-11-03 06:58:00,0
11245,11245,11246,11245,4076,180,433,392,180,180,386,386,180,377,180,180,41,4076,180,433,41,28,28,9,4,4,4,4,4,2,2,2,0,2023-11-03 07:00:00,0
11144,11144,11144,11144,4019,200,454,407,200,200,379,379,200,373,200,201,47,4019,200,454,47,26,26,6,3,3,3,3,3,2,2,2,0,2023-11-03 07:02:00,0
11236,11236,11235,11236,4071,162,437,399,162,162,375,375,162,363,162,161,38,4071,162,437,38,28,28,12,4,3,4,4,4,2,2,2,0,2023-11-03 07:04:00,3
11301,11301,11301,11301,4099,197,461,406,197,197,389,389,197,382,197,197,55,4099,197,461,55,30,30,7,6,6,6,6,6,2,2,2,0,2023-11-03 07:06:00,0
11322,11322,11322,11322,4099,191,439,398,191,191,385,385,191,376,191,191,41,4099,191,439,41,27,27,8,3,3,3,3,3,2,2,2,1,2023-11-03 07:08:00,0
11205,11205,11204,11205,4065,181,430,401,181,181,361,361,181,355,181,181,29,4065,181,430,29,28,28,6,4,3,4,4,4,2,2,2,0,2023-11-03 07:10:00,1
