rego exec input:<:MAP:>,parseDataReportFlag ok,get metadata from header,parse metadata,infra.grpc.invoker,<:staticStrategies:>,computeOwnObjectIDs <:*:>,computeDeptMembersObjectIDs <:*:>,<:REQ:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,no <:*:> <:*:> <:*:> <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,<:list modules:>,loaded policy count:<:NUM:>,getPermTagsAndValues <:*:>,loadRegoMySQLInterval success,getDept success,getBackupEmp success,DeleteFieldValues <:REQ:>,Depts only have yunzhanghu,no <:*:>,timestamp,unknown
130,5144,5144,5144,5144,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 02:19:00,0
130,5149,5149,5149,5149,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-14 02:20:00,0
130,5133,5133,5135,5133,24,24,24,2033,130,12,12,24,130,1,1,24,1,120,120,2033,120,24,2023-10-14 02:21:00,0
130,5139,5139,5138,5139,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-14 02:22:00,0
128,5138,5138,5139,5138,24,24,24,2039,128,12,12,24,128,1,1,24,1,118,118,2039,118,24,2023-10-14 02:23:00,0
130,5125,5125,5124,5125,24,24,24,2027,130,12,12,24,130,1,1,24,1,118,118,2027,118,24,2023-10-14 02:24:00,0
130,5138,5138,5138,5138,22,22,22,2036,130,12,12,22,130,1,1,22,1,120,120,2036,120,22,2023-10-14 02:25:00,0
130,5148,5148,5148,5148,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-14 02:26:00,0
130,5140,5140,5140,5140,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-14 02:27:00,0
130,5142,5142,5141,5142,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-14 02:28:00,0
130,5137,5137,5137,5137,24,24,24,2032,130,12,12,24,130,1,1,24,1,120,120,2032,120,24,2023-10-14 02:29:00,0
130,5140,5140,5140,5140,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 02:30:00,0
130,5139,5139,5139,5139,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 02:31:00,0
130,5143,5143,5143,5143,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-14 02:32:00,0
128,5144,5144,5144,5144,24,24,24,2038,128,12,12,24,128,1,1,24,1,120,120,2038,120,24,2023-10-14 02:33:00,0
130,5145,5145,5146,5145,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 02:34:00,0
130,5141,5141,5141,5141,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 02:35:00,0
127,5055,5055,5054,5055,24,24,24,2003,127,11,11,24,127,1,1,24,1,116,116,2003,116,24,2023-10-14 02:36:00,0
130,5146,5146,5146,5146,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-14 02:37:00,0
130,5145,5145,5146,5145,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-14 02:38:00,0
130,5153,5153,5152,5153,24,24,24,2047,130,12,12,24,130,1,1,24,1,118,118,2047,118,24,2023-10-14 02:39:00,0
130,5150,5150,5151,5150,24,24,24,2044,130,12,12,24,130,1,1,24,1,120,120,2044,120,24,2023-10-14 02:40:00,0
130,5121,5121,5121,5121,24,24,24,2027,130,12,12,24,130,1,1,24,1,118,118,2027,118,24,2023-10-14 02:41:00,0
128,5135,5135,5134,5135,24,24,24,2036,128,12,12,24,128,1,1,24,1,118,118,2036,118,24,2023-10-14 02:42:00,0
130,5134,5134,5134,5134,24,24,24,2031,130,12,12,24,130,1,1,24,1,118,118,2031,118,24,2023-10-14 02:43:00,0
130,5142,5142,5142,5142,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 02:44:00,0
130,5142,5142,5142,5142,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-14 02:45:00,0
130,5131,5131,5133,5131,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-14 02:46:00,0
130,5142,5142,5140,5142,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-14 02:47:00,0
130,5143,5143,5145,5143,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 02:48:00,0
130,5135,5135,5133,5135,24,24,24,2028,130,12,12,24,130,1,1,24,1,120,120,2028,120,24,2023-10-14 02:49:00,0
130,5142,5142,5146,5142,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-14 02:50:00,0
128,5151,5151,5147,5151,24,24,24,2044,128,12,12,24,128,1,1,24,1,118,118,2044,118,24,2023-10-14 02:51:00,0
130,5147,5147,5148,5147,22,22,22,2043,130,12,12,22,130,1,1,22,1,118,118,2043,118,22,2023-10-14 02:52:00,0
130,5152,5152,5151,5152,24,24,24,2043,130,12,12,24,130,1,1,24,1,120,120,2043,120,24,2023-10-14 02:53:00,0
130,5142,5142,5142,5142,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 02:54:00,0
130,5143,5143,5143,5143,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 02:55:00,0
130,5150,5150,5150,5150,24,24,24,2044,130,12,12,24,130,1,1,24,1,120,120,2044,120,24,2023-10-14 02:56:00,0
130,5142,5142,5143,5142,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 02:57:00,0
130,5150,5150,5150,5150,24,24,24,2049,130,12,12,24,130,1,1,24,1,118,118,2049,118,24,2023-10-14 02:58:00,0
130,5130,5130,5129,5130,24,24,24,2026,130,12,12,24,130,1,1,24,1,118,118,2026,118,24,2023-10-14 02:59:00,0
130,5138,5138,5139,5138,24,24,24,2037,130,12,12,24,130,1,1,24,1,120,120,2037,120,24,2023-10-14 03:00:00,0
126,5027,5027,5026,5027,22,22,22,1989,126,12,12,22,126,1,1,22,1,116,116,1989,116,22,2023-10-14 03:01:00,0
130,5119,5119,5120,5119,24,24,24,2030,130,12,12,24,130,1,1,24,1,118,118,2030,118,24,2023-10-14 03:02:00,0
130,5124,5124,5123,5124,24,24,24,2028,130,12,12,24,130,1,1,24,1,118,118,2028,118,24,2023-10-14 03:03:00,0
130,5142,5142,5142,5142,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 03:04:00,0
130,5137,5137,5138,5137,24,24,24,2036,130,12,12,24,130,1,1,24,1,120,120,2036,120,24,2023-10-14 03:05:00,0
130,5148,5148,5147,5148,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-14 03:06:00,0
130,5143,5143,5143,5143,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-14 03:07:00,0
128,5131,5131,5132,5131,24,24,24,2030,128,12,12,24,128,1,1,24,1,120,120,2030,120,24,2023-10-14 03:08:00,0
130,5143,5143,5146,5143,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 03:09:00,0
130,5138,5138,5135,5138,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 03:10:00,0
130,5141,5141,5141,5141,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-14 03:11:00,0
130,5144,5144,5143,5144,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-14 03:12:00,0
130,5135,5135,5137,5135,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-14 03:13:00,0
130,5133,5133,5132,5133,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 03:14:00,0
130,5154,5154,5155,5154,24,24,24,2047,130,12,12,24,130,1,1,24,1,118,118,2047,118,24,2023-10-14 03:15:00,0
130,5153,5153,5152,5153,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-14 03:16:00,0
130,5141,5141,5142,5141,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 03:17:00,0
128,5133,5133,5131,5133,24,24,24,2033,128,12,12,24,128,1,1,24,1,118,118,2033,118,24,2023-10-14 03:18:00,0
130,5147,5147,5148,5147,24,24,24,2045,130,12,12,24,130,1,1,24,1,118,118,2045,118,24,2023-10-14 03:19:00,0
130,5152,5152,5152,5152,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-14 03:20:00,0
130,5130,5130,5130,5130,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 03:21:00,0
130,5133,5133,5133,5133,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 03:22:00,0
130,5131,5131,5130,5131,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-14 03:23:00,0
130,5144,5144,5144,5144,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-14 03:24:00,0
128,5045,5045,5046,5045,22,22,22,1996,128,12,12,22,128,1,1,22,1,116,116,1996,116,22,2023-10-14 03:25:00,0
130,5147,5147,5146,5147,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 03:26:00,0
130,5132,5132,5132,5132,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 03:27:00,0
128,5146,5146,5146,5146,24,24,24,2041,128,12,12,24,128,1,1,24,1,120,120,2041,120,24,2023-10-14 03:28:00,0
130,5147,5147,5148,5147,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-14 03:29:00,0
130,5152,5152,5151,5152,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-14 03:30:00,0
130,5136,5136,5136,5136,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 03:31:00,0
130,5139,5139,5142,5139,24,23,23,2038,130,12,12,22,130,1,1,22,1,120,120,2038,120,22,2023-10-14 03:32:00,0
130,5139,5139,5136,5139,22,23,23,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-14 03:33:00,0
130,5136,5136,5137,5136,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-14 03:34:00,0
130,5145,5145,5145,5145,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 03:35:00,0
128,5138,5138,5137,5138,24,24,24,2034,128,12,12,24,128,1,1,24,1,120,120,2034,120,24,2023-10-14 03:36:00,0
130,5156,5156,5156,5156,24,24,24,2047,130,12,12,24,130,1,1,24,1,118,118,2047,118,24,2023-10-14 03:37:00,0
130,5150,5150,5151,5150,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-14 03:38:00,0
130,5141,5141,5142,5141,24,24,24,2038,130,12,12,24,130,1,1,24,1,119,119,2038,119,24,2023-10-14 03:39:00,0
130,5133,5133,5131,5133,24,24,24,2031,130,12,12,24,130,1,1,24,1,119,119,2031,119,24,2023-10-14 03:40:00,0
130,5119,5119,5120,5119,24,24,24,2025,130,12,12,24,130,1,1,24,1,118,118,2025,118,24,2023-10-14 03:41:00,0
130,5143,5143,5142,5143,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 03:42:00,0
130,5130,5130,5131,5129,24,24,24,2028,130,12,12,24,130,1,1,24,1,119,119,2028,119,24,2023-10-14 03:43:00,0
130,5140,5140,5139,5141,24,24,24,2040,130,12,12,24,130,1,1,24,1,119,119,2040,119,24,2023-10-14 03:44:00,0
128,5140,5140,5140,5140,24,24,24,2037,128,12,12,24,128,1,1,24,1,118,118,2037,118,24,2023-10-14 03:45:00,0
130,5141,5141,5143,5141,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 03:46:00,0
130,5144,5144,5142,5144,24,24,24,2037,130,12,12,24,130,1,1,24,1,120,120,2037,120,24,2023-10-14 03:47:00,0
130,5144,5144,5145,5144,24,24,24,2045,130,12,12,24,130,1,1,24,1,118,118,2045,118,24,2023-10-14 03:48:00,0
130,5152,5152,5152,5152,24,24,24,2045,130,12,12,24,130,1,1,24,1,118,118,2045,118,24,2023-10-14 03:49:00,0
128,5069,5069,5069,5069,24,24,24,2013,128,12,12,24,128,1,1,24,1,116,116,2013,116,24,2023-10-14 03:50:00,0
130,5144,5144,5144,5144,24,24,24,2038,130,12,12,24,130,1,1,24,1,120,120,2038,120,24,2023-10-14 03:51:00,0
130,5145,5145,5145,5145,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 03:52:00,0
130,5142,5142,5142,5142,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 03:53:00,0
130,5142,5142,5141,5142,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 03:54:00,0
130,5137,5137,5137,5137,24,24,24,2034,130,12,12,24,130,1,1,24,1,120,120,2034,120,24,2023-10-14 03:55:00,0
130,5138,5138,5138,5138,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 03:56:00,0
128,5144,5144,5144,5144,24,24,24,2038,128,12,12,24,128,1,1,24,1,118,118,2038,118,24,2023-10-14 03:57:00,0
130,5142,5142,5142,5142,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 03:58:00,0
130,5156,5156,5156,5156,24,24,24,2046,130,12,12,24,130,1,1,24,1,120,120,2046,120,24,2023-10-14 03:59:00,0
130,5141,5141,5141,5141,22,22,22,2039,130,12,12,22,130,1,1,22,1,118,118,2039,118,22,2023-10-14 04:00:00,0
130,5130,5130,5130,5130,24,24,24,2030,130,12,12,24,130,1,1,24,1,118,118,2030,118,24,2023-10-14 04:01:00,0
130,5125,5125,5125,5125,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-14 04:02:00,0
130,5140,5140,5141,5140,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-14 04:03:00,0
130,5134,5134,5133,5134,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-14 04:04:00,0
128,5122,5122,5123,5122,24,24,24,2029,128,12,12,24,128,1,1,24,1,118,118,2029,118,24,2023-10-14 04:05:00,0
130,5155,5155,5154,5155,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-14 04:06:00,0
130,5144,5144,5144,5144,24,24,24,2036,130,12,12,24,130,1,1,24,1,120,120,2036,120,24,2023-10-14 04:07:00,0
130,5149,5149,5149,5149,22,22,22,2045,130,12,12,22,130,1,1,22,1,118,118,2045,118,22,2023-10-14 04:08:00,0
130,5144,5144,5146,5144,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-14 04:09:00,0
130,5152,5152,5150,5152,24,24,24,2040,130,12,12,24,130,1,1,24,1,120,120,2040,120,24,2023-10-14 04:10:00,0
130,5136,5136,5136,5136,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-14 04:11:00,0
130,5151,5151,5154,5151,24,24,24,2045,130,12,12,24,130,1,1,24,1,118,118,2045,118,24,2023-10-14 04:12:00,0
130,5142,5142,5140,5142,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 04:13:00,0
130,5136,5136,5135,5136,24,24,24,2033,130,12,12,24,130,1,1,24,1,120,120,2033,120,24,2023-10-14 04:14:00,0
127,5054,5054,5059,5054,24,24,24,2001,127,12,12,24,127,1,1,24,1,116,116,2001,116,24,2023-10-14 04:15:00,0
129,5138,5138,5133,5138,24,24,24,2036,129,12,12,24,129,1,1,24,1,118,118,2036,118,24,2023-10-14 04:16:00,0
130,5137,5137,5139,5137,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 04:17:00,0
130,5151,5151,5150,5151,24,24,24,2044,130,12,12,24,130,1,1,24,1,120,120,2044,120,24,2023-10-14 04:18:00,0
130,5149,5149,5149,5149,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 04:19:00,0
130,5149,5149,5148,5149,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 04:20:00,0
130,5123,5123,5124,5123,24,24,24,2030,130,12,12,24,130,1,1,24,1,118,118,2030,118,24,2023-10-14 04:21:00,0
130,5142,5142,5142,5142,24,24,24,2034,130,12,12,24,130,1,1,24,1,120,120,2034,120,24,2023-10-14 04:22:00,0
130,5151,5151,5150,5151,24,24,24,2048,130,12,12,24,130,1,1,24,1,118,118,2048,118,24,2023-10-14 04:23:00,0
129,5149,5149,5153,5149,24,24,24,2046,129,12,12,24,129,1,1,24,1,118,118,2046,118,24,2023-10-14 04:24:00,0
129,5148,5148,5144,5148,24,24,24,2039,129,12,12,24,129,1,1,24,1,118,118,2039,118,24,2023-10-14 04:25:00,0
130,5127,5127,5129,5127,24,24,24,2030,130,12,12,24,130,1,1,24,1,120,120,2030,120,24,2023-10-14 04:26:00,0
130,5157,5157,5156,5157,24,24,24,2049,130,12,12,24,130,1,1,24,1,118,118,2049,118,24,2023-10-14 04:27:00,0
130,5152,5152,5152,5152,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-14 04:28:00,0
130,5138,5138,5137,5138,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 04:29:00,0
130,5151,5151,5152,5151,24,24,24,2041,130,12,12,24,130,1,1,24,1,120,120,2041,120,24,2023-10-14 04:30:00,0
130,5137,5137,5138,5137,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 04:31:00,0
130,5135,5135,5133,5135,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 04:32:00,0
130,5139,5139,5139,5139,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 04:33:00,0
130,5155,5155,5157,5155,24,24,24,2043,130,12,12,24,130,1,1,24,1,120,120,2043,120,24,2023-10-14 04:34:00,0
128,5143,5143,5142,5143,24,24,24,2039,128,12,12,24,128,1,1,24,1,118,118,2039,118,24,2023-10-14 04:35:00,0
130,5129,5129,5129,5129,22,22,22,2032,130,12,12,22,130,1,1,22,1,118,118,2032,118,22,2023-10-14 04:36:00,0
130,5142,5142,5142,5142,24,24,24,2036,130,12,12,24,130,1,1,24,1,120,120,2036,120,24,2023-10-14 04:37:00,0
130,5140,5140,5139,5140,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-14 04:38:00,0
128,5047,5047,5048,5047,24,24,24,1994,128,12,12,24,128,1,1,24,1,116,116,1994,116,24,2023-10-14 04:39:00,0
130,5155,5155,5154,5155,22,22,22,2047,130,12,12,22,130,1,1,22,1,118,118,2047,118,22,2023-10-14 04:40:00,0
130,5124,5124,5127,5124,24,24,24,2028,130,12,12,24,130,1,1,24,1,120,120,2028,120,24,2023-10-14 04:41:00,0
130,5134,5134,5132,5134,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-14 04:42:00,0
130,5146,5146,5145,5146,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-14 04:43:00,0
128,5156,5156,5157,5156,24,24,24,2046,128,12,12,24,128,1,1,24,1,118,118,2046,118,24,2023-10-14 04:44:00,0
130,5133,5133,5132,5133,24,24,24,2032,130,12,12,24,130,1,1,24,1,120,120,2032,120,24,2023-10-14 04:45:00,0
130,5140,5140,5140,5140,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-14 04:46:00,0
130,5141,5141,5143,5141,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 04:47:00,0
130,5147,5147,5145,5147,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 04:48:00,0
130,5149,5149,5150,5149,24,24,24,2041,130,12,12,24,130,1,1,24,1,120,120,2041,120,24,2023-10-14 04:49:00,0
130,5132,5132,5131,5132,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-14 04:50:00,0
130,5144,5144,5145,5144,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 04:51:00,0
130,5140,5140,5140,5140,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 04:52:00,0
130,5146,5146,5146,5146,24,24,24,2040,130,12,12,24,130,1,1,24,1,120,120,2040,120,24,2023-10-14 04:53:00,0
128,5152,5152,5152,5152,24,24,24,2046,128,12,12,24,128,1,1,24,1,118,118,2046,118,24,2023-10-14 04:54:00,0
130,5147,5147,5147,5147,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-14 04:55:00,0
130,5158,5158,5157,5158,24,24,24,2048,130,12,12,24,130,1,1,24,1,118,118,2048,118,24,2023-10-14 04:56:00,0
130,5141,5141,5141,5141,24,24,24,2036,130,12,12,24,130,1,1,24,1,120,120,2036,120,24,2023-10-14 04:57:00,0
130,5136,5136,5136,5136,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 04:58:00,0
130,5141,5141,5144,5141,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 04:59:00,0
130,5139,5139,5136,5139,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-14 05:00:00,0
130,5122,5122,5124,5122,24,24,24,2028,130,12,12,24,130,1,1,24,1,120,120,2028,120,24,2023-10-14 05:01:00,0
130,5134,5134,5132,5134,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 05:02:00,0
128,5142,5142,5142,5142,24,24,24,2040,128,12,12,24,128,1,1,24,1,118,118,2040,118,24,2023-10-14 05:03:00,0
166,5130,5130,5130,5130,24,24,24,2032,131,13,13,24,166,1,1,24,1,118,118,2032,118,24,2023-10-14 05:04:00,108
128,5053,5053,5053,5053,24,24,24,2004,128,12,12,24,128,1,1,24,1,118,118,2004,118,24,2023-10-14 05:05:00,0
130,5151,5151,5153,5151,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-14 05:06:00,0
130,5148,5148,5148,5148,24,23,23,2044,130,12,12,23,130,1,1,23,1,118,118,2044,118,23,2023-10-14 05:07:00,0
130,5145,5145,5145,5145,22,23,23,2042,130,12,12,23,130,1,1,23,1,118,118,2042,118,23,2023-10-14 05:08:00,0
130,5142,5142,5142,5142,24,24,24,2036,130,12,12,24,130,1,1,24,1,120,120,2036,120,24,2023-10-14 05:09:00,0
130,5140,5140,5138,5140,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-14 05:10:00,0
129,5138,5138,5140,5138,24,24,24,2033,129,12,12,24,129,1,1,24,1,118,118,2033,118,24,2023-10-14 05:11:00,0
129,5148,5148,5147,5148,24,24,24,2044,129,12,12,24,129,1,1,24,1,120,120,2044,120,24,2023-10-14 05:12:00,0
130,5149,5149,5148,5149,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-14 05:13:00,0
130,5127,5127,5127,5127,24,24,24,2030,130,12,12,24,130,1,1,24,1,118,118,2030,118,24,2023-10-14 05:14:00,0
130,5130,5130,5131,5130,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-14 05:15:00,0
130,5147,5147,5146,5147,22,22,22,2039,130,12,12,22,130,1,1,22,1,120,120,2039,120,22,2023-10-14 05:16:00,0
130,5149,5149,5150,5149,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-14 05:17:00,0
130,5147,5147,5146,5147,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 05:18:00,0
130,5145,5145,5145,5145,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 05:19:00,0
130,5143,5143,5145,5143,24,24,24,2038,130,12,12,24,130,1,1,24,1,120,120,2038,120,24,2023-10-14 05:20:00,0
128,5126,5126,5127,5126,24,24,24,2030,128,12,12,24,128,1,1,24,1,118,118,2030,118,24,2023-10-14 05:21:00,0
130,5135,5135,5133,5135,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 05:22:00,0
130,5139,5139,5139,5139,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-14 05:23:00,0
130,5150,5150,5149,5150,24,24,24,2043,130,12,12,24,130,1,1,24,1,120,120,2043,120,24,2023-10-14 05:24:00,0
130,5144,5144,5144,5144,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-14 05:25:00,0
130,5149,5149,5150,5149,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-14 05:26:00,0
130,5144,5144,5144,5144,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 05:27:00,0
130,5154,5154,5153,5154,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-14 05:28:00,0
130,5148,5148,5149,5148,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-14 05:29:00,0
127,5050,5050,5051,5050,24,24,24,1996,127,11,11,24,127,1,1,24,1,116,116,1996,116,24,2023-10-14 05:30:00,0
128,5140,5140,5139,5140,24,24,24,2044,128,12,12,24,128,1,1,24,1,118,118,2044,118,24,2023-10-14 05:31:00,0
130,5141,5141,5141,5141,24,24,24,2040,130,12,12,24,130,1,1,24,1,120,120,2040,120,24,2023-10-14 05:32:00,0
130,5133,5133,5134,5133,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 05:33:00,0
130,5135,5135,5133,5135,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-14 05:34:00,0
130,5149,5149,5151,5149,24,24,24,2043,130,12,12,24,130,1,1,24,1,120,120,2043,120,24,2023-10-14 05:35:00,0
130,5132,5132,5132,5132,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-14 05:36:00,0
130,5150,5150,5149,5150,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-14 05:37:00,0
130,5152,5152,5151,5152,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-14 05:38:00,0
130,5146,5146,5148,5146,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-14 05:39:00,0
131,5150,5150,5148,5150,24,24,24,2045,131,13,13,24,131,1,1,24,1,118,118,2045,118,24,2023-10-14 05:40:00,0
128,5129,5129,5130,5129,24,24,24,2030,128,12,12,24,128,1,1,24,1,118,118,2030,118,24,2023-10-14 05:41:00,0
