parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,GetSupervisorPosition success,timestamp,unknown
10127,10128,10128,10128,4001,48,297,48,48,259,4001,38,48,235,235,235,48,48,48,297,38,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 01:42:00,0
10006,10007,10007,10007,3942,44,308,44,44,260,3942,48,44,235,235,233,44,44,44,308,48,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-29 01:44:00,1
9777,9777,9777,9777,3848,46,307,46,46,249,3848,58,46,225,225,225,46,46,46,307,58,25,25,2,2,0,2,2,2,2,2,2,0,2023-11-29 01:46:00,0
10318,10318,10318,10318,4072,48,312,48,48,261,4072,51,48,240,240,236,48,48,48,312,51,27,27,3,3,3,3,3,2,2,2,2,1,2023-11-29 01:48:00,1
9842,9841,9839,9839,3874,46,315,46,46,254,3874,61,46,228,228,228,46,46,46,315,61,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 01:50:00,0
10307,10310,10310,10310,4071,46,304,46,46,262,4071,42,46,238,238,236,46,46,46,304,42,28,28,4,4,2,4,4,4,2,2,2,0,2023-11-29 01:52:00,0
10254,10254,10254,10254,4054,48,288,48,48,260,4054,28,48,242,242,238,48,48,48,288,28,26,26,2,2,2,2,2,2,2,2,2,2,2023-11-29 01:54:00,0
9868,9866,9866,9866,3893,48,282,48,48,257,3893,25,48,229,229,228,48,48,48,282,25,28,28,3,3,1,3,3,2,2,2,2,0,2023-11-29 01:56:00,3
10020,10022,10022,10022,3957,46,305,46,46,258,3957,47,46,230,230,230,46,46,46,305,47,29,29,4,4,0,4,4,4,2,2,2,0,2023-11-29 01:58:00,2
10088,10087,10087,10087,3982,48,301,48,48,256,3982,45,48,234,234,233,48,48,48,301,45,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 02:00:00,0
9923,9922,9923,9923,3906,46,304,46,46,254,3906,50,46,233,233,230,46,46,46,304,50,26,26,2,2,2,2,2,2,2,2,2,1,2023-11-29 02:02:00,0
10314,10315,10315,10315,4075,48,305,48,48,266,4075,39,48,239,239,238,48,48,48,305,39,30,30,5,5,1,5,5,5,2,2,2,0,2023-11-29 02:04:00,0
10236,10235,10236,10236,4035,48,313,48,48,262,4035,51,48,237,237,237,48,48,48,313,51,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 02:06:00,0
9837,9837,9837,9837,3889,44,286,44,44,251,3889,35,44,229,229,227,44,44,44,286,35,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 02:08:00,0
9951,9948,9950,9950,3927,48,298,48,48,254,3927,44,48,232,232,232,48,48,48,298,44,25,25,2,2,0,2,2,2,2,2,2,0,2023-11-29 02:10:00,0
9823,9818,9819,9819,3875,46,297,46,46,253,3875,44,46,230,230,228,46,46,46,297,44,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-29 02:12:00,0
9565,9570,9570,9570,3771,46,286,46,46,248,3771,38,46,226,226,226,46,46,46,286,38,28,28,3,3,0,3,3,2,2,2,2,0,2023-11-29 02:14:00,3
9834,9832,9832,9832,3884,48,283,48,48,251,3884,32,48,230,230,228,48,48,48,283,32,27,27,2,2,2,2,2,2,2,2,2,0,2023-11-29 02:16:00,2
9853,9855,9855,9855,3882,48,296,48,48,253,3882,43,48,231,231,231,48,48,48,296,43,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 02:18:00,0
9901,9900,9900,9900,3907,46,303,46,46,252,3907,51,46,227,227,227,46,46,46,303,51,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 02:20:00,2
10115,10114,10114,10114,3985,48,298,48,48,258,3985,40,48,239,239,233,48,48,48,298,40,27,27,3,3,5,3,3,2,2,2,2,1,2023-11-29 02:22:00,1
9903,9905,9905,9905,3899,48,306,48,48,258,3899,48,48,232,232,231,48,48,48,306,48,28,28,4,4,1,4,4,4,2,2,2,0,2023-11-29 02:24:00,0
9959,9959,9959,9959,3922,48,299,48,48,258,3922,41,48,235,235,234,48,48,48,299,41,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 02:26:00,0
9783,9782,9782,9782,3873,44,295,44,44,248,3873,47,44,225,225,225,44,44,44,295,47,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 02:28:00,0
10265,10264,10264,10264,4055,48,302,48,48,262,4055,40,48,238,238,236,48,48,48,302,40,28,28,4,4,2,4,4,4,2,2,2,0,2023-11-29 02:30:00,0
9510,9512,9512,9512,3750,46,290,46,46,251,3750,39,46,221,221,219,46,46,46,290,39,28,28,3,3,2,3,3,2,2,2,2,0,2023-11-29 02:32:00,3
9981,9980,9981,9981,3935,45,296,45,45,257,3935,39,45,233,233,232,45,45,45,296,39,27,27,2,2,1,2,2,2,2,2,2,0,2023-11-29 02:34:00,2
10226,10226,10226,10226,4038,48,294,48,48,260,4038,34,48,238,238,235,48,48,48,294,34,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 02:36:00,0
10054,10053,10053,10053,3973,46,293,46,46,257,3973,36,46,233,233,230,46,46,46,293,36,28,28,4,4,1,4,4,4,2,2,2,2,2023-11-29 02:38:00,0
10186,10187,10187,10187,4022,48,292,48,48,263,4022,29,48,236,236,235,48,48,48,292,29,29,29,4,3,1,3,3,3,2,2,2,0,2023-11-29 02:40:00,8
9344,9344,9344,9344,3674,46,279,46,46,241,3674,38,46,220,220,217,46,46,46,279,38,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 02:42:00,0
10163,10159,10159,10159,4004,48,297,48,48,261,4004,36,48,239,239,235,48,48,48,297,36,28,28,4,4,4,4,4,4,2,2,2,0,2023-11-29 02:44:00,0
9510,9514,9514,9514,3752,46,285,46,46,244,3752,41,46,226,226,223,46,46,46,285,41,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 02:46:00,0
10343,10342,10342,10342,4081,48,315,48,48,263,4081,52,48,239,239,237,48,48,48,315,52,27,27,3,3,2,3,3,2,2,2,2,0,2023-11-29 02:48:00,1
5620,5621,5621,5621,2200,26,205,26,26,156,2200,49,26,133,133,130,26,26,26,205,49,28,28,4,4,3,4,4,4,2,2,2,0,2023-11-29 02:50:00,0
9618,9617,9617,9617,3793,48,391,48,48,247,3793,144,48,228,228,225,48,48,48,391,144,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 02:52:00,0
9818,9820,9819,9819,3863,48,297,48,48,254,3863,43,48,230,230,228,48,48,48,297,43,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 02:54:00,0
10312,10312,10312,10312,4070,48,302,48,48,260,4070,42,48,238,238,237,48,48,48,302,42,26,26,2,2,0,2,2,2,2,2,2,1,2023-11-29 02:56:00,0
6383,6383,6383,6383,2513,28,319,28,28,176,2513,143,28,149,149,147,28,28,28,319,143,30,30,5,5,1,5,5,4,2,2,2,1,2023-11-29 02:58:00,3
5068,5068,5068,5068,1987,24,198,24,24,141,1987,57,24,120,120,118,24,24,24,198,57,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 03:00:00,0
8909,8905,8908,8908,3745,48,194,48,48,141,3745,53,48,222,222,220,48,48,48,194,53,27,27,2,2,2,2,2,2,2,2,2,0,2023-11-29 03:02:00,2
9541,9540,9540,9540,4030,48,202,48,48,145,4030,57,48,239,239,236,48,48,48,202,57,28,28,4,4,2,4,4,4,2,2,2,1,2023-11-29 03:04:00,0
9509,9511,9511,9511,4021,48,190,48,48,146,4021,44,48,240,240,236,48,48,48,190,44,28,28,3,3,4,3,3,3,2,2,2,0,2023-11-29 03:06:00,2
7084,7084,7084,7084,2911,34,193,34,34,141,2911,52,34,174,174,171,34,34,34,193,52,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 03:08:00,0
5173,5173,5173,5173,2037,24,175,24,24,146,2037,29,24,121,121,119,24,24,24,175,29,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-29 03:10:00,0
9845,9845,9845,9845,3877,45,296,45,45,254,3877,42,45,228,228,227,45,45,45,296,42,27,27,2,2,1,2,2,2,2,2,2,0,2023-11-29 03:12:00,2
10248,10244,10244,10244,4042,47,303,47,47,260,4042,43,47,236,236,236,47,47,47,303,43,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 03:14:00,0
6421,6425,6425,6425,2530,30,216,30,30,174,2530,42,30,148,148,147,30,30,30,216,42,27,27,3,3,1,3,3,2,2,2,2,0,2023-11-29 03:16:00,1
5189,5188,5188,5188,2042,24,186,24,24,145,2042,41,24,119,119,119,24,24,24,186,41,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 03:18:00,0
5094,5095,5095,5095,2004,24,175,24,24,143,2004,32,24,121,121,116,24,24,24,175,32,26,26,2,2,4,2,2,2,2,2,2,1,2023-11-29 03:20:00,0
8016,8016,8016,8016,3169,48,183,48,48,142,3169,41,48,209,209,209,48,48,48,183,41,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 03:22:00,0
8547,8547,8547,8547,3461,45,180,45,45,146,3461,34,45,237,237,236,45,45,45,180,34,29,29,5,5,0,5,5,4,2,2,2,1,2023-11-29 03:24:00,1
8624,8623,8623,8623,3485,48,189,48,48,144,3485,45,48,239,239,236,48,48,48,189,45,26,26,2,2,2,2,2,2,2,2,2,1,2023-11-29 03:26:00,0
3686,3687,3687,3687,1528,25,71,25,25,32,1528,39,25,124,124,124,25,25,25,71,39,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 03:28:00,2
3317,3316,3316,3316,1382,24,72,24,24,28,1382,44,24,115,115,114,24,24,24,72,44,28,28,4,4,1,4,4,4,2,2,2,0,2023-11-29 03:30:00,0
6921,6922,6922,6922,3234,44,166,44,44,126,3234,40,44,114,114,107,44,44,44,166,40,27,27,3,3,6,3,3,3,2,2,2,1,2023-11-29 03:32:00,0
8167,8166,8166,8166,3800,48,173,48,48,143,3800,30,48,120,120,119,48,48,48,173,30,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 03:34:00,0
7487,7488,7488,7488,3474,48,169,48,48,135,3474,34,48,111,111,109,48,48,48,169,34,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 03:36:00,0
8156,8156,8156,8156,3782,48,180,48,48,145,3782,35,48,123,123,120,48,48,48,180,35,28,28,4,4,2,4,4,4,2,2,2,1,2023-11-29 03:38:00,1
7710,7710,7710,7710,3561,48,195,48,48,139,3561,56,48,114,114,112,48,48,48,195,56,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 03:40:00,0
9627,9626,9626,9626,3802,46,296,46,46,247,3802,49,46,226,226,223,46,46,46,296,49,27,27,3,3,2,3,3,2,2,2,2,1,2023-11-29 03:42:00,1
10306,10308,10307,10307,4068,46,303,46,46,264,4068,39,46,236,236,236,46,46,46,303,39,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 03:44:00,0
9514,9514,9514,9514,3750,48,271,48,48,242,3750,29,48,224,224,221,48,48,48,271,29,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 03:46:00,0
10240,10239,10239,10239,4042,48,304,48,48,260,4042,44,48,238,238,237,48,48,48,304,44,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 03:48:00,0
8659,8660,8660,8660,3428,40,256,40,40,227,3428,29,40,200,200,198,40,40,40,256,29,29,29,5,5,2,5,5,4,2,2,2,0,2023-11-29 03:50:00,1
6553,6553,6553,6553,2621,46,185,46,46,138,2621,47,46,220,220,217,46,46,46,185,47,26,26,2,2,1,2,2,2,2,2,2,2,2023-11-29 03:52:00,0
7226,7225,7225,7225,2908,48,189,48,48,144,2908,45,48,237,237,237,48,48,48,189,45,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 03:54:00,0
7240,7241,7241,7241,2915,48,189,48,48,144,2915,45,48,238,238,237,48,48,48,189,45,26,26,2,2,0,2,2,2,2,2,2,1,2023-11-29 03:56:00,0
7214,7213,7213,7213,2908,47,186,47,47,147,2908,39,47,239,239,237,47,47,47,186,39,29,29,5,5,1,5,5,5,2,2,2,1,2023-11-29 03:58:00,0
7233,7235,7234,7234,2911,47,187,47,47,143,2911,44,47,238,238,236,47,47,47,187,44,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 04:00:00,1
7334,7334,7334,7334,2776,44,241,44,44,208,2776,33,44,194,194,190,44,44,44,241,33,26,26,2,2,4,2,2,2,2,2,2,0,2023-11-29 04:02:00,0
9902,9902,9902,9902,3788,48,289,48,48,264,3788,25,48,237,237,236,48,48,48,289,25,28,28,4,4,0,4,4,4,2,2,2,1,2023-11-29 04:04:00,0
9721,9721,9721,9721,3710,48,299,48,48,260,3710,39,48,234,234,234,48,48,48,299,39,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 04:06:00,1
9906,9906,9906,9906,3785,48,291,48,48,261,3785,30,48,239,239,236,48,48,48,291,30,27,27,3,3,2,3,3,2,2,2,2,1,2023-11-29 04:08:00,1
9925,9925,9925,9925,3790,48,307,48,48,264,3790,43,48,239,239,238,48,48,48,307,43,28,28,4,4,1,4,4,4,2,2,2,0,2023-11-29 04:10:00,1
8777,8776,8776,8776,3451,42,280,42,42,232,3451,48,42,208,208,208,42,42,42,280,48,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 04:12:00,0
10237,10237,10237,10237,4044,46,300,46,46,259,4044,41,46,235,235,234,46,46,46,300,41,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 04:14:00,0
9835,9835,9834,9834,3885,47,341,46,46,254,3885,87,46,228,228,226,46,46,47,341,36,28,28,4,4,1,3,3,2,2,2,2,1,2023-11-29 04:16:00,53
10326,10328,10328,10328,4076,47,303,48,48,262,4076,41,48,238,238,238,48,48,47,303,41,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 04:18:00,0
9270,9269,9269,9269,3667,44,270,44,44,239,3667,31,44,214,214,213,44,44,44,270,31,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 04:20:00,0
6140,6141,6141,6141,2436,40,237,40,40,182,2436,55,40,154,154,151,40,40,40,237,55,26,26,2,2,2,2,2,2,2,2,2,1,2023-11-29 04:22:00,0
9601,9601,9601,9601,3896,48,298,48,48,256,3896,42,48,227,227,227,48,48,48,298,42,29,29,5,5,0,5,5,5,2,2,2,0,2023-11-29 04:24:00,0
9998,9998,9998,9998,4056,48,314,48,48,260,4056,54,48,240,240,237,48,48,48,314,54,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 04:26:00,0
10047,10047,10047,10047,4079,44,308,44,44,262,4079,46,44,239,239,238,44,44,44,308,46,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 04:28:00,0
9906,9906,9906,9906,4024,48,293,48,48,262,4024,31,48,236,236,235,48,48,48,293,31,28,28,4,4,1,4,4,4,2,2,2,0,2023-11-29 04:30:00,0
6365,6364,6364,6364,2517,30,214,30,30,173,2517,41,30,148,148,147,30,30,30,214,41,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 04:32:00,0
5016,5018,5017,5017,1974,24,196,24,24,143,1974,53,24,122,122,117,24,24,24,196,53,27,27,3,3,5,3,3,2,2,2,2,0,2023-11-29 04:34:00,2
5204,5204,5204,5204,2045,24,194,24,24,144,2045,50,24,122,122,120,24,24,24,194,50,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 04:36:00,0
4920,4919,4919,4919,1930,24,171,24,24,140,1930,31,24,113,113,112,24,24,24,171,31,27,27,4,4,1,4,4,4,2,2,2,0,2023-11-29 04:38:00,1
5185,5186,5186,5186,2041,24,180,24,24,145,2041,35,24,123,123,120,24,24,24,180,35,27,27,2,2,3,2,2,2,2,2,2,0,2023-11-29 04:40:00,2
6463,6462,6462,6462,2516,38,221,38,38,180,2516,41,38,154,154,153,38,38,38,221,41,27,27,3,3,1,3,3,2,2,2,2,0,2023-11-29 04:42:00,1
10306,10307,10307,10307,4068,48,293,48,48,264,4068,29,48,240,240,238,48,48,48,293,29,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-29 04:44:00,1
9264,9262,9262,9262,3654,46,286,46,46,239,3654,47,46,217,217,215,46,46,46,286,47,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 04:46:00,0
10353,10355,10355,10355,4094,47,306,47,47,263,4094,43,47,240,240,238,47,47,47,306,43,27,27,2,2,1,2,2,2,2,2,2,1,2023-11-29 04:48:00,0
7168,7167,7166,7166,2821,34,233,34,34,194,2821,39,34,169,169,165,34,34,34,233,39,29,29,5,5,3,5,5,5,2,2,2,1,2023-11-29 04:50:00,0
4777,4779,4779,4779,1899,37,156,37,37,112,1899,44,37,89,89,88,37,37,37,156,44,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 04:52:00,0
7067,7067,7067,7067,2918,48,172,48,48,144,2918,28,48,120,120,119,48,48,48,172,28,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 04:54:00,0
6703,6702,6702,6702,2768,46,185,46,46,139,2768,46,46,118,118,113,46,46,46,185,46,26,26,2,2,4,2,2,2,2,2,2,1,2023-11-29 04:56:00,0
7084,7085,7085,7085,2929,48,174,48,48,146,2929,28,48,121,121,119,48,48,48,174,28,28,28,4,4,2,4,4,4,2,2,2,0,2023-11-29 04:58:00,0
6786,6785,6785,6785,2792,48,175,48,48,140,2792,35,48,116,116,115,48,48,48,175,35,27,27,3,3,0,3,3,2,2,2,2,1,2023-11-29 05:00:00,1
5446,5446,5447,5447,2191,28,190,28,28,143,2191,47,28,111,111,109,28,28,28,190,47,25,25,2,2,1,2,2,2,2,2,2,1,2023-11-29 05:02:00,0
5191,5191,5191,5191,2041,24,187,24,24,146,2041,41,24,122,122,118,24,24,24,187,41,28,28,4,4,3,4,4,4,2,2,2,1,2023-11-29 05:04:00,0
5067,5068,5067,5067,1991,22,190,22,22,141,1991,49,22,117,117,116,22,22,22,190,49,26,26,2,2,0,2,2,2,2,2,2,1,2023-11-29 05:06:00,0
5029,5027,5027,5027,1970,24,195,24,24,145,1970,50,24,119,119,116,24,24,24,195,50,27,27,3,3,2,3,3,2,2,2,2,1,2023-11-29 05:08:00,1
5191,5192,5192,5192,2043,24,186,24,24,145,2043,41,24,119,119,119,24,24,24,186,41,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 05:10:00,0
1483,1484,1484,1484,551,16,98,16,16,67,551,31,16,33,33,31,16,16,16,98,31,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 05:12:00,0
4780,4779,4779,4779,2332,26,135,26,26,96,2332,39,26,72,72,71,26,26,26,135,39,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 05:14:00,0
1790,1791,1791,1791,1149,12,73,12,12,29,1149,44,12,4,4,0,12,12,12,73,44,29,29,5,5,2,5,5,5,2,2,2,2,2023-11-29 05:16:00,0
1817,1816,1816,1816,1166,12,72,12,12,26,1166,46,12,4,4,0,12,12,12,72,46,26,26,2,2,4,2,2,2,2,2,2,0,2023-11-29 05:18:00,0
1744,1745,1745,1745,1128,12,58,12,12,26,1128,32,12,1,1,0,12,12,12,58,32,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 05:20:00,0
9676,9676,9676,9676,3866,45,276,45,45,245,3866,31,45,216,216,214,45,45,45,276,31,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 05:22:00,0
10298,10297,10297,10297,4065,48,298,48,48,262,4065,36,48,238,238,236,48,48,48,298,36,28,28,4,4,2,4,4,4,2,2,2,0,2023-11-29 05:24:00,0
5491,5491,5491,5491,2159,26,188,26,26,153,2159,35,26,128,128,127,26,26,26,188,35,27,27,3,3,1,3,3,2,2,2,2,0,2023-11-29 05:26:00,1
5176,5175,5175,5175,2035,24,185,24,24,144,2035,41,24,120,120,118,24,24,24,185,41,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 05:28:00,0
4967,4969,4969,4969,1946,24,180,24,24,144,1946,36,24,117,117,117,24,24,24,180,36,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 05:30:00,0
1556,1556,1556,1556,575,14,104,14,14,56,575,48,14,35,35,33,14,14,14,104,48,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 05:32:00,0
50,50,50,50,1,0,71,0,0,28,1,43,0,3,3,1,0,0,0,71,43,27,27,3,3,1,3,3,2,2,2,2,1,2023-11-29 05:34:00,1
44,44,44,44,0,0,71,0,0,28,0,43,0,1,1,0,0,0,0,71,43,28,28,4,4,0,4,4,4,2,2,2,1,2023-11-29 05:36:00,0
37,37,37,37,0,0,62,0,0,26,0,36,0,1,1,0,0,0,0,62,36,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 05:38:00,0
49,50,49,49,0,0,72,0,0,26,0,46,0,3,3,0,0,0,0,72,46,26,26,2,2,2,2,2,2,2,2,2,1,2023-11-29 05:40:00,1
29,29,29,29,0,0,55,0,0,26,0,29,0,0,0,0,0,0,0,55,29,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 05:42:00,0
35,35,35,35,0,0,64,0,0,29,0,35,0,0,0,0,0,0,0,64,35,29,29,5,5,0,5,5,5,2,2,2,0,2023-11-29 05:44:00,1
53,53,53,53,0,0,77,0,0,26,0,51,0,2,2,0,0,0,0,77,51,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 05:46:00,0
32,32,32,32,0,0,56,0,0,26,0,30,0,2,2,0,0,0,0,56,30,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 05:48:00,0
35,35,35,35,0,0,60,0,0,28,0,32,0,3,3,0,0,0,0,60,32,28,28,4,4,2,4,4,4,2,2,2,1,2023-11-29 05:50:00,1
44,44,44,44,0,0,71,0,0,27,0,44,0,0,0,0,0,0,0,71,44,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-29 05:52:00,1
49,49,49,49,0,0,72,0,0,26,0,46,0,3,3,1,0,0,0,72,46,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 05:54:00,0
38,39,38,38,0,0,63,0,0,28,0,35,0,3,3,1,0,0,0,63,35,28,28,4,4,2,4,4,4,2,2,2,0,2023-11-29 05:56:00,0
41,41,41,41,0,0,64,0,0,26,0,38,0,3,3,0,0,0,0,64,38,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 05:58:00,0
38,38,38,38,0,0,63,0,0,26,0,37,0,1,1,0,0,0,0,63,37,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 06:00:00,0
34,34,34,34,0,0,62,0,0,28,0,34,0,0,0,0,0,0,0,62,34,28,28,3,3,0,3,3,2,2,2,2,0,2023-11-29 06:02:00,3
46,46,46,46,0,0,74,0,0,28,0,46,0,0,0,0,0,0,0,74,46,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 06:04:00,0
56,56,56,56,0,0,81,0,0,26,0,55,0,1,1,1,0,0,0,81,55,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 06:06:00,0
43,43,43,43,0,0,67,0,0,26,0,41,0,2,2,0,0,0,0,67,41,26,26,2,2,0,2,2,2,2,2,2,2,2023-11-29 06:08:00,0
49,49,49,49,0,0,77,0,0,31,0,46,0,3,3,0,0,0,0,77,46,31,31,6,5,2,5,5,5,2,2,2,1,2023-11-29 06:10:00,8
48,48,48,48,0,0,72,0,0,26,0,46,0,2,2,0,0,0,0,72,46,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 06:12:00,0
33,34,33,33,0,0,58,0,0,26,0,32,0,1,1,0,0,0,0,58,32,26,26,2,2,0,2,2,2,2,2,2,1,2023-11-29 06:14:00,0
38,38,38,38,0,0,65,0,0,28,0,37,0,1,1,0,0,0,0,65,37,28,28,4,4,1,4,4,4,2,2,2,0,2023-11-29 06:16:00,0
39,39,39,39,0,0,63,0,0,27,0,36,0,3,3,0,0,0,0,63,36,27,27,3,3,3,3,3,2,2,2,2,0,2023-11-29 06:18:00,1
35,35,35,35,0,0,58,0,0,26,0,32,0,3,3,0,0,0,0,58,32,26,26,2,2,1,2,2,2,2,2,2,2,2023-11-29 06:20:00,0
26,25,25,25,0,0,50,0,0,26,0,24,0,1,1,0,0,0,0,50,24,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 06:22:00,0
54,55,55,55,0,0,79,0,0,28,0,51,0,4,4,0,0,0,0,79,51,28,28,4,4,3,4,4,4,2,2,2,1,2023-11-29 06:24:00,0
42,42,42,42,0,0,65,0,0,26,0,39,0,3,3,0,0,0,0,65,39,26,26,2,2,2,2,2,2,2,2,2,1,2023-11-29 06:26:00,0
35,35,35,35,0,0,60,0,0,27,0,33,0,2,2,0,0,0,0,60,33,27,27,3,3,2,3,3,2,2,2,2,0,2023-11-29 06:28:00,1
47,47,47,47,0,0,73,0,0,28,0,45,0,2,2,0,0,0,0,73,45,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-29 06:30:00,0
31,32,31,31,0,0,55,0,0,26,0,29,0,2,2,0,0,0,0,55,29,26,26,2,2,2,2,2,2,2,2,2,0,2023-11-29 06:32:00,0
36,36,36,36,0,0,61,0,0,26,0,35,0,1,1,0,0,0,0,61,35,26,26,2,2,1,2,2,2,2,2,2,0,2023-11-29 06:34:00,0
41,41,41,41,0,0,67,0,0,29,0,38,0,3,3,0,0,0,0,67,38,29,29,5,5,2,5,5,5,2,2,2,1,2023-11-29 06:36:00,0
48,48,48,48,0,0,73,0,0,26,0,47,0,1,1,0,0,0,0,73,47,26,26,2,2,0,2,2,2,2,2,2,1,2023-11-29 06:38:00,0
37,37,37,37,0,0,62,0,0,27,0,35,0,2,2,1,0,0,0,62,35,27,27,2,2,0,2,2,2,2,2,2,1,2023-11-29 06:40:00,2
47,47,47,47,0,0,71,0,0,26,0,45,0,2,2,0,0,0,0,71,45,26,26,2,2,1,2,2,2,2,2,2,1,2023-11-29 06:42:00,0
39,39,39,39,0,0,69,0,0,30,0,39,0,0,0,0,0,0,0,69,39,30,30,5,5,0,5,5,4,2,2,2,0,2023-11-29 06:44:00,3
44,44,44,44,0,0,69,0,0,26,0,43,0,1,1,1,0,0,0,69,43,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 06:46:00,0
37,37,37,37,0,0,60,0,0,26,0,34,0,3,3,0,0,0,0,60,34,26,26,2,2,3,2,2,2,2,2,2,0,2023-11-29 06:48:00,0
42,42,42,42,0,0,68,0,0,28,0,40,0,2,2,0,0,0,0,68,40,28,28,4,4,2,4,4,4,2,2,2,0,2023-11-29 06:50:00,0
35,35,35,35,0,0,62,0,0,27,0,35,0,0,0,0,0,0,0,62,35,27,27,2,2,0,2,2,2,2,2,2,0,2023-11-29 06:52:00,2
42,42,42,42,0,6,68,1,1,27,1,41,1,0,0,0,1,0,0,68,41,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-29 06:54:00,2
48,48,48,48,0,0,74,0,0,28,0,46,0,2,2,0,0,0,0,74,46,28,28,4,4,2,4,4,4,2,2,2,0,2023-11-29 06:56:00,0
