,country,platform,city,client_version,media,network,target_metric
3160,US,iOS,Seattle,cv_05,Video,wi-fi,True
3161,FI,Windows,Helsinki,cv_07,Video,ethernet,False
3162,FI,Mac,Helsinki,cv_09,Audio,wi-fi,True
3163,NG,Windows,Lagos,cv_10,Audio,ethernet,True
3164,RU,Windows,Yekaterinburg,cv_08,Video,wi-fi,True
3165,HK,Windows,Hong Kong,cv_04,Audio,ethernet,True
3166,FR,Mac,Paris,cv_09,Video,wi-fi,True
3167,RU,Mac,Moscow,cv_09,Audio,ethernet,True
3168,IN,Android,New Delhi,cv_03,Video,LTE,True
3169,UK,Android,Manchester,cv_07,Video,3G,True
3170,FI,Windows,Tampere,cv_04,Video,ethernet,True
3171,HK,Windows,Kowloon,cv_09,Audio,ethernet,True
3172,HK,Windows,Hong Kong,cv_09,Audio,ethernet,True
3173,KR,Android,Busan,cv_08,Audio,3G,True
3174,FI,Windows,Helsinki,cv_05,Video,wi-fi,True
3175,HK,Windows,Kowloon,cv_09,Audio,ethernet,True
3176,AU,Windows,Canberra,cv_10,Audio,ethernet,True
3177,UK,iOS,London,cv_08,Video,wi-fi,True
3178,HK,Windows,Hong Kong,cv_09,Audio,wi-fi,True
3179,DK,Mac,Copenhagen,cv_05,Audio,wi-fi,True
3180,IN,Mac,Hyderabad,cv_07,Audio,ethernet,True
3181,HK,Android,Hong Kong,cv_07,Audio,wi-fi,True
3182,AE,Windows,Dubai,cv_08,Audio,ethernet,True
3183,IN,iOS,Hyderabad,cv_06,Video,LTE,True
3184,FI,Windows,Tampere,cv_07,Audio,wi-fi,True
3185,IN,Windows,Banglor,cv_05,Video,wi-fi,True
3186,IN,Mac,Mumbai,cv_05,Audio,ethernet,True
3187,RU,Mac,Moscow,cv_10,Audio,ethernet,True
3188,AU,Android,Melbourne,cv_04,Audio,wi-fi,True
3189,FI,Android,Turku,cv_09,Video,wi-fi,True
3190,FI,Android,Helsinki,cv_09,Audio,LTE,True
3191,BE,Windows,Brussels,cv_09,Audio,ethernet,True
3192,FR,Windows,Paris,cv_05,Video,wi-fi,True
3193,IN,Windows,Hyderabad,cv_05,Audio,wi-fi,True
3194,DK,Windows,Copenhagen,cv_08,Video,wi-fi,True
3195,DK,Android,Copenhagen,cv_10,Video,3G,True
3196,DK,Android,Copenhagen,cv_04,Video,LTE,True
3197,AE,iOS,Abu Dhabi,cv_07,Audio,wi-fi,True
3198,HK,Windows,Kowloon,cv_08,Video,wi-fi,True
3199,AE,iOS,Abu Dhabi,cv_10,ScreenShare,wi-fi,True
3200,BE,Windows,Antwerp,cv_07,Audio,wi-fi,True
3201,US,Android,Miami,cv_07,Audio,wi-fi,True
3202,IN,Android,Hyderabad,cv_08,Video,wi-fi,True
3203,AR,Windows,Rosario,cv_09,Video,ethernet,True
3204,FR,iOS,Paris,cv_08,Video,wi-fi,True
3205,AU,Mac,Canberra,cv_01,Audio,ethernet,True
3206,AU,Mac,Perth,cv_06,ScreenShare,wi-fi,True
3207,HK,iOS,Hong Kong,cv_08,Video,LTE,True
3208,DK,Mac,Copenhagen,cv_08,Audio,wi-fi,True
3209,RU,Android,Novosibirsk,cv_08,Video,wi-fi,True
3210,FI,Windows,Tampere,cv_08,ScreenShare,ethernet,True
3211,UK,Windows,London,cv_08,Video,wi-fi,True
3212,FI,Mac,Helsinki,cv_07,Audio,wi-fi,True
3213,US,Android,Seattle,cv_08,ScreenShare,LTE,True
3214,UK,Windows,London,cv_05,Video,ethernet,True
3215,IN,iOS,Hyderabad,cv_07,Audio,wi-fi,True
3216,FI,Android,Helsinki,cv_08,Video,wi-fi,True
3217,DK,Windows,Copenhagen,cv_07,Audio,wi-fi,True
3218,DK,Android,Copenhagen,cv_05,Audio,LTE,True
3219,FI,Windows,Helsinki,cv_07,Audio,wi-fi,True
3220,UK,Windows,Birmingham,cv_05,Video,wi-fi,True
3221,DK,Android,Copenhagen,cv_07,Audio,wi-fi,True
3222,US,Windows,New York,cv_08,Video,ethernet,True
3223,FI,Windows,Tampere,cv_09,Audio,wi-fi,True
3224,US,iOS,Los Angeles,cv_07,Video,wi-fi,True
3225,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
3226,US,Android,Los Angeles,cv_10,Audio,wi-fi,True
3227,UK,Android,London,cv_06,Video,LTE,True
3228,HK,Windows,Kowloon,cv_05,Audio,wi-fi,True
3229,US,Android,Seattle,cv_05,Audio,3G,False
3230,US,Android,Miami,cv_08,Audio,wi-fi,True
3231,FI,Windows,Helsinki,cv_05,Audio,wi-fi,True
3232,FR,Windows,Nice,cv_10,ScreenShare,ethernet,True
3233,AE,Windows,Abu Dhabi,cv_08,Video,ethernet,True
3234,RU,Mac,Moscow,cv_10,Video,wi-fi,True
3235,FR,Android,Paris,cv_05,Video,wi-fi,True
3236,UK,iOS,London,cv_10,Audio,wi-fi,True
3237,US,Mac,San Francisco,cv_09,Video,ethernet,True
3238,FI,Android,Helsinki,cv_09,Audio,LTE,True
3239,US,Android,San Francisco,cv_08,ScreenShare,wi-fi,True
3240,FI,Windows,Tampere,cv_09,Audio,ethernet,True
3241,RU,Windows,Moscow,cv_09,Audio,wi-fi,True
3242,FI,iOS,Helsinki,cv_09,Audio,wi-fi,True
3243,FI,Android,Helsinki,cv_08,Video,wi-fi,True
3244,HK,Windows,Hong Kong,cv_04,ScreenShare,wi-fi,True
3245,FR,Windows,Marseille,cv_10,Audio,wi-fi,True
3246,IN,Windows,New Delhi,cv_05,Audio,wi-fi,True
3247,FR,Android,Paris,cv_08,Video,wi-fi,True
3248,BE,Windows,Antwerp,cv_05,Video,wi-fi,True
3249,DK,Android,Arhus,cv_08,Video,LTE,True
3250,NG,Windows,Lagos,cv_08,Video,ethernet,True
3251,UK,Windows,London,cv_08,Video,wi-fi,True
3252,DK,Windows,Copenhagen,cv_09,Audio,wi-fi,True
3253,HK,Android,Hong Kong,cv_09,Video,3G,True
3254,IN,Windows,Banglor,cv_08,Audio,wi-fi,True
3255,DK,Android,Copenhagen,cv_07,Audio,wi-fi,True
3256,US,Android,Miami,cv_08,Video,wi-fi,True
3257,HK,Android,Hong Kong,cv_07,Audio,3G,True
3258,FI,Android,Helsinki,cv_02,Video,wi-fi,True
3259,IN,iOS,New Delhi,cv_07,Audio,wi-fi,True
3260,DK,Android,Copenhagen,cv_05,Audio,LTE,True
3261,FR,Android,Paris,cv_09,Audio,LTE,True
3262,DK,Windows,Copenhagen,cv_09,Video,wi-fi,True
3263,IN,Android,Banglor,cv_01,Audio,wi-fi,True
3264,US,Android,New York,cv_08,Audio,wi-fi,True
3265,UK,Android,Liverpool,cv_08,Video,wi-fi,True
3266,IN,Windows,Banglor,cv_09,Audio,ethernet,True
3267,FR,Windows,Paris,cv_07,Video,wi-fi,True
3268,UK,Windows,Liverpool,cv_09,Audio,ethernet,False
3269,RU,Windows,Novosibirsk,cv_07,Video,wi-fi,True
3270,US,Mac,Seattle,cv_02,Audio,ethernet,True
3271,UK,Windows,Manchester,cv_04,Video,ethernet,True
3272,IN,Windows,New Delhi,cv_08,Audio,ethernet,True
3273,IN,Windows,New Delhi,cv_07,Audio,wi-fi,True
3274,IN,iOS,Banglor,cv_08,Video,wi-fi,True
3275,FI,iOS,Helsinki,cv_04,Audio,3G,True
3276,US,Android,Miami,cv_05,Video,wi-fi,True
3277,UK,Mac,London,cv_09,Video,wi-fi,True
3278,BE,Windows,Antwerp,cv_08,Audio,wi-fi,True
3279,US,Windows,San Francisco,cv_07,Video,ethernet,True
3280,UK,Mac,Liverpool,cv_08,Audio,wi-fi,True
3281,AU,Windows,Sydney,cv_10,Audio,wi-fi,False
3282,FR,Windows,Nice,cv_04,Audio,ethernet,True
3283,KR,Windows,Seoul,cv_08,Video,ethernet,True
3284,FR,iOS,Paris,cv_04,Audio,wi-fi,True
3285,DK,Windows,Copenhagen,cv_09,Video,wi-fi,True
3286,AE,Windows,Sharjah,cv_07,Audio,wi-fi,True
3287,US,Mac,New York,cv_03,Audio,ethernet,True
3288,UK,Android,Liverpool,cv_08,Audio,wi-fi,True
3289,RU,Mac,Kazan,cv_04,Audio,wi-fi,True
3290,RU,Mac,Yekaterinburg,cv_08,Audio,wi-fi,True
3291,FR,Windows,Paris,cv_08,Video,ethernet,True
3292,KR,Mac,Seoul,cv_09,Video,wi-fi,True
3293,FR,Windows,Paris,cv_08,Video,wi-fi,True
3294,AE,Windows,Dubai,cv_09,ScreenShare,wi-fi,True
3295,HK,Windows,Hong Kong,cv_08,Audio,wi-fi,True
3296,AU,Windows,Canberra,cv_08,Video,wi-fi,True
3297,DK,Windows,Arhus,cv_06,Audio,ethernet,True
3298,US,Windows,Chicago,cv_05,Audio,wi-fi,True
3299,FI,Windows,Helsinki,cv_09,Audio,wi-fi,True
3300,DK,Windows,Copenhagen,cv_05,Video,ethernet,True
3301,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
3302,KR,Android,Seoul,cv_07,Audio,LTE,True
3303,IN,Windows,New Delhi,cv_07,Video,wi-fi,True
3304,AU,Android,Sydney,cv_09,Audio,wi-fi,True
3305,BE,Android,Ghent,cv_07,Audio,wi-fi,True
3306,US,iOS,Miami,cv_08,Audio,wi-fi,True
3307,KR,Android,Seoul,cv_03,Video,wi-fi,True
3308,UK,Windows,London,cv_04,Audio,ethernet,True
3309,IN,iOS,Hyderabad,cv_09,Video,3G,True
3310,IN,iOS,New Delhi,cv_05,Audio,wi-fi,True
3311,FR,Mac,Paris,cv_05,ScreenShare,wi-fi,True
3312,AU,Windows,Canberra,cv_03,Video,wi-fi,True
3313,FR,Windows,Paris,cv_06,Audio,ethernet,True
3314,UK,Windows,Birmingham,cv_08,ScreenShare,ethernet,True
3315,UK,Windows,Birmingham,cv_08,Audio,wi-fi,True
3316,UK,Windows,Birmingham,cv_07,Video,wi-fi,True
3317,FI,iOS,Helsinki,cv_07,Audio,wi-fi,True
3318,AE,Windows,Abu Dhabi,cv_07,Audio,ethernet,True
3319,AE,Android,Abu Dhabi,cv_07,ScreenShare,wi-fi,True
3320,UK,Windows,London,cv_05,Audio,ethernet,True
3321,US,Android,Seattle,cv_08,Video,wi-fi,True
3322,IN,Windows,Hyderabad,cv_08,ScreenShare,wi-fi,True
3323,US,Mac,Seattle,cv_07,ScreenShare,wi-fi,True
3324,FR,Windows,Paris,cv_07,Audio,wi-fi,True
3325,AU,Android,Sydney,cv_08,Video,wi-fi,False
3326,IN,Windows,Mumbai,cv_05,Audio,wi-fi,True
3327,AU,Windows,Canberra,cv_03,Video,wi-fi,True
3328,FI,Windows,Helsinki,cv_04,Audio,wi-fi,True
3329,AU,Windows,Perth,cv_08,Video,ethernet,True
3330,FR,Windows,Paris,cv_10,Video,wi-fi,True
3331,AE,Android,Abu Dhabi,cv_01,Video,wi-fi,True
3332,US,Android,San Francisco,cv_09,Audio,wi-fi,True
3333,FR,Mac,Paris,cv_08,Audio,wi-fi,False
3334,UK,Windows,London,cv_05,Video,wi-fi,True
3335,AR,Windows,La Plata,cv_08,Audio,wi-fi,True
3336,IN,Windows,New Delhi,cv_08,Audio,ethernet,True
3337,AU,Android,Perth,cv_07,Audio,wi-fi,True
3338,US,Android,Los Angeles,cv_08,Video,LTE,True
3339,IN,Android,Hyderabad,cv_09,Audio,wi-fi,True
3340,AE,Windows,Abu Dhabi,cv_08,Video,ethernet,True
3341,FR,Windows,Montpellier,cv_08,Video,wi-fi,True
3342,AE,Mac,Dubai,cv_06,Video,wi-fi,True
3343,FI,Android,Helsinki,cv_04,Video,wi-fi,True
3344,DK,Windows,Copenhagen,cv_09,Audio,wi-fi,True
3345,AE,Windows,Sharjah,cv_08,Video,ethernet,True
3346,US,Android,San Francisco,cv_06,Audio,wi-fi,False
3347,FI,Windows,Turku,cv_08,Audio,wi-fi,True
3348,US,Android,San Francisco,cv_09,Video,LTE,True
3349,KR,Mac,Incheon,cv_05,Video,wi-fi,True
3350,AR,Windows,Rosario,cv_04,Audio,wi-fi,True
3351,UK,Windows,London,cv_02,Audio,wi-fi,True
3352,UK,Windows,Birmingham,cv_03,Video,ethernet,True
3353,FR,iOS,Montpellier,cv_07,Video,wi-fi,False
3354,US,Android,Seattle,cv_05,Video,LTE,True
3355,RU,Windows,Yekaterinburg,cv_04,Audio,ethernet,True
3356,HK,Mac,Kowloon,cv_07,Audio,wi-fi,True
3357,US,Android,Chicago,cv_05,Video,LTE,True
3358,UK,Windows,Liverpool,cv_07,Video,ethernet,True
3359,US,Android,San Francisco,cv_07,Audio,wi-fi,True
3360,FR,Windows,Paris,cv_09,ScreenShare,wi-fi,True
3361,DK,Windows,Copenhagen,cv_09,Audio,ethernet,True
3362,HK,Mac,Hong Kong,cv_03,Audio,wi-fi,True
3363,HK,Windows,Hong Kong,cv_07,Video,ethernet,True
3364,UK,Mac,Liverpool,cv_10,Video,wi-fi,True
3365,AE,Mac,Dubai,cv_08,Audio,wi-fi,True
3366,FI,Android,Helsinki,cv_08,Audio,wi-fi,True
3367,DK,Windows,Copenhagen,cv_05,Audio,wi-fi,True
3368,AE,Windows,Dubai,cv_09,Video,ethernet,True
3369,US,Android,Miami,cv_05,ScreenShare,LTE,True
3370,FR,Windows,Paris,cv_07,Audio,ethernet,True
3371,UK,iOS,Manchester,cv_07,Video,wi-fi,True
3372,FI,Windows,Helsinki,cv_09,Audio,wi-fi,True
3373,BE,Windows,Brussels,cv_10,Video,wi-fi,False
3374,IN,Windows,Mumbai,cv_09,Audio,wi-fi,True
3375,FI,Android,Tampere,cv_08,Video,wi-fi,True
3376,IN,Android,Mumbai,cv_06,Audio,LTE,True
3377,US,Android,Seattle,cv_03,Audio,LTE,False
3378,IN,Windows,Mumbai,cv_10,Audio,ethernet,True
3379,BE,Windows,Ghent,cv_05,Video,ethernet,True
3380,AU,Windows,Sydney,cv_04,Audio,wi-fi,True
3381,FR,Windows,Nice,cv_08,ScreenShare,wi-fi,True
3382,UK,Android,London,cv_09,Video,wi-fi,True
3383,IN,Android,Mumbai,cv_06,Audio,wi-fi,True
3384,US,iOS,Chicago,cv_06,Audio,LTE,True
3385,IN,Mac,Hyderabad,cv_04,Audio,wi-fi,True
3386,DK,Windows,Copenhagen,cv_04,Video,wi-fi,True
3387,US,iOS,Seattle,cv_06,Audio,LTE,True
3388,FR,Windows,Paris,cv_07,Audio,wi-fi,True
3389,FR,Windows,Nice,cv_05,Audio,ethernet,True
3390,IN,Windows,New Delhi,cv_06,Video,wi-fi,True
3391,FR,Windows,Marseille,cv_09,Audio,ethernet,True
3392,UK,Mac,London,cv_08,ScreenShare,wi-fi,True
3393,FR,Windows,Paris,cv_08,Audio,wi-fi,True
3394,US,Windows,Los Angeles,cv_06,Video,ethernet,True
3395,US,iOS,Los Angeles,cv_05,Video,LTE,True
3396,KR,Windows,Seoul,cv_04,Video,wi-fi,True
3397,BE,Windows,Ghent,cv_07,Video,ethernet,True
3398,RU,Windows,Moscow,cv_08,Video,wi-fi,True
3399,UK,Windows,London,cv_09,Video,wi-fi,True
3400,HK,Android,Hong Kong,cv_08,Video,wi-fi,True
3401,BE,Windows,Brussels,cv_04,Audio,wi-fi,True
3402,RU,Windows,Moscow,cv_07,Video,ethernet,True
3403,FR,Android,Nice,cv_05,Audio,LTE,True
3404,RU,Windows,Yekaterinburg,cv_02,Video,ethernet,True
3405,HK,Windows,Kowloon,cv_03,Video,wi-fi,True
3406,US,Android,Seattle,cv_08,Audio,wi-fi,False
3407,US,Android,Miami,cv_01,Audio,LTE,True
3408,HK,Windows,Hong Kong,cv_07,Video,wi-fi,True
3409,FR,Mac,Montpellier,cv_01,Video,ethernet,True
3410,US,Mac,San Francisco,cv_07,Audio,ethernet,True
3411,DK,Windows,Arhus,cv_09,Video,ethernet,True
3412,IN,Windows,Banglor,cv_09,Audio,wi-fi,True
3413,AE,Android,Dubai,cv_10,Audio,wi-fi,True
3414,HK,Windows,Hong Kong,cv_08,Audio,wi-fi,True
3415,FR,Windows,Marseille,cv_07,Video,wi-fi,True
3416,UK,Windows,London,cv_08,Audio,ethernet,False
3417,FR,Windows,Nice,cv_04,Video,wi-fi,True
3418,FI,Windows,Turku,cv_04,Video,wi-fi,True
3419,IN,Android,Banglor,cv_07,Audio,wi-fi,True
3420,UK,Mac,Manchester,cv_04,Video,wi-fi,True
3421,RU,Android,Yekaterinburg,cv_09,Video,LTE,True
3422,AE,Windows,Sharjah,cv_07,ScreenShare,ethernet,True
3423,BE,Windows,Brussels,cv_04,Audio,wi-fi,True
3424,FI,Mac,Helsinki,cv_05,Audio,wi-fi,True
3425,DK,iOS,Copenhagen,cv_07,Audio,wi-fi,True
3426,NG,Windows,Kano,cv_08,Video,wi-fi,True
3427,HK,Windows,Hong Kong,cv_08,Audio,wi-fi,True
3428,UK,iOS,Birmingham,cv_07,Audio,LTE,True
3429,IN,iOS,New Delhi,cv_05,Video,wi-fi,True
3430,HK,Windows,Hong Kong,cv_08,Audio,ethernet,True
3431,FI,Windows,Helsinki,cv_04,Audio,wi-fi,True
3432,KR,Android,Busan,cv_06,Audio,LTE,True
3433,UK,Windows,London,cv_09,Audio,ethernet,True
3434,IN,Windows,New Delhi,cv_08,Audio,ethernet,True
3435,RU,Mac,Yekaterinburg,cv_10,Audio,wi-fi,True
3436,US,Android,San Francisco,cv_10,Video,3G,True
3437,FI,iOS,Helsinki,cv_09,Video,3G,True
3438,KR,Windows,Seoul,cv_08,Video,ethernet,True
3439,US,Mac,Los Angeles,cv_04,Audio,wi-fi,False
3440,AE,Windows,Dubai,cv_10,Audio,ethernet,True
3441,RU,Mac,Moscow,cv_03,Audio,wi-fi,True
3442,AE,iOS,Dubai,cv_03,ScreenShare,wi-fi,True
3443,BE,Windows,Brussels,cv_07,Audio,ethernet,True
3444,HK,Windows,Hong Kong,cv_07,Video,ethernet,True
3445,US,Windows,Los Angeles,cv_03,Video,ethernet,True
3446,UK,Windows,Birmingham,cv_05,Video,ethernet,True
3447,FR,Windows,Paris,cv_04,Audio,ethernet,True
3448,AE,Windows,Dubai,cv_02,Audio,ethernet,True
3449,FI,Android,Helsinki,cv_09,Audio,wi-fi,True
3450,RU,Windows,Yekaterinburg,cv_06,ScreenShare,wi-fi,True
3451,US,Windows,Seattle,cv_07,Audio,ethernet,True
3452,DK,Windows,Copenhagen,cv_08,Video,ethernet,True
3453,DK,Windows,Copenhagen,cv_07,Audio,ethernet,True
3454,UK,Android,Manchester,cv_08,Audio,LTE,True
3455,UK,Windows,Liverpool,cv_07,Audio,wi-fi,True
3456,IN,Windows,New Delhi,cv_08,Audio,wi-fi,True
3457,AE,Android,Abu Dhabi,cv_09,Audio,LTE,True
3458,AR,iOS,Rosario,cv_01,ScreenShare,wi-fi,True
3459,IN,Android,Hyderabad,cv_10,Audio,wi-fi,False
3460,FR,Windows,Paris,cv_08,Video,wi-fi,True
3461,FR,Mac,Montpellier,cv_07,Audio,wi-fi,True
3462,AU,Windows,Melbourne,cv_04,Audio,wi-fi,True
3463,FR,Android,Marseille,cv_07,Video,LTE,True
3464,FI,Android,Helsinki,cv_10,Audio,wi-fi,False
3465,AU,Windows,Perth,cv_07,Audio,wi-fi,True
3466,RU,Windows,Moscow,cv_10,Video,ethernet,True
3467,IN,Android,Hyderabad,cv_08,Audio,wi-fi,True
3468,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
3469,RU,Windows,Kazan,cv_05,Audio,ethernet,True
3470,UK,Windows,Liverpool,cv_01,Audio,wi-fi,True
3471,US,Windows,Los Angeles,cv_08,Video,wi-fi,True
3472,IN,Windows,Banglor,cv_07,Video,wi-fi,True
3473,US,Windows,Los Angeles,cv_05,Video,wi-fi,True
3474,FI,Windows,Helsinki,cv_07,Audio,ethernet,True
3475,IN,Windows,Hyderabad,cv_07,Audio,wi-fi,True
3476,IN,Windows,Banglor,cv_08,Video,wi-fi,True
3477,FI,Windows,Helsinki,cv_05,Audio,wi-fi,True
3478,UK,Windows,London,cv_07,Audio,wi-fi,True
3479,HK,Windows,Kowloon,cv_09,Video,wi-fi,False
3480,DK,Mac,Copenhagen,cv_08,Audio,wi-fi,True
3481,BE,Windows,Antwerp,cv_07,Audio,ethernet,True
3482,RU,Windows,Moscow,cv_08,ScreenShare,wi-fi,True
3483,US,Android,Seattle,cv_08,Audio,3G,True
3484,KR,Android,Seoul,cv_07,Audio,wi-fi,True
3485,US,Windows,Los Angeles,cv_05,Audio,wi-fi,True
3486,FR,Windows,Paris,cv_09,Video,wi-fi,True
3487,US,Android,San Francisco,cv_08,Video,LTE,True
3488,UK,iOS,London,cv_08,ScreenShare,wi-fi,True
3489,IN,Windows,Mumbai,cv_05,Video,ethernet,True
3490,FR,iOS,Nice,cv_06,Audio,LTE,True
3491,DK,Android,Copenhagen,cv_07,Video,wi-fi,True
3492,US,Android,Los Angeles,cv_07,Video,3G,True
3493,HK,Windows,Hong Kong,cv_07,Audio,ethernet,True
3494,HK,Windows,Kowloon,cv_04,Audio,wi-fi,True
3495,IN,Windows,Hyderabad,cv_07,Video,wi-fi,True
3496,US,Mac,New York,cv_05,Video,wi-fi,True
3497,FR,Windows,Paris,cv_09,Audio,wi-fi,True
3498,UK,Windows,London,cv_08,Audio,ethernet,True
3499,NG,Windows,Lagos,cv_06,Video,wi-fi,True
3500,FR,Windows,Paris,cv_08,Video,ethernet,True
3501,RU,Windows,Moscow,cv_08,Audio,ethernet,True
3502,FI,Android,Helsinki,cv_10,Video,3G,True
3503,KR,Android,Seoul,cv_07,Audio,LTE,True
3504,FR,Windows,Montpellier,cv_05,Audio,wi-fi,True
3505,US,Android,San Francisco,cv_08,Video,LTE,True
3506,HK,Windows,Hong Kong,cv_03,Video,wi-fi,True
3507,DK,Windows,Copenhagen,cv_03,Audio,wi-fi,True
3508,AU,Mac,Perth,cv_08,Video,wi-fi,True
3509,RU,Windows,Novosibirsk,cv_08,Audio,wi-fi,True
3510,BE,Windows,Brussels,cv_08,Video,ethernet,True
3511,FR,Windows,Paris,cv_09,Audio,wi-fi,True
3512,UK,Windows,London,cv_05,ScreenShare,wi-fi,True
3513,UK,Windows,London,cv_07,Audio,wi-fi,True
3514,UK,Windows,Liverpool,cv_08,Audio,ethernet,True
3515,BE,Windows,Antwerp,cv_07,Audio,wi-fi,True
3516,IN,Windows,Banglor,cv_07,Video,wi-fi,True
3517,US,Windows,San Francisco,cv_05,Audio,wi-fi,True
3518,FI,Android,Helsinki,cv_08,Audio,wi-fi,True
3519,UK,Windows,London,cv_07,Audio,ethernet,True
3520,UK,Windows,London,cv_04,ScreenShare,wi-fi,True
3521,HK,Mac,Hong Kong,cv_10,Audio,wi-fi,True
3522,FR,Android,Paris,cv_07,Audio,wi-fi,True
3523,BE,iOS,Antwerp,cv_08,Audio,wi-fi,True
3524,AU,iOS,Sydney,cv_09,Audio,wi-fi,True
3525,IN,Windows,New Delhi,cv_04,Video,ethernet,True
3526,IN,Windows,Hyderabad,cv_07,Audio,ethernet,True
3527,IN,Windows,Mumbai,cv_09,ScreenShare,ethernet,True
3528,FI,Android,Helsinki,cv_04,Video,wi-fi,True
3529,FR,Windows,Marseille,cv_09,Audio,ethernet,True
3530,US,Android,Los Angeles,cv_04,Audio,wi-fi,True
3531,US,Android,Seattle,cv_07,Audio,LTE,False
3532,AU,Windows,Melbourne,cv_08,Audio,ethernet,True
3533,IN,Android,Mumbai,cv_07,Video,wi-fi,True
3534,FR,Windows,Nice,cv_07,Audio,wi-fi,True
3535,HK,Windows,Hong Kong,cv_07,Audio,ethernet,True
3536,UK,Windows,London,cv_05,Video,ethernet,True
3537,UK,Windows,London,cv_08,Audio,wi-fi,True
3538,UK,Windows,Liverpool,cv_04,ScreenShare,ethernet,True
3539,FI,Windows,Helsinki,cv_07,Audio,wi-fi,True
3540,IN,Windows,Banglor,cv_10,Audio,ethernet,True
3541,HK,Windows,Kowloon,cv_08,Video,wi-fi,True
3542,FR,Windows,Paris,cv_06,Video,wi-fi,True
3543,FR,Windows,Nice,cv_08,Audio,wi-fi,True
3544,AE,Windows,Abu Dhabi,cv_07,ScreenShare,ethernet,True
3545,HK,Windows,Hong Kong,cv_03,Audio,wi-fi,True
3546,IN,Windows,Banglor,cv_08,Video,wi-fi,True
3547,UK,Windows,London,cv_09,Video,wi-fi,True
3548,DK,Windows,Copenhagen,cv_04,Audio,wi-fi,True
3549,UK,Windows,Manchester,cv_02,Video,wi-fi,True
3550,FR,Mac,Paris,cv_04,Video,wi-fi,True
3551,IN,Android,Mumbai,cv_04,Video,wi-fi,True
3552,UK,Windows,Manchester,cv_09,Audio,ethernet,True
3553,US,Android,Los Angeles,cv_07,Video,wi-fi,True
3554,FR,Windows,Montpellier,cv_08,Audio,ethernet,True
3555,RU,Windows,Kazan,cv_08,Video,wi-fi,True
3556,RU,Windows,Novosibirsk,cv_08,Video,wi-fi,True
3557,IN,Android,Banglor,cv_07,Video,wi-fi,True
3558,UK,Windows,London,cv_09,Video,wi-fi,True
3559,HK,Windows,Hong Kong,cv_10,Video,wi-fi,True
3560,NG,Windows,Lagos,cv_07,Video,ethernet,True
3561,US,Android,Miami,cv_05,Audio,LTE,False
3562,IN,iOS,Hyderabad,cv_07,Audio,wi-fi,True
3563,UK,Windows,London,cv_05,Audio,wi-fi,True
3564,BE,Windows,Antwerp,cv_08,Audio,wi-fi,True
3565,AE,Windows,Dubai,cv_07,Audio,ethernet,True
3566,BE,Android,Antwerp,cv_08,Audio,wi-fi,True
3567,FR,Windows,Paris,cv_09,Audio,wi-fi,True
3568,FR,Android,Nice,cv_03,Audio,wi-fi,True
3569,RU,Mac,Yekaterinburg,cv_05,Video,wi-fi,True
3570,HK,Windows,Kowloon,cv_07,Audio,wi-fi,True
3571,FR,Windows,Paris,cv_09,Audio,wi-fi,False
3572,FR,iOS,Paris,cv_09,Audio,3G,True
3573,AU,Windows,Sydney,cv_08,Audio,wi-fi,True
3574,IN,Windows,Hyderabad,cv_06,Audio,wi-fi,True
3575,FI,Windows,Helsinki,cv_04,Audio,ethernet,True
3576,KR,Android,Busan,cv_09,Audio,3G,True
3577,FI,Windows,Helsinki,cv_08,Audio,ethernet,True
3578,KR,Windows,Seoul,cv_03,Video,ethernet,True
3579,BE,Mac,Brussels,cv_10,Audio,ethernet,True
3580,UK,Windows,Liverpool,cv_08,Video,ethernet,True
3581,US,Android,Chicago,cv_09,Video,wi-fi,False
3582,IN,iOS,Banglor,cv_05,Audio,LTE,True
3583,DK,Windows,Copenhagen,cv_07,Audio,wi-fi,True
3584,US,iOS,Seattle,cv_04,Audio,wi-fi,True
3585,AU,Windows,Melbourne,cv_08,Audio,wi-fi,True
3586,FR,Windows,Paris,cv_08,Video,wi-fi,True
3587,FI,Windows,Helsinki,cv_07,Audio,ethernet,True
3588,BE,Mac,Brussels,cv_05,Audio,wi-fi,True
3589,FI,Android,Helsinki,cv_08,Video,wi-fi,True
3590,FR,Windows,Paris,cv_08,Audio,wi-fi,True
3591,IN,Windows,Mumbai,cv_06,Audio,ethernet,True
3592,FR,Windows,Paris,cv_05,Audio,ethernet,True
3593,UK,Mac,Birmingham,cv_06,Video,ethernet,True
3594,US,Android,New York,cv_08,Video,LTE,False
3595,UK,Mac,Birmingham,cv_04,Audio,ethernet,True
3596,IN,Mac,Banglor,cv_05,Audio,ethernet,True
3597,UK,Windows,London,cv_09,Audio,wi-fi,True
3598,US,Android,Chicago,cv_05,Video,wi-fi,True
3599,FR,Mac,Nice,cv_03,Audio,wi-fi,True
3600,RU,Windows,Kazan,cv_04,Audio,wi-fi,True
3601,FR,Android,Nice,cv_06,Video,3G,True
3602,FR,Windows,Paris,cv_05,Audio,wi-fi,True
3603,FI,Windows,Helsinki,cv_09,Audio,wi-fi,True
3604,FI,Windows,Tampere,cv_04,Video,ethernet,True
3605,FI,Mac,Helsinki,cv_05,Audio,wi-fi,True
