,country,platform,city,client_version,media,network,target_metric
9387,IN,Android,Hyderabad,cv_09,Video,LTE,True
9388,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
9389,US,Android,Miami,cv_08,Video,wi-fi,True
9390,US,Windows,New York,cv_07,Audio,wi-fi,True
9391,US,Windows,Miami,cv_08,Video,ethernet,True
9392,RU,Windows,Kazan,cv_06,Video,ethernet,True
9393,FR,Windows,Montpellier,cv_01,Audio,wi-fi,True
9394,FR,Windows,Montpellier,cv_05,Audio,wi-fi,True
9395,FI,iOS,Helsinki,cv_07,Audio,wi-fi,True
9396,US,Android,Seattle,cv_08,Video,LTE,True
9397,UK,Android,Liverpool,cv_08,Audio,LTE,True
9398,DK,Windows,Arhus,cv_08,Audio,wi-fi,False
9399,HK,iOS,Hong Kong,cv_08,Audio,wi-fi,True
9400,US,Android,Los Angeles,cv_08,Video,3G,True
9401,RU,Windows,Novosibirsk,cv_07,Audio,ethernet,True
9402,US,Mac,Chicago,cv_05,Audio,wi-fi,True
9403,US,Android,New York,cv_06,Audio,wi-fi,False
9404,US,Windows,Los Angeles,cv_10,Audio,ethernet,True
9405,IN,Windows,Hyderabad,cv_09,Audio,wi-fi,True
9406,IN,Windows,Banglor,cv_10,Audio,wi-fi,True
9407,FI,Windows,Helsinki,cv_07,Video,ethernet,True
9408,FI,Windows,Helsinki,cv_07,ScreenShare,ethernet,True
9409,US,Android,San Francisco,cv_08,Audio,wi-fi,True
9410,FR,Mac,Nice,cv_10,Video,ethernet,True
9411,AE,Windows,Dubai,cv_07,Audio,wi-fi,True
9412,US,Android,Seattle,cv_09,Video,3G,True
9413,US,Windows,New York,cv_09,Video,wi-fi,True
9414,US,Android,Seattle,cv_09,Video,wi-fi,True
9415,DK,Windows,Copenhagen,cv_07,Audio,ethernet,False
9416,FI,Windows,Helsinki,cv_06,Audio,ethernet,True
9417,US,Android,Los Angeles,cv_08,Audio,LTE,True
9418,AU,iOS,Canberra,cv_08,Audio,wi-fi,True
9419,FI,iOS,Helsinki,cv_02,Audio,wi-fi,False
9420,AU,Windows,Melbourne,cv_04,Audio,wi-fi,True
9421,HK,Android,Kowloon,cv_05,ScreenShare,wi-fi,True
9422,US,Android,Seattle,cv_04,Video,wi-fi,True
9423,RU,Android,Novosibirsk,cv_08,Audio,wi-fi,True
9424,US,Android,Seattle,cv_08,Audio,wi-fi,True
9425,US,Android,Seattle,cv_05,ScreenShare,wi-fi,True
9426,AE,Windows,Abu Dhabi,cv_06,Audio,wi-fi,True
9427,US,Android,Seattle,cv_04,Audio,wi-fi,True
9428,FR,Android,Nice,cv_08,Audio,3G,True
9429,HK,Android,Hong Kong,cv_03,Video,wi-fi,True
9430,UK,Windows,London,cv_08,Audio,wi-fi,True
9431,AE,Android,Abu Dhabi,cv_05,Audio,wi-fi,True
9432,US,Android,Seattle,cv_08,Audio,LTE,True
9433,HK,Windows,Hong Kong,cv_04,Video,wi-fi,True
9434,US,Android,Los Angeles,cv_04,Audio,LTE,True
9435,UK,Mac,London,cv_06,Audio,ethernet,True
9436,DK,Windows,Copenhagen,cv_05,Audio,wi-fi,True
9437,DK,Windows,Arhus,cv_06,Video,wi-fi,True
9438,IN,Mac,Hyderabad,cv_06,Video,wi-fi,True
9439,AE,Windows,Sharjah,cv_05,Audio,wi-fi,True
9440,FI,Android,Helsinki,cv_10,Video,wi-fi,True
9441,RU,Android,Kazan,cv_05,Video,wi-fi,False
9442,US,Android,Miami,cv_09,Video,LTE,True
9443,AU,iOS,Melbourne,cv_03,Audio,LTE,True
9444,BE,Windows,Antwerp,cv_08,Video,wi-fi,True
9445,UK,iOS,London,cv_09,Audio,wi-fi,True
9446,US,Android,New York,cv_05,Audio,wi-fi,True
9447,HK,Windows,Kowloon,cv_08,Audio,wi-fi,False
9448,HK,Windows,Hong Kong,cv_08,Audio,ethernet,True
9449,FR,Windows,Paris,cv_08,Audio,wi-fi,True
9450,US,Windows,Los Angeles,cv_08,Video,wi-fi,True
9451,FR,Windows,Paris,cv_04,Video,wi-fi,True
9452,AR,Windows,Bueno Aires,cv_07,Video,wi-fi,False
9453,FI,Android,Helsinki,cv_07,Video,LTE,True
9454,AE,Android,Dubai,cv_07,Audio,wi-fi,True
9455,UK,Windows,London,cv_05,Audio,wi-fi,True
9456,AE,Windows,Abu Dhabi,cv_08,Audio,ethernet,True
9457,US,Windows,San Francisco,cv_07,Video,wi-fi,True
9458,HK,Windows,Hong Kong,cv_04,Video,wi-fi,True
9459,FR,Windows,Marseille,cv_01,Audio,ethernet,True
9460,FI,Android,Helsinki,cv_09,Audio,LTE,True
9461,FR,iOS,Paris,cv_08,Video,3G,True
9462,HK,Android,Hong Kong,cv_05,Video,LTE,True
9463,US,Android,Miami,cv_08,Audio,wi-fi,True
9464,FI,Windows,Helsinki,cv_03,Audio,wi-fi,True
9465,HK,iOS,Kowloon,cv_08,Audio,wi-fi,True
9466,US,Android,Seattle,cv_07,Audio,LTE,True
9467,US,Android,Seattle,cv_07,Audio,wi-fi,True
9468,IN,Windows,Hyderabad,cv_07,Audio,ethernet,True
9469,IN,iOS,New Delhi,cv_09,Audio,LTE,True
9470,US,iOS,San Francisco,cv_09,Video,wi-fi,False
9471,AE,Mac,Abu Dhabi,cv_10,Audio,wi-fi,True
9472,US,Android,New York,cv_02,Audio,wi-fi,True
9473,RU,Windows,Saint Petersburg,cv_02,Video,ethernet,True
9474,AE,Mac,Abu Dhabi,cv_09,Audio,wi-fi,True
9475,KR,Windows,Seoul,cv_07,Video,wi-fi,True
9476,FR,Windows,Nice,cv_09,Audio,wi-fi,True
9477,UK,Android,Birmingham,cv_08,Video,LTE,True
9478,BE,Mac,Brussels,cv_07,Video,ethernet,True
9479,RU,Windows,Kazan,cv_08,Audio,wi-fi,True
9480,RU,Windows,Saint Petersburg,cv_08,Audio,ethernet,True
9481,US,Windows,Miami,cv_02,Audio,wi-fi,True
9482,US,Windows,Miami,cv_07,Audio,wi-fi,True
9483,US,Android,Seattle,cv_05,Audio,wi-fi,False
9484,FI,Windows,Helsinki,cv_03,Audio,wi-fi,True
9485,BE,Android,Antwerp,cv_08,Audio,LTE,True
9486,HK,Windows,Kowloon,cv_08,Audio,wi-fi,True
9487,US,Windows,Seattle,cv_05,Video,ethernet,True
9488,US,Android,Los Angeles,cv_04,Video,wi-fi,False
9489,HK,Windows,Hong Kong,cv_03,Video,ethernet,True
9490,FR,Mac,Paris,cv_09,Audio,wi-fi,True
9491,RU,Android,Moscow,cv_05,Audio,3G,True
9492,RU,Windows,Moscow,cv_09,Audio,wi-fi,True
9493,UK,Windows,Liverpool,cv_05,Audio,wi-fi,True
9494,HK,Windows,Hong Kong,cv_05,Video,wi-fi,True
9495,FI,Android,Helsinki,cv_09,Audio,LTE,True
9496,RU,Mac,Yekaterinburg,cv_07,Audio,wi-fi,True
9497,US,Android,New York,cv_08,Audio,LTE,True
9498,BE,Windows,Brussels,cv_08,Audio,wi-fi,True
9499,AU,Windows,Sydney,cv_08,Audio,wi-fi,True
9500,IN,Android,Mumbai,cv_03,ScreenShare,LTE,True
9501,AE,Windows,Abu Dhabi,cv_07,Audio,wi-fi,True
9502,AU,Windows,Canberra,cv_04,Video,ethernet,True
9503,US,Android,New York,cv_07,ScreenShare,LTE,True
9504,US,Android,Los Angeles,cv_08,Video,3G,True
9505,HK,Windows,Hong Kong,cv_02,Audio,ethernet,True
9506,FI,Windows,Helsinki,cv_09,Audio,wi-fi,False
9507,RU,Windows,Yekaterinburg,cv_09,Video,wi-fi,True
9508,DK,Mac,Copenhagen,cv_06,Audio,ethernet,True
9509,AU,Mac,Sydney,cv_08,Audio,wi-fi,True
9510,US,Windows,Los Angeles,cv_09,Video,wi-fi,True
9511,IN,Windows,Hyderabad,cv_04,Audio,wi-fi,True
9512,AU,iOS,Melbourne,cv_08,Video,wi-fi,True
9513,FR,Android,Paris,cv_08,Audio,wi-fi,True
9514,IN,Windows,Hyderabad,cv_06,Video,wi-fi,True
9515,RU,Windows,Moscow,cv_07,Video,wi-fi,True
9516,BE,iOS,Antwerp,cv_08,Audio,LTE,True
9517,UK,Windows,Birmingham,cv_05,Audio,wi-fi,True
9518,US,Android,Chicago,cv_07,Audio,LTE,True
9519,US,Windows,Miami,cv_05,Video,wi-fi,True
9520,US,Android,New York,cv_05,Video,LTE,False
9521,IN,Android,New Delhi,cv_03,Video,3G,True
9522,US,Android,Seattle,cv_10,Video,wi-fi,True
9523,FR,Windows,Nice,cv_09,Audio,wi-fi,True
9524,AE,Android,Dubai,cv_07,Audio,wi-fi,True
9525,US,Android,New York,cv_10,Audio,wi-fi,True
9526,US,Android,New York,cv_07,Video,LTE,True
9527,UK,Windows,London,cv_08,Audio,wi-fi,True
9528,HK,Windows,Hong Kong,cv_07,Video,wi-fi,True
9529,KR,Windows,Busan,cv_08,Audio,ethernet,True
9530,BE,Windows,Ghent,cv_10,ScreenShare,ethernet,True
9531,US,Windows,San Francisco,cv_06,Video,wi-fi,True
9532,US,Android,Seattle,cv_08,ScreenShare,LTE,False
9533,HK,Android,Hong Kong,cv_07,Audio,wi-fi,True
9534,IN,Windows,New Delhi,cv_06,Audio,wi-fi,True
9535,FR,Windows,Nice,cv_07,Video,ethernet,True
9536,DK,Windows,Copenhagen,cv_04,ScreenShare,wi-fi,False
9537,FR,Android,Paris,cv_08,ScreenShare,wi-fi,True
9538,AE,Android,Dubai,cv_07,Audio,wi-fi,True
9539,US,Android,Miami,cv_08,Audio,wi-fi,True
9540,BE,Windows,Antwerp,cv_09,Video,ethernet,True
9541,KR,Windows,Busan,cv_08,Video,wi-fi,True
9542,FR,Windows,Nice,cv_10,Video,ethernet,True
9543,DK,Windows,Copenhagen,cv_01,Video,ethernet,True
9544,US,Android,Los Angeles,cv_07,Video,LTE,True
9545,US,Android,Seattle,cv_08,Audio,wi-fi,True
9546,UK,Windows,London,cv_09,Audio,wi-fi,True
9547,UK,Windows,London,cv_04,Audio,wi-fi,True
9548,US,Windows,Seattle,cv_08,Audio,ethernet,True
9549,KR,Windows,Busan,cv_10,Audio,wi-fi,True
9550,FR,Windows,Paris,cv_07,Audio,wi-fi,True
9551,IN,Android,Banglor,cv_05,Audio,wi-fi,True
9552,DK,Mac,Copenhagen,cv_09,Audio,wi-fi,True
9553,US,Windows,San Francisco,cv_05,Audio,wi-fi,True
9554,HK,Android,Hong Kong,cv_04,Audio,LTE,True
9555,FI,iOS,Helsinki,cv_08,Audio,wi-fi,True
9556,AE,Android,Dubai,cv_07,Audio,wi-fi,True
9557,UK,Windows,London,cv_06,Audio,ethernet,True
9558,UK,Windows,London,cv_09,Audio,wi-fi,True
9559,HK,Mac,Hong Kong,cv_10,Video,ethernet,True
9560,FR,Windows,Montpellier,cv_09,Audio,wi-fi,True
9561,US,Android,San Francisco,cv_08,Video,LTE,True
9562,US,Android,San Francisco,cv_07,Audio,3G,True
9563,IN,Windows,Hyderabad,cv_08,ScreenShare,ethernet,True
9564,HK,Windows,Hong Kong,cv_07,Audio,wi-fi,True
9565,US,Android,Seattle,cv_09,Video,LTE,True
9566,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
9567,NG,Windows,Lagos,cv_05,Audio,ethernet,True
9568,IN,Windows,Banglor,cv_08,Audio,wi-fi,True
9569,FI,iOS,Helsinki,cv_10,Audio,wi-fi,True
9570,AR,Android,Rosario,cv_08,Audio,3G,True
9571,UK,Windows,London,cv_01,Audio,wi-fi,True
9572,FI,Android,Helsinki,cv_04,Audio,3G,True
9573,US,Android,San Francisco,cv_04,Video,wi-fi,False
9574,US,Android,Miami,cv_08,Audio,wi-fi,False
9575,US,Mac,San Francisco,cv_08,Audio,ethernet,True
9576,HK,Windows,Hong Kong,cv_09,Audio,ethernet,True
9577,US,Android,San Francisco,cv_09,ScreenShare,LTE,True
9578,HK,Windows,Hong Kong,cv_05,Audio,wi-fi,True
9579,US,Windows,Chicago,cv_08,Video,wi-fi,True
9580,US,Windows,New York,cv_08,Audio,ethernet,True
9581,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
9582,BE,Mac,Brussels,cv_09,Audio,wi-fi,True
9583,HK,Android,Kowloon,cv_04,Audio,LTE,True
9584,RU,Android,Moscow,cv_07,Audio,wi-fi,True
9585,US,Android,Seattle,cv_06,Audio,3G,True
9586,FI,Mac,Tampere,cv_06,Audio,ethernet,True
9587,KR,Android,Incheon,cv_09,Audio,wi-fi,True
9588,RU,Windows,Novosibirsk,cv_04,Audio,wi-fi,True
9589,US,Android,New York,cv_07,Audio,wi-fi,True
9590,FI,Android,Helsinki,cv_07,Audio,wi-fi,True
9591,AE,Android,Dubai,cv_06,Video,wi-fi,True
9592,FI,Mac,Helsinki,cv_09,Video,wi-fi,True
9593,FR,Windows,Paris,cv_05,Video,wi-fi,True
9594,IN,Android,Banglor,cv_10,Audio,LTE,True
9595,KR,Windows,Incheon,cv_08,Audio,ethernet,True
9596,US,Android,Los Angeles,cv_04,Audio,LTE,False
9597,RU,Android,Yekaterinburg,cv_09,Audio,wi-fi,True
9598,UK,Android,Birmingham,cv_08,Audio,LTE,True
9599,US,Android,Seattle,cv_08,Audio,wi-fi,True
9600,FI,Windows,Helsinki,cv_08,Audio,ethernet,True
9601,DK,Android,Copenhagen,cv_09,Audio,wi-fi,True
9602,US,Android,Los Angeles,cv_05,ScreenShare,LTE,True
9603,IN,Windows,Banglor,cv_08,Audio,ethernet,True
9604,DK,Windows,Copenhagen,cv_05,Audio,ethernet,True
9605,UK,Android,London,cv_05,Video,LTE,True
9606,US,Windows,Seattle,cv_07,Video,wi-fi,True
9607,FI,Windows,Helsinki,cv_03,Video,ethernet,True
9608,US,Mac,Seattle,cv_05,Video,wi-fi,True
9609,US,Windows,Chicago,cv_06,Video,wi-fi,True
9610,US,Android,Seattle,cv_03,Audio,wi-fi,True
9611,AE,Windows,Dubai,cv_08,Audio,wi-fi,True
9612,UK,Windows,London,cv_08,Video,wi-fi,True
9613,FI,Android,Tampere,cv_08,Video,wi-fi,True
9614,US,Android,New York,cv_05,Audio,wi-fi,True
9615,FI,iOS,Helsinki,cv_05,Audio,3G,True
9616,UK,Windows,Liverpool,cv_07,ScreenShare,wi-fi,True
9617,US,Android,Los Angeles,cv_05,Audio,3G,True
9618,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
9619,UK,Windows,London,cv_04,Audio,wi-fi,True
9620,UK,Windows,Birmingham,cv_08,Audio,wi-fi,False
9621,HK,Windows,Hong Kong,cv_09,Audio,wi-fi,True
9622,UK,iOS,Birmingham,cv_07,Audio,wi-fi,False
9623,IN,Android,Banglor,cv_02,Audio,wi-fi,True
9624,US,Android,New York,cv_04,Audio,wi-fi,False
9625,IN,Windows,Banglor,cv_07,Audio,wi-fi,True
9626,FR,Windows,Paris,cv_07,Video,wi-fi,True
9627,IN,Windows,New Delhi,cv_08,Audio,wi-fi,True
9628,UK,Windows,London,cv_08,Audio,ethernet,True
9629,DK,iOS,Copenhagen,cv_08,Video,3G,True
9630,UK,Mac,London,cv_07,Audio,wi-fi,True
9631,UK,Mac,London,cv_08,Video,wi-fi,True
9632,FI,Mac,Helsinki,cv_09,Video,wi-fi,True
9633,FR,iOS,Paris,cv_10,Audio,LTE,True
9634,KR,iOS,Incheon,cv_05,Video,wi-fi,True
9635,RU,Mac,Yekaterinburg,cv_08,Audio,wi-fi,True
9636,IN,Windows,Mumbai,cv_08,Video,ethernet,True
9637,UK,Windows,London,cv_06,Audio,wi-fi,True
9638,DK,Windows,Copenhagen,cv_04,Audio,wi-fi,True
9639,DK,Android,Arhus,cv_08,Video,wi-fi,True
9640,HK,Android,Hong Kong,cv_05,Video,wi-fi,True
9641,IN,Windows,Hyderabad,cv_08,Audio,wi-fi,True
9642,FI,Windows,Helsinki,cv_03,Audio,wi-fi,True
9643,FR,Windows,Paris,cv_07,Audio,wi-fi,True
9644,AE,Windows,Abu Dhabi,cv_04,Video,wi-fi,True
9645,US,Android,Chicago,cv_04,Audio,wi-fi,True
9646,UK,Windows,Liverpool,cv_09,Audio,wi-fi,True
9647,US,Windows,Chicago,cv_08,Audio,ethernet,True
9648,HK,iOS,Hong Kong,cv_08,Audio,wi-fi,True
9649,US,Android,Seattle,cv_08,Audio,LTE,True
9650,UK,Windows,London,cv_06,Audio,ethernet,True
9651,UK,Windows,Liverpool,cv_06,Audio,wi-fi,True
9652,AU,Android,Canberra,cv_09,Video,LTE,True
9653,US,Android,Seattle,cv_03,Video,LTE,True
9654,AE,Windows,Abu Dhabi,cv_07,Audio,ethernet,True
9655,UK,Windows,Manchester,cv_09,Audio,ethernet,True
9656,FI,Mac,Helsinki,cv_08,Audio,ethernet,True
9657,NG,Windows,Lagos,cv_10,Video,ethernet,True
9658,FI,Windows,Helsinki,cv_08,Audio,wi-fi,False
9659,UK,Android,Birmingham,cv_02,Video,3G,True
9660,NG,Windows,Kano,cv_07,Video,wi-fi,True
9661,US,Android,Chicago,cv_08,Audio,wi-fi,True
9662,FR,Android,Paris,cv_09,Video,LTE,True
9663,FI,Android,Helsinki,cv_08,Video,wi-fi,True
9664,US,Mac,Seattle,cv_10,Audio,wi-fi,True
9665,FI,Windows,Helsinki,cv_06,Audio,ethernet,True
9666,HK,Windows,Hong Kong,cv_08,Video,wi-fi,True
9667,US,Android,Seattle,cv_08,Audio,wi-fi,True
9668,FI,Windows,Helsinki,cv_08,Audio,ethernet,True
9669,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
9670,US,Android,New York,cv_03,Audio,3G,True
9671,IN,Windows,Banglor,cv_10,Video,ethernet,True
9672,US,Android,Miami,cv_08,Audio,wi-fi,False
9673,US,Android,Seattle,cv_07,Audio,wi-fi,True
9674,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
9675,AU,Android,Melbourne,cv_05,Audio,wi-fi,True
9676,US,Android,Seattle,cv_04,Audio,wi-fi,True
9677,RU,Windows,Kazan,cv_05,Audio,wi-fi,True
9678,FR,Android,Paris,cv_03,Video,3G,True
9679,UK,Android,London,cv_08,Video,LTE,True
9680,HK,Android,Hong Kong,cv_03,Video,wi-fi,True
9681,US,Android,Los Angeles,cv_09,Audio,3G,True
9682,FR,Android,Paris,cv_03,Audio,3G,True
9683,US,iOS,San Francisco,cv_07,Audio,3G,False
9684,IN,Windows,Hyderabad,cv_06,Audio,wi-fi,True
9685,DK,iOS,Copenhagen,cv_03,Audio,wi-fi,True
9686,US,Windows,San Francisco,cv_08,Video,wi-fi,True
9687,HK,Windows,Kowloon,cv_07,Video,wi-fi,True
9688,RU,Windows,Novosibirsk,cv_03,Video,wi-fi,True
9689,FI,Windows,Tampere,cv_09,Audio,ethernet,True
9690,KR,Windows,Seoul,cv_05,Audio,wi-fi,True
9691,UK,Windows,Liverpool,cv_05,Video,ethernet,True
9692,FI,Windows,Helsinki,cv_05,Audio,ethernet,True
9693,DK,Windows,Copenhagen,cv_08,Video,ethernet,True
9694,RU,iOS,Moscow,cv_07,Video,3G,True
9695,UK,Windows,London,cv_07,Video,ethernet,True
9696,AU,Windows,Canberra,cv_08,Audio,ethernet,True
9697,FI,Windows,Helsinki,cv_09,Video,wi-fi,True
9698,US,Android,Chicago,cv_07,Video,wi-fi,False
9699,FI,Windows,Helsinki,cv_08,Audio,wi-fi,True
9700,KR,Windows,Incheon,cv_08,Audio,wi-fi,True
9701,KR,Windows,Incheon,cv_08,Video,wi-fi,True
9702,US,Android,Seattle,cv_08,Video,wi-fi,True
9703,RU,Windows,Yekaterinburg,cv_05,Audio,ethernet,True
9704,FI,Windows,Helsinki,cv_09,Audio,wi-fi,True
9705,US,iOS,New York,cv_07,Audio,LTE,True
9706,IN,Android,Hyderabad,cv_04,Audio,wi-fi,True
9707,US,Android,Chicago,cv_10,Video,wi-fi,True
9708,US,Windows,Los Angeles,cv_07,Audio,wi-fi,True
9709,US,Windows,Chicago,cv_06,Audio,ethernet,True
9710,US,Windows,Los Angeles,cv_07,Video,ethernet,True
9711,NG,Android,Lagos,cv_07,Audio,LTE,True
9712,HK,Windows,Kowloon,cv_03,Video,ethernet,True
9713,NG,Android,Lagos,cv_06,Video,wi-fi,True
9714,FI,Windows,Helsinki,cv_07,Audio,ethernet,True
9715,US,Windows,Los Angeles,cv_07,Audio,ethernet,True
9716,IN,Windows,Mumbai,cv_08,Audio,wi-fi,True
9717,US,Android,Los Angeles,cv_05,Video,wi-fi,True
9718,US,Android,San Francisco,cv_08,Audio,wi-fi,True
9719,US,Android,San Francisco,cv_09,Audio,wi-fi,False
9720,FI,iOS,Helsinki,cv_04,Audio,wi-fi,True
9721,RU,Android,Moscow,cv_04,Video,wi-fi,True
9722,UK,Android,Liverpool,cv_07,Audio,wi-fi,True
9723,IN,Windows,Banglor,cv_08,Audio,wi-fi,True
9724,IN,Windows,Hyderabad,cv_05,ScreenShare,wi-fi,True
9725,US,Android,Seattle,cv_06,Audio,wi-fi,True
9726,US,Android,Miami,cv_07,Audio,3G,True
9727,RU,Mac,Moscow,cv_05,Video,wi-fi,True
9728,FI,Android,Helsinki,cv_04,Video,wi-fi,True
9729,BE,Windows,Brussels,cv_03,Video,wi-fi,True
9730,FR,Windows,Paris,cv_07,Audio,wi-fi,True
9731,US,Android,Seattle,cv_07,Video,LTE,True
9732,FR,Windows,Montpellier,cv_08,Audio,wi-fi,True
9733,HK,Android,Hong Kong,cv_08,Audio,LTE,True
9734,KR,Windows,Seoul,cv_07,ScreenShare,ethernet,True
9735,UK,iOS,Birmingham,cv_05,Audio,wi-fi,True
9736,DK,Windows,Copenhagen,cv_05,Video,wi-fi,True
9737,US,Windows,Chicago,cv_07,Video,wi-fi,True
9738,AE,Windows,Dubai,cv_07,Audio,wi-fi,True
9739,HK,Android,Hong Kong,cv_05,Video,3G,True
9740,US,Android,Seattle,cv_04,Audio,wi-fi,False
9741,IN,Android,Banglor,cv_05,Audio,LTE,True
9742,US,Windows,Seattle,cv_04,Audio,wi-fi,True
9743,US,Windows,Chicago,cv_08,Video,wi-fi,True
9744,AR,Windows,Rosario,cv_08,Audio,wi-fi,True
9745,DK,Windows,Copenhagen,cv_08,Audio,ethernet,True
9746,US,Windows,Miami,cv_09,Audio,wi-fi,True
9747,US,Windows,New York,cv_07,Audio,wi-fi,True
9748,UK,Android,London,cv_08,Video,3G,True
9749,US,Windows,Seattle,cv_05,Audio,wi-fi,True
9750,HK,Mac,Hong Kong,cv_07,Video,wi-fi,True
9751,DK,Windows,Copenhagen,cv_05,Audio,ethernet,False
9752,AR,Windows,Rosario,cv_05,Video,ethernet,True
9753,HK,Windows,Hong Kong,cv_09,Audio,wi-fi,True
9754,UK,Android,Birmingham,cv_07,Video,LTE,True
9755,IN,iOS,Banglor,cv_09,Video,LTE,True
9756,UK,Mac,Manchester,cv_10,Audio,wi-fi,True
9757,FI,Windows,Helsinki,cv_09,Audio,wi-fi,True
9758,US,Android,Miami,cv_08,Video,LTE,True
9759,US,Android,San Francisco,cv_10,Audio,wi-fi,True
9760,IN,Windows,New Delhi,cv_08,Audio,ethernet,True
9761,IN,Mac,Banglor,cv_03,Audio,ethernet,True
9762,US,Android,Seattle,cv_06,Audio,LTE,True
9763,US,Android,Seattle,cv_09,Audio,LTE,True
9764,UK,Windows,Manchester,cv_09,Video,ethernet,True
9765,US,Android,New York,cv_07,Video,3G,True
9766,FI,Windows,Tampere,cv_07,Audio,ethernet,True
9767,US,Android,New York,cv_08,Audio,LTE,True
9768,AR,Android,Bueno Aires,cv_07,Audio,3G,True
9769,AE,Windows,Dubai,cv_07,Audio,ethernet,True
9770,US,Mac,San Francisco,cv_07,Video,wi-fi,True
9771,RU,Windows,Yekaterinburg,cv_08,Audio,wi-fi,True
9772,AU,iOS,Sydney,cv_08,Audio,LTE,True
9773,IN,Android,New Delhi,cv_07,Video,wi-fi,True
9774,FI,Android,Helsinki,cv_05,Video,wi-fi,False
9775,IN,Windows,Hyderabad,cv_08,Video,wi-fi,True
9776,FI,iOS,Helsinki,cv_05,Audio,wi-fi,True
9777,UK,Windows,Liverpool,cv_09,Audio,wi-fi,True
9778,IN,Android,Hyderabad,cv_08,Video,wi-fi,True
9779,US,iOS,San Francisco,cv_01,Audio,LTE,True
9780,HK,Windows,Hong Kong,cv_08,ScreenShare,ethernet,True
9781,HK,Android,Kowloon,cv_07,Audio,wi-fi,False
9782,IN,Windows,Banglor,cv_07,Audio,ethernet,True
9783,HK,Windows,Hong Kong,cv_04,Audio,wi-fi,True
9784,HK,Windows,Kowloon,cv_10,Audio,ethernet,True
9785,US,Android,Chicago,cv_07,Video,wi-fi,True
9786,HK,Windows,Kowloon,cv_07,Audio,wi-fi,True
9787,US,Android,San Francisco,cv_03,Video,wi-fi,True
9788,US,Android,Seattle,cv_05,Audio,3G,True
9789,UK,Windows,London,cv_07,Audio,wi-fi,True
9790,UK,Windows,Liverpool,cv_08,Audio,ethernet,True
9791,RU,Mac,Yekaterinburg,cv_07,Audio,wi-fi,True
9792,HK,iOS,Hong Kong,cv_06,Audio,wi-fi,True
9793,FR,Windows,Montpellier,cv_07,Audio,ethernet,True
9794,FR,iOS,Montpellier,cv_02,Video,LTE,True
9795,US,Android,Seattle,cv_09,Video,LTE,True
9796,US,Android,San Francisco,cv_08,Audio,LTE,True
9797,UK,Android,Manchester,cv_08,Audio,wi-fi,True
9798,KR,iOS,Incheon,cv_09,Audio,wi-fi,True
9799,HK,Windows,Hong Kong,cv_07,Audio,wi-fi,True
9800,IN,Windows,Hyderabad,cv_08,Audio,wi-fi,True
9801,IN,Mac,Banglor,cv_08,Video,ethernet,True
9802,UK,iOS,Birmingham,cv_08,Audio,wi-fi,True
9803,FI,Android,Helsinki,cv_07,Audio,wi-fi,True
9804,US,Mac,Los Angeles,cv_09,Video,wi-fi,True
9805,IN,iOS,Hyderabad,cv_08,Audio,wi-fi,True
9806,IN,Mac,Hyderabad,cv_08,Audio,wi-fi,True
9807,US,Windows,San Francisco,cv_06,Audio,ethernet,True
9808,HK,Windows,Kowloon,cv_08,ScreenShare,ethernet,True
9809,FR,Android,Marseille,cv_04,Audio,wi-fi,True
9810,US,Android,New York,cv_05,Audio,wi-fi,True
9811,US,iOS,Los Angeles,cv_09,Audio,wi-fi,False
9812,UK,Android,London,cv_09,Video,LTE,True
9813,IN,Android,Hyderabad,cv_07,Video,3G,True
9814,US,Windows,Miami,cv_08,Audio,wi-fi,True
9815,IN,Windows,Hyderabad,cv_08,Audio,wi-fi,True
9816,FI,Windows,Helsinki,cv_04,Video,wi-fi,True
9817,US,Android,San Francisco,cv_08,Audio,wi-fi,True
9818,UK,Windows,London,cv_10,Video,ethernet,True
9819,US,Windows,New York,cv_07,Audio,wi-fi,True
9820,HK,Windows,Kowloon,cv_09,Video,wi-fi,True
9821,DK,Windows,Copenhagen,cv_04,Video,ethernet,True
9822,US,Windows,Seattle,cv_10,Video,wi-fi,True
9823,AE,Windows,Abu Dhabi,cv_09,Audio,wi-fi,True
9824,UK,Android,London,cv_06,Audio,wi-fi,True
9825,IN,Windows,Mumbai,cv_02,Audio,ethernet,True
9826,UK,Windows,Birmingham,cv_06,Audio,wi-fi,True
9827,FR,Mac,Montpellier,cv_07,Audio,wi-fi,True
9828,FR,Windows,Nice,cv_08,Video,ethernet,False
9829,UK,iOS,London,cv_05,Audio,wi-fi,True
9830,IN,Mac,Mumbai,cv_05,Video,wi-fi,True
9831,UK,Mac,Manchester,cv_07,Audio,wi-fi,True
9832,UK,iOS,London,cv_05,Audio,wi-fi,True
9833,US,Android,Los Angeles,cv_08,Audio,LTE,True
9834,FI,Windows,Helsinki,cv_05,Audio,wi-fi,True
9835,UK,Mac,Liverpool,cv_07,Audio,wi-fi,True
9836,US,Android,Seattle,cv_08,Video,LTE,True
9837,KR,iOS,Seoul,cv_07,Video,wi-fi,True
