get metadata from header,parseDataReportFlag ok,infra.grpc.invoker,parse metadata,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,Response=<:MAP:>,message,approve status error,svc.ApproveCallback failed,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
909,909,909,909,0,140,183,140,140,140,134,134,121,140,140,140,43,0,140,43,183,27,27,12,3,3,3,3,3,2,2,2,2023-11-10 10:32:00,3
916,916,916,916,0,144,220,149,144,144,117,117,115,144,144,144,71,0,144,71,220,28,28,2,4,4,4,3,4,2,2,2,2023-11-10 10:34:00,5
897,897,897,897,0,133,190,136,133,133,117,117,110,133,133,133,54,0,133,54,190,27,27,7,3,3,3,3,3,2,2,2,2023-11-10 10:36:00,2
900,900,901,900,0,129,196,152,129,129,125,125,117,129,129,129,44,0,129,44,196,32,32,8,6,7,6,6,6,2,2,2,2023-11-10 10:38:00,8
920,920,920,920,0,124,216,156,124,124,125,125,120,124,124,124,60,0,124,60,216,30,30,5,4,5,4,3,4,2,2,2,2023-11-10 10:40:00,6
879,879,879,879,0,141,195,148,141,141,123,123,115,141,141,141,47,0,141,47,195,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 10:42:00,0
864,864,864,864,0,124,187,147,124,124,113,113,106,124,124,124,40,0,124,40,187,31,31,7,7,7,7,7,7,2,2,2,2023-11-10 10:44:00,0
917,917,917,917,0,133,195,144,133,133,125,125,115,133,133,133,51,0,133,51,195,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 10:46:00,0
937,937,937,938,0,157,203,152,157,157,121,121,107,157,157,157,51,0,157,51,203,28,28,14,4,4,4,4,4,2,2,2,2023-11-10 10:48:00,1
885,885,885,884,0,121,190,135,121,121,127,127,119,121,121,121,55,0,121,55,190,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 10:50:00,2
898,898,898,898,0,127,201,163,127,127,137,137,127,127,127,127,38,0,127,38,201,33,33,10,7,8,7,6,7,2,2,2,2023-11-10 10:52:00,9
907,907,907,908,0,139,190,136,139,139,122,122,116,139,139,139,54,0,139,54,190,27,27,6,3,3,3,3,3,2,2,2,2023-11-10 10:54:00,5
921,921,921,920,0,132,191,142,132,132,124,124,116,132,132,132,49,0,132,49,191,29,29,8,3,4,3,3,3,2,2,2,2023-11-10 10:56:00,3
878,878,878,878,0,139,198,145,139,139,120,120,111,139,139,139,53,0,139,53,198,28,28,8,4,4,4,3,4,2,2,2,2023-11-10 10:58:00,2
880,880,880,880,0,128,196,147,128,128,133,133,122,128,128,128,49,0,128,49,196,31,31,10,7,7,7,7,7,2,2,2,2023-11-10 11:00:00,1
905,905,904,905,0,138,305,154,138,138,149,149,132,138,138,138,151,0,138,151,305,27,27,16,3,3,3,3,3,2,2,2,2023-11-10 11:02:00,1
920,920,921,920,0,151,210,156,151,151,133,133,121,151,151,151,54,0,151,54,210,27,27,12,3,3,3,3,3,2,2,2,2023-11-10 11:04:00,5
917,917,917,917,0,125,197,143,125,125,137,137,128,125,125,125,54,0,125,54,197,28,28,8,4,4,4,4,4,2,2,2,2023-11-10 11:06:00,1
938,938,938,940,0,141,206,152,140,140,121,121,115,140,140,142,54,0,140,54,206,32,32,5,6,7,6,6,6,2,2,2,2023-11-10 11:08:00,4
858,858,858,856,0,128,206,154,129,129,121,121,111,129,129,127,52,0,129,52,206,28,28,10,4,4,4,3,4,2,2,2,2023-11-10 11:10:00,1
895,895,896,895,0,128,200,143,128,128,115,115,107,128,128,128,57,0,128,57,200,29,29,8,3,4,3,3,3,2,2,2,2023-11-10 11:12:00,3
920,920,920,920,0,122,221,154,122,122,130,130,118,122,122,122,67,0,122,67,221,31,31,11,5,6,5,4,5,2,2,2,2023-11-10 11:14:00,5
882,882,882,883,0,136,195,148,136,136,119,119,111,136,136,136,47,0,136,47,195,29,29,8,5,5,5,5,5,2,2,2,2023-11-10 11:16:00,0
944,944,944,944,0,138,211,146,138,138,138,138,128,138,138,138,65,0,138,65,211,28,28,10,4,4,4,4,4,2,2,2,2023-11-10 11:18:00,0
919,919,919,918,0,132,207,131,132,132,151,151,136,132,132,132,76,0,132,76,207,27,27,13,3,3,3,3,3,2,2,2,2023-11-10 11:20:00,2
893,893,893,893,0,136,201,159,136,136,122,122,114,136,136,136,42,0,136,42,201,31,31,7,7,7,7,7,7,2,2,2,2023-11-10 11:22:00,3
883,883,883,883,0,142,185,144,142,142,132,132,119,142,142,142,41,0,142,41,185,27,27,13,3,3,3,3,3,2,2,2,2023-11-10 11:24:00,0
923,923,923,923,0,133,207,167,133,133,140,140,128,133,133,133,40,0,133,40,207,29,29,12,3,4,3,3,3,2,2,2,2023-11-10 11:26:00,3
900,900,900,901,0,146,184,138,146,146,121,121,113,146,146,146,46,0,146,46,184,28,28,8,4,4,4,3,4,2,2,2,2023-11-10 11:28:00,1
918,918,918,917,0,134,215,157,134,134,127,127,115,134,134,134,58,0,134,58,215,30,30,10,6,6,6,6,6,2,2,2,2023-11-10 11:30:00,8
861,861,862,861,0,127,180,134,127,127,129,129,110,127,127,127,46,0,127,46,180,28,28,19,4,4,4,3,4,2,2,2,2023-11-10 11:32:00,3
890,890,890,890,0,132,198,149,132,132,128,128,116,132,132,132,49,0,132,49,198,27,27,12,3,3,3,3,3,2,2,2,2023-11-10 11:34:00,0
908,908,908,908,0,146,205,152,146,146,126,126,116,146,146,146,53,0,146,53,205,30,30,10,4,5,4,4,4,2,2,2,2023-11-10 11:36:00,5
925,925,925,925,0,140,195,149,140,140,128,128,118,140,140,140,46,0,140,46,195,30,30,10,6,6,6,6,6,2,2,2,2023-11-10 11:38:00,1
864,864,864,864,0,140,212,156,140,140,108,108,101,140,140,140,56,0,140,56,212,27,27,6,4,4,4,4,4,2,2,2,2023-11-10 11:40:00,0
895,895,898,896,0,133,190,139,133,133,121,121,106,133,133,134,51,0,133,51,190,29,29,14,3,4,3,3,3,2,2,2,2023-11-10 11:42:00,10
885,885,886,884,0,131,184,134,131,131,117,117,102,131,131,130,50,0,131,50,184,28,28,14,4,4,4,3,4,2,2,2,2023-11-10 11:44:00,7
883,883,883,884,0,126,187,138,126,126,120,120,114,126,126,126,49,0,126,49,187,33,33,6,6,7,6,6,6,2,2,2,2023-11-10 11:46:00,3
896,896,896,896,0,135,189,138,135,135,125,125,118,135,135,135,51,0,135,51,189,27,27,7,3,3,3,3,3,2,2,2,2023-11-10 11:48:00,0
923,923,923,923,0,151,178,137,151,151,118,118,109,151,151,151,41,0,151,41,178,28,28,9,4,4,4,3,4,2,2,2,2023-11-10 11:50:00,1
934,934,934,933,0,144,196,152,144,144,128,128,119,144,144,144,44,0,144,44,196,29,29,9,3,4,3,3,3,2,2,2,2023-11-10 11:52:00,3
882,882,882,882,0,130,191,151,130,130,124,124,118,130,130,130,40,0,130,40,191,31,31,6,7,7,7,7,7,2,2,2,2023-11-10 11:54:00,2
876,876,874,877,0,141,181,154,141,141,108,108,100,141,141,141,27,0,141,27,181,29,29,7,3,4,3,3,3,2,2,2,2023-11-10 11:56:00,4
915,915,915,914,0,117,208,154,117,117,129,129,122,117,117,117,54,0,117,54,208,28,28,7,4,4,4,4,4,2,2,2,2023-11-10 11:58:00,4
888,888,888,888,0,129,185,147,129,129,135,135,131,129,129,129,38,0,129,38,185,30,30,4,6,6,6,6,6,2,2,2,2023-11-10 12:00:00,1
861,861,860,861,0,136,181,139,136,136,112,112,108,136,136,136,42,0,136,42,181,28,28,4,4,4,4,3,4,2,2,2,2023-11-10 12:02:00,1
832,832,832,832,0,133,166,135,133,133,120,120,114,133,133,133,31,0,133,31,166,26,26,5,3,3,3,3,3,2,2,2,2023-11-10 12:04:00,0
895,895,895,895,0,140,184,140,140,140,115,115,110,140,140,140,44,0,140,44,184,28,28,5,4,4,4,3,4,2,2,2,2023-11-10 12:06:00,1
861,861,861,861,0,144,174,137,144,144,115,115,112,144,144,144,37,0,144,37,174,30,30,2,6,6,6,6,6,2,2,2,2023-11-10 12:08:00,1
900,900,900,900,0,137,205,152,137,137,134,134,127,137,137,137,53,0,137,53,205,28,28,7,4,4,4,4,4,2,2,2,2023-11-10 12:10:00,0
876,876,876,876,0,135,183,137,135,135,120,120,114,135,135,135,46,0,135,46,183,27,27,4,3,3,3,3,3,2,2,2,2023-11-10 12:12:00,1
876,876,876,876,0,126,174,143,126,126,124,124,115,126,126,126,31,0,126,31,174,27,27,9,3,3,3,3,3,2,2,2,2023-11-10 12:14:00,0
883,883,883,883,0,137,196,156,137,137,113,113,103,137,137,137,40,0,137,40,196,31,31,10,7,7,7,7,7,2,2,2,2023-11-10 12:16:00,0
885,885,885,885,0,132,331,142,132,132,123,123,118,132,132,132,189,0,132,138,331,28,28,5,3,4,4,3,3,2,2,2,2023-11-10 12:18:00,52
893,893,893,893,0,132,178,140,132,132,115,115,110,132,132,132,38,0,132,38,178,28,28,5,4,4,4,3,4,2,2,2,2023-11-10 12:20:00,1
901,901,901,901,0,149,193,137,149,149,136,136,127,149,149,149,56,0,149,56,193,27,27,9,3,3,3,3,3,2,2,2,2023-11-10 12:22:00,1
881,881,881,881,0,126,197,157,126,126,123,123,113,126,126,126,40,0,126,40,197,31,31,9,7,7,7,6,7,2,2,2,2023-11-10 12:24:00,6
890,890,890,890,0,129,191,150,129,129,121,121,111,129,129,129,41,0,129,41,191,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 12:26:00,0
814,814,814,814,0,135,177,136,135,135,112,112,104,135,135,135,41,0,135,41,177,28,28,7,4,4,4,4,4,2,2,2,2023-11-10 12:28:00,0
913,913,914,913,0,144,205,161,144,144,117,117,113,144,144,144,44,0,144,44,205,27,27,4,3,3,3,3,3,2,2,2,2023-11-10 12:30:00,0
864,864,864,864,0,125,172,140,125,125,121,121,113,125,125,125,32,0,125,32,172,31,31,7,7,7,7,7,7,2,2,2,2023-11-10 12:32:00,1
893,893,893,893,0,136,197,150,136,136,126,126,122,136,136,136,47,0,136,47,197,27,27,3,3,3,3,3,3,2,2,2,2023-11-10 12:34:00,3
859,859,859,859,0,126,186,146,126,126,108,108,102,126,126,126,40,0,126,40,186,28,28,6,4,4,4,3,4,2,2,2,2023-11-10 12:36:00,1
886,886,886,886,0,134,187,147,134,134,134,134,130,134,134,134,40,0,134,40,187,30,30,4,6,6,6,6,6,2,2,2,2023-11-10 12:38:00,1
892,892,893,894,0,140,189,151,140,140,116,116,108,140,140,140,38,0,140,38,189,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 12:40:00,9
865,865,865,863,0,141,298,147,141,141,126,126,117,141,141,141,151,0,141,151,298,28,28,8,4,4,4,3,4,2,2,2,2023-11-10 12:42:00,2
856,856,856,856,0,136,167,141,136,136,122,122,114,136,136,136,26,0,136,26,167,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 12:44:00,0
911,911,911,912,0,135,178,138,135,135,145,145,140,135,135,135,40,0,135,40,178,31,31,5,7,7,7,7,7,2,2,2,2023-11-10 12:46:00,0
870,870,870,869,0,148,186,147,148,148,135,135,127,148,148,148,39,0,148,39,186,39,39,8,3,9,3,3,3,2,2,2,2023-11-10 12:48:00,18
843,843,843,843,0,113,183,152,113,113,127,127,120,113,113,113,31,0,113,31,183,28,28,7,4,4,4,4,4,2,2,2,2023-11-10 12:50:00,0
916,916,916,916,0,152,177,143,152,152,129,129,124,152,152,152,34,0,152,34,177,27,27,5,3,3,3,3,3,2,2,2,2023-11-10 12:52:00,0
877,877,877,877,0,144,188,145,144,144,127,127,123,144,144,144,43,0,144,43,188,31,31,4,7,7,7,6,7,2,2,2,2023-11-10 12:54:00,1
859,859,859,859,0,116,199,152,116,116,124,124,116,116,116,116,47,0,116,47,199,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 12:56:00,0
864,864,864,865,0,144,167,137,144,144,115,115,106,144,144,144,30,0,144,30,167,28,28,8,4,4,4,3,4,2,2,2,2023-11-10 12:58:00,2
888,888,888,887,0,128,195,145,128,128,137,137,128,128,128,128,50,0,128,50,195,27,27,9,3,3,3,3,3,2,2,2,2023-11-10 13:00:00,0
903,903,903,903,0,128,196,156,128,128,136,136,126,128,128,128,40,0,128,40,196,31,31,9,7,7,7,7,7,2,2,2,2023-11-10 13:02:00,3
890,890,890,890,0,139,197,144,139,139,123,123,120,139,139,139,53,0,139,53,197,27,27,3,3,3,3,3,3,2,2,2,2023-11-10 13:04:00,0
910,910,910,910,0,132,192,147,132,132,132,132,113,132,132,132,45,0,132,45,192,27,27,18,3,3,3,3,3,2,2,2,2023-11-10 13:06:00,1
920,920,920,922,0,149,199,159,148,148,123,123,121,148,148,149,40,0,148,40,199,31,31,2,7,7,7,7,7,2,2,2,2023-11-10 13:08:00,0
918,918,918,916,0,137,190,141,138,138,116,116,110,138,138,137,49,0,138,49,190,27,27,6,3,3,3,3,3,2,2,2,2023-11-10 13:10:00,0
881,881,881,881,0,132,194,140,132,132,132,132,129,132,132,132,54,0,132,54,194,28,28,3,4,4,4,3,4,2,2,2,2023-11-10 13:12:00,1
890,890,890,890,0,139,179,146,139,139,118,118,107,139,139,139,33,0,139,33,179,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 13:14:00,1
885,885,885,885,0,150,185,145,150,150,138,138,130,150,150,150,40,0,150,40,185,31,31,8,7,7,7,6,7,2,2,2,2023-11-10 13:16:00,1
890,890,890,890,0,142,170,136,142,142,127,127,116,142,142,142,34,0,142,34,170,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 13:18:00,1
837,837,837,837,0,132,174,134,132,132,116,116,109,132,132,132,40,0,132,40,174,28,28,7,4,4,4,4,4,2,2,2,2023-11-10 13:20:00,0
872,872,872,872,0,132,342,200,132,132,112,112,103,132,132,132,142,0,132,142,342,91,91,9,3,35,3,3,3,2,2,2,2023-11-10 13:22:00,290
883,883,883,884,0,145,176,133,145,145,130,130,122,145,145,145,43,0,145,43,176,31,31,8,7,7,7,7,7,2,2,2,2023-11-10 13:24:00,0
850,850,850,849,0,130,228,178,130,130,113,113,106,130,130,130,50,0,130,50,228,61,61,7,3,20,3,3,3,2,2,2,2023-11-10 13:26:00,153
918,918,918,919,0,141,188,156,141,141,126,126,122,141,140,141,32,0,141,32,188,37,37,4,3,8,3,3,3,2,2,2,2023-11-10 13:28:00,45
900,900,900,899,0,135,181,143,135,135,130,130,122,135,136,135,38,0,135,38,181,30,30,8,4,5,4,3,4,2,2,2,2023-11-10 13:30:00,10
873,873,873,873,0,127,195,150,127,127,141,141,131,127,127,127,45,0,127,45,195,32,32,8,6,7,6,6,6,2,2,2,2023-11-10 13:32:00,11
894,894,894,894,0,139,189,141,139,139,127,127,121,139,139,139,48,0,139,48,189,28,28,5,4,4,4,3,4,2,2,2,2023-11-10 13:34:00,6
907,907,907,907,0,136,194,149,136,136,118,118,108,136,136,136,45,0,136,45,194,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 13:36:00,0
863,863,863,863,0,141,187,149,141,141,115,115,112,141,141,141,38,0,141,38,187,32,32,3,4,6,4,4,4,2,2,2,2023-11-10 13:38:00,18
850,850,850,850,0,114,168,140,114,114,134,134,126,114,114,114,28,0,114,28,168,34,34,8,6,8,6,6,6,2,2,2,2023-11-10 13:40:00,18
918,918,918,918,0,152,189,143,152,152,131,131,122,152,152,152,46,0,152,46,189,28,28,9,4,4,4,4,4,2,2,2,2023-11-10 13:42:00,0
876,876,876,876,0,144,163,131,144,144,121,121,116,144,144,144,32,0,144,32,163,27,27,5,3,3,3,3,3,2,2,2,2023-11-10 13:44:00,0
854,854,854,854,0,133,183,143,133,133,119,119,112,133,133,133,40,0,133,40,183,28,28,7,4,4,4,3,4,2,2,2,2023-11-10 13:46:00,1
926,926,926,926,0,155,179,141,155,155,133,133,125,155,155,155,38,0,155,38,179,30,30,8,6,6,6,6,6,2,2,2,2023-11-10 13:48:00,0
907,907,907,907,0,137,186,142,137,137,117,117,102,137,137,137,44,0,137,44,186,27,27,15,3,3,3,3,3,2,2,2,2023-11-10 13:50:00,0
901,901,901,901,0,146,202,155,146,146,117,117,110,146,146,146,47,0,146,47,202,28,28,7,4,4,4,3,4,2,2,2,2023-11-10 13:52:00,1
878,878,878,878,0,144,203,153,144,144,130,130,124,144,144,144,50,0,144,50,203,31,31,5,7,7,7,7,7,2,2,2,2023-11-10 13:54:00,1
871,871,871,872,0,132,188,140,132,132,109,109,101,132,132,132,48,0,132,48,188,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 13:56:00,0
895,895,895,894,0,124,178,138,124,124,134,134,128,124,124,124,40,0,124,40,178,27,27,6,3,3,3,3,3,2,2,2,2023-11-10 13:58:00,0
875,875,875,875,0,125,174,136,125,125,123,123,119,125,125,125,38,0,125,38,174,28,28,3,4,4,4,4,4,2,2,2,2023-11-10 14:00:00,4
908,908,908,909,0,137,295,137,136,136,131,131,123,136,136,137,158,0,136,158,295,30,30,8,6,6,6,6,6,2,2,2,2023-11-10 14:02:00,0
927,927,927,926,0,154,199,146,155,155,131,131,126,155,155,154,53,0,155,53,199,28,28,5,4,4,4,3,4,2,2,2,2023-11-10 14:04:00,1
899,899,899,899,0,138,187,140,138,138,119,119,113,138,138,138,47,0,138,47,187,27,27,5,3,3,3,3,3,2,2,2,2023-11-10 14:06:00,2
871,871,871,871,0,128,192,151,128,128,115,115,105,128,128,128,41,0,128,41,192,27,27,9,3,3,3,3,3,2,2,2,2023-11-10 14:08:00,25
894,894,891,895,0,130,197,152,129,129,118,118,115,129,129,130,45,0,129,45,197,33,33,3,7,8,7,7,7,2,2,2,2023-11-10 14:10:00,3
895,895,895,894,0,138,184,134,139,139,125,125,120,139,139,138,50,0,139,50,184,27,27,5,3,3,3,3,3,2,2,2,2023-11-10 14:12:00,0
880,880,880,880,0,126,184,137,126,126,115,115,109,126,126,126,47,0,126,47,184,28,28,5,4,4,4,4,4,2,2,2,2023-11-10 14:14:00,3
929,929,928,929,0,135,236,178,135,135,114,114,108,135,135,135,58,0,135,58,236,62,61,6,3,20,3,3,3,2,2,2,2023-11-10 14:16:00,60
916,916,912,916,0,144,404,254,144,144,132,132,124,144,144,144,150,0,144,150,404,136,137,8,7,60,7,6,7,2,2,2,2023-11-10 14:18:00,158
823,823,821,824,0,120,900,853,120,120,109,109,106,120,120,120,47,0,120,47,900,752,752,3,3,366,3,3,3,2,2,2,2023-11-10 14:20:00,1087
905,905,905,905,0,136,541,479,135,135,115,115,110,135,135,136,62,0,135,62,541,355,355,4,4,167,4,3,4,2,2,2,2023-11-10 14:22:00,493
892,892,892,891,0,127,195,151,128,128,106,106,98,128,128,127,44,0,128,44,195,27,27,7,3,3,3,3,3,2,2,2,2023-11-10 14:24:00,1
883,883,883,883,0,140,183,151,140,140,116,116,109,140,140,140,32,0,140,32,183,33,33,6,7,8,7,7,7,2,2,2,2023-11-10 14:26:00,7
891,891,891,891,0,127,185,147,127,127,134,134,127,127,127,127,38,0,127,38,185,27,27,7,3,3,3,3,3,2,2,2,2023-11-10 14:28:00,0
871,871,871,871,0,126,177,138,126,126,149,149,138,126,126,126,39,0,126,39,177,27,27,11,3,3,3,3,3,2,2,2,2023-11-10 14:30:00,8
864,864,864,866,0,130,290,146,130,130,141,141,119,129,129,130,144,0,129,144,290,33,33,22,7,8,7,7,7,2,2,2,2023-11-10 14:32:00,3
870,870,870,868,0,136,201,150,136,136,122,122,118,137,137,136,51,0,137,51,201,27,27,4,3,3,3,3,3,2,2,2,2023-11-10 14:34:00,0
2201,2201,2201,2203,582,109,248,188,109,109,144,144,133,109,108,110,60,582,109,60,248,54,54,11,4,17,4,3,4,2,2,2,2023-11-10 14:36:00,40
5539,5539,5539,5538,2008,106,255,215,106,106,188,188,175,106,107,105,40,2008,106,40,255,41,41,13,3,10,3,3,3,2,2,2,2023-11-10 14:38:00,21
5638,5638,5639,5637,2031,86,270,216,86,86,201,201,189,86,86,86,54,2031,86,54,270,31,31,12,7,7,7,6,7,2,2,2,2023-11-10 14:40:00,8
5638,5638,5638,5639,2033,100,267,213,100,100,193,193,181,100,100,100,54,2033,100,54,267,27,27,12,3,3,3,3,3,2,2,2,2023-11-10 14:42:00,2
5615,5615,5615,5614,2031,93,282,217,93,93,190,190,179,93,93,93,65,2031,93,65,282,38,38,11,4,4,4,4,4,2,2,2,2023-11-10 14:44:00,23
5621,5621,5621,5621,2035,82,268,208,82,82,192,192,175,82,82,82,60,2035,82,60,268,29,29,17,3,4,3,3,3,2,2,2,2023-11-10 14:46:00,4
5642,5642,5642,5642,2046,100,364,208,100,100,181,181,171,100,100,100,156,2046,100,156,364,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 14:48:00,0
5574,5574,5574,5576,2023,89,256,209,89,89,180,180,172,89,89,89,47,2023,89,47,256,31,31,8,7,7,7,7,7,2,2,2,2023-11-10 14:50:00,2
5574,5574,5574,5573,2016,95,364,208,95,95,181,181,171,95,95,96,156,2016,95,156,364,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 14:52:00,0
5607,5607,5607,5606,2027,94,273,222,94,94,181,181,167,94,94,93,51,2027,94,51,273,38,38,13,4,4,4,3,4,2,2,2,2023-11-10 14:54:00,22
5513,5513,5513,5514,2017,87,245,200,87,87,166,166,161,87,87,87,45,2017,87,45,245,27,27,4,3,3,3,3,3,2,2,2,2023-11-10 14:56:00,3
5608,5608,5608,5607,2032,93,273,220,93,93,185,185,171,93,93,93,53,2032,93,53,273,41,41,14,7,7,7,6,7,2,2,2,2023-11-10 14:58:00,29
5595,5595,5595,5595,2030,87,260,211,87,87,187,187,177,87,87,87,49,2030,87,49,260,29,29,10,3,4,3,3,3,2,2,2,2023-11-10 15:00:00,7
5595,5595,5595,5597,2019,98,263,202,98,98,183,183,176,98,98,98,61,2019,98,61,263,28,28,6,4,4,4,4,4,2,2,2,2023-11-10 15:02:00,1
5608,5608,5608,5606,2025,101,263,210,101,101,187,187,179,101,101,101,53,2025,101,53,263,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 15:04:00,0
5570,5570,5570,5570,2028,96,239,205,96,96,171,171,163,96,96,96,34,2028,96,34,239,31,31,8,7,7,7,7,7,2,2,2,2023-11-10 15:06:00,0
5640,5640,5640,5640,2040,97,366,217,97,97,188,188,178,97,97,97,149,2040,97,149,366,37,37,10,3,3,3,3,3,2,2,2,2023-11-10 15:08:00,20
5565,5565,5565,5566,2032,98,256,223,98,98,179,179,175,98,98,98,33,2032,98,33,256,42,42,4,4,6,4,3,4,2,2,2,2023-11-10 15:10:00,27
5586,5586,5586,5585,2036,99,243,207,99,99,177,177,168,99,99,99,36,2036,99,36,243,27,27,8,3,3,3,3,3,2,2,2,2023-11-10 15:12:00,1
5580,5580,5580,5581,2025,98,240,203,98,98,179,179,173,98,98,98,37,2025,98,37,240,32,32,6,6,7,6,6,6,2,2,2,2023-11-10 15:14:00,3
5630,5630,5630,5630,2030,99,263,209,99,99,184,184,176,99,99,99,54,2030,99,54,263,28,28,8,4,4,4,3,4,2,2,2,2023-11-10 15:16:00,1
5631,5631,5631,5630,2030,89,425,227,89,89,172,172,168,89,89,89,198,2030,89,147,425,30,30,4,3,5,4,3,3,2,2,2,2023-11-10 15:18:00,56
5577,5577,5577,5577,2028,95,262,214,95,95,184,184,177,95,95,95,48,2028,95,48,262,33,33,7,7,8,7,7,7,2,2,2,2023-11-10 15:20:00,4
5617,5617,5617,5617,2026,99,362,213,99,99,187,187,178,99,99,99,149,2026,99,149,362,26,26,8,3,3,3,3,3,2,2,2,2023-11-10 15:22:00,2
5616,5616,5616,5617,2032,107,249,207,107,107,188,188,179,107,107,107,42,2032,107,42,249,28,28,8,4,4,4,4,4,2,2,2,2023-11-10 15:24:00,1
5570,5570,5570,5569,2028,94,233,203,94,94,179,179,175,94,94,94,30,2028,94,30,233,27,27,4,3,3,3,3,3,2,2,2,2023-11-10 15:26:00,6
5590,5590,5590,5591,2032,96,356,219,96,96,181,181,174,96,96,96,137,2032,96,137,356,35,35,7,7,9,7,6,7,2,2,2,2023-11-10 15:28:00,9
5574,5574,5574,5573,2020,95,239,199,95,95,186,186,180,95,95,95,40,2020,95,40,239,27,27,6,3,3,3,3,3,2,2,2,2023-11-10 15:30:00,1
5548,5548,5550,5550,2009,96,234,195,96,96,186,186,178,96,96,96,39,2009,96,39,234,29,29,8,3,4,3,3,3,2,2,2,2023-11-10 15:32:00,3
5621,5621,5621,5619,2042,99,266,219,99,99,181,181,170,99,99,99,47,2042,99,47,266,30,30,10,4,5,4,3,4,2,2,2,2023-11-10 15:34:00,4
5591,5591,5594,5591,2029,101,259,211,101,101,168,168,165,101,101,101,48,2029,101,48,259,31,31,3,7,7,7,7,7,2,2,2,2023-11-10 15:36:00,0
5650,5650,5650,5650,2050,97,262,211,97,97,180,180,170,97,97,97,51,2050,97,51,262,29,29,9,3,4,3,3,3,2,2,2,2023-11-10 15:38:00,3
5574,5574,5572,5574,2033,94,261,222,94,94,177,177,173,94,94,94,39,2033,94,39,261,41,41,3,3,5,3,3,3,2,2,2,2023-11-10 15:40:00,26
5570,5570,5571,5570,2013,99,236,198,99,99,185,185,182,99,99,99,38,2013,99,38,236,29,29,3,4,4,4,4,4,2,2,2,2023-11-10 15:42:00,0
5617,5617,5617,5617,2041,97,247,217,97,97,179,179,173,97,97,97,30,2041,97,30,247,27,27,6,3,3,3,3,3,2,2,2,2023-11-10 15:44:00,0
5606,5606,5606,5606,2029,98,261,212,98,98,183,183,178,98,98,98,49,2029,98,49,261,33,33,5,7,8,7,6,7,2,2,2,2023-11-10 15:46:00,4
5553,5553,5553,5553,2023,103,366,220,103,103,175,175,166,103,103,103,146,2023,103,146,366,48,48,9,3,4,3,3,3,2,2,2,2023-11-10 15:48:00,43
8953,8953,8954,8955,3399,91,341,273,91,91,249,249,237,91,91,91,68,3399,91,68,341,32,32,12,3,3,3,3,3,2,2,2,2023-11-10 15:50:00,0
10295,10295,10295,10294,4065,48,405,264,48,48,243,243,238,48,48,48,141,4065,48,141,405,28,28,5,4,4,4,3,4,2,2,2,2023-11-10 15:52:00,1
10324,10324,10325,10323,4084,48,305,266,48,48,244,244,237,48,48,48,39,4084,48,39,305,31,31,7,7,7,7,7,7,2,2,2,2023-11-10 15:54:00,5
10311,10311,10312,10312,4074,48,302,262,48,48,247,247,237,48,48,48,40,4074,48,40,302,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 15:56:00,0
10231,10231,10231,10232,4037,48,407,263,48,48,243,243,236,48,48,48,144,4037,48,144,407,29,29,6,3,4,3,3,3,2,2,2,2023-11-10 15:58:00,4
10304,10304,10305,10302,4073,48,308,263,48,48,244,244,237,48,48,48,45,4073,48,45,308,28,28,7,4,4,4,4,4,2,2,2,2023-11-10 16:00:00,0
10170,10170,10170,10172,4007,47,316,259,47,47,245,245,235,47,47,48,57,4007,47,57,316,27,27,10,3,3,3,3,3,2,2,2,2023-11-10 16:02:00,0
10326,10326,10327,10324,4081,47,313,267,47,47,243,243,236,47,47,46,46,4081,47,46,313,31,31,7,7,7,7,6,7,2,2,2,2023-11-10 16:04:00,1
