<:GIN:>,Response=<:MAP:>,infra.grpc.handler,GetLatestMailChannelOrderByHashCode: get empty mail channel order,RecordThirdPartyCost,send by <:*:> OrderID=<:SEQ:> <:traceID:> <:transactionID:> <:spanID:>,begin Consume call,deal<:SmsCallback:>,receive <:*:>,dealSmsCallback complete <:callback:>,no need process continue:<:SEQ:> I STATUS c:true in:<:NUM:> target:<:NUM:> type:int64 CH VERSION <:*:> <:*:> <:*:> type:string,PushSmsOrderResult: <:result:>,getAppSmsLimit <:*:> not exist,not find dictionary type=<:NUM:>,scCallBack receive <:request:>,UpdateWeChatLog UpdateWeChatStatus msgID=<:NUM:> code=<:NUM:> <:detail:>,WeChatMsg Send WechatMsg <:*:> <:*:> <:overLimit:>,send by <:*:> OrderID=<:SEQ:>,<:dealMailCallback:>,dealMailCallback complete <:callback:>,sanZi <:*:> return <:*:> <:traceID:> <:transactionID:> <:spanID:>,PushMailSendResult: <:result:>,scCallBack DealCallBack <:event:>,begin <:*:>,use preferred orderID=<:SEQ:> <:channel:>,SendMailTask success,SendMail cast=<:NUM:> Ms,saveChannelOrder orderID=<:SEQ:>,SendWeChatMsg <:*:>,uCloud <:*:> callback return <:*:> <:traceID:> <:transactionID:> <:spanID:>,syncSmsChannel: m.doSyncSmsChannel: sms <:channel:>,<:NUM:> <:*:>,load <:*:> config ok,dealSmsCallback dealSmsCallbackRetry <:order:>,juhe sendSms <:rs:>,resetApproveCallbackTask taskID=<:SEQ:>,ykmsymsg <:*:> start kms,syncSmsStatusCode: m.doSyncSmsStatusCode: sms <:status:>,version,ykms addr: ykms://ymsg@<:IP:>:<:NUM:>,waiting task controller finished,task controller finished,dao close finished,<:ChineseInfo:>,msg,timestamp,unknown
1017,999,1213,892,47,21,12,21,24,21,10,21,5,15,5,24,24,23,3,3,1,3,3,2,2,2,2,2,9,7,5,0,0,0,1,4,0,1,0,0,0,0,0,3,24,2023-09-07 12:40:46,0
947,933,981,937,47,23,30,23,23,23,25,24,8,71,10,19,19,28,6,6,0,6,5,5,5,5,5,5,4,6,5,4,6,0,0,4,2,1,1,1,1,2,1,0,22,2023-09-07 12:42:46,2
925,907,954,905,55,27,66,28,28,28,55,27,5,45,22,16,16,39,11,11,0,11,11,11,11,11,11,11,5,12,5,8,6,1,0,3,2,1,1,1,1,2,1,0,19,2023-09-07 12:44:46,0
1036,1025,1206,886,49,26,12,26,26,26,10,26,8,30,4,21,21,28,2,2,0,2,2,2,2,2,2,2,11,6,5,0,0,0,0,5,0,1,0,0,0,0,0,0,21,2023-09-07 12:46:46,0
917,905,996,967,33,16,0,17,17,17,0,17,7,56,0,17,17,16,0,0,1,0,0,0,0,0,0,0,4,6,5,8,6,0,0,3,2,0,1,1,1,2,1,0,20,2023-09-07 12:48:46,0
1010,1000,1369,1044,40,18,12,18,18,18,10,18,3,30,4,20,20,20,2,2,1,2,2,2,2,2,2,2,7,7,5,9,6,0,0,4,2,1,1,1,1,2,1,0,23,2023-09-07 12:50:46,0
923,910,328,278,53,24,42,23,23,23,35,23,7,71,14,22,22,31,7,7,0,7,7,7,7,7,7,7,4,8,5,7,6,0,0,4,2,1,1,1,1,2,1,0,25,2023-09-07 12:52:46,0
923,907,42,0,42,24,18,25,25,25,15,25,7,30,6,15,15,27,4,4,1,4,3,3,3,3,3,3,1,9,5,0,0,0,0,4,0,1,0,0,0,0,0,0,15,2023-09-07 12:54:46,1
1048,1023,338,0,61,40,30,42,43,42,25,41,5,45,10,15,15,46,5,5,2,5,5,5,5,5,5,5,6,16,5,8,6,1,2,4,2,1,1,1,1,2,1,1,18,2023-09-07 12:56:46,0
932,912,53,0,58,31,12,30,30,30,10,30,8,56,4,25,25,33,2,2,2,2,2,2,2,2,2,2,6,11,5,8,6,0,0,3,2,0,1,1,1,2,1,0,28,2023-09-07 12:58:46,1
1028,1001,321,0,43,27,12,35,35,35,10,25,7,15,4,14,14,29,3,3,12,3,2,2,2,2,2,2,2,6,5,0,0,0,0,4,0,1,0,0,0,0,0,0,14,2023-09-07 13:00:46,1
941,922,73,0,74,26,48,32,32,32,40,32,8,71,22,40,40,34,14,14,1,14,14,8,8,8,8,8,8,9,5,7,6,0,0,4,2,1,1,1,1,2,1,0,43,2023-09-07 13:02:46,0
925,913,45,3,42,19,12,21,21,21,10,21,7,45,4,21,21,21,2,2,1,2,2,2,2,2,2,2,5,7,5,8,6,0,0,4,2,1,1,1,1,2,1,0,24,2023-09-07 13:04:46,0
1045,1011,1303,965,61,46,18,50,50,50,15,47,8,30,6,9,9,52,7,7,2,7,3,3,3,3,3,3,2,19,5,0,0,3,0,4,0,1,0,0,0,0,0,0,9,2023-09-07 13:06:46,4
916,906,993,963,28,17,6,17,17,17,5,17,3,56,4,10,10,18,3,3,2,3,3,1,1,1,1,1,0,5,5,7,6,0,0,4,2,0,1,1,1,2,1,0,13,2023-09-07 13:08:46,5
1010,992,1190,865,48,29,18,32,32,32,15,31,7,30,8,15,15,33,5,5,0,5,5,3,3,3,3,3,4,12,5,9,6,1,1,4,2,1,1,1,1,2,1,0,18,2023-09-07 13:10:46,0
947,928,937,892,61,28,18,32,31,32,15,33,9,56,6,26,26,35,3,3,3,3,3,3,3,3,3,3,13,11,5,0,0,0,0,4,0,1,0,0,0,0,0,1,26,2023-09-07 13:12:46,12
935,918,855,812,49,27,14,25,25,25,12,25,4,45,6,20,20,29,2,2,1,3,3,2,2,2,2,2,6,11,5,9,6,0,0,4,2,1,1,1,1,2,1,0,23,2023-09-07 13:14:46,0
1063,1032,1200,877,50,24,34,34,32,34,28,31,4,45,16,19,19,31,26,26,1,25,11,6,6,6,6,6,8,9,5,8,6,1,1,4,2,1,1,1,1,2,1,0,22,2023-09-07 13:16:46,15
933,924,929,897,35,23,24,21,22,21,20,21,8,56,8,7,7,27,4,4,0,4,4,4,4,4,4,4,2,3,5,5,6,0,0,4,2,0,1,1,1,2,1,0,10,2023-09-07 13:18:46,1
1007,989,1217,900,41,29,6,28,28,28,5,28,8,15,2,8,8,30,1,1,3,1,1,1,1,1,1,1,3,9,5,0,0,0,0,9,0,1,0,0,0,0,0,0,8,2023-09-07 13:20:46,3
936,929,974,945,37,16,18,14,15,14,15,14,4,71,7,18,18,19,4,4,2,4,4,3,3,3,3,3,8,2,5,8,6,0,1,12,2,1,1,1,1,2,1,0,21,2023-09-07 13:22:46,0
928,910,975,922,56,33,12,34,33,34,10,34,14,45,6,21,21,35,4,4,3,4,4,2,2,2,2,2,3,7,5,8,6,0,0,11,2,1,1,1,1,2,1,0,24,2023-09-07 13:24:46,0
1038,1024,1186,857,51,23,48,22,22,22,40,21,8,45,20,19,19,32,12,12,1,12,12,8,8,8,8,8,3,6,5,8,6,1,0,12,2,1,1,1,1,2,1,0,22,2023-09-07 13:26:46,1
940,921,1044,977,76,43,42,42,42,42,35,40,10,41,14,24,24,52,7,7,1,7,7,7,7,7,7,7,6,11,5,0,0,2,0,12,0,0,0,0,0,0,0,1,24,2023-09-07 13:28:46,5
995,981,1357,1026,54,30,24,32,32,32,20,32,14,30,8,20,18,34,4,4,2,4,4,4,4,4,4,4,5,5,5,8,6,0,0,12,2,1,1,1,1,2,1,0,23,2023-09-07 13:30:46,4
985,961,349,272,82,42,96,36,36,36,80,36,11,56,34,24,23,58,18,18,2,18,18,16,16,16,16,16,8,14,5,0,0,0,0,12,0,1,0,0,0,0,0,1,24,2023-09-07 13:32:46,7
969,949,76,0,86,36,108,40,43,40,90,40,7,45,39,32,32,54,21,21,1,21,21,18,18,18,18,18,11,10,5,8,6,0,1,12,2,1,1,1,1,2,1,1,35,2023-09-07 13:34:46,1
1061,1043,350,0,88,35,54,40,38,40,45,39,12,45,20,43,41,45,11,11,0,11,11,9,9,9,9,9,21,9,5,8,6,1,0,12,2,1,1,1,1,2,1,0,46,2023-09-07 13:36:46,3
944,930,57,0,62,26,54,25,26,25,45,24,10,41,20,26,25,36,11,11,2,11,11,9,9,9,9,9,4,6,5,0,0,1,1,12,0,0,0,0,0,0,0,1,26,2023-09-07 13:38:46,1
1010,992,330,0,59,29,6,31,31,31,5,30,15,30,2,28,28,31,1,1,1,1,1,1,1,1,1,1,11,7,5,7,6,1,0,12,2,1,1,1,1,2,1,0,31,2023-09-07 13:40:46,0
932,913,55,0,62,34,12,33,33,33,10,32,10,71,4,25,25,37,2,2,0,2,2,2,2,2,2,2,6,14,5,3,6,1,1,12,2,1,1,1,1,2,1,0,28,2023-09-07 13:42:46,1
955,937,76,3,77,35,82,35,35,35,68,36,12,45,30,27,26,50,16,16,3,16,16,14,14,14,14,14,5,9,5,8,6,0,0,12,2,1,1,1,1,2,1,0,30,2023-09-07 13:44:46,3
1053,1027,1289,935,76,46,41,48,48,48,34,47,11,30,15,23,19,54,10,10,4,10,9,7,7,6,6,6,6,13,5,0,0,1,0,12,0,1,0,0,0,0,0,0,23,2023-09-07 13:46:46,12
971,953,1026,934,94,27,149,35,34,35,124,34,15,56,51,40,28,53,25,25,2,25,25,25,25,26,26,26,1,5,5,7,6,1,0,12,2,0,1,1,1,2,1,0,43,2023-09-07 13:48:46,21
1058,1026,1249,864,108,55,76,54,52,54,64,53,13,30,28,39,38,69,16,16,3,16,16,12,12,12,12,12,13,22,5,8,6,1,1,12,2,1,1,1,1,2,1,0,42,2023-09-07 13:50:46,7
947,921,969,896,75,42,48,42,44,42,40,41,17,71,16,24,24,51,8,8,2,8,8,8,8,8,8,8,1,14,5,9,6,1,1,12,2,1,1,1,1,2,1,2,27,2023-09-07 13:52:46,0
955,932,941,861,83,43,72,48,48,48,60,48,19,30,26,28,27,55,14,14,3,14,14,12,12,12,12,12,4,13,5,0,0,0,0,12,0,1,0,0,0,0,0,1,28,2023-09-07 13:54:46,5
1177,1162,1347,880,130,32,450,31,31,31,374,31,15,45,152,22,22,108,76,76,1,76,76,76,76,76,76,76,6,7,5,8,6,0,0,12,2,1,1,1,1,2,1,0,25,2023-09-07 13:56:46,18
955,940,979,866,82,28,128,27,27,27,109,26,11,56,47,34,34,48,28,28,2,28,28,19,19,19,19,19,8,9,5,7,6,1,0,12,2,0,1,1,1,2,1,0,37,2023-09-07 13:58:46,5
1088,1045,1292,866,157,52,85,63,64,63,69,48,34,15,35,81,37,76,19,19,16,19,19,16,16,16,16,16,7,15,5,0,0,4,2,12,0,1,0,0,0,0,0,1,81,2023-09-07 14:00:46,54
1039,999,1099,916,157,68,241,68,66,68,202,67,35,71,83,50,49,107,44,44,6,44,44,39,39,39,39,39,9,11,5,8,6,0,4,12,2,1,1,1,1,2,1,1,53,2023-09-07 14:02:46,30
947,926,968,889,70,37,48,38,38,38,41,38,8,45,17,26,26,44,10,10,3,10,10,7,7,7,7,7,8,11,5,8,6,0,0,12,2,1,1,1,1,2,1,0,29,2023-09-07 14:04:46,3
1079,1051,1230,865,94,42,84,45,46,45,69,45,13,30,39,37,36,57,28,28,2,28,24,15,15,15,15,15,11,14,5,0,0,0,1,12,0,1,0,0,0,0,0,1,37,2023-09-07 14:06:46,7
1100,979,1105,966,514,36,233,223,222,223,194,217,413,56,88,37,37,477,49,49,17,49,49,39,39,39,39,39,8,10,5,9,6,4,1,10,2,0,1,1,1,2,1,0,40,2023-09-07 14:08:46,212
1124,1085,1444,1026,123,39,203,55,57,55,169,52,14,30,71,47,45,76,37,37,1,37,37,34,34,34,34,34,19,16,5,8,6,3,3,4,2,1,1,1,1,2,1,2,50,2023-09-07 14:10:46,32
988,960,537,406,123,59,101,53,54,53,85,53,21,71,37,48,46,75,21,21,3,21,21,16,16,16,16,16,16,10,5,7,6,0,2,4,2,1,1,1,1,2,1,0,51,2023-09-07 14:12:46,12
986,958,82,0,95,36,117,45,43,45,98,42,12,30,41,38,38,57,22,22,1,22,22,19,19,19,19,19,14,11,5,0,0,2,3,4,0,1,0,0,0,0,0,0,38,2023-09-07 14:14:46,5
1041,1017,354,0,81,33,66,199,199,199,55,199,8,45,27,37,36,44,16,16,2,16,16,11,11,11,11,11,9,7,5,8,6,0,3,2,2,1,1,1,1,2,1,2,40,2023-09-07 14:16:46,171
991,968,89,0,105,46,102,48,52,48,85,47,10,56,46,41,41,64,29,29,0,29,29,17,17,17,17,17,19,9,5,7,6,1,3,0,2,0,1,1,1,2,1,2,44,2023-09-07 14:18:46,3
1068,1042,380,0,93,45,84,43,45,43,70,43,23,30,36,34,34,59,22,22,2,22,22,14,14,14,14,14,11,9,5,9,6,0,1,0,2,1,1,1,1,2,1,2,37,2023-09-07 14:20:46,7
1006,986,82,0,100,28,132,39,39,39,110,39,6,56,51,50,50,50,29,29,0,29,29,22,22,22,22,22,25,8,5,0,0,0,2,0,0,1,0,0,0,0,0,1,50,2023-09-07 14:22:46,6
968,946,92,5,102,42,72,41,41,41,60,41,11,45,26,48,48,54,14,14,3,14,14,12,12,12,12,12,17,11,5,8,6,0,0,0,2,1,1,1,1,2,1,0,51,2023-09-07 14:24:46,2
1067,1033,1327,954,100,44,111,46,49,46,92,46,10,45,35,37,36,63,23,23,1,23,19,19,19,19,16,16,11,15,5,8,6,0,2,0,2,1,1,1,1,2,1,3,40,2023-09-07 14:26:46,13
975,948,1040,957,95,33,104,34,34,34,86,33,12,41,35,43,41,52,35,35,1,35,21,18,18,18,14,14,12,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,43,2023-09-07 14:28:46,22
1088,1050,1267,863,127,71,133,69,69,69,112,68,34,30,48,34,31,93,29,29,0,29,27,21,21,21,21,21,9,16,5,9,6,1,1,0,2,1,1,1,1,2,1,0,37,2023-09-07 14:30:46,7
964,941,970,892,87,39,60,39,39,39,50,38,12,71,24,37,37,50,14,14,2,14,14,10,10,10,10,10,8,14,5,8,6,1,0,0,2,1,1,1,1,2,1,0,40,2023-09-07 14:32:46,1
965,925,982,866,122,66,118,61,64,61,98,61,31,45,32,36,36,86,23,23,1,23,16,20,20,20,16,16,8,13,5,4,6,0,2,0,2,1,1,1,1,2,1,3,40,2023-09-07 14:34:46,15
1060,1040,1219,868,78,26,86,34,34,34,72,32,11,30,33,37,37,41,19,19,2,19,19,14,14,14,14,14,11,6,5,0,0,1,1,0,0,1,0,0,0,0,0,0,37,2023-09-07 14:36:46,3
987,962,1008,916,103,35,137,40,39,40,114,34,9,56,46,40,40,63,27,27,3,27,25,23,23,23,21,21,9,10,5,8,6,4,1,0,2,0,1,1,1,2,1,1,43,2023-09-07 14:38:46,10
1043,1020,1215,863,85,40,49,40,39,40,41,39,12,30,14,36,36,49,8,8,0,8,7,8,8,8,7,7,16,9,5,8,6,1,3,0,2,1,1,1,1,2,1,0,39,2023-09-07 14:40:46,6
989,959,1009,915,124,49,70,49,50,49,58,49,17,71,23,63,60,61,11,11,1,11,11,12,12,12,12,12,30,13,5,9,6,0,2,0,2,1,1,1,1,2,1,1,66,2023-09-07 14:42:46,4
961,937,973,901,86,36,62,37,37,37,52,37,16,30,18,40,39,46,15,15,1,15,11,10,10,10,7,7,17,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,41,2023-09-07 14:44:46,10
1082,1046,1231,856,111,47,102,49,52,49,85,50,15,45,27,47,47,64,21,21,2,21,15,17,17,17,12,12,19,9,5,2,6,0,3,0,2,1,1,1,1,2,1,4,50,2023-09-07 14:46:46,17
987,953,1090,991,108,52,132,54,55,54,110,52,15,41,42,32,32,76,22,22,2,22,21,22,22,22,21,21,8,14,5,0,0,2,1,0,0,0,0,0,0,0,0,1,32,2023-09-07 14:48:46,4
1057,1031,1354,987,86,38,84,39,39,39,70,39,14,30,28,34,34,52,14,14,1,14,14,14,14,14,14,14,13,11,5,7,6,0,0,0,2,1,1,1,1,2,1,0,37,2023-09-07 14:50:46,0
953,940,415,339,82,30,78,28,28,28,65,28,15,71,24,39,37,43,13,13,2,12,12,13,13,13,12,12,6,4,5,6,6,0,1,0,2,1,1,1,1,2,1,0,42,2023-09-07 14:52:46,4
950,916,113,0,114,57,108,55,56,55,90,55,26,30,38,39,31,75,20,20,3,21,20,18,18,18,18,18,3,13,5,0,0,0,2,0,0,1,0,0,0,0,0,1,39,2023-09-07 14:54:46,11
1080,1052,373,0,106,55,90,56,59,56,75,56,35,45,32,36,35,70,17,17,2,17,17,15,15,15,15,15,15,6,5,9,6,0,2,0,2,1,1,1,1,2,1,3,39,2023-09-07 14:56:46,6
966,937,79,0,92,43,72,46,47,46,60,45,20,41,24,36,36,56,12,12,3,12,12,12,12,12,12,12,15,14,5,8,6,1,1,0,2,0,1,1,1,2,1,1,39,2023-09-07 14:58:46,5
1097,1056,379,0,140,70,78,75,75,75,65,61,45,45,27,49,47,90,15,15,15,15,14,13,13,13,13,13,28,13,5,9,6,3,2,1,2,1,1,1,1,2,1,1,52,2023-09-07 15:00:46,13
1018,982,151,0,146,72,170,65,65,65,141,65,15,56,60,45,45,101,31,31,3,31,31,29,29,29,29,29,11,14,5,0,0,0,4,2,0,1,0,0,0,0,0,2,45,2023-09-07 15:02:46,14
977,955,107,5,113,46,138,45,48,45,115,45,18,45,50,44,44,69,30,30,1,30,29,23,23,23,22,22,15,6,5,9,6,0,4,2,2,1,1,1,1,2,1,1,47,2023-09-07 15:04:46,9
1126,1067,1327,934,128,61,124,69,73,69,104,69,28,45,40,46,44,82,39,39,5,39,22,20,20,20,17,17,20,13,5,8,6,0,4,1,2,1,1,1,1,2,1,7,49,2023-09-07 15:06:46,26
980,949,1036,932,105,49,126,59,59,59,105,56,10,56,47,35,35,70,26,26,2,26,26,21,21,21,21,21,1,15,5,8,6,0,2,2,2,0,1,1,1,2,1,1,38,2023-09-07 15:08:46,1
1069,1041,1268,889,101,40,150,39,42,39,125,38,17,15,59,35,34,66,33,33,3,34,34,25,25,25,25,25,4,3,5,0,0,1,2,2,0,1,0,0,0,0,0,3,35,2023-09-07 15:10:46,11
998,972,995,884,125,48,114,50,50,50,95,48,16,71,48,56,55,69,30,30,1,29,29,19,19,19,19,19,12,14,5,7,6,2,2,2,2,1,1,1,1,2,1,1,59,2023-09-07 15:12:46,3
982,945,948,853,109,64,78,62,63,62,65,62,22,45,26,32,32,77,15,15,1,16,13,13,13,13,13,13,15,20,5,7,6,0,2,2,2,1,1,1,1,2,1,1,35,2023-09-07 15:14:46,5
1078,1047,1223,861,91,36,112,37,38,37,93,38,13,30,37,36,36,55,34,34,3,33,22,19,19,19,15,15,14,3,5,0,0,0,2,2,0,1,0,0,0,0,0,0,36,2023-09-07 15:16:46,18
986,943,991,897,102,55,102,57,59,57,85,56,19,56,31,29,29,73,23,23,2,23,17,17,17,17,14,14,10,21,5,7,6,1,3,2,2,0,1,1,1,2,1,2,32,2023-09-07 15:18:46,14
1080,1018,1282,868,139,92,114,84,92,84,95,82,49,30,31,25,25,114,23,23,8,24,16,19,19,19,15,15,6,15,5,9,6,3,4,2,2,1,1,1,1,2,1,8,28,2023-09-07 15:20:46,15
1008,970,1052,960,104,52,122,61,64,61,102,61,16,71,43,32,32,72,32,32,0,31,25,20,20,20,18,18,12,9,5,8,6,0,3,2,2,1,1,1,1,2,1,3,35,2023-09-07 15:22:46,9
1023,964,1011,903,134,43,162,57,64,57,135,56,15,30,37,63,61,71,35,35,1,35,19,27,27,27,18,18,25,11,5,0,0,1,3,2,0,1,0,0,0,0,0,7,63,2023-09-07 15:24:46,29
1077,1046,1242,872,101,40,102,39,39,39,85,38,16,45,32,43,43,58,32,32,1,32,18,17,17,17,14,14,13,6,5,8,6,1,1,1,2,1,1,1,1,2,1,0,46,2023-09-07 15:26:46,25
989,962,1080,984,102,33,146,34,37,34,121,34,12,56,54,44,35,58,29,29,5,29,29,25,25,25,25,25,6,10,5,9,6,0,0,0,2,0,1,1,1,2,1,3,48,2023-09-07 15:28:46,12
1055,1016,1371,1003,94,43,100,45,48,45,84,43,14,30,31,34,34,60,21,21,3,21,17,16,16,16,14,14,11,12,5,8,6,1,7,0,2,1,1,1,1,2,1,3,37,2023-09-07 15:30:46,14
1026,980,433,329,136,60,108,75,79,75,90,71,30,56,36,52,52,84,20,20,2,20,19,18,18,18,17,17,28,17,5,0,0,4,5,0,0,1,0,0,0,0,0,4,52,2023-09-07 15:32:46,15
984,954,100,0,108,48,126,50,51,50,105,50,23,45,44,39,33,69,25,25,1,25,24,21,21,21,20,20,8,13,5,9,6,0,2,0,2,1,1,1,1,2,1,1,43,2023-09-07 15:34:46,14
1081,1052,387,0,107,52,126,58,62,58,105,55,12,45,48,31,30,76,27,27,3,27,27,21,21,21,21,21,6,13,5,3,6,3,1,0,2,1,1,1,1,2,1,4,34,2023-09-07 15:36:46,9
944,926,68,0,72,35,54,36,36,36,45,36,20,26,21,28,25,44,12,12,0,12,12,9,9,9,9,9,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2023-09-07 15:38:46,5
1073,1050,397,0,130,39,197,39,41,39,164,38,17,45,78,58,58,73,49,49,1,49,45,33,33,32,32,32,17,6,5,9,6,1,2,0,2,1,1,1,1,2,1,2,61,2023-09-07 15:40:46,11
1082,1046,132,0,141,56,271,56,59,56,226,54,20,71,102,37,37,103,62,62,1,62,60,45,45,46,43,43,6,13,5,9,6,2,4,0,2,1,1,1,1,2,1,4,40,2023-09-07 15:42:46,10
1018,988,143,4,160,70,186,51,50,51,155,46,48,45,75,51,49,109,48,48,4,48,44,31,31,31,31,31,13,8,5,7,6,5,0,0,2,1,1,1,1,2,1,0,54,2023-09-07 15:44:46,16
1098,1058,1294,925,105,43,131,50,50,50,109,48,18,30,39,37,37,68,27,27,4,27,21,22,22,22,19,19,15,7,5,0,0,2,4,0,0,1,0,0,0,0,0,2,37,2023-09-07 15:46:46,25
996,963,1025,932,106,41,150,38,39,38,125,39,14,56,49,39,38,67,36,36,2,36,25,25,25,25,23,23,13,11,5,8,6,0,1,0,2,0,1,1,1,2,1,2,42,2023-09-07 15:48:46,21
1086,1026,1318,873,164,108,115,85,87,85,96,81,71,30,39,32,30,132,23,23,9,23,20,19,19,19,19,19,8,15,5,9,6,4,2,0,2,1,1,1,1,2,1,2,35,2023-09-07 15:50:46,11
1032,967,1018,891,135,66,150,73,73,73,125,68,19,71,47,40,39,95,40,40,1,40,24,25,25,25,23,23,6,24,5,8,6,4,3,0,2,1,1,1,1,2,1,1,43,2023-09-07 15:52:46,26
1005,973,973,864,116,42,144,43,42,43,120,43,16,30,61,49,47,66,49,49,1,49,37,24,24,24,24,24,10,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,49,2023-09-07 15:54:46,20
1123,1061,1281,880,125,64,144,64,64,64,120,62,18,45,50,35,33,90,53,53,4,53,28,24,24,24,22,22,10,16,5,7,6,2,2,2,2,1,1,1,1,2,1,0,38,2023-09-07 15:56:46,33
999,951,1002,898,121,45,150,38,38,38,125,38,15,56,44,51,43,70,51,51,3,51,24,25,25,25,20,20,17,9,5,9,6,0,0,2,2,0,1,1,1,2,1,0,54,2023-09-07 15:58:46,43
1128,1068,1270,869,154,49,132,69,68,69,110,47,34,30,48,73,59,81,38,38,21,38,26,22,22,22,22,22,27,9,5,9,6,6,0,2,2,1,1,1,1,2,1,1,76,2023-09-07 16:00:46,41
1048,1003,1078,942,155,60,191,65,65,65,158,63,22,56,67,62,61,94,48,48,1,48,35,33,33,32,32,32,23,9,5,0,0,1,3,2,0,1,0,0,0,0,0,2,62,2023-09-07 16:02:46,32
1003,966,989,886,111,42,145,80,79,80,122,75,17,45,56,42,42,68,42,42,2,42,32,23,23,24,24,24,7,9,5,7,6,2,2,2,2,1,1,1,1,2,1,2,45,2023-09-07 16:04:46,21
1094,1053,1273,885,115,48,138,68,69,68,115,62,22,45,54,41,41,74,46,46,1,46,31,23,23,23,23,23,6,7,5,8,6,3,5,2,2,1,1,1,1,2,1,3,44,2023-09-07 16:06:46,18
998,959,1077,950,146,79,126,93,95,93,104,84,49,56,49,36,36,110,30,30,1,30,27,22,22,22,22,22,11,18,5,8,6,9,3,2,2,0,1,1,1,2,1,2,39,2023-09-07 16:08:46,6
1093,1058,1401,1003,138,67,138,81,81,81,116,73,42,15,50,40,40,98,31,31,5,31,28,22,22,22,22,22,16,6,5,0,0,8,1,2,0,1,0,0,0,0,0,0,40,2023-09-07 16:10:46,14
1021,981,509,372,163,86,120,87,87,87,100,80,47,71,47,48,48,115,27,27,1,27,27,20,20,20,20,20,19,16,5,6,6,7,3,2,2,1,1,1,1,2,1,1,51,2023-09-07 16:12:46,9
993,953,106,0,125,65,108,77,82,77,90,72,42,45,40,37,37,88,22,22,1,22,22,18,18,18,18,18,14,7,5,8,6,5,5,2,2,1,1,1,1,2,1,6,40,2023-09-07 16:14:46,3
1047,1027,370,0,96,43,96,35,36,35,80,34,16,45,36,36,36,60,22,22,3,20,20,16,16,16,16,16,7,6,5,9,6,1,1,2,2,1,1,1,1,2,1,1,39,2023-09-07 16:16:46,2
998,960,94,0,104,58,126,66,68,66,105,63,25,41,47,20,20,84,24,24,1,26,26,21,21,21,21,21,7,14,5,0,0,4,3,2,0,0,0,0,0,0,0,1,20,2023-09-07 16:18:46,5
1051,1020,423,0,190,120,60,126,126,126,50,95,125,30,24,29,29,161,14,14,7,14,14,10,10,10,10,10,17,8,5,8,6,31,1,2,2,1,1,1,1,2,1,2,32,2023-09-07 16:20:46,14
991,959,87,0,107,54,72,57,56,57,60,52,27,71,23,36,36,71,12,12,4,11,11,12,12,12,12,12,16,13,5,9,6,5,1,2,2,1,1,1,1,2,1,0,39,2023-09-07 16:22:46,1
993,950,113,4,127,67,84,71,72,71,70,69,19,45,32,43,40,84,17,17,1,18,18,14,14,14,14,14,15,25,5,5,6,2,3,2,2,1,1,1,1,2,1,1,46,2023-09-07 16:24:46,9
1106,1029,1751,954,528,484,72,352,352,352,60,348,18,30,25,28,28,500,13,13,16,13,13,12,12,12,12,12,12,9,5,0,0,4,0,2,0,1,0,0,0,0,0,0,28,2023-09-07 16:26:46,0
1212,997,1508,944,598,519,168,645,645,645,140,635,15,56,71,41,41,557,43,43,30,43,43,28,28,28,28,28,25,18,5,9,6,10,3,2,2,0,1,1,1,2,1,2,44,2023-09-07 16:28:46,11
1137,1041,1669,874,724,473,94,293,295,293,78,103,638,30,47,46,45,678,31,31,38,31,31,16,16,16,16,16,28,9,5,8,6,189,2,2,2,1,1,1,1,2,1,2,49,2023-09-07 16:30:46,11
1048,1003,993,893,122,55,122,71,74,71,102,65,18,71,46,42,42,80,26,26,3,26,26,20,20,20,20,20,20,18,5,8,6,5,4,2,2,1,1,1,1,2,1,3,45,2023-09-07 16:32:46,4
1014,972,1069,866,224,59,186,82,86,82,155,73,43,30,69,125,125,99,38,38,3,38,38,31,31,31,31,31,12,6,5,0,0,9,4,2,0,1,0,0,0,0,0,4,125,2023-09-07 16:34:46,176
1125,1057,1299,835,202,50,121,87,99,87,100,82,24,45,42,131,131,72,22,22,0,22,22,21,21,20,20,20,23,5,5,5,6,1,4,2,2,1,1,1,1,2,1,13,134,2023-09-07 16:36:46,184
1050,1007,1138,913,239,65,245,65,67,65,205,63,23,56,88,131,129,107,47,47,6,47,47,40,40,41,41,41,12,16,5,9,6,2,2,2,2,0,1,1,1,2,1,2,134,2023-09-07 16:38:46,186
1073,1045,1362,867,227,62,149,60,61,60,124,55,35,15,55,136,135,91,30,30,4,30,30,25,25,25,25,25,12,8,5,0,0,4,2,2,0,1,0,0,0,0,0,1,136,2023-09-07 16:40:46,184
1014,976,1077,928,176,47,79,51,53,51,66,45,31,71,29,111,111,65,16,16,3,16,16,13,13,13,13,13,22,13,5,7,6,5,1,2,2,1,1,1,1,2,1,2,114,2023-09-07 16:42:46,110
968,946,965,887,103,36,102,429,428,429,85,426,13,45,37,48,48,55,20,20,3,20,20,17,17,17,17,17,23,9,5,8,6,2,1,2,2,1,1,1,1,2,1,0,52,2023-09-07 16:44:46,15
