parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,timestamp,unknown
11280,11279,11279,11279,4098,197,403,197,197,390,13,197,4098,383,383,383,197,197,197,403,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-23 04:40:00,2
11102,11102,11102,11102,4041,179,418,179,179,397,21,179,4041,367,367,367,179,179,179,418,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-23 04:42:00,0
11203,11204,11204,11204,4074,176,430,176,176,412,18,176,4074,386,386,385,176,176,176,430,26,26,18,2,2,1,2,2,2,2,2,2,2023-11-23 04:44:00,0
11212,11212,11212,11212,4083,197,409,197,197,401,8,197,4083,383,383,383,197,197,197,409,29,29,8,5,5,0,5,5,5,2,2,2,2023-11-23 04:46:00,0
11262,11261,11261,11261,4090,175,409,175,175,393,16,175,4090,395,395,394,175,175,175,409,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 04:48:00,1
11254,11254,11254,11254,4090,195,423,195,195,401,22,195,4090,357,357,357,195,195,195,423,27,27,22,3,3,0,3,3,2,2,2,2,2023-11-23 04:50:00,3
11230,11228,11228,11228,4087,191,419,191,191,401,18,191,4087,371,371,369,191,191,191,419,27,27,18,3,3,2,3,3,2,2,2,2,2023-11-23 04:52:00,1
11245,11246,11246,11246,4088,185,422,185,185,406,16,185,4088,371,371,369,185,185,185,422,28,28,16,4,4,1,4,4,4,2,2,2,2023-11-23 04:54:00,1
11216,11216,11216,11216,4093,188,417,188,188,396,21,188,4093,369,369,369,188,188,188,417,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-23 04:56:00,0
11250,11249,11249,11249,4085,181,413,181,181,388,25,181,4085,384,384,382,181,181,181,413,26,26,25,2,2,2,2,2,2,2,2,2,2023-11-23 04:58:00,0
11249,11248,11248,11248,4084,188,424,188,188,409,15,188,4084,380,380,380,188,188,188,424,29,29,15,5,5,0,5,5,5,2,2,2,2023-11-23 05:00:00,2
11234,11236,11238,11238,4071,194,430,194,194,414,16,194,4071,381,381,381,194,194,194,430,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:02:00,0
11223,11223,11223,11223,4090,188,404,188,188,385,19,188,4090,390,390,389,188,188,188,404,26,26,19,2,2,1,2,2,2,2,2,2,2023-11-23 05:04:00,0
11183,11181,11181,11181,4047,194,434,194,194,412,22,194,4047,375,375,375,194,195,194,434,27,27,22,3,3,0,3,3,3,2,2,2,2023-11-23 05:06:00,0
11242,11243,11243,11243,4094,190,415,190,190,396,19,190,4094,368,368,368,190,189,190,415,29,29,19,5,5,0,5,5,5,2,2,2,2023-11-23 05:08:00,2
11214,11215,11215,11215,4074,187,424,187,187,404,20,187,4074,377,377,376,187,187,187,424,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-23 05:10:00,1
11224,11219,11219,11219,4081,185,405,185,185,380,25,185,4081,372,372,372,184,186,185,405,27,27,25,3,3,0,3,3,2,2,2,2,2023-11-23 05:12:00,3
11228,11230,11230,11230,4091,167,422,167,167,410,12,167,4091,376,376,375,168,166,167,422,26,26,12,2,2,1,2,2,2,2,2,2,2023-11-23 05:14:00,0
11279,11281,11281,11281,4075,190,445,190,190,432,13,190,4075,380,380,379,190,190,190,445,29,29,13,5,5,1,5,5,4,2,2,2,2023-11-23 05:16:00,1
11239,11240,11240,11240,4087,195,411,195,195,398,13,195,4087,363,363,362,195,195,195,411,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-23 05:18:00,1
11248,11244,11244,11244,4086,180,416,180,180,400,16,180,4086,380,380,380,180,180,180,416,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:20:00,2
11212,11215,11215,11215,4061,186,412,186,186,400,12,186,4061,376,376,375,186,186,186,412,29,29,12,5,5,0,5,5,5,2,2,2,2023-11-23 05:22:00,1
11211,11212,11212,11212,4080,187,404,187,187,385,19,187,4080,366,366,366,187,187,187,404,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-23 05:24:00,2
11253,11252,11252,11252,4079,192,416,192,192,393,23,192,4079,375,375,373,192,192,192,416,27,27,23,3,3,1,3,3,3,2,2,2,2023-11-23 05:26:00,1
11254,11253,11253,11253,4093,187,402,187,187,386,16,187,4093,368,368,367,187,187,187,402,26,26,16,2,2,1,2,2,2,2,2,2,2023-11-23 05:28:00,0
11097,11098,11098,11098,4046,179,398,179,179,380,18,179,4046,374,374,373,179,179,179,398,29,29,18,5,5,0,5,5,5,2,2,2,2023-11-23 05:30:00,1
11234,11235,11235,11235,4090,186,417,186,186,403,14,186,4090,371,371,368,186,186,186,417,27,27,14,3,3,1,3,3,3,2,2,2,2023-11-23 05:32:00,2
11255,11255,11255,11255,4081,192,418,192,192,404,14,192,4081,379,379,379,192,192,192,418,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 05:34:00,0
11235,11235,11235,11235,4071,195,419,195,195,395,24,195,4071,379,379,378,195,195,195,419,29,29,24,5,5,0,5,5,4,2,2,2,2023-11-23 05:36:00,2
11209,11209,11209,11209,4074,195,400,195,195,384,16,195,4074,374,374,374,195,195,195,400,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 05:38:00,0
11181,11181,11181,11181,4079,173,413,173,173,400,13,173,4079,367,367,364,173,173,173,413,27,27,13,3,3,1,3,3,2,2,2,2,2023-11-23 05:40:00,3
11213,11213,11213,11213,4066,188,413,188,188,396,17,188,4066,380,380,379,188,188,188,413,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-23 05:42:00,0
11186,11186,11186,11186,4075,173,409,173,173,395,14,173,4075,369,369,368,173,173,173,409,29,29,14,5,5,1,5,5,5,2,2,2,2023-11-23 05:44:00,0
11212,11212,11212,11212,4071,177,415,177,177,399,16,177,4071,389,389,389,177,177,177,415,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:46:00,0
11216,11214,11214,11214,4087,176,418,176,176,397,21,176,4087,372,372,371,176,176,176,418,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-23 05:48:00,1
11198,11200,11200,11200,4074,167,402,167,167,386,16,167,4074,371,371,371,167,167,167,402,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:50:00,0
11260,11260,11260,11260,4086,184,429,184,184,407,22,184,4086,381,381,380,184,184,184,429,29,29,22,5,5,1,5,5,5,2,2,2,2023-11-23 05:52:00,0
11235,11235,11235,11235,4083,193,417,193,193,400,17,193,4083,373,373,371,193,193,193,417,26,26,17,2,2,2,2,2,2,2,2,2,2023-11-23 05:54:00,0
11126,11126,11126,11126,4044,175,416,175,175,398,18,175,4044,365,365,364,175,175,175,416,27,27,18,3,3,0,3,3,3,2,2,2,2023-11-23 05:56:00,1
11257,11253,11253,11253,4095,202,412,202,202,394,18,202,4095,377,377,373,202,202,202,412,28,28,18,4,4,1,4,4,4,2,2,2,2023-11-23 05:58:00,3
11217,11220,11220,11220,4090,193,425,192,192,408,17,192,4090,349,349,348,192,193,192,425,27,27,17,3,3,0,3,3,2,2,2,2,2023-11-23 06:00:00,2
11164,11160,11163,11163,4046,185,411,185,185,397,14,185,4046,359,359,359,185,185,185,411,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 06:02:00,2
11216,11218,11218,11218,4075,174,420,175,175,407,13,175,4075,391,391,391,175,174,175,420,27,27,13,3,3,0,3,3,2,2,2,2,2023-11-23 06:04:00,3
11185,11183,11183,11183,4072,185,400,185,185,391,9,185,4072,363,363,361,185,185,185,400,29,29,9,5,5,1,5,5,5,2,2,2,2023-11-23 06:06:00,1
11210,11210,11210,11210,4074,200,426,200,200,404,22,200,4074,370,370,369,200,200,200,426,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 06:08:00,1
11230,11230,11230,11230,4081,185,424,185,185,400,24,185,4081,376,376,375,185,185,185,424,27,27,24,3,3,0,3,3,3,2,2,2,2023-11-23 06:10:00,1
11213,11214,11214,11214,4083,186,469,186,186,395,74,186,4083,384,384,383,186,186,186,469,27,27,23,3,3,1,2,2,2,2,2,2,2023-11-23 06:12:00,52
11231,11232,11232,11232,4088,181,425,181,181,400,25,181,4088,373,373,372,181,181,181,425,29,29,25,5,5,1,5,5,5,2,2,2,2023-11-23 06:14:00,0
11230,11229,11229,11229,4076,191,423,191,191,401,22,191,4076,387,387,383,191,191,191,423,27,27,22,3,3,1,3,3,3,2,2,2,2023-11-23 06:16:00,3
11237,11237,11237,11237,4086,164,428,164,164,406,22,164,4086,371,371,371,164,164,164,428,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 06:18:00,2
11143,11141,11141,11141,4044,175,416,175,175,398,18,175,4044,357,357,356,175,175,175,416,29,29,18,5,5,0,5,5,5,2,2,2,2023-11-23 06:20:00,1
11237,11239,11239,11239,4077,188,429,188,188,407,22,188,4077,384,384,384,188,188,188,429,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 06:22:00,0
11231,11232,11232,11232,4085,184,410,184,184,401,9,184,4085,377,377,377,184,184,184,410,27,27,9,3,3,0,3,3,2,2,2,2,2023-11-23 06:24:00,1
11232,11229,11229,11229,4079,184,418,184,184,398,20,184,4079,363,363,362,184,185,184,418,27,27,20,3,3,0,3,3,2,2,2,2,2023-11-23 06:26:00,2
11198,11199,11199,11199,4068,181,412,181,181,402,10,181,4068,362,362,361,181,180,181,412,28,28,10,4,4,1,4,4,4,2,2,2,2023-11-23 06:28:00,0
11197,11198,11198,11198,4075,173,413,173,173,391,22,173,4075,371,371,369,173,173,173,413,27,27,22,3,3,1,3,3,3,2,2,2,2023-11-23 06:30:00,1
11197,11198,11198,11198,4068,180,410,180,180,389,21,180,4068,379,379,377,180,180,180,410,26,26,21,2,2,1,2,2,2,2,2,2,2023-11-23 06:32:00,1
11261,11261,11261,11261,4082,187,423,187,187,405,18,187,4082,378,378,377,187,187,187,423,27,27,18,3,3,1,3,3,3,2,2,2,2023-11-23 06:34:00,0
11210,11210,11210,11210,4071,178,433,178,178,415,18,178,4071,382,382,382,178,178,178,433,29,29,18,5,5,0,5,5,5,2,2,2,2023-11-23 06:36:00,0
11222,11222,11222,11222,4080,184,393,184,184,378,15,184,4080,375,375,373,184,184,184,393,26,26,15,2,2,1,2,2,2,2,2,2,2023-11-23 06:38:00,1
11216,11215,11215,11215,4080,191,415,191,191,395,20,191,4080,363,363,361,191,191,191,415,27,27,20,3,3,1,3,3,3,2,2,2,2023-11-23 06:40:00,3
11216,11216,11216,11216,4060,201,411,201,201,392,19,201,4060,385,385,382,201,201,201,411,29,29,19,5,5,2,5,5,5,2,2,2,2023-11-23 06:42:00,1
11231,11232,11232,11232,4079,193,436,193,193,418,18,193,4079,382,382,380,193,193,193,436,26,26,18,2,2,1,2,2,2,2,2,2,2023-11-23 06:44:00,1
11124,11123,11123,11123,4048,175,403,175,175,383,20,175,4048,370,370,369,175,175,175,403,25,25,20,2,2,0,2,2,2,2,2,2,2023-11-23 06:46:00,3
11241,11242,11242,11242,4089,176,423,176,176,403,20,176,4089,396,396,394,176,176,176,423,27,27,20,3,3,1,3,3,2,2,2,2,2023-11-23 06:48:00,2
11276,11275,11275,11275,4088,188,424,188,188,408,16,188,4088,377,377,374,188,188,188,424,29,29,16,5,5,2,5,5,4,2,2,2,2023-11-23 06:50:00,4
11136,11137,11137,11137,4068,179,387,179,179,374,13,179,4068,358,358,357,179,179,179,387,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-23 06:52:00,1
11228,11226,11226,11226,4073,183,429,183,183,406,23,183,4073,369,369,369,183,183,183,429,27,27,23,3,3,0,3,3,3,2,2,2,2023-11-23 06:54:00,4
11249,11248,11248,11248,4082,202,401,202,202,389,12,202,4082,374,374,374,202,202,202,401,27,27,12,2,2,0,2,2,2,2,2,2,2023-11-23 06:56:00,0
11216,11217,11217,11217,4076,178,411,178,178,398,13,178,4076,383,383,383,178,178,178,411,29,29,13,5,5,0,5,5,5,2,2,2,2023-11-23 06:58:00,2
11239,11241,11241,11241,4087,187,405,187,187,391,14,187,4087,372,372,371,187,187,187,405,27,27,14,3,3,1,3,3,3,2,2,2,2023-11-23 07:00:00,0
11196,11193,11196,11196,4068,184,417,184,184,397,20,184,4068,377,377,377,184,184,184,417,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-23 07:02:00,0
11289,11287,11287,11287,4085,208,439,208,208,415,24,208,4085,370,370,369,208,208,208,439,29,29,24,5,5,0,5,5,5,2,2,2,2023-11-23 07:04:00,1
11266,11267,11267,11267,4084,176,427,176,176,404,23,176,4084,377,377,375,176,176,176,427,27,27,23,3,3,1,3,3,3,2,2,2,2023-11-23 07:06:00,4
11173,11173,11173,11173,4077,169,408,169,169,392,16,169,4077,360,360,357,169,169,169,408,26,26,16,2,2,1,2,2,2,2,2,2,2023-11-23 07:08:00,2
11117,11116,11116,11116,4052,189,417,189,189,402,15,189,4052,359,359,359,189,189,189,417,26,26,15,3,3,0,3,3,2,2,2,2,2023-11-23 07:10:00,1
11232,11233,11233,11233,4087,169,411,169,169,398,13,169,4087,371,371,370,169,169,169,411,28,28,13,4,4,1,4,4,4,2,2,2,2023-11-23 07:12:00,0
11226,11226,11226,11226,4078,177,425,177,177,408,17,177,4078,375,375,374,177,177,177,425,27,27,17,3,3,1,3,3,2,2,2,2,2023-11-23 07:14:00,1
11212,11211,11211,11211,4083,181,422,181,181,394,28,181,4083,374,374,374,181,181,181,422,26,26,28,2,2,0,2,2,2,2,2,2,2023-11-23 07:16:00,0
11210,11212,11212,11212,4082,175,411,175,175,397,14,175,4082,374,374,373,175,175,175,411,27,27,14,3,3,0,3,3,3,2,2,2,2023-11-23 07:18:00,1
11235,11234,11234,11234,4093,187,417,187,187,398,19,187,4093,388,388,386,187,187,187,417,29,29,19,5,5,1,5,5,5,2,2,2,2023-11-23 07:20:00,1
11188,11187,11187,11187,4057,185,416,185,185,404,12,185,4057,371,371,367,185,185,185,416,26,26,12,2,2,2,2,2,2,2,2,2,2023-11-23 07:22:00,2
11213,11214,11214,11214,4086,190,404,190,190,388,16,190,4086,368,368,368,190,190,190,404,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 07:24:00,0
11217,11218,11218,11218,4084,177,431,177,177,408,23,177,4084,372,372,371,177,177,177,431,29,29,23,5,5,1,5,5,5,2,2,2,2023-11-23 07:26:00,0
11216,11215,11215,11215,4082,179,424,179,179,408,16,179,4082,378,378,377,179,179,179,424,26,26,16,2,2,1,2,2,2,2,2,2,2023-11-23 07:28:00,0
11252,11252,11252,11252,4088,187,405,187,187,395,10,187,4088,386,386,384,187,187,187,405,27,27,10,3,3,1,3,3,3,2,2,2,2023-11-23 07:30:00,1
11259,11260,11260,11260,4082,190,417,190,190,397,20,190,4082,378,378,376,190,190,190,417,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-23 07:32:00,2
11175,11174,11174,11174,4055,195,422,195,195,401,21,195,4055,376,376,375,195,196,195,422,29,29,21,5,5,1,5,5,4,2,2,2,2023-11-23 07:34:00,1
11235,11235,11235,11235,4088,197,414,197,197,401,13,197,4088,369,369,367,197,196,197,414,26,26,13,2,2,2,2,2,2,2,2,2,2023-11-23 07:36:00,0
11251,11250,11250,11250,4080,190,418,190,190,391,27,190,4080,374,374,373,190,190,190,418,27,27,27,3,3,0,3,3,2,2,2,2,2023-11-23 07:38:00,2
11227,11229,11229,11229,4089,180,437,180,180,414,23,180,4089,382,382,382,180,180,180,437,26,26,23,2,2,0,2,2,2,2,2,2,2023-11-23 07:40:00,0
11197,11196,11196,11196,4065,182,430,182,182,402,28,182,4065,376,376,374,182,182,182,430,29,29,28,5,5,1,5,5,5,2,2,2,2023-11-23 07:42:00,1
11188,11189,11189,11189,4074,180,429,180,180,415,14,180,4074,373,373,371,180,180,180,429,27,27,14,3,3,1,3,3,3,2,2,2,2023-11-23 07:44:00,1
11232,11231,11231,11231,4075,183,415,183,183,403,12,183,4075,383,383,381,183,183,183,415,26,26,12,2,2,0,2,2,2,2,2,2,2023-11-23 07:46:00,2
11227,11226,11226,11226,4084,195,422,195,195,405,17,195,4084,371,371,370,195,195,195,422,29,29,17,5,5,0,5,5,5,2,2,2,2023-11-23 07:48:00,3
11230,11232,11232,11232,4079,190,404,190,190,386,18,190,4079,368,368,367,190,190,190,404,27,27,18,3,3,1,3,3,3,2,2,2,2023-11-23 07:50:00,0
11223,11223,11223,11223,4084,182,427,182,182,401,26,182,4084,378,378,377,182,182,182,427,26,26,26,2,2,1,2,2,2,2,2,2,2023-11-23 07:52:00,0
11254,11253,11253,11253,4079,181,422,181,181,403,19,181,4079,384,384,383,181,181,181,422,27,27,19,3,3,1,3,3,3,2,2,2,2023-11-23 07:54:00,0
11228,11229,11229,11229,4081,167,474,167,167,458,16,167,4081,377,377,374,167,167,167,474,87,87,16,4,4,3,4,4,4,2,2,2,2023-11-23 07:56:00,161
11144,11144,11144,11144,4047,184,527,184,184,511,16,184,4047,383,383,383,184,184,184,527,141,141,16,3,3,0,3,3,2,2,2,2,2023-11-23 07:58:00,255
11249,11248,11248,11248,4084,176,508,176,176,491,17,176,4084,378,378,377,176,176,176,508,114,114,17,2,2,0,2,2,2,2,2,2,2023-11-23 08:00:00,177
11201,11199,11201,11201,4057,185,620,185,185,496,124,185,4057,365,365,362,185,185,185,620,117,117,124,3,3,2,3,3,2,2,2,2,2023-11-23 08:02:00,184
11230,11230,11230,11230,4079,180,516,180,180,498,18,180,4079,374,374,373,180,180,180,516,119,118,18,5,5,1,5,5,5,2,2,2,2023-11-23 08:04:00,178
11193,11193,11193,11193,4081,177,479,177,177,466,13,177,4081,366,366,365,177,178,177,479,114,115,13,2,2,1,2,2,2,2,2,2,2023-11-23 08:06:00,178
11236,11235,11235,11235,4083,195,431,195,195,409,22,195,4083,379,379,377,195,194,195,431,33,33,22,3,3,2,3,3,3,2,2,2,2023-11-23 08:08:00,12
11227,11228,11228,11228,4078,186,426,186,186,404,22,186,4078,375,375,375,186,186,186,426,29,29,22,5,5,0,5,5,5,2,2,2,2023-11-23 08:10:00,0
11246,11246,11246,11246,4082,177,466,177,177,393,73,177,4082,386,386,384,177,177,177,466,27,27,22,3,3,1,2,2,2,2,2,2,2023-11-23 08:12:00,55
11265,11265,11265,11265,4082,184,430,184,184,409,21,184,4082,369,369,367,184,184,184,430,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-23 08:14:00,2
11222,11222,11222,11222,4075,201,408,201,201,394,14,200,4075,368,368,368,200,201,200,408,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 08:16:00,2
11202,11203,11203,11203,4070,191,406,191,191,398,8,192,4070,374,374,374,192,191,192,406,29,29,8,5,5,0,5,5,5,2,2,2,2023-11-23 08:18:00,0
11235,11235,11235,11235,4091,197,417,197,197,396,21,197,4091,372,372,372,197,197,197,417,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-23 08:20:00,0
11118,11118,11118,11118,4041,179,419,179,179,406,13,179,4041,371,371,371,179,179,179,419,27,27,13,3,3,0,3,3,2,2,2,2,2023-11-23 08:22:00,1
11180,11180,11180,11180,4076,168,407,168,168,389,18,168,4076,382,382,381,168,168,168,407,27,27,18,3,3,1,3,3,2,2,2,2,2023-11-23 08:24:00,3
11224,11224,11224,11224,4078,190,406,190,190,386,20,190,4078,395,395,393,190,190,190,406,28,28,20,4,4,1,4,4,4,2,2,2,2023-11-23 08:26:00,1
11220,11220,11220,11220,4080,180,418,180,180,391,27,180,4080,363,363,360,180,180,180,418,27,27,27,3,3,2,3,3,3,2,2,2,2023-11-23 08:28:00,1
11214,11214,11214,11214,4081,189,415,189,189,397,18,189,4081,370,370,370,189,189,189,415,26,26,18,2,2,0,2,2,2,2,2,2,2023-11-23 08:30:00,0
11254,11253,11253,11253,4080,183,417,183,183,390,27,183,4080,379,379,378,183,183,183,417,29,29,27,5,5,1,5,5,5,2,2,2,2023-11-23 08:32:00,2
11221,11222,11222,11222,4072,166,440,166,166,420,20,166,4072,381,381,379,166,166,166,440,27,27,20,3,3,2,3,3,3,2,2,2,2023-11-23 08:34:00,0
11204,11204,11204,11204,4077,188,410,188,188,399,11,188,4077,375,375,375,188,188,188,410,26,26,11,2,2,0,2,2,2,2,2,2,2023-11-23 08:36:00,0
11228,11227,11227,11227,4074,198,412,198,198,397,15,198,4074,382,382,382,198,198,198,412,27,27,15,3,3,0,3,3,3,2,2,2,2023-11-23 08:38:00,0
11272,11273,11273,11273,4086,194,428,194,194,409,19,194,4086,369,369,368,194,194,194,428,29,29,19,5,5,1,5,5,5,2,2,2,2023-11-23 08:40:00,2
11193,11192,11192,11192,4067,170,413,170,170,399,14,170,4067,369,369,367,170,170,170,413,26,26,14,2,2,2,2,2,2,2,2,2,2023-11-23 08:42:00,2
11226,11225,11225,11225,4070,188,419,188,188,404,15,188,4070,371,371,369,188,188,188,419,26,26,15,2,2,1,2,2,2,2,2,2,2023-11-23 08:44:00,1
11198,11199,11199,11199,4078,188,414,188,188,390,24,188,4078,363,363,362,188,188,188,414,27,27,24,3,3,1,3,3,2,2,2,2,2023-11-23 08:46:00,1
11147,11148,11148,11148,4038,201,422,201,201,406,16,201,4038,373,373,371,201,201,201,422,29,29,16,5,5,0,5,5,4,2,2,2,2023-11-23 08:48:00,3
11254,11254,11254,11254,4092,190,420,190,190,408,12,190,4092,382,382,382,190,190,190,420,26,26,12,2,2,0,2,2,2,2,2,2,2023-11-23 08:50:00,0
11219,11217,11217,11217,4083,179,430,179,179,403,27,179,4083,387,387,385,178,179,179,430,27,27,27,3,3,2,3,3,3,2,2,2,2023-11-23 08:52:00,2
11190,11189,11189,11189,4086,178,410,178,178,398,12,178,4086,383,383,381,179,178,178,410,29,29,12,5,5,1,5,5,5,2,2,2,2023-11-23 08:54:00,3
11226,11228,11228,11228,4086,188,417,188,188,398,19,188,4086,383,383,382,188,188,188,417,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-23 08:56:00,1
11183,11183,11183,11183,4083,175,425,175,175,408,17,175,4083,368,368,365,175,175,175,425,27,27,17,3,3,1,3,3,3,2,2,2,2023-11-23 08:58:00,2
11214,11214,11214,11214,4074,172,416,172,172,402,14,172,4074,370,370,369,172,172,172,416,26,26,14,2,2,1,2,2,2,2,2,2,2023-11-23 09:00:00,0
11180,11180,11181,11181,4056,175,420,175,175,396,24,175,4056,386,386,384,175,175,175,420,29,29,24,5,5,2,5,5,5,2,2,2,2023-11-23 09:02:00,0
11247,11246,11246,11246,4082,194,436,194,194,410,26,194,4082,378,378,377,194,194,194,436,27,27,26,3,3,0,3,3,3,2,2,2,2023-11-23 09:04:00,1
11225,11226,11226,11226,4082,177,412,177,177,389,23,177,4082,383,383,383,177,177,177,412,26,26,23,2,2,0,2,2,2,2,2,2,2023-11-23 09:06:00,0
11255,11253,11253,11253,4075,191,444,191,191,420,24,191,4075,378,378,378,191,191,191,444,27,27,24,3,3,0,3,3,2,2,2,2,2023-11-23 09:08:00,1
11234,11235,11235,11235,4084,174,435,174,174,416,19,174,4084,360,360,360,174,174,174,435,28,28,19,4,4,0,4,4,4,2,2,2,2023-11-23 09:10:00,0
11158,11155,11155,11155,4054,187,420,187,187,403,17,187,4054,368,368,368,187,187,187,420,27,27,17,3,3,0,3,3,2,2,2,2,2023-11-23 09:12:00,1
11184,11188,11188,11188,4081,182,401,182,182,383,18,182,4081,352,352,350,182,182,182,401,26,26,18,2,2,1,2,2,2,2,2,2,2023-11-23 09:14:00,3
11259,11257,11257,11257,4085,181,435,179,179,418,17,179,4085,376,376,374,179,181,179,435,29,29,17,5,5,1,5,5,5,2,2,2,2023-11-23 09:16:00,1
11223,11225,11225,11225,4088,176,419,178,178,405,14,178,4088,371,371,369,178,176,178,419,27,27,14,3,3,2,3,3,3,2,2,2,2023-11-23 09:18:00,2
11239,11237,11237,11237,4083,199,419,198,198,398,21,198,4083,368,368,367,198,199,198,419,26,26,21,2,2,1,2,2,2,2,2,2,2023-11-23 09:20:00,0
11182,11183,11183,11183,4067,170,419,171,171,399,20,171,4067,369,369,368,171,171,171,419,27,27,20,3,3,1,3,3,3,2,2,2,2023-11-23 09:22:00,0
11252,11253,11253,11253,4067,203,443,203,203,425,18,203,4067,384,384,384,203,202,203,443,29,29,18,5,5,0,5,5,5,2,2,2,2023-11-23 09:24:00,0
11273,11273,11273,11273,4091,190,425,190,190,403,22,190,4091,390,390,389,190,190,190,425,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 09:26:00,3
11237,11236,11236,11236,4077,198,427,198,198,409,18,198,4077,378,378,376,198,198,198,427,27,27,18,3,3,1,3,3,3,2,2,2,2023-11-23 09:28:00,1
11217,11217,11217,11217,4081,176,411,176,176,391,20,176,4081,370,370,370,176,176,176,411,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-23 09:30:00,0
11203,11203,11203,11203,4077,165,420,165,165,400,20,165,4077,372,372,371,165,165,165,420,29,29,20,5,5,1,5,5,4,2,2,2,2023-11-23 09:32:00,3
11274,11275,11275,11275,4088,189,422,189,189,407,15,189,4088,384,384,382,189,189,189,422,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-23 09:34:00,4
11107,11106,11106,11106,4046,189,398,189,189,382,16,189,4046,371,371,370,189,189,189,398,27,27,16,3,3,0,3,3,2,2,2,2,2023-11-23 09:36:00,2
11289,11289,11289,11289,4080,180,427,180,180,406,21,180,4080,384,384,384,180,180,180,427,29,29,21,5,5,0,5,5,5,2,2,2,2023-11-23 09:38:00,0
11216,11217,11217,11217,4079,200,423,200,200,405,18,200,4079,374,374,373,200,200,200,423,26,26,18,2,2,0,2,2,2,2,2,2,2023-11-23 09:40:00,1
11215,11214,11214,11214,4069,181,418,181,181,402,16,181,4069,378,378,376,181,181,181,418,27,27,16,3,3,1,3,3,3,2,2,2,2023-11-23 09:42:00,1
11207,11208,11208,11208,4074,189,418,189,189,395,23,189,4074,372,372,372,189,189,189,418,26,26,23,2,2,0,2,2,2,2,2,2,2023-11-23 09:44:00,0
11235,11234,11234,11234,4082,188,424,188,188,401,23,188,4082,386,386,386,188,188,188,424,29,29,23,5,5,0,5,5,5,2,2,2,2023-11-23 09:46:00,0
11253,11254,11254,11254,4083,188,427,188,188,402,25,188,4083,371,371,371,188,188,188,427,27,27,25,3,3,0,3,3,3,2,2,2,2023-11-23 09:48:00,0
11260,11260,11260,11260,4079,192,429,192,192,412,17,192,4079,373,373,373,192,192,192,429,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-23 09:50:00,0
11207,11204,11204,11204,4073,201,410,200,200,390,20,200,4073,366,366,366,200,201,200,410,27,27,20,3,3,0,3,3,3,2,2,2,2023-11-23 09:52:00,4
11236,11239,11239,11239,4080,193,399,194,194,381,18,194,4080,378,378,377,194,193,194,399,28,28,18,4,4,0,4,4,4,2,2,2,2023-11-23 09:54:00,4
