parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} [1m]) * 100",target_metric
10090,10089,10089,10089,3992,46,272,46,46,256,16,46,3992,232,232,232,46,46,46,272,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-22 19:50:00,0,1700673600,268.77734375,4456568.856885688,4150068.6068606856,4456568.856885688,14.427973399561505,13.976622778942554,1
10273,10277,10277,10277,4059,48,281,48,48,261,20,48,4059,237,237,237,48,48,48,281,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-22 19:52:00,14,1700673720,273.421875,6209026.4,4489969.6,6209026.4,14.716899831109913,22.389124250003082,1
10308,10306,10306,10306,4068,48,291,48,48,264,27,48,4068,239,239,238,48,48,48,291,27,27,27,3,3,0,3,3,2,2,2,2,2023-11-22 19:54:00,4,1700673840,279.6796875,5414600.0,3565599.466666667,5414600.0,12.713587682220455,9.979180293327467,1
10296,10294,10294,10294,4068,48,283,48,48,264,19,48,4068,238,238,237,48,48,48,283,28,28,19,4,4,1,4,4,4,2,2,2,2023-11-22 19:56:00,0,1700673960,292.67578125,5677711.466666668,3879717.066666667,5677711.466666668,15.680276817777967,27.975588240005887,1
10306,10309,10309,10309,4077,48,280,48,48,263,17,48,4077,238,238,237,48,48,48,280,27,27,17,3,3,0,3,3,2,2,2,2,2023-11-22 19:58:00,2,1700674080,279.89453125,4870674.933333334,3466842.4,4870674.933333334,14.855816291108365,19.358724456663673,1
10295,10291,10291,10291,4072,47,274,47,47,260,14,47,4072,238,238,237,47,47,47,274,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-22 20:00:00,1,1700674200,285.20703125,7317962.933333334,4849855.2,7317962.933333334,9.038423875560207,28.92592644000009,1
10158,10160,10162,10162,4002,47,280,47,47,263,17,47,4002,235,235,235,47,47,47,280,29,29,17,5,5,0,5,5,5,2,2,2,2023-11-22 20:02:00,0,1700674320,279.72265625,6914829.678021465,4527023.79841344,6914829.678021465,16.464458871626285,21.38221640557182,1
10276,10276,10276,10276,4050,48,287,48,48,263,24,48,4050,238,238,237,48,48,48,287,27,27,24,3,3,1,3,3,3,2,2,2,2023-11-22 20:04:00,0,1700674440,285.66796875,6628446.69644643,4507869.324621642,6628446.69644643,14.630996657555905,29.46611373091537,1
10286,10286,10286,10286,4061,46,286,46,46,262,24,46,4061,239,239,237,46,46,46,286,26,26,24,2,2,1,2,2,2,2,2,2,2023-11-22 20:06:00,1,1700674560,286.0703125,5727535.733333332,4236881.6,5727535.733333332,16.273324613333294,26.09520742999545,1
10269,10270,10270,10270,4049,48,282,48,48,263,19,48,4049,237,237,237,48,48,48,282,27,27,19,3,3,0,3,3,3,2,2,2,2023-11-22 20:08:00,0,1700674680,290.15625,6466710.666666668,4284154.933333334,6466710.666666668,10.317246506666477,15.160733120004199,1
10293,10292,10292,10292,4069,48,282,48,48,263,19,48,4069,239,239,237,48,48,48,282,29,29,19,5,5,2,5,5,5,2,2,2,2023-11-22 20:10:00,0,1700674800,286.46484375,6485598.933333334,4657086.133333334,6485598.933333334,18.82681022888897,22.308547556664664,1
10289,10288,10288,10288,4061,48,329,48,48,263,66,48,4061,239,239,237,48,48,48,329,27,27,15,3,3,0,2,2,2,2,2,2,2023-11-22 20:12:00,54,1700674920,281.51171875,5774821.066666666,3582765.066666667,5774821.066666666,14.291287400006286,22.695891376667234,1
10297,10299,10299,10299,4074,48,284,48,48,263,21,48,4074,239,239,238,48,48,48,284,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-22 20:14:00,1,1700675040,276.5625,3674949.066666667,2730505.8666666667,3674949.066666667,12.978235346664507,33.975507490007054,1
10307,10306,10306,10306,4078,48,282,48,48,262,20,48,4078,237,237,236,48,48,48,282,26,26,20,2,2,1,2,2,2,2,2,2,2023-11-22 20:16:00,0,1700675160,280.1015625,5180818.933333334,3563706.933333333,5180818.933333334,13.406327902218132,22.990358873333513,1
10284,10285,10285,10285,4066,48,273,48,48,263,10,48,4066,240,240,238,48,48,48,273,29,29,10,5,5,2,5,5,4,2,2,2,2023-11-22 20:18:00,1,1700675280,280.8359375,7805081.6,5039917.866666666,7805081.6,15.227393688894356,23.020950690006426,1
10299,10297,10297,10297,4073,48,276,48,48,262,14,48,4073,237,237,237,48,48,48,276,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-22 20:20:00,0,1700675400,280.47265625,3869856.533333333,2740474.4,3869856.533333333,11.619828744442204,23.38267655999516,1
10256,10256,10256,10256,4044,48,278,48,48,263,15,48,4044,238,238,237,48,48,48,278,27,27,15,3,3,0,3,3,2,2,2,2,2023-11-22 20:22:00,2,1700675520,278.92578125,6581060.8,4373589.866666666,6581060.8,16.400581808888496,14.62029730000116,1
10293,10293,10293,10293,4067,48,278,48,48,262,16,48,4067,238,238,237,48,48,48,278,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-22 20:24:00,1,1700675640,283.234375,6106918.666666668,4294624.533333333,6106918.666666668,18.632272166659178,20.432166666675283,1
10290,10292,10292,10292,4071,47,277,47,47,265,12,47,4071,239,239,237,47,47,47,277,29,29,12,5,5,1,5,5,5,2,2,2,2023-11-22 20:26:00,1,1700675760,287.88671875,7932136.165105193,5318560.730837196,7932136.165105193,14.9297612687427,27.36821900443187,1
10196,10196,10196,10196,4028,47,278,47,47,259,19,47,4028,235,235,235,47,47,47,278,27,27,19,3,3,0,3,3,3,2,2,2,2023-11-22 20:28:00,0,1700675880,288.1953125,7957785.866666666,5453365.6,7957785.866666666,17.605981311110856,12.083850913331846,1
10275,10275,10275,10275,4055,48,283,48,48,262,21,48,4055,237,237,237,48,48,48,283,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-22 20:30:00,0,1700676000,288.7421875,5450553.333333333,3969878.666666666,5450553.333333333,10.038046704446767,14.684074190008689,1
10274,10274,10274,10274,4060,48,276,48,48,263,13,48,4060,238,238,237,48,48,48,276,27,27,13,3,3,1,3,3,3,2,2,2,2023-11-22 20:32:00,0,1700676120,280.078125,7185665.6,4968456.8,7185665.6,19.561031246662928,24.42193764333448,1
10275,10274,10274,10274,4059,46,276,46,46,265,11,46,4059,238,238,237,46,46,46,276,29,29,11,5,5,0,5,5,5,2,2,2,2023-11-22 20:34:00,1,1700676240,284.2734375,6109360.349251841,3900476.5554703907,6109360.349251841,13.9496675708945,24.49922047522439,1
10285,10286,10286,10286,4067,48,272,48,48,260,12,48,4067,238,238,237,48,48,48,272,26,26,12,2,2,1,2,2,2,2,2,2,2023-11-22 20:36:00,0,1700676360,285.3359375,7748968.505249125,5260326.74554241,7748968.505249125,19.654709706164414,26.179364455925214,1
10297,10294,10294,10294,4077,48,273,48,48,263,10,48,4077,238,238,238,48,48,48,273,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-22 20:38:00,0,1700676480,283.796875,3122393.3835790036,2325923.0307476823,3122393.3835790036,16.686265577266944,12.252167691591636,1
10272,10275,10275,10275,4055,48,280,48,48,263,17,48,4055,237,237,236,48,48,48,280,27,27,17,3,3,0,3,3,3,2,2,2,2023-11-22 20:40:00,1,1700676600,284.54296875,6531918.4,4633624.533333333,6531918.4,12.39522701777686,29.926453419999838,1
10244,10243,10243,10243,4033,48,279,48,48,264,15,48,4033,240,240,238,48,48,48,279,28,28,15,4,4,1,4,4,3,2,2,2,2023-11-22 20:42:00,2,1700676720,282.0234375,6802321.066666666,4564894.133333334,6802321.066666666,17.188793282225056,10.910541306669376,1
10305,10305,10305,10305,4070,48,283,48,48,261,22,48,4070,238,238,237,48,48,48,283,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-22 20:44:00,3,1700676840,290.9375,2873752.0,2019393.6,2873752.0,22.207144253334263,20.939156020006823,1
10289,10290,10290,10290,4067,48,280,48,48,262,18,48,4067,239,239,237,48,48,48,280,27,27,18,3,3,0,3,3,2,2,2,2,2023-11-22 20:46:00,3,1700676960,299.4609375,6367350.566289141,4603136.842105264,6367350.566289141,13.585935713968425,13.581123171215944,1
10308,10308,10308,10308,4075,48,287,48,48,265,22,48,4075,237,237,237,48,48,48,287,29,29,22,5,5,0,5,5,5,2,2,2,2023-11-22 20:48:00,0,1700677080,290.4921875,7123777.866666666,4929775.733333333,7123777.866666666,17.720974977783047,20.227825459999927,1
10302,10301,10301,10301,4059,48,287,48,48,262,25,48,4059,242,242,238,48,48,48,287,26,26,25,2,2,2,2,2,2,2,2,2,2023-11-22 20:50:00,6,1700677200,277.03515625,6262703.416097318,4502848.725212465,6262703.416097318,15.260967074374795,29.82892733877739,1
10219,10220,10220,10220,4044,46,283,46,46,261,22,46,4044,236,236,235,46,46,46,283,27,27,22,3,3,1,3,3,3,2,2,2,2023-11-22 20:52:00,2,1700677320,281.71484375,6628583.616610011,4345335.199626741,6628583.616610011,16.024597320531043,31.97029864360312,1
10297,10296,10296,10296,4072,48,275,48,48,261,14,48,4072,237,237,237,48,48,48,275,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-22 20:54:00,0,1700677440,300.04296875,2978929.8666666667,2103368.533333333,2978929.8666666667,15.271621562222009,23.755514609996077,1
10299,10300,10300,10300,4074,48,279,48,48,264,15,48,4074,240,240,238,48,48,48,279,29,29,15,5,5,2,5,5,5,2,2,2,2023-11-22 20:56:00,0,1700677560,290.15234375,7058914.666666668,4775284.266666667,7058914.666666668,18.04109495555976,17.623179826659907,1
10287,10286,10286,10286,4067,48,277,48,48,263,14,48,4067,236,236,236,48,48,48,277,27,27,14,3,3,0,3,3,3,2,2,2,2023-11-22 20:58:00,0,1700677680,289.59375,6771823.931225218,4581790.943320783,6771823.931225218,18.661083362761726,23.30552303155823,1
10289,10288,10288,10288,4067,48,271,48,48,260,11,48,4067,239,239,238,48,48,48,271,24,24,11,0,0,1,0,0,0,2,2,2,2023-11-22 21:00:00,0,1700677800,285.33203125,5789966.666666668,4072261.333333334,5789966.666666668,14.378318280004251,24.04447108332533,1
10251,10251,10253,10253,4038,46,279,46,46,260,19,46,4038,238,238,236,46,46,46,279,24,24,19,0,0,2,0,0,0,2,2,2,2023-11-22 21:02:00,0,1700677920,284.7890625,7493165.167566127,5008461.056699314,7493165.167566127,20.349954034243343,21.53863549537089,1
10268,10267,10267,10267,4053,48,273,48,48,258,15,48,4053,240,240,238,48,48,48,273,24,24,15,0,0,0,0,0,0,2,2,2,2023-11-22 21:04:00,2,1700678040,286.50390625,5385277.781481233,3992990.067328845,5385277.781481233,15.082540021774529,24.067299276721076,1
10278,10279,10279,10279,4062,48,275,48,48,260,15,48,4062,237,237,237,48,48,48,275,24,24,15,0,0,0,0,0,0,2,2,2,2023-11-22 21:06:00,2,1700678160,276.859375,7374050.594940505,5366991.300869913,7374050.594940505,17.076605219477074,10.61979973668454,1
10320,10320,10320,10320,4087,48,279,48,48,260,19,48,4087,237,237,237,48,48,48,279,24,24,19,0,0,0,0,0,0,2,2,2,2023-11-22 21:08:00,0,1700678280,285.9765625,6761284.266666668,4539841.333333333,6761284.266666668,18.31848419999814,13.617212053334999,1
10293,10292,10292,10292,4064,48,284,48,48,260,24,48,4064,239,239,238,48,48,48,284,24,24,24,0,0,1,0,0,0,2,2,2,2023-11-22 21:10:00,0,1700678400,284.79296875,4951033.866666666,3438464.0,4951033.866666666,14.550465233332947,20.28374361332681,1
10283,10283,10283,10283,4066,48,269,48,48,259,10,48,4066,240,240,237,48,48,48,269,24,24,10,0,0,1,0,0,0,2,2,2,2023-11-22 21:12:00,2,1700678520,278.34375,10169101.333333334,6614798.666666668,10169101.333333334,9.49744019777831,21.449821080010828,1
10299,10300,10300,10300,4071,48,278,48,48,259,19,48,4071,238,238,238,48,48,48,278,24,24,19,0,0,0,0,0,0,2,2,2,2023-11-22 21:14:00,0,1700678640,286.73828125,5270816.266666667,3619950.1333333324,5270816.266666667,15.783059511110576,35.838530030002104,1
10276,10276,10276,10276,4061,48,277,48,48,262,15,48,4061,238,238,236,48,48,48,277,26,26,15,2,2,2,2,2,2,2,2,2,2023-11-22 21:16:00,0,1700678760,282.5546875,5108457.6,3444920.0,5108457.6,22.411437157772728,21.041102906674496,1
10217,10216,10216,10216,4035,48,280,48,48,260,20,48,4035,236,236,236,48,48,48,280,26,26,20,3,3,0,3,3,3,2,2,2,2023-11-22 21:18:00,2,1700678880,279.37890625,7553395.466666668,5252785.066666666,7553395.466666668,19.059781511112107,22.915907049997863,1
10294,10295,10295,10295,4071,46,279,46,46,263,16,46,4071,240,240,236,46,46,46,279,28,28,16,4,4,3,4,4,4,2,2,2,2023-11-22 21:20:00,1,1700679000,282.32421875,8057913.866666666,5263424.266666667,8057913.866666666,15.956498635552835,19.282287729996213,1
10257,10257,10257,10257,4052,48,271,48,48,262,9,48,4052,239,239,238,48,48,48,271,27,27,9,3,3,1,3,3,2,2,2,2,2023-11-22 21:22:00,1,1700679120,281.05078125,6780089.866666666,4554226.133333334,6780089.866666666,13.610960779996176,12.210630583334328,1
10294,10294,10294,10294,4070,48,279,48,48,263,16,48,4070,237,237,236,48,48,48,279,27,27,16,3,3,1,3,3,2,2,2,2,2023-11-22 21:24:00,5,1700679240,280.88671875,7024902.933333334,4621911.466666667,7024902.933333334,15.982970971106422,24.32251948333336,1
10299,10297,10297,10297,4080,48,276,48,48,261,15,48,4080,239,239,238,48,48,48,276,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-22 21:26:00,1,1700679360,280.34765625,3782832.105105205,2762090.366467705,3782832.105105205,18.081888874808712,25.427772019740143,1
10299,10301,10301,10301,4079,48,275,48,48,265,10,48,4079,237,237,236,48,48,48,275,29,29,10,5,5,0,5,5,5,2,2,2,2023-11-22 21:28:00,1,1700679480,285.1640625,6738006.933333334,4399440.0,6738006.933333334,18.61393120889261,15.728889856666989,1
10291,10289,10290,10290,4066,46,286,46,46,262,24,46,4066,238,238,238,46,46,46,286,26,26,24,2,2,0,2,2,2,2,2,2,2023-11-22 21:30:00,0,1700679600,280.99609375,6291692.533333332,4390351.466666667,6291692.533333332,12.69721942000615,20.480559900000422,1
10303,10303,10302,10302,4082,48,283,48,48,262,21,48,4082,236,236,236,48,48,48,283,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-22 21:32:00,0,1700679720,281.453125,5123155.2,3658137.866666666,5123155.2,10.22568040888776,22.31212220332964,1
10300,10302,10302,10302,4079,48,280,48,48,264,16,48,4079,238,238,238,48,48,48,280,29,29,16,5,5,0,5,5,5,2,2,2,2023-11-22 21:34:00,0,1700679840,290.05078125,7369099.403512279,4871458.29584458,7369099.403512279,17.289790254038305,23.814215352062288,1
10292,10291,10291,10291,4072,48,279,48,48,262,17,48,4072,239,239,238,48,48,48,279,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-22 21:36:00,0,1700679960,277.62890625,6224454.139150158,4378594.623440731,6224454.139150158,18.488047675265857,22.787725255159938,1
10310,10309,10309,10309,4081,48,279,48,48,263,16,48,4081,238,238,237,48,48,48,279,27,27,16,3,3,1,3,3,3,2,2,2,2023-11-22 21:38:00,0,1700680080,287.72265625,5837072.533333332,4212473.066666666,5837072.533333332,16.023181937780464,13.605398313326685,1
10299,10301,10301,10301,4074,48,281,48,48,262,19,48,4074,239,239,238,48,48,48,281,26,26,19,2,2,1,2,2,2,2,2,2,2023-11-22 21:40:00,2,1700680200,282.44140625,4033484.0,2891294.4,4033484.0,21.119686628889113,19.52662755667309,1
10278,10278,10278,10278,4066,48,280,48,48,263,17,48,4066,238,238,236,48,48,48,280,29,29,17,5,5,2,5,5,5,2,2,2,2023-11-22 21:42:00,0,1700680320,292.8515625,9130709.866666667,5866194.666666668,9130709.866666667,17.85660945111077,12.977883329998194,1
10244,10240,10240,10240,4058,48,278,48,48,260,18,48,4058,238,238,236,48,48,48,278,26,26,18,2,2,1,2,2,2,2,2,2,2023-11-22 21:44:00,1,1700680440,289.91796875,7579206.133333334,5338938.4,7579206.133333334,17.032662759997443,21.590322143335165,1
10306,10309,10309,10309,4079,48,278,48,48,263,15,48,4079,238,238,236,48,48,48,278,27,27,15,3,3,2,3,3,2,2,2,2,2023-11-22 21:46:00,1,1700680560,281.6640625,3931787.466666667,2799769.333333333,3931787.466666667,13.57084244889039,23.83530451999832,1
10319,10319,10319,10319,4084,48,282,48,48,263,19,48,4084,240,240,238,48,48,48,282,27,27,19,3,3,1,3,3,2,2,2,2,2023-11-22 21:48:00,4,1700680680,279.59765625,6859746.4,4758646.133333334,6859746.4,6.726423802222902,23.793933279994235,1
10310,10310,10310,10310,4080,48,288,48,48,264,24,48,4080,236,236,236,48,48,48,288,28,28,24,4,4,0,4,4,4,2,2,2,2023-11-22 21:50:00,0,1700680800,278.375,5729919.733333332,3775272.533333333,5729919.733333332,16.064524895555223,30.042649893330235,1
10310,10311,10311,10311,4076,46,288,46,46,261,27,46,4076,242,242,238,46,46,46,288,27,27,27,3,3,3,3,3,3,2,2,2,2023-11-22 21:52:00,1,1700680920,281.3828125,3619769.930979294,2529309.1927578268,3619769.930979294,16.784980285201332,36.884914057550674,1
10295,10295,10295,10295,4064,48,282,48,48,262,20,48,4064,239,239,238,48,48,48,282,26,26,20,2,2,1,2,2,2,2,2,2,2023-11-22 21:54:00,0,1700681040,287.76171875,6711573.866666666,4664119.2,6711573.866666666,17.912149040000966,24.186130276672586,1
10304,10304,10304,10304,4079,48,286,48,48,265,21,48,4079,237,237,236,48,48,48,286,29,29,21,5,5,1,5,5,5,2,2,2,2023-11-22 21:56:00,0,1700681160,291.515625,6667928.266666668,4322862.133333334,6667928.266666668,9.051273213335662,22.705225729999558,1
10313,10311,10311,10311,4082,48,281,48,48,263,18,48,4082,239,239,238,48,48,48,281,27,27,18,3,3,0,3,3,3,2,2,2,2023-11-22 21:58:00,1,1700681280,290.9296875,5725043.733333332,3960374.1333333324,5725043.733333332,14.798587302219756,21.49585558333153,1
10302,10304,10304,10304,4083,48,271,48,48,262,9,48,4083,237,237,236,48,48,48,271,26,26,9,2,2,0,2,2,2,2,2,2,2023-11-22 22:00:00,1,1700681400,281.09375,8513486.666666666,6014582.666666668,8513486.666666666,16.891211044437824,20.473828863323433,1
10261,10259,10261,10261,4056,48,273,48,48,261,12,48,4056,238,238,238,48,48,48,273,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-22 22:02:00,0,1700681520,286.5859375,3395977.8666666667,2350289.8666666667,3395977.8666666667,10.082898166672546,20.456799523332545,1
10295,10293,10293,10293,4072,46,282,46,46,265,17,46,4072,237,237,236,46,46,46,282,29,29,17,5,5,1,5,5,5,2,2,2,2023-11-22 22:04:00,0,1700681640,289.015625,9031509.6,6428001.866666666,9031509.6,19.117787117777173,23.55507534666685,1
10306,10306,10306,10306,4081,48,278,48,48,262,16,48,4081,239,239,238,48,48,48,278,26,26,16,2,2,1,2,2,2,2,2,2,2023-11-22 22:06:00,0,1700681760,283.5234375,3764604.1458374993,2485075.784843032,3764604.1458374993,8.232296609562892,31.031409838031347,1
10319,10320,10320,10320,4085,48,278,48,48,263,15,48,4085,240,240,236,48,48,48,278,27,27,15,3,3,2,3,3,2,2,2,2,2023-11-22 22:08:00,3,1700681880,282.20703125,5135147.267695797,3358084.8864735113,5135147.267695797,13.202465948720546,23.787641949785762,1
10204,10205,10205,10205,4036,48,273,48,48,259,14,48,4036,237,237,236,48,48,48,273,26,26,14,2,2,1,2,2,2,2,2,2,2023-11-22 22:10:00,10,1700682000,281.98828125,6373043.733333332,4423518.4,6373043.733333332,17.168265448886412,17.97666060666718,1
10304,10302,10302,10302,4079,48,331,48,48,265,66,48,4079,239,239,238,48,48,48,331,30,30,15,6,6,1,5,5,4,2,2,2,2023-11-22 22:12:00,53,1700682120,286.10546875,6468776.266666668,4155327.466666667,6468776.266666668,14.175278826668446,22.202209470002952,1
10305,10306,10306,10306,4082,48,277,48,48,262,15,48,4082,237,237,236,48,48,48,277,26,26,15,2,2,1,2,2,2,2,2,2,2023-11-22 22:14:00,0,1700682240,286.80859375,6226672.266666668,4242493.866666666,6226672.266666668,16.993753284445525,21.833393633326825,1
10309,10310,10310,10310,4080,48,281,48,48,263,18,48,4080,239,239,238,48,48,48,281,27,27,18,3,3,1,3,3,3,2,2,2,2023-11-22 22:16:00,0,1700682360,282.5546875,5380513.6,3827173.333333334,5380513.6,15.518957673331089,27.386404876657856,1
10314,10311,10311,10311,4080,48,285,48,48,265,20,48,4080,237,237,236,48,48,48,285,29,29,20,5,5,1,5,5,5,2,2,2,2023-11-22 22:18:00,4,1700682480,276.80859375,3944385.333333334,2757613.333333333,3944385.333333334,15.316116417775953,33.5915517399917,1
10307,10307,10307,10307,4085,48,277,48,48,262,15,48,4085,238,238,238,48,48,48,277,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-22 22:20:00,0,1700682600,290.01953125,6775621.066666666,4450280.266666667,6775621.066666666,15.397248235555404,14.105301856664786,1
10289,10291,10291,10291,4075,48,282,48,48,261,21,48,4075,237,237,236,48,48,48,282,27,27,21,3,3,1,3,3,3,2,2,2,2023-11-22 22:22:00,0,1700682720,285.72265625,6173915.733333332,3740587.466666667,6173915.733333332,16.09715570888915,20.070886070000906,1
10307,10308,10308,10308,4077,48,279,48,48,262,17,48,4077,239,239,238,48,48,48,279,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-22 22:24:00,1,1700682840,283.48046875,5367424.533333333,3880899.7333333325,5367424.533333333,18.22357073110955,26.3194177133361,1
10322,10321,10321,10321,4087,48,292,48,48,265,27,48,4087,237,237,236,48,48,48,292,29,29,27,5,5,0,5,5,5,2,2,2,2023-11-22 22:26:00,1,1700682960,284.2578125,6330026.666666668,4562084.533333333,6330026.666666668,19.66199554000115,29.70009652333829,1
10320,10321,10321,10321,4087,46,286,46,46,263,23,46,4087,238,238,238,46,46,46,286,27,27,23,3,3,0,3,3,3,2,2,2,2023-11-22 22:28:00,0,1700683080,285.3828125,7279929.6,4864247.466666667,7279929.6,13.027246904449484,17.793892269995318,1
10317,10311,10311,10311,4077,48,291,48,48,260,31,48,4077,239,239,238,48,48,48,291,26,26,31,2,2,0,2,2,2,2,2,2,2023-11-22 22:30:00,1,1700683200,281.03125,8041582.933333334,5502269.866666666,8041582.933333334,14.196514493337922,26.857211286672587,1
10292,10298,10298,10298,4077,48,276,48,48,265,11,48,4077,237,237,236,48,48,48,276,29,29,11,5,5,0,5,5,4,2,2,2,2023-11-22 22:32:00,2,1700683320,284.31640625,8947730.666666666,5618906.133333334,8947730.666666666,21.9448430488895,28.35626364666192,1
10226,10223,10223,10223,4047,48,279,47,47,260,19,46,4047,237,237,236,46,48,46,279,26,26,19,2,2,1,2,2,2,2,2,2,2023-11-22 22:34:00,0,1700683440,289.33984375,9051713.6,6070266.666666668,9051713.6,16.647391242222508,15.003181029993966,1
10299,10300,10300,10300,4071,46,288,47,47,263,25,48,4071,236,236,236,48,46,48,288,27,27,25,3,3,0,3,3,2,2,2,2,2023-11-22 22:36:00,1,1700683560,281.6953125,6012390.4,4359364.533333333,6012390.4,19.712863195559798,25.18718993332489,1
10309,10310,10310,10310,4077,48,281,48,48,262,19,48,4077,241,241,238,48,48,48,281,26,26,19,2,2,1,2,2,2,2,2,2,2023-11-22 22:38:00,2,1700683680,284.75390625,6934570.267208636,4568075.964549878,6934570.267208636,17.089220463789776,19.53740920570829,1
10317,10318,10318,10318,4090,48,282,48,48,263,19,48,4090,236,236,236,48,48,48,282,29,29,19,5,5,0,5,5,5,2,2,2,2023-11-22 22:40:00,0,1700683800,285.27734375,7676975.502449755,5117093.09069093,7676975.502449755,17.881367198832667,24.70955446788855,1
10304,10304,10304,10304,4080,48,280,48,48,263,17,48,4080,239,239,238,48,48,48,280,27,27,17,3,3,1,3,3,3,2,2,2,2023-11-22 22:42:00,2,1700683920,277.50390625,7388768.8,5140570.933333334,7388768.8,14.725934891111036,20.761033543324935,1
10301,10301,10301,10301,4075,48,276,48,48,262,14,48,4075,243,243,239,48,48,48,276,26,26,14,2,2,3,2,2,2,2,2,2,2023-11-22 22:44:00,1,1700684040,277.0390625,8772304.533333333,6161372.0,8772304.533333333,18.801322020000146,11.980320833342073,1
10301,10301,10301,10301,4071,48,281,48,48,263,18,48,4071,238,238,236,48,48,48,281,27,27,18,3,3,1,3,3,3,2,2,2,2023-11-22 22:46:00,1,1700684160,282.54296875,8475996.8,6114989.866666666,8475996.8,16.147468760003296,22.367585333328556,1
10317,10317,10317,10317,4083,48,281,48,48,265,16,48,4083,239,239,238,48,48,48,281,29,29,16,5,5,0,5,5,5,2,2,2,2023-11-22 22:48:00,1,1700684280,279.27734375,5745176.533333332,4045428.266666666,5745176.533333332,14.49539616222157,27.526425923339648,1
10299,10299,10299,10299,4074,48,282,48,48,260,22,48,4074,238,238,236,48,48,48,282,26,26,22,2,2,1,2,2,2,2,2,2,2023-11-22 22:50:00,1,1700684400,297.49609375,5133529.866666666,3519018.1333333333,5133529.866666666,23.08285833333179,16.15351169333735,1
