[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",not find dictionary type=<:NUM:>,the employee does not exist,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,no employee,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",timestamp,unknown
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 02:35:21,0
751,751,138,51,0,0,0,0,0,1,1,1,1,2023-12-03 02:37:21,0
0,0,23,80,0,0,0,0,0,0,0,0,0,2023-12-03 02:39:21,0
0,0,230,110,0,0,0,0,0,1,0,1,0,2023-12-03 02:41:21,30
0,0,92,128,1,1,1,0,0,0,0,0,0,2023-12-03 02:43:21,0
0,0,23,109,0,0,0,0,0,0,0,1,0,2023-12-03 02:45:21,0
0,0,161,48,0,0,0,0,0,1,0,1,0,2023-12-03 02:47:21,4
0,0,46,80,0,0,0,0,0,0,0,0,0,2023-12-03 02:49:21,0
751,751,184,111,0,0,0,0,0,0,0,0,0,2023-12-03 02:51:21,26
0,0,92,127,0,0,0,0,0,1,1,1,1,2023-12-03 02:53:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 02:55:21,0
751,751,161,31,0,0,0,0,0,1,1,1,1,2023-12-03 02:57:21,0
0,0,23,98,0,0,0,0,0,0,0,0,0,2023-12-03 02:59:21,2
751,751,276,109,0,0,0,0,0,1,1,1,1,2023-12-03 03:01:21,922
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-03 03:03:21,0
751,751,92,109,0,0,0,0,0,1,1,1,1,2023-12-03 03:05:21,0
0,0,92,48,0,0,0,0,0,0,0,1,0,2023-12-03 03:07:21,0
0,0,23,81,0,0,0,0,0,0,0,0,0,2023-12-03 03:09:21,0
0,0,207,112,0,0,0,0,0,0,0,1,0,2023-12-03 03:11:21,26
751,751,92,128,0,0,0,0,0,1,1,0,1,2023-12-03 03:13:21,3
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 03:15:21,0
751,751,161,49,0,0,0,0,0,1,1,1,1,2023-12-03 03:17:21,0
0,0,46,80,0,0,0,0,0,0,0,0,0,2023-12-03 03:19:21,0
751,751,253,110,0,0,0,0,0,1,1,1,1,2023-12-03 03:21:21,28
0,0,23,64,0,0,0,0,0,0,0,0,0,2023-12-03 03:23:21,0
0,0,92,109,0,0,0,0,0,0,0,1,0,2023-12-03 03:25:21,0
751,751,92,49,0,0,0,0,0,1,1,1,1,2023-12-03 03:27:21,0
0,0,46,79,0,0,0,0,0,0,0,0,0,2023-12-03 03:29:21,0
0,0,184,110,0,0,0,0,0,0,0,1,0,2023-12-03 03:31:21,0
751,751,138,128,0,0,0,0,0,1,1,0,1,2023-12-03 03:33:21,26
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-03 03:35:21,0
751,751,115,50,0,0,0,0,0,1,1,1,1,2023-12-03 03:37:21,0
0,0,46,80,0,0,0,0,0,0,0,0,0,2023-12-03 03:39:21,0
751,751,207,110,0,0,0,0,0,1,1,1,1,2023-12-03 03:41:21,26
0,0,69,65,0,0,0,0,0,0,0,0,0,2023-12-03 03:43:21,0
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-03 03:45:21,0
751,751,115,48,0,0,0,0,0,1,1,1,1,2023-12-03 03:47:21,0
0,0,69,81,0,0,0,0,0,0,0,0,0,2023-12-03 03:49:21,0
751,751,230,110,0,0,0,0,0,1,1,1,1,2023-12-03 03:51:21,0
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-03 03:53:21,26
0,0,23,108,0,0,0,0,0,0,0,1,0,2023-12-03 03:55:21,0
751,751,138,47,0,0,0,0,0,1,1,1,1,2023-12-03 03:57:21,0
0,0,69,82,0,0,0,0,0,0,0,0,0,2023-12-03 03:59:21,0
751,751,184,110,0,0,0,0,0,1,1,0,1,2023-12-03 04:01:21,26
0,0,138,129,0,0,0,0,0,0,0,1,0,2023-12-03 04:03:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 04:05:21,0
751,751,138,50,0,0,0,0,0,1,1,1,1,2023-12-03 04:07:21,0
0,0,46,80,0,0,0,0,0,0,0,0,0,2023-12-03 04:09:21,0
0,0,184,110,0,0,0,0,0,1,0,1,0,2023-12-03 04:11:21,4
0,0,115,129,0,0,0,0,0,0,0,0,0,2023-12-03 04:13:21,26
0,0,46,108,0,0,0,0,0,0,0,2,0,2023-12-03 04:15:21,0
751,751,115,56,0,0,0,0,0,1,1,0,1,2023-12-03 04:17:21,0
0,0,69,73,0,0,0,0,0,0,0,0,0,2023-12-03 04:19:21,0
751,751,184,111,0,0,0,0,0,1,1,0,1,2023-12-03 04:21:21,26
0,0,115,127,0,0,0,0,0,0,0,1,0,2023-12-03 04:23:21,0
0,0,23,108,0,0,0,0,0,0,0,1,0,2023-12-03 04:25:21,0
751,751,161,2,0,0,0,0,0,1,1,1,1,2023-12-03 04:27:21,0
0,0,23,64,0,0,0,0,0,0,0,0,0,2023-12-03 04:29:21,0
751,751,230,109,0,0,0,0,0,1,1,1,1,2023-12-03 04:31:21,26
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-03 04:33:21,0
0,0,46,109,0,0,0,0,0,0,0,1,0,2023-12-03 04:35:21,0
751,751,138,51,0,0,0,0,0,1,1,1,1,2023-12-03 04:37:21,0
0,0,46,78,0,0,0,0,0,0,0,0,0,2023-12-03 04:39:21,0
0,0,184,112,0,0,0,0,0,0,0,0,0,2023-12-03 04:41:21,26
751,751,92,64,0,0,0,0,0,1,1,1,1,2023-12-03 04:43:21,0
0,0,46,110,0,0,0,0,0,0,0,1,0,2023-12-03 04:45:21,0
751,751,161,52,0,0,0,0,0,1,1,1,1,2023-12-03 04:47:21,0
0,0,23,77,0,0,0,0,0,0,0,0,0,2023-12-03 04:49:21,0
751,751,276,110,0,0,0,0,0,1,1,1,1,2023-12-03 04:51:21,26
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-03 04:53:21,0
751,751,92,109,0,0,0,0,0,0,0,1,0,2023-12-03 04:55:21,0
0,0,69,53,0,0,0,0,0,1,1,1,1,2023-12-03 04:57:21,0
0,0,46,75,0,0,0,0,0,0,0,0,0,2023-12-03 04:59:21,0
0,0,230,126,0,0,0,0,0,0,0,1,0,2023-12-03 05:01:21,26
751,751,92,127,0,0,0,0,0,1,1,0,1,2023-12-03 05:03:21,0
0,0,92,108,0,0,0,0,0,0,0,1,0,2023-12-03 05:05:21,0
751,751,115,46,0,0,0,0,0,1,1,1,1,2023-12-03 05:07:21,0
0,0,46,84,0,0,0,0,0,0,0,0,0,2023-12-03 05:09:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-03 05:11:21,29
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-03 05:13:21,0
0,0,69,109,0,0,0,0,0,0,0,1,0,2023-12-03 05:15:21,0
751,751,115,54,1,0,0,0,0,1,1,1,1,2023-12-03 05:17:21,0
0,0,46,74,1,0,0,0,0,0,0,0,0,2023-12-03 05:19:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-03 05:21:21,2
751,751,115,128,0,0,0,0,0,1,1,0,1,2023-12-03 05:23:21,26
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-03 05:25:21,0
751,751,92,53,0,0,0,0,0,1,1,1,1,2023-12-03 05:27:21,0
0,0,69,76,0,0,0,0,0,0,0,0,0,2023-12-03 05:29:21,0
751,751,184,109,0,0,0,0,0,1,1,1,1,2023-12-03 05:31:21,26
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-03 05:33:21,0
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-03 05:35:21,0
0,0,138,57,0,0,0,0,0,1,0,1,0,2023-12-03 05:37:21,4
0,0,46,73,0,0,0,0,0,0,0,0,0,2023-12-03 05:39:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-03 05:41:21,0
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-03 05:43:21,26
0,0,46,108,0,0,0,0,0,0,0,2,0,2023-12-03 05:45:21,0
0,0,115,54,0,0,0,0,0,1,0,0,0,2023-12-03 05:47:21,4
0,0,69,74,0,0,0,0,0,0,0,0,0,2023-12-03 05:49:21,0
751,751,184,110,0,0,0,0,0,1,1,0,1,2023-12-03 05:51:21,26
0,0,115,129,0,0,0,0,0,0,0,1,0,2023-12-03 05:53:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 05:55:21,0
751,751,138,52,0,0,0,0,0,1,1,1,1,2023-12-03 05:57:21,0
0,0,23,77,0,0,0,0,0,0,0,0,0,2023-12-03 05:59:21,0
751,751,253,109,0,0,0,0,0,1,1,1,1,2023-12-03 06:01:21,922
0,0,92,129,0,0,0,0,0,0,0,0,0,2023-12-03 06:03:21,0
0,0,46,108,1,0,0,0,0,0,0,1,0,2023-12-03 06:05:21,0
751,751,138,52,0,0,0,0,0,1,1,1,1,2023-12-03 06:07:21,0
0,0,46,77,0,0,0,0,0,0,0,0,0,2023-12-03 06:09:21,0
751,751,184,112,0,0,0,0,0,1,1,0,1,2023-12-03 06:11:21,26
0,0,115,127,0,0,0,0,0,0,0,1,0,2023-12-03 06:13:21,0
0,0,23,108,0,0,0,0,0,0,0,1,0,2023-12-03 06:15:21,0
751,751,161,49,0,0,0,0,0,1,1,1,1,2023-12-03 06:17:21,0
0,0,23,80,0,0,0,0,0,0,0,0,0,2023-12-03 06:19:21,0
751,751,230,109,0,0,0,0,0,1,1,1,1,2023-12-03 06:21:21,26
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-03 06:23:21,0
751,751,69,109,0,0,0,0,0,1,1,1,1,2023-12-03 06:25:21,0
0,0,115,47,0,0,0,0,0,0,0,1,0,2023-12-03 06:27:21,0
0,0,23,81,0,0,0,0,0,0,0,0,0,2023-12-03 06:29:21,0
650,649,207,111,0,0,0,0,0,0,0,0,0,2023-12-03 06:31:21,26
101,102,92,127,0,0,0,0,0,1,1,1,1,2023-12-03 06:33:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 06:35:21,0
751,751,161,50,0,0,0,0,0,1,1,1,1,2023-12-03 06:37:21,0
0,0,46,80,0,0,0,0,0,0,0,0,0,2023-12-03 06:39:21,0
0,0,253,111,0,0,0,0,0,1,0,1,0,2023-12-03 06:41:21,30
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-03 06:43:21,0
0,0,92,111,0,0,0,0,0,0,0,1,0,2023-12-03 06:45:21,0
0,0,69,49,0,0,0,0,0,1,0,1,0,2023-12-03 06:47:21,4
0,0,46,79,0,0,0,0,0,0,0,0,0,2023-12-03 06:49:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-03 06:51:21,26
751,751,92,128,0,0,0,0,0,1,1,0,1,2023-12-03 06:53:21,0
0,0,92,108,0,0,0,0,0,0,0,1,0,2023-12-03 06:55:21,0
0,0,115,52,0,0,0,0,0,1,0,1,0,2023-12-03 06:57:21,4
0,0,46,14,0,0,0,0,0,0,0,0,0,2023-12-03 06:59:21,0
751,751,230,110,0,0,0,0,0,1,1,1,1,2023-12-03 07:01:21,26
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-03 07:03:21,0
0,0,92,109,0,0,0,0,0,0,0,1,0,2023-12-03 07:05:21,0
751,751,92,41,0,0,0,0,0,1,1,1,1,2023-12-03 07:07:21,0
0,0,69,88,0,0,0,0,0,0,0,0,0,2023-12-03 07:09:21,0
0,0,184,111,0,0,0,0,0,0,0,1,0,2023-12-03 07:11:21,0
751,751,115,128,0,0,0,0,0,1,1,0,1,2023-12-03 07:13:21,26
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-03 07:15:21,0
0,0,115,50,0,0,0,0,0,1,0,2,0,2023-12-03 07:17:21,4
0,0,69,79,0,0,0,0,0,0,0,0,0,2023-12-03 07:19:21,0
751,751,184,109,0,0,0,0,0,1,1,1,1,2023-12-03 07:21:21,26
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-03 07:23:21,0
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-03 07:25:21,0
751,751,138,47,0,0,0,0,0,1,1,2,1,2023-12-03 07:27:21,0
0,0,46,82,0,0,0,0,0,0,0,0,0,2023-12-03 07:29:21,0
0,0,207,109,0,0,0,0,0,1,0,1,0,2023-12-03 07:31:21,6
0,0,92,129,0,0,0,0,0,0,0,0,0,2023-12-03 07:33:21,26
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 07:35:21,0
751,751,115,46,0,0,0,0,0,1,1,1,1,2023-12-03 07:37:21,0
0,0,69,83,0,0,0,0,0,0,0,0,0,2023-12-03 07:39:21,0
0,0,184,111,1,1,1,4,4,1,0,0,0,2023-12-03 07:41:21,32
0,0,115,128,0,0,0,0,0,0,0,1,0,2023-12-03 07:43:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-03 07:45:21,0
751,751,138,44,0,0,0,0,0,1,1,2,1,2023-12-03 07:47:21,0
0,0,23,85,0,0,0,0,0,0,0,0,0,2023-12-03 07:49:21,0
751,751,230,109,3,2,2,1,1,1,1,1,1,2023-12-03 07:51:21,28
0,0,92,65,0,0,0,0,0,0,0,0,0,2023-12-03 07:53:21,0
0,0,23,109,1,1,1,0,0,0,0,0,0,2023-12-03 07:55:21,0
751,751,161,37,0,0,0,0,0,1,1,2,1,2023-12-03 07:57:21,0
0,0,46,91,4,2,2,2,2,0,0,0,0,2023-12-03 07:59:21,0
751,751,230,111,0,0,0,0,0,0,0,0,0,2023-12-03 08:01:21,26
0,0,69,64,0,0,0,0,0,1,1,1,1,2023-12-03 08:03:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-03 08:05:21,0
751,751,161,36,1,1,1,2,2,1,1,2,1,2023-12-03 08:07:21,0
0,0,23,31,0,0,0,0,0,0,0,0,0,2023-12-03 08:09:21,0
0,0,253,111,0,0,0,0,0,1,0,1,0,2023-12-03 08:11:21,30
0,0,69,128,1,1,1,0,0,0,0,0,0,2023-12-03 08:13:21,0
751,751,69,109,0,0,0,0,0,1,1,0,1,2023-12-03 08:15:21,0
0,0,115,39,0,0,0,0,0,0,0,2,0,2023-12-03 08:17:21,0
0,0,23,89,0,0,0,0,0,0,0,0,0,2023-12-03 08:19:21,0
0,0,230,111,0,0,0,0,0,0,0,1,0,2023-12-03 08:21:21,26
751,751,69,127,0,0,0,0,0,1,1,0,1,2023-12-03 08:23:21,0
0,0,46,108,1,1,1,2,2,0,0,0,0,2023-12-03 08:25:21,0
751,751,161,49,0,0,0,0,0,1,1,2,1,2023-12-03 08:27:21,0
0,0,46,80,0,0,0,0,0,0,0,0,0,2023-12-03 08:29:21,0
751,751,253,110,0,0,0,0,0,1,1,1,1,2023-12-03 08:31:21,26
0,0,23,127,0,0,0,0,0,0,0,0,0,2023-12-03 08:33:21,0
0,0,115,109,3,1,1,2,2,0,0,0,0,2023-12-03 08:35:21,0
0,0,69,45,2,2,2,2,2,1,0,2,0,2023-12-03 08:37:21,4
0,0,46,84,0,0,0,0,0,0,0,0,0,2023-12-03 08:39:21,0
0,0,207,111,1,1,1,1,1,0,0,1,0,2023-12-03 08:41:21,26
751,751,115,65,0,0,0,0,0,1,1,0,1,2023-12-03 08:43:21,0
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-03 08:45:21,0
751,751,115,2,0,0,0,0,0,1,1,2,1,2023-12-03 08:47:21,0
0,0,46,65,1,1,1,0,0,0,0,0,0,2023-12-03 08:49:21,0
751,751,207,109,1,1,1,0,0,1,1,1,1,2023-12-03 08:51:21,26
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-03 08:53:21,0
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-03 08:55:21,0
751,751,115,53,2,1,1,0,0,1,1,2,1,2023-12-03 08:57:21,0
0,0,69,76,0,0,0,0,0,0,0,0,0,2023-12-03 08:59:21,0
751,751,253,311,0,0,0,0,0,1,1,1,1,2023-12-03 09:01:21,898
0,0,92,129,0,0,0,0,0,0,0,0,0,2023-12-03 09:03:21,26
0,0,23,108,0,0,0,0,0,0,0,0,0,2023-12-03 09:05:21,0
751,751,138,35,4,1,1,2,2,1,1,2,1,2023-12-03 09:07:21,0
0,0,69,94,2,2,2,0,0,0,0,0,0,2023-12-03 09:09:21,0
0,0,184,111,0,0,0,0,0,1,0,0,0,2023-12-03 09:11:21,30
0,0,115,128,4,2,2,2,2,0,0,1,0,2023-12-03 09:13:21,0
0,0,46,108,2,1,1,1,1,0,0,0,0,2023-12-03 09:15:21,6
0,0,138,2,2,4,4,3,3,1,0,2,0,2023-12-03 09:17:21,8
0,0,46,64,0,2,2,0,0,0,0,0,0,2023-12-03 09:19:21,2
751,751,184,109,1,1,1,1,1,1,1,1,1,2023-12-03 09:21:21,0
0,0,115,68,0,0,0,0,0,0,0,0,0,2023-12-03 09:23:21,26
0,0,46,108,3,3,3,2,2,0,0,1,0,2023-12-03 09:25:21,2
751,751,115,37,1,1,1,0,0,1,1,1,1,2023-12-03 09:27:21,0
0,0,69,91,0,0,0,0,0,0,0,0,0,2023-12-03 09:29:21,0
751,751,184,111,6,2,2,0,0,1,1,0,1,2023-12-03 09:31:21,26
0,0,115,64,1,1,1,2,2,0,0,1,0,2023-12-03 09:33:21,0
0,0,23,108,7,3,3,1,1,0,0,0,0,2023-12-03 09:35:21,0
751,751,161,44,0,0,0,0,0,1,1,2,1,2023-12-03 09:37:21,0
0,0,23,23,0,0,0,0,0,0,0,0,0,2023-12-03 09:39:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-03 09:41:21,26
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-03 09:43:21,2
0,0,46,110,3,2,2,0,0,0,0,0,0,2023-12-03 09:45:21,1
0,0,138,25,16,2,2,3,3,1,0,2,0,2023-12-03 09:47:21,5
0,0,46,103,3,1,1,0,0,0,0,0,0,2023-12-03 09:49:21,0
751,751,184,111,7,0,0,3,3,0,0,0,0,2023-12-03 09:51:21,36
0,0,92,64,2,2,2,4,4,1,1,1,1,2023-12-03 09:53:21,5
0,0,46,108,6,2,2,2,2,0,0,0,0,2023-12-03 09:55:21,2
751,751,161,47,1,1,1,2,2,1,1,2,1,2023-12-03 09:57:21,0
0,0,23,83,1,2,2,0,0,0,0,0,0,2023-12-03 09:59:21,0
751,751,322,310,1,0,0,0,0,1,1,1,1,2023-12-03 10:01:21,1909
0,0,46,307,1,2,2,0,0,0,0,0,0,2023-12-03 10:03:21,0
751,751,92,225,3,2,2,3,3,0,0,0,0,2023-12-03 10:05:21,0
0,0,69,94,3,4,4,5,5,1,1,2,1,2023-12-03 10:07:21,0
0,0,46,81,2,2,2,3,3,0,0,0,0,2023-12-03 10:09:21,0
0,0,230,111,3,1,1,0,0,0,0,1,0,2023-12-03 10:11:21,26
751,751,69,129,1,1,1,2,2,1,1,0,1,2023-12-03 10:13:21,0
0,0,92,108,1,0,0,0,0,0,0,0,0,2023-12-03 10:15:21,0
751,751,115,39,1,1,1,0,0,1,1,2,1,2023-12-03 10:17:21,0
0,0,46,27,0,0,0,0,0,0,0,0,0,2023-12-03 10:19:21,0
751,751,207,110,1,0,0,0,0,1,1,1,1,2023-12-03 10:21:21,26
0,0,69,128,2,2,2,3,3,0,0,0,0,2023-12-03 10:23:21,0
0,0,92,109,1,2,2,1,1,0,0,0,0,2023-12-03 10:25:21,0
751,751,92,41,6,3,3,5,5,1,1,2,1,2023-12-03 10:27:21,4
0,0,46,88,0,0,0,0,0,0,0,0,0,2023-12-03 10:29:21,0
0,0,207,110,1,0,0,0,0,0,0,1,0,2023-12-03 10:31:21,0
0,0,115,128,3,2,2,3,3,1,0,0,0,2023-12-03 10:33:21,30
0,0,46,108,3,2,2,3,3,0,0,0,0,2023-12-03 10:35:21,1
751,751,115,2,3,2,2,3,3,1,1,2,1,2023-12-03 10:37:21,0
0,0,69,65,2,1,1,3,3,0,0,0,0,2023-12-03 10:39:21,0
751,751,207,110,1,1,1,1,1,1,1,1,1,2023-12-03 10:41:21,30
0,0,69,65,1,0,0,0,0,0,0,0,0,2023-12-03 10:43:21,0
0,0,69,109,1,0,0,0,0,0,0,0,0,2023-12-03 10:45:21,0
751,751,138,56,1,1,1,2,2,1,1,2,1,2023-12-03 10:47:21,0
0,0,46,74,2,1,1,1,1,0,0,0,0,2023-12-03 10:49:21,0
751,751,207,110,2,2,2,2,2,1,1,1,1,2023-12-03 10:51:21,0
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-03 10:53:21,26
0,0,46,108,1,1,1,1,1,0,0,1,0,2023-12-03 10:55:21,0
751,751,115,54,2,1,1,2,2,1,1,1,1,2023-12-03 10:57:21,0
0,0,69,409,1,1,1,1,1,0,0,0,0,2023-12-03 10:59:21,0
751,751,161,615,1,1,1,2,2,1,1,0,1,2023-12-03 11:01:21,26
0,0,161,582,0,0,0,0,0,0,0,1,0,2023-12-03 11:03:21,0
0,0,46,534,2,1,1,1,1,0,0,0,0,2023-12-03 11:05:21,0
751,751,138,482,1,1,1,0,0,1,1,2,1,2023-12-03 11:07:21,0
0,0,23,175,5,3,3,5,5,0,0,0,0,2023-12-03 11:09:21,0
0,0,230,110,3,1,1,0,0,1,0,1,0,2023-12-03 11:11:21,30
0,0,92,65,1,1,1,3,3,0,0,0,0,2023-12-03 11:13:21,2
0,0,46,109,0,0,0,0,0,0,0,0,0,2023-12-03 11:15:21,0
751,751,138,53,0,0,0,0,0,1,1,2,1,2023-12-03 11:17:21,0
0,0,46,76,1,1,1,2,2,0,0,0,0,2023-12-03 11:19:21,0
751,751,184,111,0,0,0,0,0,0,0,0,0,2023-12-03 11:21:21,26
0,0,115,127,6,2,2,3,3,1,1,1,1,2023-12-03 11:23:21,0
0,0,23,108,1,2,2,3,3,0,0,0,0,2023-12-03 11:25:21,0
751,751,161,39,4,2,2,4,4,1,1,2,1,2023-12-03 11:27:21,4
0,0,23,90,1,1,1,1,1,0,0,0,0,2023-12-03 11:29:21,0
751,751,230,109,2,1,1,1,1,1,1,1,1,2023-12-03 11:31:21,26
0,0,92,128,0,1,1,2,2,0,0,0,0,2023-12-03 11:33:21,0
751,751,69,109,0,0,0,0,0,1,1,0,1,2023-12-03 11:35:21,0
0,0,115,42,2,2,2,0,0,0,0,2,0,2023-12-03 11:37:21,0
0,0,23,87,3,1,1,3,3,0,0,0,0,2023-12-03 11:39:21,4
0,0,184,112,3,1,1,0,0,0,0,0,0,2023-12-03 11:41:21,26
751,751,115,127,3,1,1,1,1,1,1,1,1,2023-12-03 11:43:21,0
0,0,46,108,1,1,1,1,1,0,0,0,0,2023-12-03 11:45:21,0
751,751,161,1,5,4,4,5,5,1,1,2,1,2023-12-03 11:47:21,0
0,0,46,65,1,1,1,2,2,0,0,0,0,2023-12-03 11:49:21,2
751,751,253,110,1,1,1,0,0,1,1,1,1,2023-12-03 11:51:21,28
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-03 11:53:21,0
751,751,92,109,0,0,0,0,0,0,0,0,0,2023-12-03 11:55:21,0
0,0,69,39,1,0,0,2,2,1,1,2,1,2023-12-03 11:57:21,0
0,0,46,89,4,2,2,1,1,0,0,0,0,2023-12-03 11:59:21,0
0,0,253,111,0,0,0,0,0,0,0,1,0,2023-12-03 12:01:21,922
0,0,92,127,0,0,0,2,2,1,0,0,0,2023-12-03 12:03:21,4
0,0,92,108,2,2,2,3,3,0,0,0,0,2023-12-03 12:05:21,2
751,751,115,32,1,2,2,0,0,1,1,2,1,2023-12-03 12:07:21,4
0,0,46,98,1,1,1,1,1,0,0,0,0,2023-12-03 12:09:21,0
751,751,207,110,0,0,0,0,0,1,1,1,1,2023-12-03 12:11:21,26
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-03 12:13:21,0
0,0,92,109,1,1,1,0,0,0,0,0,0,2023-12-03 12:15:21,0
751,751,92,28,3,3,3,2,2,1,1,2,1,2023-12-03 12:17:21,2
0,0,69,37,1,2,2,2,2,0,0,0,0,2023-12-03 12:19:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-03 12:21:21,4
751,751,115,128,2,2,2,2,2,1,1,0,1,2023-12-03 12:23:21,435
0,0,46,108,1,0,0,0,0,0,0,0,0,2023-12-03 12:25:21,704
751,751,115,25,1,3,3,4,4,1,1,2,1,2023-12-03 12:27:21,2
0,0,69,104,5,0,0,0,0,0,0,0,0,2023-12-03 12:29:21,0
751,751,184,109,0,1,1,1,1,1,1,1,1,2023-12-03 12:31:21,26
0,0,92,128,2,2,2,2,2,0,0,0,0,2023-12-03 12:33:21,0
0,0,69,108,1,1,1,1,1,0,0,0,0,2023-12-03 12:35:21,0
0,0,138,28,0,0,0,0,0,1,0,1,0,2023-12-03 12:37:21,4
0,0,46,103,0,0,0,0,0,0,0,1,0,2023-12-03 12:39:21,0
751,751,207,111,0,0,0,0,0,1,1,1,1,2023-12-03 12:41:21,0
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-03 12:43:21,26
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-03 12:45:21,0
751,751,115,36,0,0,0,0,0,1,1,0,1,2023-12-03 12:47:21,0
0,0,69,94,0,0,0,0,0,0,0,1,0,2023-12-03 12:49:21,0
751,751,184,110,1,1,1,1,1,1,1,0,1,2023-12-03 12:51:21,26
0,0,115,128,0,0,0,0,0,0,0,1,0,2023-12-03 12:53:21,0
0,0,46,109,1,1,1,2,2,0,0,0,0,2023-12-03 12:55:21,4
0,0,138,25,2,1,1,1,1,1,0,1,0,2023-12-03 12:57:21,4
0,0,23,104,0,1,1,1,1,0,0,1,0,2023-12-03 12:59:21,0
751,751,253,109,0,0,0,0,0,1,1,1,1,2023-12-03 13:01:21,26
0,0,92,65,1,0,0,0,0,0,0,0,0,2023-12-03 13:03:21,0
0,0,46,109,2,2,2,3,3,0,0,0,0,2023-12-03 13:05:21,2
751,751,138,50,0,1,1,0,0,1,1,1,1,2023-12-03 13:07:21,0
0,0,46,80,1,1,1,1,1,0,0,1,0,2023-12-03 13:09:21,0
751,751,184,112,2,1,1,0,0,0,0,0,0,2023-12-03 13:11:21,29
0,0,115,127,1,1,1,0,0,1,1,1,1,2023-12-03 13:13:21,0
0,0,23,110,0,0,0,0,0,0,0,0,0,2023-12-03 13:15:21,0
751,751,161,49,1,1,1,0,0,1,1,1,1,2023-12-03 13:17:21,2
0,0,23,83,1,0,0,0,0,0,0,1,0,2023-12-03 13:19:21,0
751,751,253,109,0,1,1,1,1,1,1,1,1,2023-12-03 13:21:21,26
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-03 13:23:21,0
751,751,69,109,0,0,0,0,0,1,1,0,1,2023-12-03 13:25:21,0
0,0,115,47,1,1,1,2,2,0,0,1,0,2023-12-03 13:27:21,0
0,0,23,82,2,1,1,1,1,0,0,1,0,2023-12-03 13:29:21,0
0,0,207,111,1,0,0,1,1,0,0,0,0,2023-12-03 13:31:21,26
751,751,92,127,4,3,3,1,1,1,1,1,1,2023-12-03 13:33:21,0
0,0,46,108,1,1,1,2,2,0,0,0,0,2023-12-03 13:35:21,0
751,751,161,49,0,0,0,0,0,1,1,1,1,2023-12-03 13:37:21,0
