parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,msg,no need compute team member perm,Response=<:MAP:>,message,approve callback start,svc.ApproveCallback failed,approve status error,superiorAndDeputy empty,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,strconv.ParseIn<:updateFanweiEmployee failed:>,getBackupEm<:updateFanweiEmployee failed:>,callback status error,timestamp,unknown
5612,5611,5611,5611,2025,87,250,87,203,2025,47,87,197,194,192,87,87,250,47,28,28,0,87,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-21 06:24:00,0
5645,5646,5646,5646,2036,85,274,85,223,2036,51,85,188,186,183,85,85,274,51,31,31,0,85,7,7,7,7,7,6,2,2,2,2,2,0,2023-12-21 06:26:00,0
5660,5660,5660,5660,2032,99,265,99,211,2032,54,99,198,196,195,99,99,265,54,28,28,0,99,4,4,4,4,4,2,2,2,2,2,2,0,2023-12-21 06:28:00,0
5681,5681,5681,5681,2038,96,280,96,209,2038,71,96,201,195,190,96,96,280,71,27,27,0,96,3,3,3,3,3,10,2,2,2,6,6,0,2023-12-21 06:30:00,0
5623,5641,5621,5621,2032,88,277,88,216,2032,61,88,188,183,181,88,88,277,61,28,28,0,88,4,4,4,4,3,4,2,2,2,5,5,1,2023-12-21 06:32:00,0
5563,5565,5565,5565,2004,88,259,88,212,2004,47,88,188,184,184,88,88,259,47,30,30,0,88,7,7,7,7,7,0,2,2,2,4,4,0,2023-12-21 06:34:00,0
5659,5679,5659,5659,2025,90,307,90,227,2025,80,90,186,184,182,90,90,307,80,28,28,0,90,4,4,4,4,3,4,2,2,2,2,2,1,2023-12-21 06:36:00,0
5653,5653,5653,5653,2028,89,276,89,212,2028,64,89,187,182,182,89,89,276,64,28,28,0,89,4,4,4,4,4,0,2,2,2,5,5,0,2023-12-21 06:38:00,0
5667,5667,5667,5667,2039,93,286,93,208,2039,78,93,191,188,184,93,93,286,78,28,28,0,93,4,4,4,4,4,8,2,2,2,3,3,0,2023-12-21 06:40:00,0
5638,5638,5638,5638,2019,96,286,96,227,2019,59,96,200,197,194,96,96,286,59,31,31,0,96,7,7,7,7,7,6,2,2,2,3,3,0,2023-12-21 06:42:00,0
5662,5661,5661,5661,2031,93,276,93,210,2031,66,93,194,191,188,93,93,276,66,28,28,0,93,4,4,4,4,4,6,2,2,2,3,3,0,2023-12-21 06:44:00,0
5629,5629,5629,5629,2034,91,275,91,210,2034,65,91,180,179,178,91,91,275,65,29,29,0,91,4,4,4,4,3,2,2,2,2,1,1,1,2023-12-21 06:46:00,0
5658,5660,5659,5659,2022,96,289,96,209,2022,80,96,196,193,190,96,96,289,80,31,31,0,96,7,7,7,7,7,6,2,2,2,3,3,0,2023-12-21 06:48:00,0
5670,5668,5668,5668,2039,96,333,96,217,2039,116,96,197,194,193,96,96,333,65,28,28,0,96,4,4,3,3,3,2,2,2,2,3,3,0,2023-12-21 06:50:00,52
5619,5619,5619,5619,2019,83,276,83,214,2019,62,83,193,191,189,83,83,276,62,28,28,0,83,4,4,4,4,3,4,2,2,2,2,2,1,2023-12-21 06:52:00,0
5644,5645,5645,5645,2027,90,286,90,211,2027,75,90,186,183,182,90,90,286,75,28,28,0,90,4,4,4,4,4,2,2,2,2,3,3,0,2023-12-21 06:54:00,0
5653,5652,5652,5652,2031,93,289,92,217,2031,72,92,187,187,186,92,92,289,72,31,31,0,92,7,7,7,7,7,2,2,2,2,0,0,0,2023-12-21 06:56:00,0
5593,5595,5595,5595,2005,87,276,88,212,2005,64,88,180,178,177,88,88,276,64,27,27,4,88,4,4,4,4,4,2,2,2,2,2,2,0,2023-12-21 06:58:00,0
5635,5635,5635,5635,2027,98,272,98,214,2027,58,98,182,180,176,98,98,272,58,28,28,0,98,4,4,4,4,4,8,2,2,2,2,2,0,2023-12-21 07:00:00,0
5655,5655,5655,5655,2020,88,487,88,222,2020,265,88,186,183,181,88,88,487,265,31,31,0,88,7,7,7,7,6,4,2,2,2,3,3,1,2023-12-21 07:02:00,0
5626,5625,5625,5625,2025,94,269,94,204,2025,65,94,191,191,191,94,94,269,65,28,28,0,94,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-21 07:04:00,0
5624,5625,5625,5625,2029,103,271,103,216,2029,55,103,188,182,179,103,103,271,55,27,27,0,103,3,3,3,3,3,6,2,2,2,6,6,0,2023-12-21 07:06:00,0
5696,5696,5696,5696,2037,105,300,105,217,2037,83,105,194,191,190,105,105,300,83,28,28,0,105,4,4,4,4,3,2,2,2,2,3,3,1,2023-12-21 07:08:00,0
5652,5651,5651,5651,2036,92,284,92,229,2036,55,92,182,180,178,92,92,284,55,32,32,0,92,8,8,8,8,8,4,2,2,2,2,2,0,2023-12-21 07:10:00,0
5612,5612,5612,5612,2015,93,272,93,211,2015,61,93,196,194,192,93,93,272,61,27,27,0,93,3,3,3,3,3,4,2,2,2,2,2,0,2023-12-21 07:12:00,0
5646,5646,5646,5646,2021,99,285,99,216,2021,69,99,196,191,188,99,99,285,69,28,28,0,99,4,4,4,4,4,6,2,2,2,5,5,0,2023-12-21 07:14:00,0
5647,5648,5648,5648,2025,90,277,90,215,2025,62,90,194,190,189,90,90,277,62,31,31,0,90,7,7,7,7,7,2,2,2,2,4,4,0,2023-12-21 07:16:00,0
5672,5672,5672,5672,2032,92,295,92,220,2032,75,92,189,187,183,92,92,295,75,28,28,0,92,4,4,4,4,3,8,2,2,2,2,2,1,2023-12-21 07:18:00,0
5606,5605,5605,5605,2016,95,270,95,206,2016,64,95,191,185,183,95,95,270,64,28,28,0,95,4,4,4,4,4,4,2,2,2,6,6,0,2023-12-21 07:20:00,0
5606,5607,5607,5607,2012,96,277,96,229,2012,48,96,194,191,190,96,96,277,48,28,28,0,96,4,4,4,4,3,2,2,2,2,3,3,1,2023-12-21 07:22:00,0
5638,5638,5638,5638,2034,82,261,82,208,2034,53,82,193,191,189,82,82,261,53,31,31,0,82,7,7,7,7,7,4,2,2,2,2,2,0,2023-12-21 07:24:00,0
5630,5648,5628,5628,2026,96,266,96,220,2026,46,96,189,185,184,96,96,266,46,28,28,0,96,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 07:26:00,0
5657,5656,5656,5656,2032,95,286,95,220,2032,66,95,184,183,182,95,95,286,66,27,27,0,95,3,3,3,3,3,2,2,2,2,1,1,0,2023-12-21 07:28:00,0
5667,5668,5668,5668,2044,96,271,96,206,2044,65,96,194,192,191,96,96,271,65,28,28,0,96,4,4,4,4,4,2,2,2,2,2,2,0,2023-12-21 07:30:00,0
6940,6943,6943,6943,2487,98,381,98,280,2487,101,98,232,230,225,98,98,381,101,36,36,0,98,7,7,7,7,7,10,3,3,3,2,2,0,2023-12-21 07:32:00,0
5650,5649,5649,5649,2024,105,264,105,214,2024,50,105,192,191,190,105,105,264,50,28,28,0,105,4,4,4,4,3,2,2,2,2,1,1,1,2023-12-21 07:34:00,0
5619,5618,5618,5618,2023,92,276,92,210,2023,66,92,185,185,184,92,92,276,66,28,28,0,92,4,4,4,4,4,2,2,2,2,0,0,0,2023-12-21 07:36:00,0
5556,5556,5556,5556,1996,83,275,82,208,1996,67,82,189,186,180,82,82,275,67,31,31,0,82,7,7,7,7,6,12,2,2,2,3,3,1,2023-12-21 07:38:00,0
5661,5662,5662,5662,2029,103,281,104,211,2029,70,104,207,205,203,104,104,281,70,28,28,0,104,4,4,4,4,4,4,2,2,2,2,2,0,2023-12-21 07:40:00,0
5618,5619,5619,5619,2008,92,296,92,216,2008,80,92,193,189,185,92,92,296,80,28,28,0,92,4,4,4,4,4,8,2,2,2,4,4,0,2023-12-21 07:42:00,0
5658,5657,5657,5657,2024,92,283,92,219,2024,64,92,187,185,183,92,92,283,64,27,27,0,92,3,3,3,3,3,4,2,2,2,2,2,0,2023-12-21 07:44:00,0
5629,5630,5630,5630,2026,85,289,85,211,2026,78,85,197,190,188,85,85,289,78,32,32,0,85,8,8,8,8,8,4,2,2,2,7,7,0,2023-12-21 07:46:00,0
5660,5660,5660,5660,2032,95,268,95,210,2032,58,95,187,184,184,95,95,268,58,27,27,0,95,3,3,3,3,3,0,2,2,2,3,3,0,2023-12-21 07:48:00,0
5679,5676,5677,5677,2035,85,343,85,211,2035,132,85,193,190,188,85,85,343,81,29,29,0,85,5,5,4,4,3,4,2,2,2,3,3,1,2023-12-21 07:50:00,52
5619,5622,5621,5621,2021,90,269,90,211,2021,58,90,200,194,193,90,90,269,58,28,28,0,90,4,4,4,4,4,2,2,2,2,6,6,0,2023-12-21 07:52:00,0
5625,5625,5625,5625,2028,97,275,97,219,2028,56,97,194,192,191,97,97,275,56,31,31,0,97,7,7,7,7,6,2,2,2,2,2,2,1,2023-12-21 07:54:00,0
5677,5677,5677,5677,2031,95,286,95,213,2031,73,95,207,203,201,95,95,286,73,28,28,0,95,4,4,4,4,4,4,2,2,2,4,4,0,2023-12-21 07:56:00,0
5667,5667,5667,5667,2023,101,271,101,208,2023,63,101,196,193,191,101,101,271,63,28,28,0,101,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-21 07:58:00,0
5645,5645,5645,5645,2025,96,271,91,218,2026,53,91,203,200,197,91,90,271,53,31,31,0,90,7,7,7,7,7,6,2,2,2,3,3,0,2023-12-21 08:00:00,2
5634,5632,5632,5632,1990,106,294,106,212,1990,82,106,195,190,188,106,106,294,82,28,28,0,106,4,4,4,4,4,4,2,2,2,5,5,0,2023-12-21 08:02:00,0
5654,5654,5654,5654,2021,98,302,98,223,2021,79,98,197,194,193,98,98,302,79,27,27,0,98,3,3,3,3,3,2,2,2,2,3,3,0,2023-12-21 08:04:00,0
5635,5637,5637,5637,2022,84,274,84,213,2022,61,84,192,184,181,84,84,274,61,28,28,0,84,4,4,4,4,3,6,2,2,2,8,8,1,2023-12-21 08:06:00,0
5624,5623,5623,5623,2026,94,284,94,216,2026,68,94,185,183,183,94,94,284,68,31,31,0,94,7,7,7,7,7,0,2,2,2,2,2,0,2023-12-21 08:08:00,0
5658,5660,5659,5659,2027,92,294,92,214,2027,80,92,195,190,186,92,92,294,80,28,28,0,92,4,4,4,4,3,8,2,2,2,5,5,1,2023-12-21 08:10:00,0
5636,5636,5636,5636,2018,97,284,97,216,2018,68,97,193,191,191,97,97,284,68,28,28,0,97,4,4,4,4,4,0,2,2,2,2,2,0,2023-12-21 08:12:00,0
5646,5645,5645,5645,2025,87,277,87,215,2025,62,87,193,188,187,87,87,277,62,31,31,0,87,7,7,7,7,7,2,2,2,2,5,5,0,2023-12-21 08:14:00,0
5653,5674,5654,5654,2027,88,291,88,213,2027,78,88,197,194,191,88,88,291,78,28,28,0,88,4,4,4,4,4,6,2,2,2,3,3,0,2023-12-21 08:16:00,0
5673,5672,5672,5672,2036,99,282,99,217,2036,65,99,191,186,184,99,99,282,65,28,28,0,99,4,4,4,4,4,4,2,2,2,5,5,0,2023-12-21 08:18:00,0
5672,5673,5673,5673,2031,95,299,95,223,2031,76,95,188,186,186,95,95,299,76,28,28,0,95,4,4,4,4,3,0,2,2,2,2,2,1,2023-12-21 08:20:00,0
5638,5638,5638,5638,2021,84,296,84,225,2021,71,84,193,188,186,84,84,296,71,31,31,0,84,7,7,7,7,7,4,2,2,2,5,5,0,2023-12-21 08:22:00,0
5652,5652,5652,5652,2032,93,271,93,213,2032,58,93,183,179,178,93,93,271,58,28,28,0,93,3,3,3,3,3,2,2,2,2,4,4,0,2023-12-21 08:24:00,2
5595,5614,5594,5594,2017,96,264,96,212,2017,52,96,186,185,184,96,96,264,52,28,28,0,96,4,4,4,4,3,2,2,2,2,1,1,1,2023-12-21 08:26:00,0
5702,5702,5702,5702,2042,102,292,102,219,2042,73,102,182,179,179,102,102,292,73,28,28,0,102,4,4,4,4,4,0,2,2,2,3,3,0,2023-12-21 08:28:00,0
5638,5638,5638,5638,2034,81,281,81,219,2034,62,81,199,194,194,81,81,281,62,31,31,0,81,7,7,7,7,7,0,2,2,2,5,5,0,2023-12-21 08:30:00,0
5655,5655,5655,5655,2024,91,272,91,212,2024,60,91,198,195,193,91,91,272,60,28,28,0,91,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-21 08:32:00,0
5629,5629,5629,5629,2014,84,287,84,213,2014,74,84,184,183,181,84,84,287,74,29,29,0,84,4,4,4,4,4,4,2,2,2,1,1,0,2023-12-21 08:34:00,2
5582,5583,5583,5583,2002,92,270,92,211,2002,59,92,184,184,183,92,92,270,59,28,28,0,92,4,4,4,4,3,2,2,2,2,0,0,1,2023-12-21 08:36:00,0
5643,5641,5641,5641,2006,101,296,101,219,2006,77,101,188,187,186,101,101,296,77,31,31,0,101,7,7,7,7,7,2,2,2,2,1,1,0,2023-12-21 08:38:00,0
5645,5647,5647,5647,2016,91,279,91,218,2016,61,91,194,190,190,91,91,279,61,27,27,0,91,3,3,3,3,3,0,2,2,2,4,4,0,2023-12-21 08:40:00,0
5624,5624,5623,5623,2007,98,269,98,205,2007,64,98,199,198,193,98,98,269,64,28,28,0,98,4,4,4,4,3,10,2,2,2,1,1,1,2023-12-21 08:42:00,0
5615,5635,5616,5616,2018,87,272,87,215,2018,57,87,193,191,190,87,87,272,57,32,32,0,87,8,8,8,8,8,2,2,2,2,2,2,0,2023-12-21 08:44:00,0
5647,5646,5646,5646,2032,89,274,89,211,2032,63,89,186,186,186,89,89,274,63,27,27,0,89,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-21 08:46:00,0
5679,5680,5680,5680,2033,87,277,87,218,2033,59,87,198,192,190,87,87,277,59,28,28,0,87,4,4,4,4,4,4,2,2,2,6,6,0,2023-12-21 08:48:00,0
5622,5621,5621,5621,2006,97,344,97,215,2006,129,97,194,188,186,97,97,344,78,29,29,0,97,5,5,4,4,4,4,2,2,2,6,6,0,2023-12-21 08:50:00,52
5621,5622,5622,5622,2025,93,267,93,210,2025,57,93,190,185,183,93,93,267,57,31,31,0,93,7,7,7,7,6,4,2,2,2,5,5,1,2023-12-21 08:52:00,0
5654,5654,5654,5654,2026,87,290,87,212,2026,78,87,195,191,190,87,87,290,78,28,28,0,87,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 08:54:00,0
5643,5643,5643,5643,2026,89,275,89,206,2026,69,89,191,191,188,89,89,275,69,28,28,0,89,4,4,4,4,3,6,2,2,2,0,0,1,2023-12-21 08:56:00,0
5640,5640,5640,5640,2019,101,279,101,214,2019,65,101,186,185,183,101,101,279,65,27,27,0,101,3,3,3,3,3,4,2,2,2,1,1,0,2023-12-21 08:58:00,0
5644,5643,5643,5643,2031,90,272,90,217,2031,55,90,187,183,181,90,90,272,55,32,32,0,90,8,8,8,8,8,4,2,2,2,4,4,0,2023-12-21 09:00:00,0
5603,5622,5603,5603,2008,94,366,94,211,2008,155,94,199,190,187,94,94,366,155,27,27,0,94,3,3,3,3,3,6,2,2,2,9,9,0,2023-12-21 09:02:00,0
5637,5638,5638,5638,2039,85,265,85,216,2039,49,85,189,185,184,85,85,265,49,28,28,0,85,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 09:04:00,0
5687,5685,5685,5685,2028,93,297,93,219,2028,78,93,193,189,189,93,93,297,78,31,31,0,93,7,7,7,7,7,0,2,2,2,4,4,0,2023-12-21 09:06:00,0
5626,5628,5628,5628,2029,92,286,92,220,2029,66,92,185,182,178,92,92,286,66,28,28,0,92,4,4,4,4,3,8,2,2,2,3,3,1,2023-12-21 09:08:00,0
5644,5643,5643,5643,2026,94,286,94,216,2026,70,94,188,184,183,94,94,286,70,28,28,0,94,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 09:10:00,0
5658,5659,5659,5659,2036,86,277,86,215,2036,62,86,191,190,188,86,86,277,62,28,28,0,86,4,4,4,4,3,4,2,2,2,1,1,1,2023-12-21 09:12:00,0
5606,5606,5606,5606,2009,91,296,91,217,2009,79,91,196,191,191,91,91,296,79,31,31,0,91,7,7,7,7,7,0,2,2,2,5,5,0,2023-12-21 09:14:00,0
5659,5657,5657,5657,2033,100,249,100,192,2033,57,100,191,188,188,100,100,249,57,28,28,0,100,4,4,4,4,4,0,2,2,2,3,3,0,2023-12-21 09:16:00,0
5659,5660,5660,5660,2023,105,273,105,213,2023,60,105,191,183,182,105,105,273,60,27,27,0,105,3,3,3,3,3,2,2,2,2,8,8,0,2023-12-21 09:18:00,0
5639,5640,5640,5640,2022,87,262,87,210,2022,52,87,199,194,192,87,87,262,52,32,32,0,87,8,8,8,8,8,4,2,2,2,5,5,0,2023-12-21 09:20:00,0
5627,5627,5627,5627,2017,94,263,94,207,2017,56,94,186,184,182,94,94,263,56,27,27,0,94,3,3,3,3,3,4,2,2,2,2,2,0,2023-12-21 09:22:00,0
5632,5631,5631,5631,2028,95,276,95,217,2028,59,95,180,174,174,95,95,276,59,28,28,0,95,4,4,4,4,3,0,2,2,2,6,6,1,2023-12-21 09:24:00,0
5630,5631,5631,5631,2035,95,255,95,205,2035,50,95,188,186,185,95,95,255,50,28,28,0,95,4,4,4,4,4,2,2,2,2,2,2,0,2023-12-21 09:26:00,0
5620,5620,5620,5620,2027,89,262,89,201,2027,61,89,201,196,194,89,89,262,61,31,31,0,89,7,7,7,7,6,4,2,2,2,5,5,1,2023-12-21 09:28:00,0
5591,5591,5591,5591,2018,91,256,91,204,2018,52,91,189,188,187,91,91,256,52,28,28,0,91,4,4,4,4,4,2,2,2,2,1,1,0,2023-12-21 09:30:00,0
5643,5640,5640,5640,2026,91,280,91,217,2026,63,91,190,184,183,91,91,280,63,28,28,0,91,4,4,4,4,4,2,2,2,2,6,6,0,2023-12-21 09:32:00,0
5635,5638,5638,5638,2020,106,275,106,205,2020,70,106,190,186,186,106,106,275,70,27,27,0,106,3,3,3,3,3,0,2,2,2,4,4,0,2023-12-21 09:34:00,0
5657,5657,5657,5657,2029,102,279,102,220,2029,59,102,186,185,184,102,102,279,59,32,32,0,102,8,8,8,8,8,2,2,2,2,1,1,0,2023-12-21 09:36:00,0
5601,5602,5601,5601,2005,91,267,91,204,2005,63,91,177,176,175,91,91,267,63,26,26,0,91,3,3,3,3,3,2,2,2,2,1,1,0,2023-12-21 09:38:00,0
5660,5659,5659,5659,2036,93,274,93,214,2036,60,93,182,179,178,93,93,274,60,28,28,0,93,4,4,4,4,3,2,2,2,2,3,3,1,2023-12-21 09:40:00,0
5590,5591,5591,5591,2012,90,276,90,212,2012,64,90,186,184,181,90,90,276,64,31,31,0,90,7,7,7,7,7,6,2,2,2,2,2,0,2023-12-21 09:42:00,0
5654,5653,5653,5653,2033,101,286,101,214,2033,72,101,186,186,185,101,101,286,72,28,28,0,101,4,4,4,4,3,2,2,2,2,0,0,1,2023-12-21 09:44:00,0
5639,5638,5638,5638,2023,91,286,91,213,2023,73,91,187,184,181,91,91,286,73,28,28,0,91,4,4,4,4,4,6,2,2,2,3,3,0,2023-12-21 09:46:00,0
5640,5640,5640,5640,2030,93,274,93,217,2030,57,93,195,191,190,93,93,274,57,28,28,0,93,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 09:48:00,0
5611,5613,5613,5613,2020,78,337,78,217,2020,120,78,173,170,169,78,78,337,69,32,32,0,78,8,8,7,7,7,2,2,2,2,3,3,0,2023-12-21 09:50:00,52
5680,5678,5678,5678,2031,99,284,99,226,2031,58,99,189,185,182,99,99,284,58,28,28,0,99,4,4,4,4,4,6,2,2,2,4,4,0,2023-12-21 09:52:00,0
5648,5649,5649,5649,2035,86,271,86,211,2035,60,86,197,194,191,86,86,271,60,28,28,0,86,4,4,4,4,3,6,2,2,2,3,3,1,2023-12-21 09:54:00,0
5685,5686,5686,5686,2027,80,318,80,235,2027,83,80,206,204,200,80,80,318,83,31,31,0,80,7,7,7,7,7,8,2,2,2,2,2,0,2023-12-21 09:56:00,0
5657,5657,5657,5657,2034,91,282,91,209,2034,73,91,197,194,193,91,91,282,73,27,27,3,91,3,3,3,3,3,2,2,2,2,3,3,0,2023-12-21 09:58:00,0
5626,5626,5626,5626,2024,91,264,91,206,2024,58,91,189,185,181,91,91,264,58,28,28,0,91,4,4,4,4,3,8,2,2,2,4,4,1,2023-12-21 10:00:00,0
5581,5581,5581,5581,2001,84,481,84,212,2001,269,84,199,195,191,84,84,481,269,28,28,0,84,4,4,4,4,4,8,2,2,2,4,4,0,2023-12-21 10:02:00,0
5659,5659,5659,5659,2024,105,270,105,208,2024,62,105,182,180,177,105,105,270,62,31,31,0,105,7,7,7,7,7,6,2,2,2,2,2,0,2023-12-21 10:04:00,0
5641,5640,5640,5640,2024,94,278,94,220,2024,58,94,185,184,183,94,94,278,58,28,28,0,94,4,4,4,4,4,2,2,2,2,1,1,0,2023-12-21 10:06:00,0
5682,5681,5681,5681,2024,95,293,95,217,2024,76,95,192,191,188,95,95,293,76,28,28,0,95,4,4,4,4,4,6,2,2,2,1,1,0,2023-12-21 10:08:00,0
5658,5659,5659,5659,2028,89,275,89,206,2028,69,89,196,191,189,89,89,275,69,28,28,0,89,4,4,4,4,3,4,2,2,2,5,5,1,2023-12-21 10:10:00,0
5635,5636,5636,5636,2018,87,277,87,227,2018,50,87,190,189,186,87,87,277,50,31,31,0,87,7,7,7,7,7,6,2,2,2,1,1,0,2023-12-21 10:12:00,0
5652,5652,5652,5652,2033,93,411,93,360,2033,51,93,192,185,185,93,93,411,51,161,161,0,93,70,3,3,3,3,0,2,2,2,7,7,0,2023-12-21 10:14:00,201
5581,5580,5580,5580,2018,94,251,94,199,2018,52,94,181,179,179,94,94,251,52,28,28,0,94,4,4,4,4,3,0,2,2,2,2,2,1,2023-12-21 10:16:00,0
5662,5662,5662,5662,2022,98,282,93,218,2023,64,93,193,188,185,93,92,282,64,32,32,0,92,8,8,8,8,8,6,2,2,2,5,5,0,2023-12-21 10:18:00,2
5682,5683,5683,5683,2032,87,301,87,223,2032,78,87,198,197,195,87,87,301,78,27,27,0,87,3,3,3,3,3,4,2,2,2,1,1,0,2023-12-21 10:20:00,0
5660,5681,5659,5659,2009,97,296,97,214,2009,82,97,203,197,193,97,97,296,82,28,28,0,97,4,4,4,4,4,8,2,2,2,6,6,0,2023-12-21 10:22:00,0
5647,5648,5648,5648,2022,92,286,92,217,2022,69,92,195,194,192,92,92,286,69,28,28,7,92,4,4,4,4,4,4,2,2,2,1,1,0,2023-12-21 10:24:00,0
5571,5571,5571,5571,2003,95,265,95,211,2003,54,95,188,185,184,95,95,265,54,31,31,3,95,7,7,7,7,6,2,2,2,2,3,3,1,2023-12-21 10:26:00,0
5643,5643,5643,5643,2031,90,273,90,205,2031,68,90,202,196,193,90,90,273,68,28,28,3,90,4,4,4,4,4,6,2,2,2,6,6,0,2023-12-21 10:28:00,0
5621,5619,5619,5619,2014,83,285,83,220,2014,65,83,190,188,187,83,83,285,65,28,28,1,83,4,4,4,4,3,2,2,2,2,2,2,1,2023-12-21 10:30:00,0
5644,5645,5645,5645,2028,97,287,97,215,2028,72,97,191,190,188,97,97,287,72,31,31,0,97,7,7,7,7,7,4,2,2,2,1,1,0,2023-12-21 10:32:00,0
5644,5645,5645,5645,2032,85,283,85,219,2032,64,85,192,187,184,85,85,283,64,28,28,0,85,4,4,4,4,4,6,2,2,2,5,5,0,2023-12-21 10:34:00,0
5639,5638,5638,5638,2016,91,289,91,221,2016,68,91,181,179,179,91,91,289,68,27,27,3,91,3,3,3,3,3,0,2,2,2,2,2,0,2023-12-21 10:36:00,0
5685,5686,5686,5686,2035,89,278,89,210,2035,68,89,193,190,187,89,89,278,68,28,28,6,89,4,4,4,4,4,6,2,2,2,3,3,0,2023-12-21 10:38:00,0
5640,5639,5639,5639,2025,89,280,89,216,2025,64,89,202,198,197,89,89,280,64,31,31,4,89,7,7,7,7,7,2,2,2,2,4,4,0,2023-12-21 10:40:00,0
5624,5625,5625,5625,2018,96,283,96,211,2018,72,96,202,198,194,96,96,283,72,28,28,0,96,4,4,4,4,3,8,2,2,2,4,4,1,2023-12-21 10:42:00,0
5641,5638,5638,5638,2021,91,270,91,212,2021,58,91,189,185,183,91,91,270,58,28,28,0,91,4,4,4,4,4,4,2,2,2,4,4,0,2023-12-21 10:44:00,0
5642,5645,5645,5645,2025,90,299,90,217,2025,82,90,198,195,195,90,90,299,82,28,28,4,90,4,4,4,4,3,0,2,2,2,3,3,1,2023-12-21 10:46:00,0
5632,5632,5632,5632,2022,97,277,97,209,2022,68,97,187,182,180,97,97,277,68,31,31,2,97,7,7,7,7,7,4,2,2,2,5,5,0,2023-12-21 10:48:00,0
5621,5644,5621,5621,2013,92,342,92,215,2013,127,92,190,186,185,92,92,342,76,29,29,2,92,5,5,4,4,4,2,2,2,2,4,4,0,2023-12-21 10:50:00,52
5636,5637,5635,5635,2025,104,265,104,200,2025,65,104,199,197,194,104,104,265,65,27,27,0,104,3,3,3,3,3,6,2,2,2,2,2,0,2023-12-21 10:52:00,0
5702,5702,5702,5702,2039,100,307,100,219,2039,88,100,197,193,191,100,100,307,88,32,32,2,100,8,8,8,8,8,4,2,2,2,4,4,0,2023-12-21 10:54:00,0
5648,5672,5648,5648,2028,87,283,87,218,2028,65,87,195,192,191,87,87,283,65,27,27,5,87,3,3,3,3,3,2,2,2,2,3,3,0,2023-12-21 10:56:00,0
5668,5669,5669,5669,2035,88,284,88,220,2035,64,88,202,199,199,88,88,284,64,28,28,7,88,4,4,4,4,3,0,2,2,2,3,3,1,2023-12-21 10:58:00,0
5651,5651,5651,5651,2035,89,279,89,205,2035,74,89,189,186,184,89,89,279,74,28,28,3,89,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-21 11:00:00,0
5617,5616,5616,5616,2007,99,281,99,218,2007,63,99,198,194,194,99,99,281,63,31,31,1,99,7,7,7,7,6,0,2,2,2,4,4,1,2023-12-21 11:02:00,0
5637,5638,5638,5638,2016,84,286,84,222,2016,64,84,186,184,180,84,84,286,64,28,28,4,84,4,4,4,4,4,8,2,2,2,2,2,0,2023-12-21 11:04:00,0
5619,5617,5617,5617,2021,86,272,86,218,2021,54,86,187,185,185,86,86,272,54,28,28,3,86,4,4,4,4,4,0,2,2,2,2,2,0,2023-12-21 11:06:00,0
5623,5629,5625,5625,2027,85,289,85,208,2027,81,85,184,183,183,85,85,289,81,27,27,1,85,3,3,3,3,3,0,2,2,2,1,1,0,2023-12-21 11:08:00,0
5680,5679,5679,5679,2037,96,283,96,218,2037,65,96,201,199,197,96,96,283,65,32,32,0,96,8,8,8,8,8,4,2,2,2,2,2,0,2023-12-21 11:10:00,0
5637,5637,5637,5637,2032,95,258,95,204,2032,54,95,188,186,183,95,95,258,54,27,27,4,95,3,3,3,3,3,6,2,2,2,2,2,0,2023-12-21 11:12:00,0
5635,5636,5636,5636,2021,92,275,92,212,2021,63,92,188,184,182,92,92,275,63,28,28,0,92,4,4,4,4,3,4,2,2,2,4,4,1,2023-12-21 11:14:00,0
5592,5592,5592,5592,2010,91,281,91,219,2010,62,91,200,199,198,91,91,281,62,31,31,7,91,7,7,7,7,7,2,2,2,2,1,1,0,2023-12-21 11:16:00,0
5650,5649,5649,5649,2036,97,278,96,210,2036,68,96,193,192,188,96,96,278,68,28,28,9,96,4,4,4,4,3,8,2,2,2,1,1,1,2023-12-21 11:18:00,0
