get metadata from header,parseDataReportFlag ok,infra.grpc.invoker,parse metadata,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,Response=<:MAP:>,message,approve status error,svc.ApproveCallback failed,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
10880,10880,10880,10878,4085,109,431,334,109,109,325,325,312,109,109,109,97,4085,109,97,431,28,28,13,4,4,4,4,4,2,2,2,2023-11-11 05:36:00,0
10908,10908,10908,10908,4096,114,541,341,114,114,327,327,310,114,114,114,200,4096,114,200,541,27,27,15,3,3,3,3,3,2,2,2,2023-11-11 05:38:00,4
10918,10918,10918,10918,4076,129,446,328,129,129,334,334,306,129,129,129,118,4076,129,118,446,27,27,28,3,3,3,3,3,2,2,2,2023-11-11 05:40:00,0
10862,10862,10862,10862,4077,125,455,338,125,125,317,317,295,125,125,125,117,4077,125,117,455,31,31,21,7,7,7,7,7,2,2,2,2023-11-11 05:42:00,1
10846,10846,10846,10848,4075,115,425,334,115,115,323,323,299,115,115,115,91,4075,115,91,425,27,27,22,3,3,3,3,3,2,2,2,2023-11-11 05:44:00,2
10810,10810,10810,10808,4060,123,426,323,123,123,334,334,306,123,123,123,103,4060,123,103,426,28,28,28,4,4,4,3,4,2,2,2,2023-11-11 05:46:00,1
10786,10786,10786,10786,4055,119,518,335,119,119,326,326,307,119,119,119,183,4055,119,183,518,27,27,19,3,3,3,3,3,2,2,2,2023-11-11 05:48:00,0
11006,11006,11006,11006,4067,136,465,345,136,136,360,360,338,136,136,136,120,4067,136,120,465,31,31,22,7,7,7,6,7,2,2,2,2023-11-11 05:50:00,1
11350,11350,11350,11350,4080,203,499,397,203,203,404,404,373,203,203,203,102,4080,203,102,499,27,27,30,3,3,3,3,3,2,2,2,2023-11-11 05:52:00,1
11355,11355,11355,11356,4071,200,515,413,200,200,398,398,371,200,200,200,102,4071,200,102,515,28,28,26,4,4,4,4,4,2,2,2,2023-11-11 05:54:00,1
11249,11249,11249,11249,4056,168,504,406,168,168,386,386,373,168,168,168,98,4056,168,98,504,30,30,13,6,6,6,6,6,2,2,2,2023-11-11 05:56:00,2
11301,11301,11301,11302,4077,170,620,410,170,170,389,389,367,170,170,170,210,4077,170,210,620,28,28,22,4,4,4,4,4,2,2,2,2023-11-11 05:58:00,0
11378,11378,11378,11377,4081,177,534,398,177,177,398,398,380,177,177,177,136,4081,177,136,534,27,27,17,3,3,3,3,3,2,2,2,2023-11-11 06:00:00,1
11319,11319,11319,11320,4064,189,527,402,189,189,388,388,370,189,189,189,125,4064,189,125,527,28,28,17,4,4,4,3,4,2,2,2,2023-11-11 06:02:00,2
11289,11289,11289,11290,4066,202,508,398,202,202,383,383,361,202,202,202,110,4066,202,110,508,30,30,22,6,6,6,6,6,2,2,2,2023-11-11 06:04:00,2
11391,11391,11391,11389,4088,184,534,407,184,184,400,400,380,184,184,184,127,4088,184,127,534,27,27,20,3,3,3,3,3,2,2,2,2023-11-11 06:06:00,0
11290,11290,11290,11291,4077,172,512,404,172,172,378,378,359,172,172,172,108,4077,172,108,512,28,28,19,4,4,4,3,4,2,2,2,2023-11-11 06:08:00,1
11340,11340,11340,11339,4087,174,516,408,174,174,393,393,370,174,174,174,108,4087,174,108,516,27,27,22,3,3,3,3,3,2,2,2,2023-11-11 06:10:00,1
11325,11325,11325,11325,4080,183,605,406,183,183,407,407,389,183,183,183,199,4080,183,199,605,31,31,18,7,7,7,7,7,2,2,2,2023-11-11 06:12:00,0
11184,11184,11184,11183,4030,192,474,385,192,192,379,379,357,192,192,192,89,4030,192,89,474,27,27,22,3,3,3,3,3,2,2,2,2023-11-11 06:14:00,0
11311,11311,11311,11311,4060,175,511,396,175,175,397,397,372,175,175,175,115,4060,175,115,511,28,28,21,4,4,4,4,4,2,2,2,2023-11-11 06:16:00,4
11357,11357,11357,11358,4107,188,510,410,187,187,393,393,373,187,187,188,100,4107,187,100,510,30,30,20,6,6,6,6,6,2,2,2,2023-11-11 06:18:00,0
11362,11362,11362,11361,4081,194,548,420,195,195,388,388,373,195,195,194,128,4081,195,128,548,28,28,12,4,4,4,3,4,2,2,2,2023-11-11 06:20:00,4
11365,11365,11365,11365,4080,197,615,393,197,197,389,389,363,197,197,197,222,4080,197,222,615,27,27,26,3,3,3,3,3,2,2,2,2023-11-11 06:22:00,0
11301,11301,11301,11302,4075,187,496,395,187,187,387,387,366,187,187,187,101,4075,187,101,496,28,28,21,4,4,4,3,4,2,2,2,2023-11-11 06:24:00,1
11413,11413,11413,11413,4099,182,518,415,182,182,402,402,376,182,182,182,103,4099,182,103,518,30,30,26,6,6,6,6,6,2,2,2,2023-11-11 06:26:00,2
11326,11326,11326,11325,4083,175,604,402,175,175,400,400,378,175,175,175,202,4083,175,202,604,28,28,22,4,4,4,4,4,2,2,2,2023-11-11 06:28:00,0
11330,11330,11330,11330,4096,184,504,392,184,184,390,390,370,184,184,184,112,4096,184,112,504,27,27,19,3,3,3,3,3,2,2,2,2023-11-11 06:30:00,1
11427,11427,11427,11428,4094,198,538,417,198,198,404,404,385,198,198,198,121,4094,198,121,538,27,27,19,3,3,3,3,3,2,2,2,2023-11-11 06:32:00,0
11330,11330,11330,11330,4090,178,491,403,178,178,383,383,358,178,178,178,88,4090,178,88,491,31,31,22,7,7,7,7,7,2,2,2,2023-11-11 06:34:00,3
11375,11375,11375,11378,4084,183,522,410,183,183,396,396,377,183,183,183,112,4084,183,112,522,27,27,19,3,3,3,3,3,2,2,2,2023-11-11 06:36:00,2
11289,11289,11289,11286,4067,176,585,386,176,176,409,409,387,176,176,176,199,4067,176,199,585,28,28,22,4,4,4,3,4,2,2,2,2023-11-11 06:38:00,1
11262,11262,11262,11264,4058,179,513,410,179,179,387,387,372,179,179,179,103,4058,179,103,513,29,29,13,6,6,6,6,6,2,2,2,2023-11-11 06:40:00,2
11278,11278,11278,11278,4061,190,491,389,190,190,385,385,367,190,190,190,102,4061,190,102,491,28,28,18,4,4,4,3,4,2,2,2,2023-11-11 06:42:00,1
11338,11338,11338,11335,4089,184,501,391,184,184,386,386,369,184,184,184,110,4089,184,110,501,27,27,17,3,3,3,3,3,2,2,2,2023-11-11 06:44:00,0
11369,11369,11369,11370,4093,180,518,400,180,180,396,396,376,180,180,180,118,4093,180,118,518,28,28,20,4,4,4,4,4,2,2,2,2023-11-11 06:46:00,0
11347,11347,11347,11347,4089,180,619,406,180,180,393,393,370,180,180,180,213,4089,180,213,619,30,30,23,6,6,6,6,6,2,2,2,2023-11-11 06:48:00,0
11382,11382,11382,11382,4090,203,502,403,203,203,392,392,371,203,203,203,99,4090,203,99,502,28,28,19,4,4,4,4,4,2,2,2,2023-11-11 06:50:00,2
11359,11359,11359,11358,4103,176,518,402,176,176,395,395,372,176,176,176,116,4103,176,116,518,27,27,21,3,3,3,3,3,2,2,2,2023-11-11 06:52:00,4
11399,11399,11399,11402,4096,193,520,401,193,193,404,404,385,193,193,193,119,4096,193,119,520,28,28,19,4,4,4,3,4,2,2,2,2023-11-11 06:54:00,1
11318,11318,11318,11316,4079,175,506,406,175,175,386,386,377,175,175,175,100,4079,175,100,506,30,30,8,6,6,6,6,6,2,2,2,2023-11-11 06:56:00,1
11355,11355,11355,11355,4088,180,529,413,180,180,404,404,382,180,180,180,116,4088,180,116,529,27,27,22,3,3,3,3,3,2,2,2,2023-11-11 06:58:00,2
11385,11385,11385,11384,4101,192,497,415,192,192,395,395,375,192,192,192,82,4101,192,82,497,28,28,18,4,4,4,3,4,2,2,2,2023-11-11 07:00:00,5
11349,11349,11349,11351,4089,194,613,412,194,194,400,400,374,194,194,194,201,4089,194,201,613,31,31,25,7,7,7,7,7,2,2,2,2023-11-11 07:02:00,3
11249,11249,11249,11248,4056,181,524,410,181,181,386,386,364,181,181,181,114,4056,181,114,524,27,27,22,3,3,3,3,3,2,2,2,2023-11-11 07:04:00,2
11350,11350,11350,11349,4092,167,521,405,167,167,386,386,366,167,167,167,116,4092,167,116,521,27,27,20,3,3,3,3,3,2,2,2,2023-11-11 07:06:00,0
11325,11325,11325,11326,4075,197,505,410,197,197,390,390,378,197,197,197,95,4075,197,95,505,28,28,12,4,4,4,4,4,2,2,2,2023-11-11 07:08:00,2
11358,11358,11358,11357,4092,188,514,417,188,188,383,383,367,188,188,188,97,4092,188,97,514,30,30,16,6,6,6,6,6,2,2,2,2023-11-11 07:10:00,0
11353,11353,11353,11354,4094,180,614,400,180,180,395,395,379,180,180,180,214,4094,180,214,614,28,28,16,4,4,4,3,4,2,2,2,2023-11-11 07:12:00,1
11343,11343,11343,11343,4073,173,516,400,173,173,409,409,396,173,173,173,116,4073,173,116,516,27,27,13,3,3,3,3,3,2,2,2,2023-11-11 07:14:00,2
11282,11282,11282,11282,4045,191,507,397,191,191,413,413,395,191,191,191,110,4045,191,110,507,28,28,17,4,4,4,3,4,2,2,2,2023-11-11 07:16:00,2
11402,11402,11402,11402,4124,170,551,404,170,170,403,403,380,170,170,170,147,4124,170,96,551,31,31,22,6,7,7,6,6,2,2,2,2023-11-11 07:18:00,53
11324,11324,11324,11323,4068,189,509,396,189,189,402,402,378,189,189,189,113,4068,189,113,509,28,28,24,4,4,4,4,4,2,2,2,2023-11-11 07:20:00,0
11294,11294,11294,11294,4069,176,593,384,176,176,390,390,374,176,176,176,209,4069,176,209,593,27,27,16,3,3,3,3,3,2,2,2,2023-11-11 07:22:00,2
11309,11309,11309,11313,4067,179,503,404,179,179,410,410,388,179,179,179,99,4067,179,99,503,31,31,21,7,7,7,7,7,2,2,2,2023-11-11 07:24:00,1
11330,11330,11330,11326,4063,184,505,404,184,184,395,395,377,184,184,184,101,4063,184,101,505,27,27,17,3,3,3,3,3,2,2,2,2023-11-11 07:26:00,1
11198,11198,11198,11200,4028,184,500,395,184,184,393,393,371,184,184,184,105,4028,184,105,500,27,27,22,3,3,3,3,3,2,2,2,2023-11-11 07:28:00,0
11310,11310,11310,11309,4057,185,523,405,185,185,388,388,370,185,185,185,118,4057,185,118,523,28,28,18,4,4,4,3,4,2,2,2,2023-11-11 07:30:00,1
11376,11376,11376,11375,4104,173,609,406,173,173,411,411,395,173,173,173,203,4104,173,203,609,30,30,16,6,6,6,6,6,2,2,2,2023-11-11 07:32:00,0
11419,11419,11419,11421,4115,185,518,403,185,185,431,431,405,185,185,185,115,4115,185,115,518,28,28,23,4,4,4,3,4,2,2,2,2023-11-11 07:34:00,6
11274,11274,11274,11273,4084,181,485,399,181,181,396,396,370,181,181,181,86,4084,181,86,485,27,27,26,3,3,3,3,3,2,2,2,2023-11-11 07:36:00,0
11454,11454,11454,11456,4104,196,635,409,196,196,413,413,392,196,196,196,226,4104,196,226,635,28,28,20,4,4,4,4,4,2,2,2,2023-11-11 07:38:00,1
11312,11312,11312,11309,4077,185,490,400,185,185,399,399,381,185,185,185,90,4077,185,90,490,30,30,17,6,6,6,6,6,2,2,2,2023-11-11 07:40:00,1
11296,11296,11296,11296,4082,187,582,403,187,187,389,389,371,187,187,187,179,4082,187,179,582,28,28,17,4,4,4,4,4,2,2,2,2023-11-11 07:42:00,1
11352,11352,11352,11352,4102,181,529,407,181,181,389,389,368,181,181,181,122,4102,181,122,529,27,27,21,3,3,3,3,3,2,2,2,2023-11-11 07:44:00,0
11371,11371,11371,11371,4098,189,527,411,189,189,390,390,365,189,189,189,116,4098,189,116,527,28,28,24,4,4,4,3,4,2,2,2,2023-11-11 07:46:00,2
11401,11401,11401,11402,4108,190,512,420,190,190,381,381,366,190,190,190,92,4108,190,92,512,30,30,15,6,6,6,6,6,2,2,2,2023-11-11 07:48:00,0
11376,11376,11376,11375,4090,184,533,399,184,184,402,402,384,184,184,184,134,4090,184,134,533,27,27,18,3,3,3,3,3,2,2,2,2023-11-11 07:50:00,0
11191,11191,11191,11193,4030,176,624,394,176,176,394,394,374,176,176,176,230,4030,176,230,624,28,28,20,4,4,4,3,4,2,2,2,2023-11-11 07:52:00,1
11399,11399,11399,11399,4081,201,564,442,201,201,394,394,370,201,201,201,122,4081,201,122,564,31,31,23,7,7,7,7,7,2,2,2,2023-11-11 07:54:00,1
11319,11319,11319,11318,4082,168,505,389,168,168,392,392,379,168,168,168,116,4082,168,116,505,27,27,13,3,3,3,3,3,2,2,2,2023-11-11 07:56:00,2
11311,11311,11311,11310,4087,191,601,398,191,191,387,387,369,191,191,191,203,4087,191,203,601,27,27,17,3,3,3,3,3,2,2,2,2023-11-11 07:58:00,1
11307,11307,11307,11307,4092,174,496,392,174,174,389,389,366,174,174,174,104,4092,174,104,496,28,28,23,4,4,4,4,4,2,2,2,2023-11-11 08:00:00,0
11269,11269,11269,11270,4043,191,509,409,191,191,397,397,378,191,191,191,100,4043,191,100,509,30,30,19,6,6,6,6,6,2,2,2,2023-11-11 08:02:00,0
11293,11293,11293,11292,4080,193,481,383,193,193,408,408,381,193,193,193,98,4080,193,98,481,28,28,27,4,4,4,3,4,2,2,2,2023-11-11 08:04:00,1
11363,11363,11363,11364,4090,181,513,411,181,181,408,408,385,181,181,181,102,4090,181,102,513,27,27,23,3,3,3,3,3,2,2,2,2023-11-11 08:06:00,0
11294,11294,11294,11295,4089,181,597,407,180,180,379,379,368,180,180,181,190,4089,180,190,597,28,28,9,4,4,4,3,4,2,2,2,2023-11-11 08:08:00,5
11278,11278,11278,11280,4064,178,516,405,179,179,405,405,378,179,179,179,111,4064,179,111,516,30,30,27,6,6,6,6,6,2,2,2,2023-11-11 08:10:00,6
11359,11359,11359,11355,4078,180,511,406,180,180,408,408,381,180,180,179,105,4078,180,105,511,28,28,25,4,4,4,4,4,2,2,2,2023-11-11 08:12:00,2
11343,11343,11343,11343,4084,189,515,402,189,189,388,388,371,189,189,189,113,4084,189,113,515,27,27,17,3,3,3,3,3,2,2,2,2023-11-11 08:14:00,4
11269,11269,11269,11272,4055,178,491,405,178,178,397,397,372,178,178,178,86,4055,178,86,491,31,31,25,7,7,7,7,7,2,2,2,2023-11-11 08:16:00,0
11179,11179,11179,11179,4031,174,581,404,174,174,363,363,351,174,174,174,177,4031,174,177,581,27,27,12,3,3,3,3,3,2,2,2,2023-11-11 08:18:00,2
11322,11322,11322,11320,4090,183,505,391,183,183,398,398,380,183,183,183,114,4090,183,114,505,27,27,18,3,3,3,3,3,2,2,2,2023-11-11 08:20:00,0
11251,11251,11251,11252,4046,177,500,389,177,177,392,392,375,177,177,177,111,4046,177,111,500,28,28,17,4,4,4,3,4,2,2,2,2023-11-11 08:22:00,1
11301,11301,11301,11300,4048,186,502,394,186,186,391,391,374,186,186,186,108,4048,186,108,502,30,30,17,6,6,6,6,6,2,2,2,2023-11-11 08:24:00,0
11355,11355,11355,11356,4076,187,516,411,187,187,412,412,385,187,187,187,105,4076,187,105,516,28,28,27,4,4,4,3,4,2,2,2,2023-11-11 08:26:00,1
11363,11363,11363,11362,4091,178,503,397,178,178,404,404,383,178,178,178,106,4091,178,106,503,27,27,21,3,3,3,3,3,2,2,2,2023-11-11 08:28:00,2
11363,11363,11363,11364,4083,193,510,402,193,193,388,388,363,193,193,193,108,4083,193,108,510,28,28,24,4,4,4,4,4,2,2,2,2023-11-11 08:30:00,1
11327,11327,11327,11326,4092,180,606,409,180,180,387,387,370,180,180,180,197,4092,180,197,606,30,30,16,6,6,6,6,6,2,2,2,2023-11-11 08:32:00,1
11348,11348,11348,11347,4078,190,507,387,190,190,396,396,372,190,190,190,120,4078,190,120,507,28,28,23,4,4,4,4,4,2,2,2,2023-11-11 08:34:00,1
11361,11361,11361,11362,4107,179,510,409,179,179,395,395,376,179,179,179,101,4107,179,101,510,27,27,19,3,3,3,3,3,2,2,2,2023-11-11 08:36:00,0
11360,11360,11360,11362,4095,180,622,411,179,179,393,393,371,179,179,180,211,4095,179,211,622,31,31,22,7,7,7,6,7,2,2,2,2023-11-11 08:38:00,1
11274,11274,11274,11271,4048,170,514,401,171,171,413,413,390,171,171,170,113,4048,171,113,514,27,27,23,3,3,3,3,3,2,2,2,2023-11-11 08:40:00,0
11188,11188,11188,11189,4029,169,604,384,169,169,396,396,370,169,169,169,220,4029,169,220,604,27,27,26,3,3,3,3,3,2,2,2,2023-11-11 08:42:00,0
11344,11344,11344,11344,4080,189,528,409,189,189,392,392,367,189,189,189,119,4080,189,119,528,28,28,24,4,4,4,3,4,2,2,2,2023-11-11 08:44:00,4
11390,11390,11390,11391,4078,186,530,408,185,185,404,404,381,185,185,186,122,4078,185,122,530,31,31,22,7,7,7,7,7,2,2,2,2023-11-11 08:46:00,1
11294,11294,11294,11293,4069,193,485,395,194,194,398,398,378,194,194,193,90,4069,194,90,485,27,27,20,3,3,3,3,3,2,2,2,2023-11-11 08:48:00,0
11387,11387,11387,11388,4097,180,513,401,180,180,417,417,386,180,180,180,112,4097,180,112,513,27,27,31,3,3,3,3,3,2,2,2,2023-11-11 08:50:00,0
11290,11290,11290,11290,4063,178,606,410,178,178,394,394,369,178,178,178,196,4063,178,196,606,28,28,25,4,4,4,4,4,2,2,2,2023-11-11 08:52:00,0
11306,11306,11306,11306,4067,186,519,400,186,186,396,396,379,186,186,186,119,4067,186,119,519,30,30,16,6,6,6,6,6,2,2,2,2023-11-11 08:54:00,3
11332,11332,11332,11330,4070,183,515,414,183,183,390,390,373,183,183,183,101,4070,183,101,515,28,28,17,4,4,4,3,4,2,2,2,2023-11-11 08:56:00,3
11290,11290,11290,11290,4063,180,510,389,180,180,398,398,376,180,180,180,121,4063,180,121,510,27,27,22,3,3,3,3,3,2,2,2,2023-11-11 08:58:00,2
11366,11366,11366,11367,4093,171,517,400,171,171,401,401,375,171,171,171,117,4093,171,117,517,28,28,25,4,4,4,3,4,2,2,2,2023-11-11 09:00:00,2
11296,11296,11296,11296,4067,186,499,388,186,186,413,413,392,186,186,186,111,4067,186,111,499,30,30,21,6,6,6,6,6,2,2,2,2023-11-11 09:02:00,2
11362,11362,11362,11364,4080,183,505,396,183,183,400,400,385,183,183,183,109,4080,183,109,505,28,28,15,4,4,4,4,4,2,2,2,2023-11-11 09:04:00,4
11259,11259,11259,11259,4057,177,508,400,177,177,391,391,378,177,177,177,108,4057,177,108,508,27,27,13,3,3,3,3,3,2,2,2,2023-11-11 09:06:00,0
11318,11318,11318,11316,4067,187,606,397,187,187,397,397,376,187,187,188,209,4067,187,209,606,31,31,21,7,7,7,7,7,2,2,2,2023-11-11 09:08:00,0
11358,11358,11358,11357,4094,166,518,412,166,166,393,393,366,166,166,165,106,4094,166,106,518,27,27,26,3,3,3,3,3,2,2,2,2023-11-11 09:10:00,1
11300,11300,11300,11301,4064,170,604,377,170,170,405,405,375,170,170,170,227,4064,170,227,604,27,27,29,3,3,3,3,3,2,2,2,2023-11-11 09:12:00,3
11353,11353,11353,11353,4094,181,496,397,181,181,377,377,354,181,181,181,99,4094,181,99,496,28,28,22,4,4,4,3,4,2,2,2,2023-11-11 09:14:00,2
11406,11406,11406,11406,4105,200,501,398,200,200,404,404,386,200,200,200,103,4105,200,103,501,30,30,18,6,6,6,6,6,2,2,2,2023-11-11 09:16:00,0
11329,11329,11329,11331,4083,195,546,396,195,195,390,390,374,195,195,195,150,4083,195,99,546,29,29,16,4,5,5,3,4,2,2,2,2023-11-11 09:18:00,53
11353,11353,11353,11350,4078,188,492,401,188,188,401,401,384,188,188,188,91,4078,188,91,492,27,27,17,3,3,3,3,3,2,2,2,2023-11-11 09:20:00,0
11303,11303,11303,11305,4056,190,512,407,190,190,408,408,390,190,190,190,105,4056,190,105,512,28,28,17,4,4,4,4,4,2,2,2,2023-11-11 09:22:00,1
11326,11326,11326,11324,4099,183,496,392,183,183,390,390,363,183,183,183,104,4099,183,104,496,30,30,27,6,6,6,6,6,2,2,2,2023-11-11 09:24:00,0
11355,11355,11355,11358,4090,179,499,401,179,179,407,407,390,179,179,179,98,4090,179,98,499,28,28,17,4,4,4,4,4,2,2,2,2023-11-11 09:26:00,0
11314,11314,11314,11311,4066,187,616,407,187,187,401,401,386,187,187,187,209,4066,187,209,616,27,27,15,3,3,3,3,3,2,2,2,2023-11-11 09:28:00,0
11191,11191,11191,11192,4040,179,488,390,179,179,385,385,356,179,179,179,98,4040,179,98,488,31,31,29,7,7,7,6,7,2,2,2,2023-11-11 09:30:00,1
11388,11388,11388,11387,4082,200,616,393,200,200,409,409,389,200,200,200,223,4082,200,223,616,27,27,20,3,3,3,3,3,2,2,2,2023-11-11 09:32:00,0
11342,11342,11342,11345,4078,172,533,409,172,172,390,390,372,172,172,172,124,4078,172,124,533,27,27,18,3,3,3,3,3,2,2,2,2023-11-11 09:34:00,0
11308,11308,11308,11306,4071,176,493,392,176,176,398,398,378,176,176,176,101,4071,176,101,493,28,28,20,4,4,4,3,4,2,2,2,2023-11-11 09:36:00,1
11333,11333,11333,11332,4070,193,592,406,193,193,407,407,389,193,193,193,186,4070,193,186,592,31,31,18,7,7,7,7,7,2,2,2,2023-11-11 09:38:00,0
11334,11334,11334,11337,4074,196,510,394,196,196,398,398,368,196,196,196,116,4074,196,116,510,27,27,30,3,3,3,3,3,2,2,2,2023-11-11 09:40:00,11
11037,11037,11037,11037,3993,189,541,379,189,189,390,390,378,189,189,189,162,3993,189,162,541,26,26,11,2,2,2,2,2,2,2,2,2023-11-11 09:42:00,1
11110,11110,11110,11107,4013,178,440,395,178,178,391,391,378,178,178,178,45,4013,178,45,440,27,27,13,3,3,3,3,3,2,2,2,2023-11-11 09:44:00,0
11167,11167,11167,11169,4034,196,464,409,196,196,377,377,362,196,196,196,55,4034,196,55,464,29,29,15,5,5,5,5,5,2,2,2,2023-11-11 09:46:00,0
11201,11201,11201,11202,4067,179,446,393,179,179,378,378,376,179,178,179,53,4067,179,53,446,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 09:48:00,0
11268,11268,11268,11265,4083,193,454,405,193,193,378,378,371,193,194,193,49,4083,193,49,454,27,27,7,3,3,3,3,3,2,2,2,2023-11-11 09:50:00,0
11209,11209,11209,11209,4066,184,538,388,184,184,384,384,372,184,184,184,150,4066,184,150,538,26,26,11,2,2,2,2,2,2,2,2,2023-11-11 09:52:00,3
11184,11184,11184,11185,4054,171,447,401,171,171,375,375,370,171,171,171,46,4054,171,46,447,29,29,5,5,5,5,4,5,2,2,2,2023-11-11 09:54:00,1
11060,11060,11060,11062,4009,189,438,384,189,189,378,378,373,189,189,189,54,4009,189,54,438,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 09:56:00,0
11219,11219,11219,11216,4073,177,535,393,177,177,381,381,371,177,177,177,142,4073,177,142,535,27,27,9,3,3,3,2,3,2,2,2,2023-11-11 09:58:00,2
11312,11312,11312,11313,4099,182,464,424,182,182,380,380,375,182,182,182,40,4099,182,40,464,29,29,5,5,5,5,5,5,2,2,2,2023-11-11 10:00:00,0
11232,11232,11232,11233,4068,170,468,410,170,170,382,382,376,170,170,170,58,4068,170,58,468,26,26,6,2,2,2,2,2,2,2,2,2023-11-11 10:02:00,0
11248,11248,11248,11247,4084,183,430,389,183,183,378,378,373,183,183,183,41,4084,183,41,430,27,27,5,3,3,3,3,3,2,2,2,2023-11-11 10:04:00,0
11268,11268,11268,11270,4078,189,450,405,189,189,385,385,378,189,189,189,45,4078,189,45,450,26,26,7,2,2,2,2,2,2,2,2,2023-11-11 10:06:00,0
11343,11343,11343,11340,4107,193,558,405,193,193,394,394,384,193,193,193,153,4107,193,153,558,29,29,9,5,5,5,5,5,2,2,2,2023-11-11 10:08:00,1
11294,11294,11294,11294,4090,198,434,395,198,198,382,382,373,198,198,198,39,4090,198,39,434,27,27,8,3,3,3,3,3,2,2,2,2023-11-11 10:10:00,1
11243,11243,11243,11244,4083,189,440,391,189,189,391,391,378,189,189,189,49,4083,189,49,440,26,26,13,2,2,2,2,2,2,2,2,2023-11-11 10:12:00,0
11231,11231,11231,11230,4077,188,450,405,188,188,377,377,369,188,188,188,45,4077,188,45,450,27,27,8,3,3,3,3,3,2,2,2,2023-11-11 10:14:00,0
11252,11252,11252,11252,4091,186,444,402,186,186,374,374,364,186,186,186,42,4091,186,42,444,28,28,10,4,4,4,4,4,2,2,2,2023-11-11 10:16:00,0
11266,11266,11266,11267,4087,170,430,390,170,170,379,379,372,170,170,170,40,4087,170,40,430,27,27,7,3,3,3,2,3,2,2,2,2023-11-11 10:18:00,1
11167,11167,11167,11169,4060,185,422,390,185,185,369,369,357,185,185,185,32,4060,185,32,422,26,26,12,3,3,3,2,3,2,2,2,2023-11-11 10:20:00,1
11314,11314,11314,11311,4101,205,449,395,205,205,373,373,362,205,205,205,54,4101,205,54,449,26,26,10,2,2,2,2,2,2,2,2,2023-11-11 10:22:00,1
11240,11240,11240,11240,4084,173,440,408,173,173,387,387,377,173,173,173,32,4084,173,32,440,29,29,10,5,5,5,5,5,2,2,2,2023-11-11 10:24:00,0
11250,11250,11250,11251,4068,189,449,391,189,189,379,379,375,189,189,189,58,4068,189,58,449,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 10:26:00,0
11259,11259,11259,11258,4094,191,542,396,191,191,384,384,374,191,191,191,146,4094,191,146,542,27,27,9,3,3,3,3,3,2,2,2,2023-11-11 10:28:00,1
11352,11352,11352,11352,4112,184,459,417,184,184,390,390,383,184,184,184,42,4112,184,42,459,29,29,7,5,5,5,5,5,2,2,2,2023-11-11 10:30:00,2
11256,11256,11256,11257,4071,190,535,396,190,190,388,388,381,190,190,190,139,4071,190,139,535,26,26,7,2,2,2,2,2,2,2,2,2023-11-11 10:32:00,0
11281,11281,11281,11280,4086,184,447,400,184,184,378,378,365,184,184,184,47,4086,184,47,447,27,27,12,3,3,3,3,3,2,2,2,2023-11-11 10:34:00,1
11258,11258,11258,11260,4074,185,450,399,185,185,392,392,385,185,185,185,51,4074,185,51,450,26,26,7,2,2,2,2,2,2,2,2,2023-11-11 10:36:00,2
11218,11218,11218,11216,4069,200,441,395,200,200,375,375,369,200,200,200,46,4069,200,46,441,29,29,6,5,5,5,5,5,2,2,2,2023-11-11 10:38:00,0
11299,11299,11299,11300,4098,208,448,397,208,208,387,387,376,208,208,208,51,4098,208,51,448,26,26,11,2,2,2,2,2,2,2,2,2023-11-11 10:40:00,0
11256,11256,11256,11255,4076,192,458,417,192,192,391,391,376,192,192,192,41,4076,192,41,458,27,27,15,3,3,3,2,3,2,2,2,2023-11-11 10:42:00,1
11267,11267,11267,11268,4080,183,446,395,183,183,400,400,394,183,183,183,51,4080,183,51,446,27,27,6,3,3,3,2,3,2,2,2,2023-11-11 10:44:00,1
11211,11211,11211,11212,4044,183,440,391,182,182,382,382,368,182,182,183,49,4044,182,49,440,28,28,14,4,4,4,4,4,2,2,2,2023-11-11 10:46:00,0
11245,11245,11245,11243,4077,195,443,400,196,196,379,379,374,196,196,195,43,4077,196,43,443,27,27,5,3,3,3,3,3,2,2,2,2023-11-11 10:48:00,0
11303,11303,11303,11304,4077,194,450,397,194,194,398,398,386,194,194,194,53,4077,194,53,450,26,26,11,2,2,2,2,2,2,2,2,2023-11-11 10:50:00,1
