parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,GetSupervisorPosition success,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-79785d8695-s9nzf"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-82-abnormal-79785d8695-s9nzf"", node=""10.200.64.186"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-82-abnormal-79785d8695-s9nzf"", node=""10.200.64.186"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-82-abnormal-79785d8695-s9nzf"", node=""10.200.64.186"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-79785d8695-s9nzf"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-79785d8695-s9nzf"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-79785d8695-s9nzf"",metrics_path=""/metrics/cadvisor""} [1m]) * 100",target_metric
29,29,29,29,0,0,56,0,0,28,0,28,0,1,1,0,0,0,0,56,28,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 19:08:00,1,1701367680,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
19,19,19,19,0,0,49,0,0,32,0,17,0,2,2,0,0,0,0,49,17,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:10:00,0,1701367800,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
22,22,22,22,0,0,47,0,0,28,0,19,0,3,3,0,0,0,0,47,19,28,28,4,4,2,4,4,4,2,2,2,3,2023-11-30 19:12:00,0,1701367920,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
12,12,12,12,0,0,39,0,0,28,0,11,0,1,1,0,0,0,0,39,11,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 19:14:00,0,1701368040,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
18,18,18,18,0,0,50,0,0,32,0,18,0,0,0,0,0,0,0,50,18,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 19:16:00,0,1701368160,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
44,44,44,44,0,0,71,0,0,28,0,43,0,1,1,0,0,0,0,71,43,28,28,4,4,1,4,4,3,2,2,2,1,2023-11-30 19:18:00,1,1701368280,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
18,18,18,18,0,0,47,0,0,29,0,18,0,0,0,0,0,0,0,47,18,29,29,5,5,0,5,5,4,2,2,2,0,2023-11-30 19:20:00,5,1701368400,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
28,28,28,28,0,0,57,0,0,30,0,27,0,1,1,0,0,0,0,57,27,30,30,5,4,0,4,4,4,2,2,2,1,2023-11-30 19:22:00,3,1701368520,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
26,26,26,26,0,0,55,0,0,31,0,24,0,2,2,0,0,0,0,55,24,31,31,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:24:00,0,1701368640,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
18,18,18,18,0,0,46,0,0,28,0,18,0,0,0,0,0,0,0,46,18,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:26:00,0,1701368760,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
31,31,31,31,0,0,58,0,0,28,0,30,0,1,1,0,0,0,0,58,30,28,28,4,4,0,4,4,4,2,2,2,1,2023-11-30 19:28:00,0,1701368880,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
15,15,15,15,0,0,46,0,0,32,0,14,0,1,1,0,0,0,0,46,14,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 19:30:00,1,1701369000,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
20,20,20,20,0,0,48,0,0,28,0,20,0,0,0,0,0,0,0,48,20,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 19:32:00,1,1701369120,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
21,21,21,21,0,0,48,0,0,29,0,19,0,2,2,1,0,0,0,48,19,29,29,5,5,1,5,5,4,2,2,2,1,2023-11-30 19:34:00,1,1701369240,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
13,13,13,13,0,0,41,0,0,28,0,13,0,0,0,0,0,0,0,41,13,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:36:00,0,1701369360,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,55,0,0,32,0,23,0,0,0,0,0,0,0,55,23,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 19:38:00,0,1701369480,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
18,18,18,18,0,0,97,0,0,29,0,68,0,1,1,0,0,0,0,97,17,29,29,5,5,1,4,4,4,2,2,2,1,2023-11-30 19:40:00,52,1701369600,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,25,25,25,0,0,53,0,0,28,0,25,0,0,0,0,0,0,0,53,25,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:42:00,0,1701369720,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
32,34,32,32,0,0,64,0,0,32,0,32,0,0,0,0,0,0,0,64,32,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 19:44:00,0,1701369840,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,50,0,0,28,0,22,0,1,1,1,0,0,0,50,22,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 19:46:00,1,1701369960,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
35,35,35,35,0,0,64,0,0,29,0,35,0,0,0,0,0,0,0,64,35,29,29,5,5,0,5,5,4,2,2,2,0,2023-11-30 19:48:00,1,1701370080,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
35,35,35,35,0,0,65,0,0,32,0,33,0,2,2,0,0,0,0,65,33,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:50:00,0,1701370200,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
27,27,27,27,0,0,53,0,0,28,0,25,0,2,2,1,0,0,0,53,25,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 19:52:00,0,1701370320,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
20,22,20,20,0,0,48,0,0,28,0,20,0,0,0,0,0,0,0,48,20,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:54:00,4,1701370440,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
24,24,24,24,0,0,49,0,0,28,0,21,0,3,3,0,0,0,0,49,21,28,28,4,4,2,4,4,4,2,2,2,3,2023-11-30 19:56:00,0,1701370560,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
29,29,29,29,0,0,59,0,0,32,0,27,0,2,2,0,0,0,0,59,27,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:58:00,11,1701370680,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
26,26,26,26,0,0,55,0,0,30,0,25,0,1,1,0,0,0,0,55,25,30,30,5,4,1,4,4,3,2,2,2,1,2023-11-30 20:00:00,12,1701370800,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
19,19,19,19,0,0,49,0,0,31,0,18,0,1,1,0,0,0,0,49,18,31,31,6,5,1,5,5,4,2,2,2,1,2023-11-30 20:02:00,4,1701370920,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
31,31,31,31,0,0,63,0,0,32,0,31,0,0,0,0,0,0,0,63,31,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 20:04:00,4,1701371040,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
38,38,38,38,0,0,65,0,0,28,0,37,0,1,1,0,0,0,0,65,37,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 20:06:00,0,1701371160,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
27,27,27,27,0,0,54,0,0,28,0,26,0,1,1,0,0,0,0,54,26,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 20:08:00,0,1701371280,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,52,0,0,32,0,20,0,3,3,1,0,0,0,52,20,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 20:10:00,0,1701371400,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
22,22,22,22,0,0,50,0,0,28,0,22,0,0,0,0,0,0,0,50,22,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 20:12:00,0,1701371520,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
19,19,19,19,0,0,47,0,0,28,0,19,0,0,0,0,0,0,0,47,19,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 20:14:00,1,1701371640,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,25,25,25,0,0,51,0,0,29,0,22,0,3,3,0,0,0,0,51,22,29,29,5,5,2,5,5,4,2,2,2,3,2023-11-30 20:16:00,1,1701371760,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,29,25,25,0,0,56,0,0,32,0,24,0,1,1,0,0,0,0,56,24,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 20:18:00,0,1701371880,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
27,27,27,27,0,0,57,0,0,32,0,25,0,2,2,1,0,0,0,57,25,32,32,6,4,1,4,4,4,2,2,2,1,2023-11-30 20:20:00,6,1701372000,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
16,18,16,16,0,0,42,0,0,28,0,14,0,2,2,0,0,0,0,42,14,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 20:22:00,0,1701372120,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
35,35,35,35,0,0,66,0,0,32,0,34,0,1,1,0,0,0,0,66,34,32,32,8,8,0,8,8,8,2,2,2,1,2023-11-30 20:24:00,0,1701372240,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
31,31,31,31,0,0,56,0,0,28,0,28,0,3,3,1,0,0,0,56,28,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 20:26:00,0,1701372360,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,52,0,0,29,0,23,0,0,0,0,0,0,0,52,23,29,29,5,5,0,5,5,3,2,2,2,0,2023-11-30 20:28:00,2,1701372480,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,25,23,23,0,0,54,0,0,32,0,22,0,1,1,0,0,0,0,54,22,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 20:30:00,0,1701372600,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,27,25,25,0,0,52,0,0,28,0,24,0,1,1,0,0,0,0,52,24,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 20:32:00,0,1701372720,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,25,25,25,0,0,53,0,0,28,0,25,0,0,0,0,0,0,0,53,25,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 20:34:00,0,1701372840,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
30,30,30,30,0,0,56,0,0,28,0,28,0,2,2,0,0,0,0,56,28,28,28,4,4,1,4,4,4,2,2,2,2,2023-11-30 20:36:00,0,1701372960,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
29,29,29,29,0,0,60,0,0,32,0,28,0,1,1,0,0,0,0,60,28,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 20:38:00,0,1701373080,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
16,16,16,16,0,0,147,0,0,30,0,117,0,1,1,0,0,0,0,147,15,30,30,6,6,0,4,4,4,2,2,2,1,2023-11-30 20:40:00,104,1701373200,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,50,0,0,29,0,21,0,2,2,1,0,0,0,50,21,29,29,5,5,1,5,5,3,2,2,2,1,2023-11-30 20:42:00,2,1701373320,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,52,0,0,32,0,20,0,3,3,0,0,0,0,52,20,32,32,8,8,2,8,8,8,2,2,2,3,2023-11-30 20:44:00,0,1701373440,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,25,25,25,0,0,52,0,0,28,0,24,0,1,1,0,0,0,0,52,24,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 20:46:00,0,1701373560,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
22,22,22,22,0,0,50,0,0,28,0,22,0,0,0,0,0,0,0,50,22,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 20:48:00,0,1701373680,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
27,27,27,27,0,0,58,0,0,32,0,26,0,1,1,0,0,0,0,58,26,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 20:50:00,0,1701373800,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
29,29,29,29,0,0,57,0,0,28,0,29,0,0,0,0,0,0,0,57,29,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 20:52:00,0,1701373920,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
32,32,32,32,0,0,158,0,0,28,0,130,0,2,2,0,0,0,0,158,130,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 20:54:00,0,1701374040,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
27,27,27,27,0,0,56,0,0,29,0,27,0,0,0,0,0,0,0,56,27,29,29,5,5,0,5,5,3,2,2,2,0,2023-11-30 20:56:00,2,1701374160,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
30,30,30,30,0,0,62,0,0,32,0,30,0,0,0,0,0,0,0,62,30,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 20:58:00,0,1701374280,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
28,28,28,28,0,0,56,0,0,28,0,28,0,0,0,0,0,0,0,56,28,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 21:00:00,0,1701374400,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
15,14,15,15,0,0,40,0,0,28,0,12,0,2,2,1,0,0,0,40,12,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 21:02:00,0,1701374520,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
24,24,24,24,0,0,55,0,0,32,0,23,0,1,1,0,0,0,0,55,23,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 21:04:00,0,1701374640,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
26,26,26,26,0,0,51,0,0,28,0,23,0,3,3,0,0,0,0,51,23,28,28,4,4,1,4,4,4,2,2,2,3,2023-11-30 21:06:00,0,1701374760,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
24,24,24,24,0,0,51,0,0,29,0,22,0,2,2,0,0,0,0,51,22,29,29,5,5,2,5,5,4,2,2,2,2,2023-11-30 21:08:00,1,1701374880,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
28,28,28,28,0,0,56,0,0,28,0,28,0,0,0,0,0,0,0,56,28,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 21:10:00,1,1701375000,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
17,17,17,17,0,0,47,0,0,32,0,15,0,2,2,0,0,0,0,47,15,32,32,8,8,2,8,8,8,2,2,2,2,2023-11-30 21:12:00,0,1701375120,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
24,24,24,24,0,0,51,0,0,28,0,23,0,1,1,0,0,0,0,51,23,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 21:14:00,0,1701375240,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
22,22,22,22,0,0,50,0,0,28,0,22,0,0,0,0,0,0,0,50,22,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 21:16:00,0,1701375360,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
24,24,24,24,0,0,54,0,0,32,0,22,0,2,2,0,0,0,0,54,22,32,32,8,8,2,8,8,8,2,2,2,2,2023-11-30 21:18:00,0,1701375480,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
27,27,27,27,0,0,50,0,0,24,0,26,0,1,1,0,0,0,0,50,26,24,24,0,0,1,0,0,0,2,2,2,1,2023-11-30 21:20:00,0,1701375600,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,25,25,25,0,0,49,0,0,24,0,25,0,0,0,0,0,0,0,49,25,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-30 21:22:00,0,1701375720,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
13,13,13,13,0,0,36,0,0,24,0,12,0,1,1,0,0,0,0,36,12,24,24,0,0,1,0,0,0,2,2,2,1,2023-11-30 21:24:00,0,1701375840,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
32,32,32,32,0,0,55,0,0,24,0,31,0,1,1,0,0,0,0,55,31,24,24,0,0,0,0,0,0,2,2,2,1,2023-11-30 21:26:00,0,1701375960,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
17,17,17,17,0,0,39,0,0,24,0,15,0,2,2,0,0,0,0,39,15,24,24,0,0,1,0,0,0,2,2,2,2,2023-11-30 21:28:00,0,1701376080,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
35,35,35,35,0,0,58,0,0,24,0,34,0,1,1,0,0,0,0,58,34,24,24,0,0,1,0,0,0,2,2,2,1,2023-11-30 21:30:00,0,1701376200,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,46,0,0,24,0,22,0,1,1,1,0,0,0,46,22,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-30 21:32:00,0,1701376320,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
34,34,34,34,0,0,56,0,0,24,0,32,0,2,2,0,0,0,0,56,32,24,24,0,0,1,0,0,0,2,2,2,2,2023-11-30 21:34:00,0,1701376440,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
26,26,26,26,0,0,52,0,0,28,0,24,0,2,2,0,0,0,0,52,24,28,28,4,4,1,4,4,4,2,2,2,2,2023-11-30 21:36:00,0,1701376560,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
24,24,24,24,0,0,153,0,0,29,0,124,0,0,0,0,0,0,0,153,124,29,29,5,5,0,5,5,4,2,2,2,0,2023-11-30 21:38:00,1,1701376680,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
22,22,22,22,0,0,104,0,0,32,0,72,0,1,1,0,0,0,0,104,21,32,32,8,8,1,7,7,6,2,2,2,1,2023-11-30 21:40:00,53,1701376800,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
28,28,28,28,0,0,56,0,0,28,0,28,0,0,0,0,0,0,0,56,28,28,28,5,5,0,5,5,5,2,2,2,0,2023-11-30 21:42:00,4,1701376920,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
26,26,26,26,0,0,54,0,0,28,0,26,0,0,0,0,0,0,0,54,26,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 21:44:00,0,1701377040,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
18,18,18,18,0,0,46,0,0,28,0,18,0,0,0,0,0,0,0,46,18,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 21:46:00,0,1701377160,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
25,25,25,25,0,0,55,0,0,32,0,23,0,2,2,0,0,0,0,55,23,32,32,8,8,0,8,8,8,2,2,2,2,2023-11-30 21:48:00,0,1701377280,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
22,22,22,22,0,0,49,0,0,28,0,21,0,1,1,0,0,0,0,49,21,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 21:50:00,0,1701377400,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
28,28,28,28,0,0,56,0,0,29,0,27,0,1,1,0,0,0,0,56,27,29,29,5,5,0,5,5,4,2,2,2,1,2023-11-30 21:52:00,1,1701377520,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
29,29,29,29,0,0,60,0,0,32,0,28,0,1,1,0,0,0,0,60,28,32,32,8,8,1,8,8,7,2,2,2,1,2023-11-30 21:54:00,1,1701377640,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
21,21,21,21,0,0,47,0,0,28,0,19,0,2,2,0,0,0,0,47,19,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 21:56:00,0,1701377760,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
23,23,23,23,0,0,150,0,0,28,0,122,0,1,1,1,0,0,0,150,122,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 21:58:00,0,1701377880,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
17,17,17,17,0,0,48,0,0,32,0,16,0,1,1,0,0,0,0,48,16,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 22:00:00,0,1701378000,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
29,29,29,29,0,0,53,0,0,28,0,25,0,4,4,0,0,0,0,53,25,28,28,4,4,3,4,4,4,2,2,2,4,2023-11-30 22:02:00,0,1701378120,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
31,31,31,31,0,0,159,0,0,28,0,131,0,0,0,0,0,0,0,159,131,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 22:04:00,0,1701378240,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
20,20,20,20,0,0,47,0,0,29,0,18,0,2,2,0,0,0,0,47,18,29,29,5,5,2,5,5,4,2,2,2,2,2023-11-30 22:06:00,1,1701378360,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
30,30,30,30,0,0,61,0,0,32,0,29,0,1,1,0,0,0,0,61,29,32,32,8,8,1,8,8,7,2,2,2,1,2023-11-30 22:08:00,1,1701378480,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
20,20,20,20,0,0,48,0,0,28,0,20,0,0,0,0,0,0,0,48,20,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 22:10:00,0,1701378600,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
22,22,22,22,0,0,50,0,0,28,0,22,0,0,0,0,0,0,0,50,22,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 22:12:00,0,1701378720,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
24,24,24,24,0,0,154,0,0,32,0,122,0,2,2,0,0,0,0,154,122,32,32,8,8,2,8,8,8,2,2,2,2,2023-11-30 22:14:00,0,1701378840,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
14,14,14,14,0,0,42,0,0,28,0,14,0,0,0,0,0,0,0,42,14,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 22:16:00,4,1701378960,238.046875,63518984.92323555,4246153.834417778,63518984.92323555,83.79584072222222,132.73167357,1
