get metadata from header,parseDataReportFlag ok,infra.grpc.invoker,parse metadata,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,funName=concurrentNoPaging run task end,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,funName=DataCompose,parent node is not exist,no need or no have tags,computeAndCompare same,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,allNum=<:NUM:>,ClientEnvHandler is <:*:>,<:GIN:>,protection for <:*:> have compare <:NUM:>,no page <:*:>,no page <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no <:*:>,superiorAndDeputy empty,msg,approve callback start,Response=<:MAP:>,message,approve status error,svc.ApproveCallback failed,<:ownDeptIDs:>,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,<:deptLeaderManageDeptIDs:>,Dao.GetSession,<:listManageOrgReq:>,<:query signature:>,GetSupervisorPosition success,[GetBaseInfoByEmpID] db ge<:updateFanweiEmployee failed:>,GetBaseInfoByEmpID failed,protection for <:*:> done,query ge<:updateFanweiEmployee failed:>,parent deptIDs=[<:SEQ:>],build <:*:> reply,no api page resources,check failed,protection.ComputeAndDiff failed,error occurred in <:NewAccessRequest:>,<:*:> started successfully,callback status error,sign switch is off [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:YID:>,[GetAuthorizedDept] getAllDept success,dept inChargeSuperiors is empty,checkCheckPer<:updateFanweiEmployee failed:>,s.getAuthObject objects=[dealer id customer id],checkAndBuildListPermDataReq failed,ListFieldValues failed,p.svc.GetSingleYidSingleFieldPermDat<:updateFanweiEmployee failed:>,<:tagID:>,token check failed,<:listReq:>,GrpcDataReportInterceptor parse methodSet: <:MAP:>,loadKdConfig success,len(deptYids)=<:NUM:>,len(allDeptMembers)=<:NUM:>,get other dutyCommittee backup employee success,timestamp
10266,10266,10266,10267,4041,48,300,263,48,48,245,245,237,48,48,48,0,37,4041,0,0,48,0,37,300,0,27,27,0,0,0,0,8,9,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:02:00
10291,10291,10291,10290,4060,48,289,261,48,48,241,241,236,48,48,48,0,28,4060,0,0,48,0,28,289,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:04:00
10264,10264,10265,10264,4063,46,294,262,46,46,239,239,236,46,46,46,0,32,4063,0,0,46,0,32,294,0,28,28,0,0,0,0,3,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:06:00
10278,10278,10279,10278,4061,48,284,263,48,48,240,240,237,48,48,48,0,21,4061,0,0,48,0,21,284,0,27,27,0,0,0,0,3,1,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:08:00
10268,10268,10269,10269,4050,48,288,259,48,48,240,240,236,48,48,48,0,29,4050,0,0,48,0,29,288,0,26,26,0,0,0,0,4,1,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:10:00
10332,10332,10332,10333,4084,48,297,266,48,48,241,241,238,48,48,48,0,31,4084,0,0,48,0,31,297,0,29,29,0,0,0,0,3,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:12:00
10323,10323,10324,10322,4079,48,292,262,48,48,238,238,236,48,48,48,0,30,4079,0,0,48,0,30,292,0,26,26,0,0,0,0,2,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:14:00
10291,10291,10291,10290,4062,48,283,261,48,48,244,244,238,48,48,48,0,22,4062,0,0,48,0,22,283,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:16:00
10307,10307,10307,10308,4074,48,288,263,48,48,242,242,236,48,48,48,0,25,4074,0,0,48,0,25,288,0,27,27,0,0,0,0,6,1,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:18:00
10280,10280,10280,10281,4059,47,286,262,47,47,241,241,237,47,47,47,0,24,4059,0,0,47,0,24,286,0,28,28,0,0,0,0,4,7,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:20:00
10197,10197,10199,10196,4013,47,289,262,47,47,243,243,236,47,47,47,0,27,4013,0,0,47,0,27,289,0,27,27,0,0,0,0,7,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:22:00
10213,10213,10211,10213,4025,48,282,260,48,48,242,242,236,48,48,48,0,22,4025,0,0,48,0,22,282,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:24:00
10250,10250,10251,10249,4043,48,292,262,48,48,238,238,236,48,48,48,0,30,4043,0,0,48,0,30,292,0,26,26,0,0,0,0,2,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:26:00
10278,10278,10278,10282,4057,48,296,263,48,48,239,239,237,48,48,48,0,33,4057,0,0,48,0,33,296,0,29,29,0,0,0,0,2,0,5,5,5,4,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:28:00
10168,10168,10168,10165,4012,46,280,258,46,46,237,237,234,46,46,46,0,22,4012,0,0,46,0,22,280,0,25,25,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:30:00
10316,10316,10317,10315,4078,48,391,261,48,48,248,248,238,48,48,48,0,130,4078,0,0,48,0,130,391,0,26,26,0,0,0,0,9,21,2,2,2,2,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:32:00
10312,10312,10313,10312,4080,48,286,264,48,48,239,239,237,48,48,48,0,22,4080,0,0,48,0,22,286,0,27,27,0,0,0,0,1,0,3,3,3,2,3,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:34:00
10285,10285,10285,10287,4064,48,284,264,48,48,245,245,237,48,48,48,0,20,4064,0,0,48,0,20,284,0,29,29,0,0,0,0,8,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:36:00
10291,10291,10291,10290,4073,48,277,262,48,48,242,242,237,48,48,48,0,15,4073,0,0,48,0,15,277,0,27,27,0,0,0,0,5,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:38:00
10347,10347,10348,10347,4089,48,295,262,48,48,243,243,237,48,48,48,0,33,4089,0,0,48,0,33,295,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:40:00
10303,10303,10303,10304,4065,48,397,262,48,48,245,245,237,48,48,48,0,135,4065,0,0,48,0,135,397,0,26,26,0,0,0,0,8,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:42:00
10272,10272,10272,10270,4052,48,293,263,48,48,237,237,236,48,48,48,0,30,4052,0,0,48,0,30,293,0,29,29,0,0,0,0,1,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:44:00
10258,10258,10260,10259,4053,48,286,260,48,48,240,240,236,48,48,48,0,26,4053,0,0,48,0,26,286,0,26,26,0,0,0,0,4,11,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:46:00
10301,10301,10301,10300,4071,48,339,263,48,48,241,241,238,48,48,48,0,76,4071,0,0,48,0,25,339,0,28,28,0,0,0,0,3,6,3,4,4,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:48:00
10280,10280,10280,10282,4066,46,276,262,46,46,242,242,236,46,46,46,0,14,4066,0,0,46,0,14,276,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:50:00
10314,10314,10315,10313,4081,48,286,264,48,48,239,239,237,48,48,48,0,22,4081,0,0,48,0,22,286,0,28,28,0,0,0,0,1,0,4,4,4,4,4,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:52:00
10178,10178,10178,10179,4024,48,268,258,48,48,240,240,234,48,48,48,0,10,4024,0,0,48,0,10,268,0,26,26,0,0,0,0,6,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:54:00
10317,10317,10317,10318,4080,48,283,261,48,48,242,242,239,48,48,48,0,22,4080,0,0,48,0,22,283,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:56:00
10341,10341,10342,10341,4096,48,286,264,48,48,239,239,236,48,48,48,0,22,4096,0,0,48,0,22,286,0,27,27,0,0,0,0,3,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 17:58:00
10333,10333,10333,10330,4088,48,291,264,48,48,241,241,238,48,48,48,0,27,4088,0,0,48,0,27,291,0,28,28,0,0,0,0,3,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:00:00
10327,10327,10329,10328,4089,48,285,262,48,48,241,241,237,48,48,48,0,23,4089,0,0,48,0,23,285,0,26,26,0,0,0,0,4,1,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:02:00
10306,10306,10306,10305,4078,47,281,262,47,47,241,241,237,47,47,47,0,19,4078,0,0,47,0,19,281,0,27,27,0,0,0,0,4,4,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:04:00
10265,10265,10266,10268,4055,47,282,262,47,47,243,243,237,47,47,47,0,20,4055,0,0,47,0,20,282,0,28,28,0,0,0,0,6,4,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:06:00
10284,10284,10284,10282,4063,48,280,262,48,48,243,243,237,48,48,48,0,18,4063,0,0,48,0,18,280,0,27,27,0,0,0,0,6,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:08:00
10368,10368,10368,10368,4107,48,285,264,48,48,242,242,238,48,48,48,0,21,4107,0,0,48,0,21,285,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:10:00
10329,10329,10329,10329,4086,48,291,262,48,48,239,239,237,48,48,48,0,29,4086,0,0,48,0,29,291,0,26,26,0,0,0,0,2,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:12:00
10311,10311,10311,10310,4076,48,287,264,48,48,238,238,237,48,48,48,0,23,4076,0,0,48,0,23,287,0,29,29,0,0,0,0,1,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:14:00
10285,10285,10285,10286,4067,48,278,261,48,48,241,241,237,48,48,48,0,17,4067,0,0,48,0,17,278,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:16:00
10169,10169,10169,10170,4017,48,276,258,48,48,238,238,234,48,48,48,0,18,4017,0,0,48,0,18,276,0,26,26,0,0,0,0,4,1,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:18:00
10329,10329,10329,10327,4083,48,285,263,48,48,247,247,237,48,48,48,0,22,4083,0,0,48,0,22,285,0,27,27,0,0,0,0,10,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:20:00
10219,10219,10219,10219,4039,46,373,261,46,46,241,241,236,46,46,46,0,112,4039,0,0,46,0,112,373,0,28,28,0,0,0,0,5,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:22:00
10351,10351,10351,10351,4096,48,293,265,48,48,241,241,238,48,48,48,0,28,4096,0,0,48,0,28,293,0,27,27,0,0,0,0,3,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:24:00
10330,10330,10330,10332,4086,48,281,261,48,48,246,246,237,48,48,48,0,20,4086,0,0,48,0,20,281,0,26,26,0,0,0,0,9,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:26:00
10339,10339,10340,10337,4093,48,289,262,48,48,244,244,238,48,48,48,0,27,4093,0,0,48,0,27,289,0,26,26,0,0,0,0,6,4,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:28:00
10304,10304,10304,10306,4074,48,277,265,48,48,243,243,237,48,48,48,0,12,4074,0,0,48,0,12,277,0,29,29,0,0,0,0,6,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:30:00
10316,10316,10316,10316,4083,48,278,262,48,48,244,244,238,48,48,48,0,16,4083,0,0,48,0,16,278,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:32:00
10307,10307,10307,10305,4072,48,288,262,48,48,243,243,236,48,48,48,0,26,4072,0,0,48,0,26,288,0,27,27,0,0,0,0,7,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:34:00
10342,10342,10342,10342,4094,48,280,265,48,48,247,247,238,48,48,48,0,15,4094,0,0,48,0,15,280,0,28,28,0,0,0,0,9,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:36:00
10324,10324,10324,10324,4074,48,395,262,48,48,251,251,237,48,48,48,0,133,4074,0,0,48,0,133,395,0,27,27,0,0,0,0,13,1,3,3,3,3,3,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:38:00
10294,10294,10294,10296,4069,48,288,261,48,48,239,239,236,48,48,48,0,27,4069,0,0,48,0,27,288,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:40:00
10310,10310,10311,10308,4078,46,286,262,46,46,242,242,238,46,46,46,0,24,4078,0,0,46,0,24,286,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:42:00
10227,10227,10227,10229,4044,48,284,263,48,48,240,240,234,48,48,48,0,21,4044,0,0,48,0,21,284,0,29,29,0,0,0,0,5,4,5,5,5,4,5,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:44:00
10316,10316,10316,10314,4079,48,286,261,48,48,240,240,238,48,48,48,0,25,4079,0,0,48,0,25,286,0,26,26,0,0,0,0,1,0,2,2,2,2,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:46:00
10330,10330,10330,10333,4089,48,290,262,48,48,240,240,237,48,48,48,0,28,4089,0,0,48,0,28,290,0,26,26,0,0,0,0,3,4,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:48:00
10328,10328,10328,10326,4084,48,283,263,48,48,243,243,237,48,48,48,0,20,4084,0,0,48,0,20,283,0,27,27,0,0,0,0,6,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:50:00
10327,10327,10328,10326,4081,48,291,264,48,48,244,244,237,48,48,48,0,27,4081,0,0,48,0,27,291,0,28,28,0,0,0,0,6,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:52:00
10347,10347,10350,10348,4093,48,292,264,48,48,240,240,238,48,48,48,0,28,4093,0,0,48,0,28,292,0,27,27,0,0,0,0,2,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:54:00
10325,10325,10325,10324,4078,48,292,262,48,48,240,240,236,48,48,48,0,30,4078,0,0,48,0,30,292,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:56:00
10292,10292,10293,10293,4070,48,279,261,48,48,243,243,237,48,48,48,0,18,4070,0,0,48,0,18,279,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 18:58:00
10317,10317,10317,10317,4079,48,291,265,48,48,243,243,238,48,48,48,0,26,4079,0,0,48,0,26,291,0,29,29,0,0,0,0,5,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:00:00
10239,10239,10239,10239,4044,46,283,260,46,46,243,243,236,46,46,46,0,23,4044,0,0,46,0,23,283,0,26,26,0,0,0,0,7,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:02:00
10246,10246,10246,10246,4043,48,289,260,48,48,239,239,235,48,48,48,0,29,4043,0,0,48,0,29,289,0,27,27,0,0,0,0,4,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:04:00
10276,10276,10276,10276,4061,48,280,260,48,48,240,240,236,48,48,48,0,20,4061,0,0,48,0,20,280,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:06:00
10204,10204,10204,10203,4030,48,286,262,48,48,238,238,234,48,48,48,0,24,4030,0,0,48,0,24,286,0,28,28,0,0,0,0,4,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:08:00
10270,10270,10270,10272,4057,48,293,262,48,48,243,243,237,48,48,48,0,31,4057,0,0,48,0,31,293,0,27,27,0,0,0,0,6,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:10:00
10272,10272,10272,10273,4056,48,292,260,48,48,240,240,236,48,48,48,0,32,4056,0,0,48,0,32,292,0,26,26,0,0,0,0,4,1,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:12:00
10279,10279,10279,10278,4053,46,304,262,46,46,245,245,236,46,46,46,0,42,4053,0,0,46,0,42,304,0,27,27,0,0,0,0,9,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:14:00
10336,10336,10336,10334,4087,48,295,264,48,48,241,241,238,48,48,48,0,31,4087,0,0,48,0,31,295,0,28,28,0,0,0,0,3,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:16:00
10289,10289,10289,10289,4062,48,298,261,48,48,243,243,236,48,48,48,0,37,4062,0,0,48,0,37,298,0,26,26,0,0,0,0,7,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:18:00
10333,10333,10333,10334,4087,48,292,263,48,48,243,243,238,48,48,48,0,29,4087,0,0,48,0,29,292,0,27,27,0,0,0,0,5,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:20:00
10249,10249,10249,10248,4044,48,297,262,48,48,237,237,235,48,48,48,0,35,4044,0,0,48,0,35,297,0,28,28,0,0,0,0,2,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:22:00
10361,10361,10361,10361,4089,48,310,264,48,48,246,246,238,48,48,48,0,46,4089,0,0,48,0,46,310,0,27,27,0,0,0,0,7,0,3,3,3,3,3,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:24:00
10348,10348,10348,10348,4088,48,302,262,48,48,244,244,238,48,48,48,0,40,4088,0,0,48,0,40,302,0,26,26,0,0,0,0,6,20,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:26:00
10342,10342,10342,10342,4082,48,297,261,48,48,245,245,236,48,48,48,0,36,4082,0,0,48,0,36,297,0,26,26,0,0,0,0,9,2,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 19:28:00
