parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,msg,no need compute team member perm,Response=<:MAP:>,message,approve callback start,svc.ApproveCallback failed,approve status error,superiorAndDeputy empty,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,strconv.ParseIn<:updateFanweiEmployee failed:>,getBackupEm<:updateFanweiEmployee failed:>,callback status error,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", node=""10.200.67.230"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", node=""10.200.67.230"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", node=""10.200.67.230"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"",metrics_path=""/metrics/cadvisor""} [1m]) * 100","(1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",grpc_code=~""Unknown|OK"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",biz_code=""6000"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or vector(0))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m])))*100","sum(rate(std_requests_total{job=""be/yid"",code=~""2.."",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b""}[1m]))","sum(rate(std_requests_total{job=""be/yid"",code=~""4.."",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"", grpc_code=""OK""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"", grpc_code=""Unknown""}[1m]))","1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",environment=""rc"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",grpc_code=~""Unknown|OK""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"",instance=""{1}"",grpc_code!~""Unknown|OK""}[1m]))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""{2}"",environment=""rc""}[1m])) or vector(1)","1- ((sum(increase(std_requests_total{job=""be/yid"",code=""200"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"", bizcode=""6000""}[1m]) or increase(std_requests_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",code=~""5..""}[1m]))  or  vector(0)) /  sum(increase(std_requests_total{job=""be/yid"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",environment=""rc""}[1m])))","sum(rate(std_grpc_server_handled_total{job=""be/yid"", grpc_code=""OK"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"" ,grpc_method=~""GetEmployee|ListEmployee|GetDepartment|ListDepartment|GetTeam|ListTeam|ListSupervisor|IsDeptLeader|GetDepartTree|GetEmployeeDepartTree|ListUserNameByEmpID|ListAuthZTeamsByUserName|ListWeChatDeptIDByDeptID|ListJiesuanBusinessDeptMember|ListAllInternalEmployees|IsEmployeeBelongToDept|ListApproveAuthEmp|ListApproveAuthDept|ListApproveBackupEmp""}[1m]))",target_metric
5631,5631,5631,5631,2019,85,285,85,218,2019,67,85,189,189,189,85,85,285,67,27,27,0,85,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:14:00,0,1702847640,290.84375,4067907.7333333325,3446373.8666666667,4067907.7333333325,10.609988935547234,23.78128427665312,100,0.054547438088657765,0.20000727299174512,2821.1934979453795,0.0,1,0.7857142857142857,0.5454743808865776,1.2545910760391286
5675,5675,5675,5675,2036,95,285,95,215,2036,70,95,182,182,182,95,95,285,70,28,28,0,95,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 05:16:00,0,1702847760,282.52734375,3718312.0,3258556.0,3718312.0,7.164020766665798,23.124678563350855,100,0.07272991745154367,0.20000727299174512,2828.8301392777917,0.0,1,0.7333333333333334,0.6363867777010073,1.3455034728535582
5663,5663,5663,5663,2032,98,279,98,211,2032,68,98,200,200,200,98,98,279,68,27,27,0,98,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:18:00,0,1702847880,285.5703125,2101868.266666666,2041167.4666666663,2101868.266666666,7.2344528400086965,19.93153927665844,100,0.0,0.20001090968598287,2832.154481153517,0.0,1,1.0,0.4545702492863247,1.0727857883157264
5631,5631,5631,5631,2028,87,279,87,214,2028,65,87,179,179,179,87,87,279,65,31,31,0,87,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-18 05:20:00,0,1702848000,282.5859375,4573558.4,3885025.6,4573558.4,12.963443402226806,16.17095571333872,100,0.07272198385571957,0.19998545560322886,2782.706712239109,0.0,1,0.7333333333333333,0.0,1.1999127336193731
5601,5600,5600,5600,2014,85,297,85,243,2014,54,85,184,184,184,85,85,297,54,57,57,0,85,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:22:00,80,1702848120,284.44921875,4964935.466666667,4389041.866666666,4964935.466666667,22.375707873337284,42.41030003999185,100,0.05454644629902362,0.7454680994199895,2777.505045546283,0.0,1,0.931818181818182,0.0,1.1091110747468136
5665,5666,5666,5666,2032,91,286,91,226,2032,60,91,186,186,186,91,91,286,60,31,31,0,91,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 05:24:00,8,1702848240,279.703125,2673727.2,2076196.2666666661,2673727.2,13.513437444441175,17.316926693335212,100,0.018182809971452992,0.20001090968598287,2802.698328999764,0.0,1,0.9166666666666666,0.036365619942905984,1.3273451279160682
5657,5657,5657,5657,2031,87,279,87,223,2031,56,87,193,193,193,87,87,279,56,30,30,0,87,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 05:26:00,0,1702848360,285.1796875,4096541.333333334,3452518.4,4096541.333333334,12.524394926666801,20.54622600332853,100,0.0,0.19996364297400476,2851.117978549354,0.0,1,1.0,0.5271768769314671,1.2361388838393021
5648,5646,5646,5646,2037,93,272,93,210,2037,62,93,178,178,178,93,93,272,62,27,27,0,93,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:28:00,0,1702848480,290.703125,4816311.466666667,3744427.466666667,4816311.466666667,15.340360019989829,12.441638276650338,100,0.05455537370430987,0.2000363702491362,2840.152755046372,0.0,1,0.7857142857142857,0.6182942353155119,1.3093289689034369
5637,5639,5639,5639,2022,97,274,97,208,2022,66,97,180,180,180,97,97,274,66,28,28,0,97,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 05:30:00,0,1702848600,293.5390625,5939644.0,4815271.466666667,5939644.0,12.48570451778101,16.953144630000068,100,0.05454644629902362,0.2000036364297533,2801.5054819178526,0.0,1,0.7857142857142857,0.4727358679248714,1.0727467772141313
5669,5668,5668,5668,2023,98,306,98,212,2023,94,98,181,181,181,98,98,306,94,27,27,0,98,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:32:00,0,1702848720,291.55859375,5314541.333333333,4488596.266666667,5314541.333333333,18.088649900002764,22.998730666683212,100,0.0,0.1999890915040998,2846.026580368344,0.0,1,1.0,0.9635838045197536,1.1272112430231078
5623,5625,5624,5624,2014,84,296,84,209,2014,87,84,191,191,191,84,84,296,87,31,31,0,84,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-18 05:34:00,0,1702848840,291.3515625,4264331.466666667,3808261.866666666,4264331.466666667,13.880184111120696,23.928095910014232,100,0.05455239757787355,0.20002545778553632,2825.8141945338502,0.0,1,0.7857142857142857,0.8001018311421453,1.3638099394468386
5588,5588,5588,5588,2004,85,268,85,214,2004,54,85,185,185,185,85,85,268,54,26,26,0,85,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:36:00,0,1702848960,290.70703125,3953796.0,3443223.733333333,3953796.0,14.76971947111047,27.234217536679353,100,0.05454446282794858,0.1999963637024781,2835.221177796768,0.0,1,0.7857142857142857,0.472718677842221,1.3090671078707659
5651,5652,5651,5651,2023,97,286,97,214,2023,72,97,189,189,189,97,97,286,72,28,28,0,97,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 05:38:00,0,1702849080,284.71484375,4990916.533333333,4258634.933333334,4990916.533333333,8.501086602223545,21.135465226664863,100,0.0,0.20001090968598287,2826.699638162081,0.0,1,1.0,0.6545811589723076,1.1636998381729913
5617,5616,5616,5616,2018,90,257,90,219,2018,38,90,190,190,190,90,90,257,38,30,30,0,90,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 05:40:00,0,1702849200,287.68359375,3664352.533333333,3457192.8,3664352.533333333,10.444739077777033,22.460863803329023,100,0.0,0.1999963637024781,2802.4945000999987,0.0,1,1.0,0.43635570262358864,1.0727077689496554
5635,5656,5636,5636,2013,91,294,91,208,2013,86,91,175,175,175,91,91,294,86,28,28,0,91,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 05:42:00,0,1702849320,286.92578125,5311604.8,4600901.333333333,5311604.8,15.966164253331952,24.70742397999857,100,0.07273123988581195,0.20001090968598287,2820.1538265723584,0.0,1,0.7333333333333334,0.8000436387439315,1.2546138880302562
5667,5667,5667,5667,2035,87,298,87,226,2035,72,87,180,180,180,87,87,298,72,27,27,0,87,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:44:00,0,1702849440,287.5859375,3541805.6,2481041.333333333,3541805.6,11.353220855542329,17.80351601332465,100,0.054545454545454536,0.2,2818.9090909090905,0.0,1,0.7857142857142857,0.3818181818181818,1.2
5599,5598,5598,5598,2020,89,249,89,207,2020,42,89,186,186,186,89,89,249,42,28,28,0,89,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 05:46:00,0,1702849560,299.66015625,3966518.4,3589685.066666667,3966518.4,17.601544842230698,12.216395453336494,100,0.018183471224656786,0.20001818347122466,2806.073279389035,0.0,1,0.9166666666666666,0.3636694244931357,1.2182925720520046
5645,5645,5645,5645,2021,86,289,86,207,2021,82,86,190,190,190,86,86,289,82,30,30,0,86,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 05:48:00,0,1702849680,285.9296875,3590897.066666667,3100405.8666666667,3590897.066666667,12.740761237784884,22.482107703326623,100,0.054545454545454536,0.2,2836.363636363636,0.0,1,0.7857142857142857,0.8727272727272727,1.2545454545454544
5634,5635,5635,5635,2016,97,270,97,209,2016,61,97,181,181,181,97,97,270,61,28,28,0,97,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 05:50:00,0,1702849800,292.25390625,2742451.466666667,2391798.933333333,2742451.466666667,13.382702348883159,15.440942803325012,100,0.0727299174515437,0.2000072729917452,2837.557729371977,0.0,1,0.7333333333333334,0.5454743808865777,1.2182261173133568
5652,5650,5650,5650,2027,100,288,100,210,2027,78,100,189,189,189,100,100,288,78,27,27,0,100,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:52:00,0,1702849920,297.1796875,4074143.2,3170806.4,4074143.2,13.601024231110284,12.136275446682706,100,0.0,0.20004728390346807,2843.5812101042065,0.0,1,1.0,0.6728863185843926,1.236655936857803
5614,5616,5616,5616,2020,83,280,83,216,2020,64,83,186,186,186,83,83,280,64,30,30,0,83,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 05:54:00,0,1702850040,279.4609375,4255183.2,4320335.466666667,4255183.2,13.610554388885955,20.530414713333204,100,0.0,0.2000436458863752,2790.063286535244,0.0,1,1.0,0.6365025096384666,1.036589801411217
5668,5668,5668,5668,2030,97,283,97,220,2030,63,97,193,193,193,97,97,283,63,28,28,0,97,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 05:56:00,0,1702850160,287.4765625,4226050.4,3701402.666666666,4226050.4,15.979738046670615,24.99919784999899,100,0.05447018665117292,0.1997240177209674,2827.0026871958753,0.0,1,0.7857142857142857,0.5083884087442806,1.1983441063258045
5665,5664,5664,5664,2032,87,282,87,208,2032,74,87,194,194,194,87,87,282,74,28,28,0,87,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 05:58:00,0,1702850280,287.046875,3581845.066666667,3044495.466666667,3581845.066666667,8.283320357780516,22.68053322998943,100,0.054547438088657765,0.2000072729917452,2846.285319466163,0.0,1,0.7857142857142857,0.6545692570638934,1.2364085966762428
5582,5583,5583,5583,2004,93,258,93,204,2004,54,93,179,179,179,93,93,258,54,27,27,0,93,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 06:00:00,0,1702850400,287.98828125,6040369.866666666,4788342.933333334,6040369.866666666,11.500560613332913,17.167906186684075,100,0.0,0.2,2820.0,0.0,1,1.0,0.4545454545454545,1.2727272727272727
5618,5618,5618,5618,2005,96,490,96,212,2005,278,96,189,189,189,96,96,490,278,30,30,0,96,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 06:02:00,0,1702850520,294.1796875,4603647.733333333,4105270.4,4603647.733333333,13.555325657782507,10.950658163346818,100,0.054547438088657765,0.2000072729917452,2801.556420233463,0.0,1,0.7857142857142857,0.8363940506927526,1.0545838030473835
5660,5660,5660,5660,2029,88,283,88,209,2029,74,88,182,182,182,88,88,283,74,28,28,0,88,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 06:04:00,0,1702850640,283.98828125,4099446.933333333,3575465.6,4099446.933333333,10.371401808887539,18.13407595664709,100,0.054545454545454536,0.2,2817.818181818181,0.0,1,0.7857142857142857,0.509090909090909,1.2545454545454544
5656,5656,5656,5656,2037,85,270,85,213,2037,57,85,191,191,191,85,85,270,57,27,27,0,85,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:06:00,0,1702850760,292.42578125,4516971.2,4117812.533333333,4516971.2,12.90797772666944,17.024626143320347,100,0.0,0.2000036364297533,2841.8698521791307,0.0,1,1.0,0.6363752068219423,1.145475372279496
5679,5678,5678,5678,2031,100,286,100,214,2031,72,100,181,181,181,100,100,286,72,28,28,0,100,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 06:08:00,0,1702850880,289.2109375,5245751.2,4122110.666666666,5245751.2,16.871837628875962,20.065169033332495,100,0.0,0.2000036364297533,2847.324496809033,0.0,1,1.0,0.7091038018873072,1.2000218185785196
5670,5671,5671,5671,2037,96,284,96,228,2037,56,96,187,187,187,96,96,284,56,30,30,0,96,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 06:10:00,0,1702851000,284.8984375,1773967.2,1633130.133333333,1773967.2,12.438530831115914,18.430467229991336,100,0.054543471146503764,0.19999272753718048,2811.1705028908036,0.0,1,0.7857142857142857,0.5817970255627068,1.0181447947347368
5674,5674,5674,5674,2026,100,299,100,215,2026,84,100,194,194,194,100,100,299,84,28,28,0,100,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 06:12:00,0,1702851120,282.08203125,4268178.666666667,3577694.933333333,4268178.666666667,12.473729206669507,19.486375880005653,100,0.07272595043726478,0.1999963637024781,2816.676060435265,0.0,1,0.7333333333333333,0.7272595043726479,1.0908892565589716
5650,5649,5649,5649,2028,100,274,100,213,2028,61,100,188,188,188,100,100,274,61,27,27,0,100,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:14:00,0,1702851240,286.53515625,4302462.133333334,3433826.1333333333,4302462.133333334,6.674541880007987,22.278724089992465,100,0.0,0.2000363702491362,2813.966175668303,0.0,1,1.0,0.5819239861793053,1.0183669758137843
5641,5641,5641,5641,2035,91,268,91,215,2035,53,91,185,185,185,91,91,268,53,31,31,0,91,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-18 06:16:00,0,1702851360,279.19140625,4639481.066666666,3679408.0,4639481.066666666,11.069747966668933,14.301608169989775,100,0.07272727272727272,0.2,2816.727272727273,0.0,1,0.7333333333333334,0.5272727272727272,1.1272727272727272
5669,5670,5670,5670,2022,97,291,97,215,2022,76,97,189,189,189,97,97,291,76,27,27,0,97,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:18:00,0,1702851480,293.2734375,4095998.666666666,3350402.4,4095998.666666666,11.359817042215989,13.205045783324747,100,0.05455338958393948,0.20002909514111145,2832.411987198138,0.0,1,0.7857142857142857,0.7091940645912133,1.1274367180680829
5631,5630,5630,5630,2031,98,251,98,211,2031,40,98,193,193,193,98,98,251,40,28,28,0,98,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 06:20:00,0,1702851600,284.71875,4661604.533333333,3711580.8,4661604.533333333,12.316053126657305,23.603481703345704,100,0.0,0.2000145465124736,2797.294348679905,0.0,1,1.0,0.05454942177612917,1.1273547167066695
5639,5640,5640,5640,2020,94,275,94,222,2020,53,94,186,186,186,94,94,275,53,27,27,0,94,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:22:00,0,1702851720,288.35546875,3813534.933333333,3300046.933333333,3813534.933333333,11.294575046663844,19.29112745000263,100,0.0,0.2,2777.4545454545455,0.0,1,1.0,0.0,1.1454545454545453
5586,5586,5586,5586,2014,92,263,92,216,2014,47,92,182,182,182,92,92,263,47,31,31,0,92,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-18 06:24:00,0,1702851840,283.73046875,4806041.6,4018600.8,4806041.6,10.241662064444323,25.134138180001177,100,0.07272330600149084,0.1999890915040998,2784.9390033270915,0.0,1,0.7333333333333334,0.0,1.2362962020253438
5652,5652,5652,5652,2023,87,289,87,200,2023,89,87,187,187,187,87,87,289,89,27,27,0,87,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:26:00,0,1702851960,284.41796875,4572294.4,4029497.333333334,4572294.4,6.465950082217913,22.43001029331936,100,0.05454644629902362,0.2000036364297533,2822.233131511482,0.0,1,0.7857142857142857,0.7636502481863306,1.2909325624102257
5672,5673,5672,5672,2033,97,288,97,216,2033,72,97,186,186,186,97,97,288,72,27,27,0,97,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:28:00,0,1702852080,297.6640625,4393224.533333333,3509890.666666666,4393224.533333333,12.360653204442416,17.091559923331562,100,0.0,0.19976391537274127,2824.2985562517024,0.0,1,1.0,0.6719331698901299,1.1804231362934714
5630,5630,5630,5630,2018,100,286,100,216,2018,70,100,190,190,190,100,100,286,70,31,31,0,100,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-18 06:30:00,0,1702852200,283.5234375,6606120.8,5587006.4,6606120.8,7.993848757776303,19.797046940002478,100,0.054486015256084284,0.18162005085361427,2804.9400653832176,0.0,1,0.7692307692307693,0.4540501271340356,1.1623683254631312
8316,8314,8314,8314,2982,133,404,133,319,2982,85,133,273,273,273,133,133,404,85,41,41,0,133,6,6,6,6,6,0,3,3,3,0,0,0,2023-12-18 06:32:00,0,1702852320,290.62890625,3918518.4,3325867.733333333,3918518.4,12.750737315557975,17.318475460003054,100,0.054545454545454536,0.2,2833.090909090908,0.0,1,0.7857142857142857,0.4727272727272727,1.4545454545454544
5639,5638,5638,5638,2023,92,291,92,215,2023,76,92,188,188,188,92,92,291,76,28,28,0,92,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 06:34:00,0,1702852440,286.9921875,3855435.7333333325,3268350.666666666,3855435.7333333325,20.31958985333202,18.538353063340768,100,0.0,0.1999890915040998,2819.8461902078066,0.0,1,1.0,0.6908714070141628,1.1272112430231078
5652,5653,5653,5653,2037,84,268,84,212,2037,56,84,181,181,181,84,84,268,56,27,27,0,84,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:36:00,0,1702852560,288.61328125,4308363.466666667,3560028.533333333,4308363.466666667,16.62604571554564,17.086735940004775,100,0.0,0.2000072729917452,2856.103858322121,0.0,1,1.0,0.6909342157896652,1.400050910942216
5584,5584,5584,5584,2009,90,283,90,211,2009,72,90,188,188,188,90,90,283,72,31,31,0,90,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-18 06:38:00,0,1702852680,291.50390625,4700694.666666667,3815485.6,4700694.666666667,15.503924613343164,21.907859539981775,100,0.07272727272727272,0.2,2817.818181818181,0.0,1,0.7333333333333334,0.5818181818181818,1.181818181818182
5617,5617,5617,5617,2025,85,273,85,209,2025,64,85,184,184,184,85,85,273,64,27,27,0,85,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:40:00,0,1702852800,285.62109375,4575134.933333334,4134356.266666666,4575134.933333334,9.866530626669476,18.67360336664812,100,0.05459210598147509,0.20017105526540865,2794.0239841318944,0.0,1,0.7857142857142857,0.6369079031172092,1.0554473823085182
5625,5625,5625,5625,2018,99,269,99,211,2018,58,99,187,187,187,99,99,269,58,28,28,0,99,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 06:42:00,0,1702852920,286.3046875,4709942.933333334,3980966.4,4709942.933333334,15.172762553330463,21.051143796673085,100,0.0,0.2000072729917452,2831.0120368013386,0.0,1,1.0,0.6545692570638934,1.181861158587585
5651,5651,5650,5650,2021,86,283,85,207,2021,76,85,191,191,191,85,85,283,76,30,30,0,85,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 06:44:00,0,1702853040,283.7578125,3949260.266666666,3575040.0,3949260.266666666,6.68783869334018,22.10339724001339,100,0.054547438088657765,0.2000072729917452,2815.738754136514,0.0,1,0.7857142857142857,0.6909342157896652,1.181861158587585
5625,5626,5626,5626,2026,91,284,92,210,2026,74,92,185,185,185,92,92,284,74,28,28,0,92,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 06:46:00,0,1702853160,284.48046875,3999753.891277538,3541449.8550144983,3999753.891277538,11.78686930640836,12.135675299132135,100,0.07272727272727272,0.2,2802.5454545454545,0.0,1,0.7333333333333334,0.5636363636363636,1.2181818181818178
5629,5627,5627,5627,2021,90,321,90,210,2021,111,90,187,187,187,90,90,321,60,28,28,0,90,4,4,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:48:00,52,1702853280,292.1796875,2752633.333333333,2419012.533333333,2752633.333333333,13.585716073333364,18.11012572667096,100,0.01818181818181818,0.2,2811.272727272727,0.0,1,1.0,0.6545454545454544,1.181818181818182
5620,5621,5621,5621,2019,96,273,96,212,2019,61,96,181,181,181,96,96,273,61,28,28,0,96,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 06:50:00,0,1702853400,290.640625,5931315.466666668,5142662.133333334,5931315.466666668,11.293063711103365,13.7740395199944,100,0.01818181818181818,0.2,2811.2727272727266,0.0,1,0.9166666666666666,0.7090909090909091,1.2909090909090908
5632,5632,5632,5632,2032,90,269,90,213,2032,56,90,185,185,185,90,89,269,56,30,30,0,90,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 06:52:00,0,1702853520,291.1953125,4786443.2,4391249.866666666,4786443.2,14.759145671107238,12.685370170001988,100,0.05454644629902362,0.2000036364297533,2823.324060437463,0.0,1,0.7857142857142857,0.527282314223895,1.0363824796814487
5683,5684,5684,5684,2031,78,306,78,220,2031,86,78,194,194,194,78,79,306,86,27,27,0,78,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 06:54:00,0,1702853640,292.80859375,4779078.933333334,4593733.866666666,4779078.933333334,9.071891704451344,14.992815463338045,100,0.054545454545454536,0.2,2828.7272727272725,0.0,1,0.7857142857142857,0.8181818181818181,0.9454545454545452
5664,5663,5663,5663,2021,91,282,91,217,2021,65,91,186,186,186,91,91,282,65,28,28,0,91,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 06:56:00,0,1702853760,291.0,4606790.133333334,3493064.533333333,4606790.133333334,13.009790928885598,23.74943052668338,100,0.0,0.19999272753718048,2846.0783244245667,0.0,1,1.0,0.6545216537580452,1.363586778662594
5693,5692,5692,5692,2029,100,297,100,227,2029,70,100,189,189,189,100,100,297,70,31,31,0,100,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-18 06:58:00,0,1702853880,285.5625,4566892.266666667,3767410.4,4566892.266666667,12.726591515545607,18.89451044999684,100,0.07272727272727272,0.2,2853.818181818181,0.0,1,0.7333333333333334,0.6545454545454544,1.2363636363636359
5677,5678,5678,5678,2035,98,293,98,217,2035,76,98,190,190,190,98,98,293,76,27,27,0,98,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 07:00:00,0,1702854000,290.390625,5943643.733333332,4924159.2,5943643.733333332,14.1543664377726,21.418816863321506,100,0.05454446282794858,0.1999963637024781,2825.403174487737,0.0,1,0.7857142857142857,0.3999927274049562,1.1272522317776041
5607,5608,5608,5608,2019,89,573,89,196,2019,377,89,185,185,185,89,89,573,377,27,27,0,89,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 07:02:00,0,1702854120,290.765625,5375154.133333334,4807078.133333334,5375154.133333334,7.622581348890284,21.599970576668657,100,0.0,0.20001090968598287,2798.3344546066146,0.0,1,1.0,0.6000327290579486,1.0546029783442734
5613,5610,5610,5610,2015,85,299,85,215,2015,84,85,185,185,185,85,85,299,84,28,28,0,85,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 07:04:00,0,1702854240,282.9765625,4217280.0,3402600.0,4217280.0,14.560256835555062,10.387072943340172,100,0.0,0.20001090968598287,2828.881575358656,0.0,1,1.0,0.6000327290579486,1.2000654581158972
