get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
10751,10751,10751,10751,4074,100,358,334,100,100,308,308,100,304,100,100,24,4074,100,358,24,29,29,4,5,5,5,5,5,2,2,2,2023-11-02 04:48:00,0
10775,10775,10775,10775,4089,111,346,323,111,111,316,316,111,312,111,111,23,4089,111,346,23,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 04:50:00,0
10832,10832,10832,10832,4094,122,364,341,122,122,319,319,122,313,122,122,23,4094,122,364,23,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 04:52:00,0
10739,10739,10739,10739,4065,113,350,327,113,113,311,311,113,307,113,113,23,4065,113,350,23,27,27,4,3,2,3,3,3,2,2,2,2023-11-02 04:54:00,1
10654,10654,10653,10654,4033,110,351,334,110,110,318,318,110,307,110,110,17,4033,110,351,17,27,27,11,4,4,4,4,4,2,2,2,2023-11-02 04:56:00,0
10795,10795,10796,10795,4095,120,447,326,120,120,312,312,120,309,120,120,121,4095,120,447,121,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 04:58:00,0
10807,10807,10807,10807,4102,117,355,332,117,117,305,305,117,304,117,117,23,4102,117,355,23,27,27,1,3,2,3,3,3,2,2,2,2023-11-02 05:00:00,1
10742,10742,10742,10742,4070,113,454,335,113,113,311,311,113,307,113,113,119,4070,113,454,119,27,27,4,2,2,2,2,2,2,2,2,2023-11-02 05:02:00,0
10805,10805,10804,10805,4106,107,356,334,107,107,307,307,107,305,107,107,22,4106,107,356,22,29,29,2,5,5,5,5,5,2,2,2,2023-11-02 05:04:00,0
10795,10795,10797,10795,4085,124,359,336,124,124,305,305,124,303,124,124,23,4085,124,359,23,26,26,2,2,2,2,2,2,2,2,2,2023-11-02 05:06:00,0
10827,10827,10825,10827,4109,122,346,320,122,122,313,313,122,312,122,122,26,4109,122,346,26,26,26,1,2,2,2,2,2,2,2,2,2023-11-02 05:08:00,0
10790,10790,10792,10790,4069,128,369,337,128,128,313,313,128,312,128,128,32,4069,128,369,32,27,27,1,3,3,3,3,3,2,2,2,2023-11-02 05:10:00,0
10828,10828,10828,10828,4092,117,363,346,117,117,301,301,117,299,117,117,17,4092,117,363,17,28,28,2,4,4,4,4,4,2,2,2,2023-11-02 05:12:00,0
10795,10795,10796,10795,4084,121,354,332,121,121,318,318,121,312,121,121,22,4084,121,354,22,27,27,6,3,3,3,3,3,2,2,2,2023-11-02 05:14:00,0
10789,10789,10787,10789,4079,112,362,337,112,112,314,314,112,308,112,112,25,4079,112,362,25,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 05:16:00,0
10808,10808,10808,10808,4100,109,363,337,109,109,311,311,109,304,109,109,26,4100,109,363,26,28,28,6,4,4,4,4,4,2,2,2,2023-11-02 05:18:00,1
10647,10647,10648,10647,4023,121,342,322,121,121,313,313,121,309,121,121,20,4023,121,342,20,26,26,3,3,2,3,3,3,2,2,2,2023-11-02 05:20:00,2
10727,10727,10728,10727,4055,122,350,322,122,122,315,315,122,310,122,122,28,4055,122,350,28,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 05:22:00,0
10773,10773,10770,10773,4076,105,355,330,105,105,317,317,105,312,105,105,25,4076,105,355,25,27,27,4,3,2,3,3,3,2,2,2,2023-11-02 05:24:00,2
10751,10751,10752,10751,4061,117,358,335,117,117,321,321,117,315,117,117,23,4061,117,358,23,28,28,6,4,4,4,4,4,2,2,2,2023-11-02 05:26:00,0
10844,10844,10843,10844,4112,119,352,333,119,119,317,317,119,310,119,119,19,4112,119,352,19,26,26,7,2,2,2,2,2,2,2,2,2023-11-02 05:28:00,0
10761,10761,10761,10761,4065,119,347,327,119,119,319,319,119,316,119,119,20,4065,119,347,20,27,27,3,3,3,3,3,3,2,2,2,2023-11-02 05:30:00,0
10720,10720,10720,10720,4066,107,359,330,107,107,304,304,107,300,107,107,29,4066,107,359,29,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 05:32:00,1
10781,10781,10781,10781,4073,133,365,335,133,133,309,309,133,301,133,133,30,4073,133,365,30,29,29,8,5,5,5,5,5,2,2,2,2023-11-02 05:34:00,0
10806,10806,10807,10806,4091,119,369,337,119,119,302,302,119,300,119,119,32,4091,119,369,32,26,26,2,2,2,2,2,2,2,2,2,2023-11-02 05:36:00,0
10729,10729,10728,10729,4071,118,345,322,118,118,304,304,118,300,118,118,23,4071,118,345,23,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 05:38:00,0
10759,10759,10759,10759,4071,115,360,337,115,115,306,306,115,306,115,115,23,4071,115,360,23,27,27,0,3,3,3,3,3,2,2,2,2023-11-02 05:40:00,0
10781,10781,10785,10781,4060,124,465,335,124,124,311,311,124,308,124,124,130,4060,124,465,130,28,28,3,4,4,4,4,4,2,2,2,2023-11-02 05:42:00,0
10746,10746,10744,10746,4066,116,351,330,116,116,317,317,116,309,116,116,21,4066,116,351,21,26,26,8,2,2,2,2,2,2,2,2,2023-11-02 05:44:00,0
10662,10662,10660,10662,4045,114,331,316,114,114,307,307,114,304,114,114,15,4045,114,331,15,27,27,3,3,2,3,3,3,2,2,2,2023-11-02 05:46:00,1
10739,10739,10740,10739,4067,112,439,317,112,112,308,308,112,303,112,112,122,4067,112,439,122,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 05:48:00,0
11020,11020,11020,11020,4110,143,386,356,143,143,331,331,143,330,143,143,30,4110,143,386,30,29,29,1,5,4,5,5,5,2,2,2,2023-11-02 05:50:00,1
11294,11294,11294,11294,4103,194,424,404,194,194,386,386,194,381,194,194,20,4103,194,424,20,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 05:52:00,0
11254,11254,11255,11254,4082,196,403,388,196,196,371,371,196,368,196,196,15,4082,196,403,15,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 05:54:00,0
11204,11204,11203,11204,4075,188,426,403,188,188,366,366,188,360,188,188,23,4075,188,426,23,29,29,5,5,5,5,5,5,2,2,2,2023-11-02 05:56:00,0
11240,11240,11242,11241,4072,177,425,400,177,177,396,396,177,389,177,177,25,4072,177,425,25,26,26,7,2,2,2,2,2,2,2,2,2023-11-02 05:58:00,0
11229,11229,11227,11229,4075,177,440,413,177,177,378,378,177,377,177,177,27,4075,177,440,27,27,27,1,3,3,3,3,3,2,2,2,2023-11-02 06:00:00,0
11233,11233,11232,11235,4068,186,436,407,186,186,383,383,186,379,186,186,29,4068,186,436,29,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 06:02:00,0
11259,11259,11260,11259,4081,191,429,399,190,190,371,371,190,369,190,191,30,4081,190,429,30,29,29,2,5,5,5,5,5,2,2,2,2023-11-02 06:04:00,0
11202,11202,11202,11202,4063,187,422,395,188,188,380,380,188,375,188,187,27,4063,188,422,27,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 06:06:00,2
11204,11204,11203,11204,4065,178,424,398,178,178,375,375,178,373,178,178,26,4065,178,424,26,26,26,1,2,2,2,2,2,2,2,2,2023-11-02 06:08:00,1
11275,11275,11277,11275,4100,187,432,411,187,187,370,370,187,364,187,187,21,4100,187,432,21,27,27,6,3,2,3,3,3,2,2,2,2023-11-02 06:10:00,1
11182,11182,11180,11182,4059,180,524,394,180,180,391,391,180,388,180,180,130,4059,180,524,130,28,28,3,4,4,4,4,4,2,2,2,2023-11-02 06:12:00,0
11244,11244,11245,11244,4071,177,430,396,177,177,375,375,177,369,177,177,34,4071,177,430,34,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 06:14:00,0
11285,11285,11285,11285,4094,193,452,425,193,193,374,374,193,368,193,193,27,4094,193,452,27,27,27,6,3,2,3,3,3,2,2,2,2023-11-02 06:16:00,1
11258,11258,11257,11258,4083,186,475,397,186,186,369,369,186,364,186,186,78,4083,186,475,27,27,27,5,2,2,2,3,3,2,2,2,2023-11-02 06:18:00,54
11269,11269,11269,11269,4094,180,439,412,180,180,379,379,180,375,180,180,27,4094,180,439,27,29,29,4,5,5,5,5,5,2,2,2,2023-11-02 06:20:00,0
11218,11218,11219,11218,4077,197,521,399,197,197,378,378,197,375,197,197,122,4077,197,521,122,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 06:22:00,0
11266,11266,11265,11266,4070,185,443,403,185,185,393,393,185,389,185,185,40,4070,185,443,40,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 06:24:00,0
11209,11209,11210,11209,4065,173,431,412,173,173,374,374,173,373,173,173,19,4065,173,431,19,27,27,1,3,3,3,3,3,2,2,2,2023-11-02 06:26:00,0
11257,11257,11257,11257,4094,174,429,411,174,174,367,367,174,362,174,174,18,4094,174,429,18,28,28,5,4,4,4,4,4,2,2,2,2023-11-02 06:28:00,2
11221,11221,11221,11221,4073,186,397,377,186,186,395,395,186,395,186,186,20,4073,186,397,20,27,27,0,3,3,3,3,3,2,2,2,2023-11-02 06:30:00,0
11244,11244,11245,11246,4068,171,541,409,171,171,381,381,171,375,171,171,132,4068,171,541,132,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 06:32:00,2
11269,11269,11269,11269,4080,194,429,414,194,194,372,372,194,370,194,194,15,4080,194,429,15,29,29,2,5,5,5,5,5,2,2,2,2023-11-02 06:34:00,0
11183,11183,11183,11183,4052,190,411,392,190,190,375,375,190,367,190,190,19,4052,190,411,19,26,26,8,2,2,2,2,2,2,2,2,2023-11-02 06:36:00,0
11247,11247,11245,11247,4082,192,415,386,192,192,373,373,192,368,192,192,29,4082,192,415,29,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 06:38:00,0
11339,11339,11340,11339,4106,185,428,402,185,185,405,405,185,400,185,185,26,4106,185,428,26,27,27,5,3,2,3,3,3,2,2,2,2023-11-02 06:40:00,1
11190,11190,11191,11190,4051,183,426,402,183,183,379,379,183,374,183,183,24,4051,183,426,24,28,28,5,4,4,4,4,4,2,2,2,2023-11-02 06:42:00,6
11252,11252,11252,11252,4082,193,422,401,193,193,386,386,193,382,193,193,21,4082,193,422,21,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 06:44:00,0
11196,11196,11197,11196,4069,188,419,402,188,188,370,370,188,368,188,188,17,4069,188,419,17,27,27,2,3,3,3,3,3,2,2,2,2023-11-02 06:46:00,0
11280,11280,11280,11280,4099,187,421,403,187,187,401,401,187,398,187,187,18,4099,187,421,18,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 06:48:00,0
11266,11266,11263,11266,4097,192,421,400,192,192,370,370,192,366,192,192,21,4097,192,421,21,29,29,4,5,5,5,5,5,2,2,2,2023-11-02 06:50:00,0
11260,11260,11260,11260,4091,182,424,399,182,182,383,383,182,378,182,182,25,4091,182,424,25,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 06:52:00,0
11221,11221,11223,11221,4074,177,416,392,177,177,378,378,177,375,177,178,24,4074,177,416,24,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 06:54:00,0
11257,11257,11255,11257,4079,186,413,396,186,186,382,382,186,377,186,185,17,4079,186,413,17,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 06:56:00,0
11278,11278,11279,11278,4086,206,417,397,206,206,384,384,206,381,206,206,20,4086,206,417,20,28,28,3,4,4,4,4,4,2,2,2,2023-11-02 06:58:00,0
11278,11278,11277,11278,4105,173,421,404,173,173,370,370,173,367,173,173,17,4105,173,421,17,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 07:00:00,0
11135,11135,11135,11135,4043,191,419,400,191,191,385,385,191,378,191,191,19,4043,191,419,19,27,27,7,3,2,3,3,3,2,2,2,2023-11-02 07:02:00,1
11255,11255,11257,11255,4093,189,421,395,189,189,360,360,189,357,189,189,26,4093,189,421,26,28,28,2,4,4,4,4,4,2,2,2,2023-11-02 07:04:00,1
11292,11292,11291,11292,4090,196,438,401,196,196,390,390,196,382,196,196,37,4090,196,438,37,27,27,8,3,2,3,3,3,2,2,2,2023-11-02 07:06:00,1
11240,11240,11241,11240,4077,183,430,405,183,183,372,372,183,366,183,183,25,4077,183,430,25,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 07:08:00,1
11241,11241,11240,11241,4073,187,437,405,187,187,384,384,187,376,187,187,32,4073,187,437,32,26,26,8,2,2,2,2,2,2,2,2,2023-11-02 07:10:00,0
11270,11270,11269,11270,4095,196,412,399,196,196,380,380,196,380,196,196,13,4095,196,412,13,27,27,0,3,3,3,3,3,2,2,2,2023-11-02 07:12:00,0
11278,11278,11280,11278,4102,192,412,395,192,192,379,379,192,376,192,192,17,4102,192,412,17,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 07:14:00,0
11276,11276,11277,11276,4082,180,421,394,180,180,393,393,180,389,180,180,27,4082,180,421,27,29,29,4,5,5,5,5,5,2,2,2,2023-11-02 07:16:00,0
11232,11232,11229,11232,4060,176,447,422,176,176,373,373,176,364,176,176,25,4060,176,447,25,26,26,9,2,2,2,2,2,2,2,2,2023-11-02 07:18:00,0
11219,11219,11219,11219,4082,188,408,389,188,188,373,373,188,368,188,188,19,4082,188,408,19,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 07:20:00,0
11169,11169,11169,11169,4073,170,507,394,170,170,381,381,170,378,170,170,113,4073,170,507,113,27,27,3,3,3,3,3,3,2,2,2,2023-11-02 07:22:00,0
11318,11318,11319,11318,4091,179,446,420,179,179,400,400,179,395,179,179,26,4091,179,446,26,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 07:24:00,0
11138,11138,11137,11138,4033,183,434,410,183,183,370,370,183,365,183,183,24,4033,183,434,24,28,28,5,4,4,4,4,4,2,2,2,2023-11-02 07:26:00,0
11224,11224,11225,11224,4070,185,419,392,185,185,372,372,185,369,185,185,27,4070,185,419,27,27,27,3,3,2,3,3,3,2,2,2,2023-11-02 07:28:00,1
11286,11286,11285,11286,4100,182,436,413,182,182,383,383,182,380,182,182,23,4100,182,436,23,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 07:30:00,0
11248,11248,11249,11248,4088,183,424,407,183,183,377,377,183,373,183,183,17,4088,183,424,17,27,27,4,3,2,3,3,3,2,2,2,2023-11-02 07:32:00,1
11267,11267,11266,11267,4084,179,430,404,179,179,380,380,179,375,179,179,26,4084,179,430,26,28,28,5,4,4,4,4,4,2,2,2,2023-11-02 07:34:00,0
11235,11235,11235,11235,4096,183,432,409,183,183,367,367,183,366,183,183,23,4096,183,432,23,26,26,1,2,2,2,2,2,2,2,2,2023-11-02 07:36:00,0
11289,11289,11291,11289,4093,178,423,405,178,178,392,392,178,387,178,178,18,4093,178,423,18,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 07:38:00,0
11240,11240,11239,11239,4070,185,425,401,184,184,368,368,184,363,184,185,24,4070,184,425,24,28,28,4,4,4,4,4,4,2,2,2,2023-11-02 07:40:00,1
11174,11174,11173,11175,4053,176,419,398,177,177,393,393,177,391,177,176,21,4053,177,419,21,27,27,2,3,3,3,3,3,2,2,2,2023-11-02 07:42:00,0
11218,11218,11218,11218,4083,187,421,393,187,187,377,377,187,373,187,187,28,4083,187,421,28,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 07:44:00,0
11244,11244,11245,11244,4079,195,426,404,195,195,369,369,195,364,195,195,22,4079,195,426,22,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 07:46:00,0
11288,11288,11288,11288,4083,190,431,405,190,190,381,381,190,376,190,190,26,4083,190,431,26,29,29,5,5,5,5,5,5,2,2,2,2023-11-02 07:48:00,0
11274,11274,11273,11274,4106,176,421,396,176,176,374,374,176,368,176,176,25,4106,176,421,25,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 07:50:00,0
11184,11184,11184,11184,4043,194,440,412,194,194,379,379,194,375,194,194,28,4043,194,440,28,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 07:52:00,0
11164,11164,11164,11164,4074,172,412,382,172,172,357,357,172,355,172,172,30,4074,172,412,30,27,27,2,3,2,3,3,3,2,2,2,2023-11-02 07:54:00,1
11312,11312,11312,11312,4119,189,430,402,189,189,385,385,189,383,189,189,28,4119,189,430,28,28,28,2,4,4,4,4,4,2,2,2,2023-11-02 07:56:00,0
11235,11235,11236,11235,4097,184,427,398,184,184,379,379,184,375,184,184,29,4097,184,427,29,27,27,4,3,2,3,3,3,2,2,2,2023-11-02 07:58:00,1
11226,11226,11225,11226,4070,184,411,392,184,184,379,379,184,375,184,184,19,4070,184,411,19,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 08:00:00,0
11229,11229,11230,11229,4058,206,418,392,206,206,381,381,206,375,206,206,26,4058,206,418,26,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 08:02:00,0
11260,11260,11259,11260,4086,191,423,398,191,191,385,385,191,384,191,191,25,4086,191,423,25,29,29,1,5,5,5,5,5,2,2,2,2023-11-02 08:04:00,0
11268,11268,11268,11268,4100,176,435,399,176,176,367,367,176,361,176,176,36,4100,176,435,36,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 08:06:00,1
11265,11265,11265,11265,4075,178,433,411,178,178,396,396,178,391,178,178,22,4075,178,433,22,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 08:08:00,0
11177,11177,11182,11177,4068,186,408,394,185,185,384,384,185,376,185,186,14,4068,185,408,14,26,26,8,2,2,2,2,2,2,2,2,2023-11-02 08:10:00,0
11182,11182,11178,11182,4068,181,416,393,182,182,379,379,182,376,182,181,23,4068,182,416,23,29,29,3,5,5,5,5,5,2,2,2,2023-11-02 08:12:00,0
11253,11253,11254,11253,4096,193,411,386,193,193,376,376,193,374,193,193,25,4096,193,411,25,26,26,2,2,2,2,2,2,2,2,2,2023-11-02 08:14:00,0
11118,11118,11116,11118,4039,173,413,394,173,173,376,376,173,374,173,173,19,4039,173,413,19,26,26,2,2,2,2,2,2,2,2,2,2023-11-02 08:16:00,0
11230,11230,11230,11230,4079,180,483,411,180,180,371,371,180,370,180,180,72,4079,180,483,21,30,30,1,5,4,5,6,6,2,2,2,2023-11-02 08:18:00,53
11282,11282,11283,11282,4086,200,424,411,200,200,383,383,200,380,200,200,13,4086,200,424,13,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 08:20:00,0
11220,11220,11219,11220,4077,189,425,400,189,189,371,371,189,367,189,189,25,4077,189,425,25,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 08:22:00,0
11218,11218,11219,11218,4081,175,404,383,175,175,382,382,175,375,175,175,21,4081,175,404,21,27,27,7,3,2,3,3,3,2,2,2,2023-11-02 08:24:00,1
11263,11263,11263,11263,4086,175,426,410,175,175,391,391,175,382,175,175,16,4086,175,426,16,28,28,9,4,4,4,4,4,2,2,2,2023-11-02 08:26:00,0
11278,11278,11277,11278,4097,198,417,403,198,198,376,376,198,370,198,198,14,4097,198,417,14,27,27,6,3,3,3,3,3,2,2,2,2023-11-02 08:28:00,0
11249,11249,11251,11249,4088,185,412,392,185,185,373,373,185,366,185,185,20,4088,185,412,20,26,26,7,2,2,2,2,2,2,2,2,2023-11-02 08:30:00,0
11204,11204,11202,11204,4074,167,431,398,167,167,370,370,167,365,167,167,33,4074,167,431,33,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 08:32:00,0
11211,11211,11211,11211,4075,189,430,410,189,189,371,371,189,367,189,189,20,4075,189,430,20,29,29,4,5,5,5,5,5,2,2,2,2023-11-02 08:34:00,0
11261,11261,11261,11261,4098,185,427,403,185,185,382,382,185,372,185,185,24,4098,185,427,24,26,26,10,2,2,2,2,2,2,2,2,2023-11-02 08:36:00,0
11330,11330,11330,11330,4094,188,449,416,188,188,389,389,188,386,188,188,33,4094,188,449,33,27,27,3,3,3,3,3,3,2,2,2,2023-11-02 08:38:00,0
11159,11159,11161,11159,4056,186,413,391,186,186,381,381,186,376,186,186,22,4056,186,413,22,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 08:40:00,0
11210,11210,11208,11210,4056,177,424,409,177,177,379,379,177,374,177,177,15,4056,177,424,15,27,27,5,4,4,4,4,4,2,2,2,2023-11-02 08:42:00,0
11220,11220,11223,11220,4073,176,425,394,176,176,374,374,176,367,176,176,31,4073,176,425,31,28,28,7,3,2,3,3,3,2,2,2,2023-11-02 08:44:00,1
11228,11228,11227,11228,4082,183,409,390,183,183,369,369,183,364,183,183,19,4082,183,409,19,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 08:46:00,1
11245,11245,11244,11245,4071,188,417,392,188,188,367,367,188,364,188,188,25,4071,188,417,25,29,29,3,5,4,5,5,5,2,2,2,2023-11-02 08:48:00,1
11205,11205,11204,11205,4080,172,430,408,172,172,361,361,172,361,172,172,22,4080,172,430,22,26,26,0,2,2,2,2,2,2,2,2,2023-11-02 08:50:00,0
11206,11206,11208,11206,4068,173,419,400,173,173,381,381,173,377,173,173,19,4068,173,419,19,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 08:52:00,0
11293,11293,11292,11293,4097,191,424,402,191,191,381,381,191,379,191,191,22,4097,191,424,22,27,27,2,3,3,3,3,3,2,2,2,2023-11-02 08:54:00,0
11236,11236,11235,11235,4088,187,408,378,187,187,369,369,187,362,187,187,30,4088,187,408,30,28,28,7,4,4,4,4,4,2,2,2,2023-11-02 08:56:00,0
11223,11223,11224,11224,4072,184,414,396,184,184,381,381,184,376,184,184,18,4072,184,414,18,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 08:58:00,0
11214,11214,11214,11214,4067,176,429,398,176,176,373,373,176,367,176,176,31,4067,176,429,31,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 09:00:00,0
11233,11233,11233,11232,4068,174,424,403,174,174,378,378,174,369,174,174,21,4068,174,424,21,26,26,9,2,2,2,2,2,2,2,2,2023-11-02 09:02:00,0
11272,11272,11272,11272,4088,177,431,395,177,177,389,389,177,383,177,177,36,4088,177,431,36,29,29,6,5,5,5,5,5,2,2,2,2023-11-02 09:04:00,0
11160,11160,11160,11160,4073,172,434,405,172,172,372,372,172,368,172,172,29,4073,172,434,29,25,25,4,2,2,2,2,2,2,2,2,2023-11-02 09:06:00,0
11214,11214,11214,11214,4059,186,412,390,186,186,379,379,186,375,186,186,22,4059,186,412,22,27,27,4,3,2,3,3,3,2,2,2,2023-11-02 09:08:00,1
11234,11234,11234,11234,4064,178,415,391,178,178,387,387,178,384,178,178,24,4064,178,415,24,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 09:10:00,0
11247,11247,11246,11247,4086,185,410,393,185,185,380,380,185,375,185,185,17,4086,185,410,17,28,28,5,4,4,4,4,4,2,2,2,2023-11-02 09:12:00,0
11261,11261,11261,11261,4096,203,431,410,203,203,360,360,203,358,203,203,21,4096,203,431,21,27,27,2,3,2,3,3,3,2,2,2,2023-11-02 09:14:00,1
11205,11205,11207,11205,4080,176,414,395,176,176,379,379,176,376,176,176,19,4080,176,414,19,26,26,3,2,2,2,2,2,2,2,2,2023-11-02 09:16:00,0
11207,11207,11205,11207,4063,178,413,388,178,178,386,386,178,383,178,178,25,4063,178,413,25,27,27,3,3,3,3,3,3,2,2,2,2023-11-02 09:18:00,0
11276,11276,11277,11276,4085,207,430,408,207,207,379,379,207,376,207,207,22,4085,207,430,22,28,28,3,4,4,4,4,4,2,2,2,2023-11-02 09:20:00,0
11189,11189,11189,11189,4058,190,523,390,190,190,383,383,190,374,190,191,133,4058,190,523,133,26,26,9,2,2,2,2,2,2,2,2,2023-11-02 09:22:00,0
11260,11260,11260,11260,4060,191,441,412,190,190,379,379,190,374,190,190,29,4060,190,441,29,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 09:24:00,0
11176,11176,11176,11176,4053,198,403,387,199,199,371,371,199,365,199,198,16,4053,199,403,16,28,28,6,4,4,4,4,4,2,2,2,2023-11-02 09:26:00,0
11263,11263,11263,11264,4087,179,543,410,179,179,374,374,179,369,179,179,133,4087,179,543,133,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 09:28:00,2
11239,11239,11238,11239,4080,188,428,401,188,188,363,363,188,362,188,188,27,4080,188,428,27,26,26,1,2,2,2,2,2,2,2,2,2023-11-02 09:30:00,0
11155,11155,11156,11155,4057,198,431,397,198,198,379,379,198,374,198,198,34,4057,198,431,34,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 09:32:00,1
11270,11270,11269,11270,4079,196,445,415,196,196,371,371,196,367,196,196,30,4079,196,445,30,29,29,4,5,4,5,5,5,2,2,2,2023-11-02 09:34:00,1
11246,11246,11246,11246,4063,189,442,412,189,189,377,377,189,373,189,189,30,4063,189,442,30,26,26,4,2,2,2,2,2,2,2,2,2023-11-02 09:36:00,0
11260,11260,11260,11260,4079,199,424,403,199,199,368,368,199,368,199,199,21,4079,199,424,21,26,26,0,2,2,2,2,2,2,2,2,2023-11-02 09:38:00,0
11208,11208,11208,11208,4073,181,425,403,181,181,394,394,181,387,181,181,22,4073,181,425,22,27,27,7,3,2,3,3,3,2,2,2,2023-11-02 09:40:00,1
11236,11236,11239,11236,4068,191,448,412,191,191,369,369,191,365,191,191,36,4068,191,448,36,28,28,4,4,4,4,4,4,2,2,2,2023-11-02 09:42:00,0
11223,11223,11221,11223,4071,183,399,385,183,183,380,380,183,376,183,183,14,4071,183,399,14,27,27,3,3,3,3,3,3,2,2,2,2023-11-02 09:44:00,1
11268,11268,11268,11268,4076,198,423,396,198,198,394,394,198,388,198,198,27,4076,198,423,27,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 09:46:00,0
11227,11227,11228,11227,4080,189,403,383,189,189,389,389,189,383,189,189,20,4080,189,403,20,26,26,6,2,2,2,2,2,2,2,2,2023-11-02 09:48:00,0
11212,11212,11212,11212,4068,182,417,394,182,182,370,370,182,366,182,182,23,4068,182,417,23,29,29,3,5,5,5,5,5,2,2,2,2023-11-02 09:50:00,1
11283,11283,11282,11283,4101,178,433,404,178,178,385,385,178,374,178,178,29,4101,178,433,29,26,26,9,2,2,2,2,2,2,2,2,2023-11-02 09:52:00,1
11224,11224,11225,11224,4089,171,424,398,171,171,364,364,171,363,171,171,26,4089,171,424,26,27,27,1,3,3,3,3,3,2,2,2,2023-11-02 09:54:00,0
11164,11164,11163,11164,4043,183,428,393,183,183,377,377,183,376,183,183,35,4043,183,428,35,28,28,1,4,4,4,4,4,2,2,2,2023-11-02 09:56:00,0
11208,11208,11208,11208,4091,171,425,396,171,171,375,375,171,370,171,171,29,4091,171,425,29,26,26,5,2,2,2,2,2,2,2,2,2023-11-02 09:58:00,0
11274,11274,11274,11274,4085,193,430,406,193,193,377,377,193,374,193,193,24,4085,193,430,24,27,27,3,3,2,3,3,3,2,2,2,2023-11-02 10:00:00,1
11245,11245,11245,11245,4069,192,448,408,192,192,385,385,192,378,192,192,40,4069,192,448,40,26,26,7,2,2,2,2,2,2,2,2,2023-11-02 10:02:00,3
